% isAttack normal:	1332
% isAttack highrate:	1260
% isAttack lowrate:	1332
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,11,20,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_serror_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.97,normal
OTH,0,0,0.31,normal
OTH,0,0,0.03,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.48,normal
OTH,0,0,0,normal
OTH,0,0,0.17,normal
OTH,0,0,0.27,normal
OTH,0,0,0.29,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
SF,0,0,0.57,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
SF,0,0,0.95,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.54,normal
SF,0,0,0.98,normal
OTH,0,0,0.86,normal
OTH,0,0,0,normal
SF,0,0,1,normal
SF,0,0,0.91,normal
OTH,0,0,0,normal
OTH,0,0,0.85,normal
OTH,0,0,0.68,normal
OTH,0,0,0.62,normal
OTH,0,0,0,normal
OTH,0,0,0.26,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.69,normal
OTH,0,0,0,normal
OTH,0,0,0.37,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.89,normal
OTH,0,0,0.71,normal
SF,0,0,0.89,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.04,normal
OTH,0,0,0,normal
SF,0,0,1,normal
OTH,0,0,0.26,normal
OTH,0,0,0,normal
OTH,0,0,0.33,normal
OTH,0,0,0.93,normal
OTH,0,0,0,normal
OTH,0,0,0.51,normal
RSTO,0,0,0.92,normal
OTH,0,0,0,normal
SF,0,0,1,normal
OTH,0,0,0.75,normal
OTH,0,0,0.98,normal
OTH,0,0,0.12,normal
OTH,0,0,0.65,normal
OTH,0,0,0.93,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
RSTR,0,0,0.9,normal
OTH,0,0,0,normal
OTH,0,0,0.16,normal
OTH,0,0,0.92,normal
SF,0,0,0.86,normal
OTH,0,0,0,normal
OTH,0,0,0.48,normal
SF,0,0,0.93,normal
OTH,0,0,0.06,normal
OTH,0,0,0,normal
SF,0,0,1,normal
OTH,0,0,0,normal
RSTO,0.23,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0.05,normal
OTH,0,0,0,normal
OTH,0,0,0.27,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
SF,0,0,0.8,normal
S1,0,0,1,normal
S1,0.22,0,0.97,normal
RSTR,0.42,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.06,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.76,normal
OTH,0,0,0,normal
SF,0,0,0.97,normal
SF,0,0,0.98,normal
OTH,0,0,0.36,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0.98,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
S1,0.47,0,1,normal
RSTO,0.22,0,0.9,normal
OTH,0,0,0.44,normal
OTH,0,0,0,normal
OTH,0,0,0.94,normal
SF,0,0,0.97,normal
RSTO,0.24,0,1,normal
OTH,0,0,0.89,normal
OTH,0,0,0.07,normal
OTH,0,0,0.03,normal
OTH,0,0,0.81,normal
SF,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0.6,normal
OTH,0,0,0,normal
OTH,0,0,0.8,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0.98,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,1,normal
SF,0,0,1,normal
OTH,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,1,normal
RSTO,0.23,0,0.85,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
SF,0,0,0.87,normal
OTH,0,0,0,normal
OTH,0,0,0.57,normal
OTH,0,0,0,normal
OTH,0,0,0.96,normal
OTH,0,0,0.69,normal
OTH,0,0,0,normal
SF,0,0.67,0.97,normal
SF,0,0,0.98,normal
RSTO,0.31,0,0.94,normal
OTH,0,0,0.23,normal
OTH,0,0,0.91,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.02,normal
SF,0,0,0.94,normal
OTH,0,0,0,normal
SF,0,0,1,normal
RSTO,0,0,1,normal
OTH,0,0,0.05,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.23,normal
SF,0,0,0.98,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.61,normal
RSTO,0.21,0,1,normal
SF,0,0,1,normal
OTH,0,0,0.92,normal
OTH,0,0,0.76,normal
OTH,0,0,0,normal
SF,0,0,0.88,normal
S1,0.42,0,1,normal
RSTO,0.39,0,0.85,normal
OTH,0,0,0.79,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.05,normal
OTH,0,0,0.67,normal
OTH,0,0,0,normal
SF,0,0,0.78,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
RSTR,0.21,0,1,normal
RSTR,0,0,1,normal
SF,0,0,0.98,normal
OTH,0,0,1,normal
OTH,0,0,0.04,normal
OTH,0,0,0,normal
OTH,0,0,0.71,normal
OTH,0,0,0.4,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.32,normal
OTH,0,0,0.83,normal
OTH,0,0,0,normal
OTH,0,0,0.11,normal
OTH,0,0,0,normal
OTH,0,0,0.05,normal
OTH,0,0,0.69,normal
OTH,0,0,0.16,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.97,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,1,normal
SF,0,0,0.98,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0.03,normal
OTH,0,0,0,normal
OTH,0,0,0.02,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
SF,0,0,0.96,normal
SF,0,0,1,normal
OTH,0,0,0.03,normal
OTH,0,0,0.56,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.9,normal
OTH,0,0,0,normal
OTH,0,0,0.6,normal
SF,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0.06,normal
OTH,0,0,0.62,normal
SF,0,0,0.9,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
SF,0,0,1,normal
SF,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0.04,normal
OTH,0,0,0,normal
OTH,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0.07,normal
OTH,0,0,0,normal
OTH,0,0,0.88,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0.08,0.72,normal
SF,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.77,normal
OTH,0,0,0.14,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
RSTO,0,0,0.94,normal
OTH,0,0,0,normal
SF,0,0,0.97,normal
OTH,0,0,0.63,normal
OTH,0,0,0.15,normal
S1,0.47,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.9,normal
SF,0,0,1,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.14,normal
OTH,0,0,0.65,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.15,normal
OTH,0,0,0,normal
OTH,0,0,0.35,normal
OTH,0,0,0,normal
OTH,0,0,0.07,normal
SF,0,0,1,normal
RSTR,0,0,0.97,normal
OTH,0,0,0.05,normal
OTH,0,0,0.12,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
S1,0.24,0,1,normal
OTH,0,0,0.08,normal
OTH,0,0,0.97,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0,normal
OTH,0,0,0.46,normal
OTH,0,0,0,normal
SF,0,0,1,normal
OTH,0,0,0.7,normal
OTH,0,0,0.15,normal
OTH,0,0,0.84,normal
OTH,0,0,0,normal
OTH,0,0,1,normal
RSTO,0.33,0,1,normal
OTH,0,0,0.65,normal
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,0.64,0,0,highrate
S3,0.23,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.22,0,0,highrate
S3,1,0,0,highrate
S3,0.77,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.01,0.99,0.97,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.79,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.39,0.06,0.03,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.43,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0.9,0.82,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.83,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.65,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.2,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0.72,0.55,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S1,0.84,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0.48,0.32,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.02,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,0.8,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.69,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0.31,0.18,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.24,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.82,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.01,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.29,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.81,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.21,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.11,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.43,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.83,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
