% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,17,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,OTH,9352,74,0.01,HIGH_RATE
tcp,OTH,6539,71,0,HIGH_RATE
tcp,OTH,4133,63,0.03,HIGH_RATE
tcp,OTH,25314,68,0.03,HIGH_RATE
tcp,OTH,1330,62,0.02,HIGH_RATE
tcp,OTH,14564,71,0.03,HIGH_RATE
tcp,OTH,5489,68,0.03,HIGH_RATE
tcp,OTH,23590,65,0.02,HIGH_RATE
tcp,OTH,3288,69,0.03,HIGH_RATE
tcp,OTH,2485,67,0.01,HIGH_RATE
tcp,OTH,15477,76,0.05,HIGH_RATE
tcp,OTH,15306,65,0.02,HIGH_RATE
tcp,OTH,6440,69,0.04,HIGH_RATE
tcp,OTH,15370,77,0.04,HIGH_RATE
tcp,OTH,23907,74,0.03,HIGH_RATE
tcp,OTH,4640,61,0.06,HIGH_RATE
tcp,OTH,8220,64,0,HIGH_RATE
tcp,OTH,4853,71,0.04,HIGH_RATE
tcp,OTH,10178,70,0.01,HIGH_RATE
tcp,OTH,14735,82,0.04,HIGH_RATE
tcp,OTH,4872,73,0.04,HIGH_RATE
tcp,OTH,22448,67,0.01,HIGH_RATE
tcp,OTH,5746,46,0,HIGH_RATE
tcp,OTH,6314,66,0.01,HIGH_RATE
tcp,OTH,9916,68,0,HIGH_RATE
tcp,OTH,9889,73,0,HIGH_RATE
tcp,OTH,6612,67,0,HIGH_RATE
tcp,OTH,15084,73,0.01,HIGH_RATE
tcp,OTH,18810,67,0.01,HIGH_RATE
tcp,OTH,900,65,0.03,HIGH_RATE
tcp,OTH,5776,67,0.03,HIGH_RATE
tcp,OTH,6672,73,0,HIGH_RATE
tcp,OTH,10142,66,0.01,HIGH_RATE
tcp,OTH,6417,68,0,HIGH_RATE
tcp,OTH,15887,72,0,HIGH_RATE
tcp,OTH,9334,72,0.01,HIGH_RATE
tcp,OTH,20547,74,0.03,HIGH_RATE
tcp,OTH,26054,79,0.01,HIGH_RATE
tcp,OTH,11269,69,0.01,HIGH_RATE
tcp,OTH,9985,70,0.01,HIGH_RATE
tcp,OTH,13536,72,0.03,HIGH_RATE
tcp,OTH,21464,71,0.01,HIGH_RATE
tcp,OTH,12291,70,0.03,HIGH_RATE
tcp,OTH,16507,68,0.01,HIGH_RATE
tcp,OTH,25516,70,0.01,HIGH_RATE
tcp,OTH,26989,67,0.01,HIGH_RATE
tcp,OTH,9883,70,0.01,HIGH_RATE
tcp,OTH,9977,66,0.01,HIGH_RATE
tcp,OTH,24778,72,0.03,HIGH_RATE
tcp,OTH,7530,63,0.03,HIGH_RATE
tcp,OTH,20537,69,0.01,HIGH_RATE
tcp,OTH,1409,71,0.03,HIGH_RATE
tcp,OTH,8083,73,0.03,HIGH_RATE
tcp,OTH,11451,67,0.01,HIGH_RATE
tcp,OTH,9911,68,0,HIGH_RATE
tcp,OTH,6470,71,0.04,HIGH_RATE
tcp,OTH,22890,70,0.03,HIGH_RATE
tcp,OTH,9071,70,0.01,HIGH_RATE
tcp,OTH,8018,68,0.06,HIGH_RATE
tcp,OTH,11830,66,0,HIGH_RATE
tcp,OTH,5341,68,0.03,HIGH_RATE
tcp,OTH,11761,71,0.06,HIGH_RATE
tcp,OTH,5693,70,0.01,HIGH_RATE
tcp,OTH,23531,68,0.03,HIGH_RATE
tcp,OTH,11384,66,0.03,HIGH_RATE
tcp,OTH,9630,71,0,HIGH_RATE
tcp,OTH,12016,70,0.04,HIGH_RATE
tcp,OTH,7677,75,0,HIGH_RATE
tcp,OTH,9433,70,0.04,HIGH_RATE
tcp,OTH,20476,72,0.01,HIGH_RATE
tcp,OTH,14309,74,0.04,HIGH_RATE
tcp,OTH,12865,73,0.03,HIGH_RATE
tcp,OTH,9893,70,0,HIGH_RATE
tcp,OTH,6459,67,0,HIGH_RATE
tcp,OTH,9986,69,0.01,HIGH_RATE
tcp,OTH,12892,80,0.04,HIGH_RATE
tcp,OTH,1788,76,0,HIGH_RATE
tcp,OTH,10000,71,0.01,HIGH_RATE
tcp,OTH,17957,73,0.01,HIGH_RATE
tcp,OTH,9949,74,0.03,HIGH_RATE
tcp,OTH,23043,65,0.02,HIGH_RATE
tcp,OTH,11716,67,0.03,HIGH_RATE
tcp,OTH,19497,69,0.01,HIGH_RATE
tcp,OTH,25772,61,0.02,HIGH_RATE
tcp,OTH,20622,68,0.01,HIGH_RATE
tcp,OTH,8036,74,0.03,HIGH_RATE
tcp,OTH,9551,76,0.03,HIGH_RATE
tcp,OTH,19624,52,0,HIGH_RATE
tcp,OTH,5905,73,0.01,HIGH_RATE
tcp,OTH,9990,70,0.06,HIGH_RATE
tcp,OTH,8292,62,0,HIGH_RATE
tcp,OTH,9873,74,0.04,HIGH_RATE
tcp,OTH,21104,76,0.01,HIGH_RATE
tcp,OTH,15449,73,0.01,HIGH_RATE
tcp,OTH,9999,73,0.01,HIGH_RATE
tcp,OTH,7739,69,0.03,HIGH_RATE
tcp,OTH,27022,66,0.01,HIGH_RATE
tcp,OTH,5020,70,0.01,HIGH_RATE
tcp,OTH,1456,73,0,HIGH_RATE
tcp,OTH,7944,70,0.01,HIGH_RATE
tcp,OTH,9587,72,0.03,HIGH_RATE
tcp,OTH,8559,71,0.03,HIGH_RATE
tcp,OTH,4659,57,0,HIGH_RATE
tcp,OTH,18900,68,0.01,HIGH_RATE
tcp,OTH,10840,77,0.01,HIGH_RATE
tcp,OTH,10942,76,0.01,HIGH_RATE
tcp,OTH,11566,69,0.01,HIGH_RATE
tcp,OTH,11125,67,0.01,HIGH_RATE
tcp,OTH,318,72,0.03,HIGH_RATE
tcp,OTH,12237,69,0.03,HIGH_RATE
tcp,OTH,9749,71,0.01,HIGH_RATE
tcp,OTH,20671,70,0.01,HIGH_RATE
tcp,OTH,11481,68,0.01,HIGH_RATE
tcp,OTH,2060,66,0.01,HIGH_RATE
tcp,OTH,11144,66,0.03,HIGH_RATE
tcp,OTH,20758,68,0.01,HIGH_RATE
tcp,OTH,23303,73,0.01,HIGH_RATE
tcp,OTH,4330,70,0.03,HIGH_RATE
tcp,OTH,20220,72,0.04,HIGH_RATE
tcp,OTH,24322,71,0.03,HIGH_RATE
tcp,OTH,1001,65,0.02,HIGH_RATE
tcp,OTH,615,70,0.04,HIGH_RATE
tcp,OTH,11841,68,0.04,HIGH_RATE
tcp,OTH,10064,71,0.04,HIGH_RATE
tcp,OTH,6673,69,0.04,HIGH_RATE
tcp,OTH,16385,73,0.03,HIGH_RATE
tcp,OTH,10001,72,0.03,HIGH_RATE
tcp,OTH,7724,67,0.04,HIGH_RATE
tcp,OTH,9853,71,0.01,HIGH_RATE
tcp,OTH,12256,67,0.01,HIGH_RATE
tcp,OTH,22138,67,0.01,HIGH_RATE
tcp,OTH,13253,73,0.04,HIGH_RATE
tcp,OTH,7127,61,0.02,HIGH_RATE
tcp,OTH,4539,69,0.06,HIGH_RATE
tcp,OTH,5193,68,0.03,HIGH_RATE
tcp,OTH,11086,72,0.03,HIGH_RATE
tcp,OTH,11216,68,0.03,HIGH_RATE
tcp,OTH,22237,66,0.03,HIGH_RATE
tcp,OTH,16105,75,0.03,HIGH_RATE
tcp,OTH,20390,67,0.01,HIGH_RATE
tcp,OTH,9864,68,0.01,HIGH_RATE
tcp,OTH,24756,75,0.04,HIGH_RATE
tcp,OTH,7035,76,0.03,HIGH_RATE
tcp,OTH,8213,70,0.04,HIGH_RATE
tcp,OTH,12157,67,0.01,HIGH_RATE
tcp,OTH,14641,74,0.03,HIGH_RATE
tcp,OTH,10441,67,0,HIGH_RATE
tcp,OTH,7704,67,0.04,HIGH_RATE
tcp,OTH,24626,70,0.03,HIGH_RATE
tcp,OTH,1345,63,0.05,HIGH_RATE
tcp,OTH,15078,74,0.01,HIGH_RATE
tcp,OTH,26270,66,0.01,HIGH_RATE
tcp,OTH,11449,67,0.01,HIGH_RATE
tcp,OTH,1747,71,0.03,HIGH_RATE
tcp,OTH,6466,68,0.01,HIGH_RATE
tcp,OTH,9394,71,0.01,HIGH_RATE
tcp,OTH,14172,72,0.01,HIGH_RATE
tcp,OTH,9416,68,0.03,HIGH_RATE
tcp,OTH,9797,74,0.04,HIGH_RATE
tcp,OTH,20560,74,0.03,HIGH_RATE
tcp,OTH,6787,67,0.01,HIGH_RATE
tcp,OTH,9899,68,0.01,HIGH_RATE
tcp,OTH,23652,69,0.01,HIGH_RATE
tcp,OTH,2095,63,0.03,HIGH_RATE
tcp,OTH,10789,69,0.01,HIGH_RATE
tcp,OTH,9665,67,0.03,HIGH_RATE
tcp,OTH,10587,70,0.04,HIGH_RATE
tcp,OTH,8288,73,0.04,HIGH_RATE
tcp,OTH,20161,63,0.02,HIGH_RATE
tcp,OTH,6157,68,0.01,HIGH_RATE
tcp,OTH,824,71,0.04,HIGH_RATE
tcp,OTH,10782,68,0.01,HIGH_RATE
tcp,OTH,27042,71,0.01,HIGH_RATE
tcp,OTH,15476,67,0.01,HIGH_RATE
tcp,OTH,6326,67,0.03,HIGH_RATE
tcp,OTH,7485,75,0.03,HIGH_RATE
tcp,OTH,10888,77,0.03,HIGH_RATE
tcp,OTH,6877,72,0.03,HIGH_RATE
tcp,OTH,24962,70,0,HIGH_RATE
tcp,OTH,15269,71,0.01,HIGH_RATE
tcp,OTH,7838,67,0.01,HIGH_RATE
tcp,OTH,8885,70,0.01,HIGH_RATE
tcp,OTH,11656,66,0.03,HIGH_RATE
tcp,OTH,1012,66,0.03,HIGH_RATE
tcp,OTH,15129,72,0.04,HIGH_RATE
tcp,OTH,10610,68,0.01,HIGH_RATE
tcp,OTH,588,66,0.03,HIGH_RATE
tcp,OTH,5564,61,0.03,HIGH_RATE
tcp,OTH,20762,66,0.03,HIGH_RATE
tcp,OTH,7539,76,0.03,HIGH_RATE
tcp,OTH,23555,72,0.03,HIGH_RATE
tcp,OTH,6662,68,0.01,HIGH_RATE
tcp,OTH,17357,76,0.04,HIGH_RATE
tcp,OTH,9951,69,0.01,HIGH_RATE
tcp,OTH,26836,69,0.01,HIGH_RATE
tcp,OTH,10509,70,0.01,HIGH_RATE
tcp,OTH,2124,66,0.03,HIGH_RATE
tcp,OTH,10401,72,0.01,HIGH_RATE
tcp,OTH,9962,74,0.01,HIGH_RATE
tcp,OTH,6439,70,0.01,HIGH_RATE
tcp,OTH,13068,77,0.05,HIGH_RATE
tcp,OTH,6653,72,0.01,HIGH_RATE
tcp,OTH,23770,71,0.03,HIGH_RATE
tcp,OTH,10958,71,0.03,HIGH_RATE
tcp,OTH,14357,75,0.04,HIGH_RATE
tcp,OTH,10968,69,0.03,HIGH_RATE
tcp,OTH,7992,69,0.03,HIGH_RATE
tcp,OTH,24433,61,0.03,HIGH_RATE
tcp,OTH,22642,66,0.01,HIGH_RATE
tcp,OTH,13286,72,0.03,HIGH_RATE
tcp,OTH,2838,70,0.01,HIGH_RATE
tcp,OTH,11745,72,0.01,HIGH_RATE
tcp,OTH,9906,67,0,HIGH_RATE
tcp,OTH,10614,72,0.03,HIGH_RATE
tcp,OTH,7229,72,0.03,HIGH_RATE
tcp,OTH,9589,73,0,HIGH_RATE
tcp,OTH,5327,64,0.03,HIGH_RATE
tcp,OTH,5700,67,0.01,HIGH_RATE
tcp,OTH,10446,72,0,HIGH_RATE
tcp,OTH,7547,61,0.02,HIGH_RATE
tcp,OTH,8202,69,0.01,HIGH_RATE
tcp,OTH,6202,70,0.01,HIGH_RATE
tcp,OTH,853,74,0.03,HIGH_RATE
tcp,OTH,8293,65,0.02,HIGH_RATE
tcp,OTH,22037,65,0.02,HIGH_RATE
tcp,OTH,9532,67,0.04,HIGH_RATE
tcp,OTH,20723,62,0.02,HIGH_RATE
tcp,OTH,6556,70,0.03,HIGH_RATE
tcp,OTH,559,63,0.02,HIGH_RATE
tcp,OTH,15473,66,0.01,HIGH_RATE
tcp,OTH,20541,67,0.01,HIGH_RATE
tcp,OTH,2858,72,0.03,HIGH_RATE
tcp,OTH,20747,71,0.03,HIGH_RATE
tcp,OTH,9864,79,0,HIGH_RATE
tcp,OTH,4945,71,0.03,HIGH_RATE
tcp,OTH,11382,65,0,HIGH_RATE
tcp,OTH,5514,67,0.03,HIGH_RATE
tcp,OTH,1485,72,0.01,HIGH_RATE
tcp,OTH,2015,68,0.03,HIGH_RATE
tcp,OTH,25595,70,0.01,HIGH_RATE
tcp,OTH,21948,68,0.01,HIGH_RATE
tcp,OTH,20602,68,0.03,HIGH_RATE
tcp,OTH,20250,75,0.01,HIGH_RATE
tcp,OTH,18928,70,0,HIGH_RATE
tcp,OTH,792,68,0.04,HIGH_RATE
tcp,OTH,7880,73,0.05,HIGH_RATE
tcp,OTH,3768,67,0.01,HIGH_RATE
tcp,OTH,8770,68,0.04,HIGH_RATE
tcp,OTH,11879,69,0.01,HIGH_RATE
tcp,OTH,15013,66,0,HIGH_RATE
tcp,OTH,22092,66,0,HIGH_RATE
tcp,OTH,6054,69,0.01,HIGH_RATE
tcp,OTH,8385,69,0.03,HIGH_RATE
tcp,OTH,26101,69,0.03,HIGH_RATE
tcp,OTH,6338,69,0.03,HIGH_RATE
tcp,OTH,7865,76,0.04,HIGH_RATE
tcp,OTH,10912,75,0,HIGH_RATE
tcp,OTH,23727,65,0.02,HIGH_RATE
tcp,OTH,6538,68,0,HIGH_RATE
tcp,OTH,15087,75,0.03,HIGH_RATE
tcp,OTH,6686,72,0.01,HIGH_RATE
tcp,OTH,11558,69,0,HIGH_RATE
udp,OTH,105,34,0.97,HIGH_RATE
udp,OTH,108,34,0.97,HIGH_RATE
udp,OTH,124,33,0.97,HIGH_RATE
udp,OTH,81,41,0.98,HIGH_RATE
udp,OTH,141,35,0.97,HIGH_RATE
udp,OTH,96,43,0.98,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,107,33,0.97,HIGH_RATE
udp,OTH,141,30,0.97,HIGH_RATE
udp,OTH,113,34,0.97,HIGH_RATE
udp,OTH,136,33,0.97,HIGH_RATE
udp,OTH,105,33,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,76,32,0.97,HIGH_RATE
udp,OTH,125,33,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,137,33,0.97,HIGH_RATE
udp,OTH,100,34,0.97,HIGH_RATE
udp,OTH,108,40,0.98,HIGH_RATE
udp,OTH,112,34,0.97,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,116,37,0.97,HIGH_RATE
udp,OTH,122,33,0.97,HIGH_RATE
udp,OTH,80,36,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,131,33,0.97,HIGH_RATE
udp,OTH,164,33,0.97,HIGH_RATE
udp,OTH,141,21,0.95,HIGH_RATE
udp,OTH,106,40,0.98,HIGH_RATE
udp,OTH,111,34,0.97,HIGH_RATE
udp,OTH,108,34,0.97,HIGH_RATE
udp,OTH,48,22,0.96,HIGH_RATE
udp,OTH,141,23,0.96,HIGH_RATE
udp,OTH,34,31,0.97,HIGH_RATE
udp,OTH,65,26,0.96,HIGH_RATE
udp,OTH,103,34,0.97,HIGH_RATE
udp,OTH,83,40,0.98,HIGH_RATE
udp,OTH,116,34,0.97,HIGH_RATE
udp,OTH,110,33,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,138,12,0.92,HIGH_RATE
udp,OTH,94,42,0.98,HIGH_RATE
udp,OTH,106,34,0.97,HIGH_RATE
udp,OTH,108,38,0.97,HIGH_RATE
udp,OTH,114,37,0.97,HIGH_RATE
udp,OTH,165,33,0.97,HIGH_RATE
udp,OTH,111,33,0.97,HIGH_RATE
udp,OTH,153,33,0.97,HIGH_RATE
udp,OTH,159,33,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,139,18,0.95,HIGH_RATE
udp,OTH,146,33,0.97,HIGH_RATE
udp,OTH,104,34,0.97,HIGH_RATE
udp,OTH,140,33,0.97,HIGH_RATE
udp,OTH,31,28,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,105,33,0.97,HIGH_RATE
udp,OTH,109,34,0.97,HIGH_RATE
udp,OTH,141,22,0.96,HIGH_RATE
udp,OTH,26,26,0.96,HIGH_RATE
udp,OTH,107,33,0.97,HIGH_RATE
udp,OTH,115,33,0.97,HIGH_RATE
udp,OTH,113,33,0.97,HIGH_RATE
udp,OTH,140,21,0.95,HIGH_RATE
udp,OTH,138,13,0.93,HIGH_RATE
udp,OTH,117,33,0.97,HIGH_RATE
udp,OTH,87,42,0.98,HIGH_RATE
udp,OTH,141,29,0.97,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,138,33,0.97,HIGH_RATE
udp,OTH,110,33,0.97,HIGH_RATE
udp,OTH,143,33,0.97,HIGH_RATE
udp,OTH,125,33,0.97,HIGH_RATE
udp,OTH,137,33,0.97,HIGH_RATE
udp,OTH,33,30,0.97,HIGH_RATE
udp,OTH,103,34,0.97,HIGH_RATE
udp,OTH,113,33,0.97,HIGH_RATE
udp,OTH,92,42,0.98,HIGH_RATE
udp,OTH,159,33,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,138,33,0.97,HIGH_RATE
udp,OTH,78,34,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,80,42,0.98,HIGH_RATE
udp,OTH,71,29,0.97,HIGH_RATE
udp,OTH,159,33,0.97,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,107,33,0.97,HIGH_RATE
udp,OTH,138,33,0.97,HIGH_RATE
udp,OTH,109,34,0.97,HIGH_RATE
udp,OTH,110,34,0.97,HIGH_RATE
udp,OTH,153,33,0.97,HIGH_RATE
udp,OTH,113,34,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,52,24,0.96,HIGH_RATE
udp,OTH,141,31,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,100,42,0.98,HIGH_RATE
udp,OTH,157,33,0.97,HIGH_RATE
udp,OTH,128,33,0.97,HIGH_RATE
udp,OTH,164,33,0.97,HIGH_RATE
udp,OTH,47,22,0.96,HIGH_RATE
udp,OTH,104,39,0.97,HIGH_RATE
udp,OTH,130,33,0.97,HIGH_RATE
udp,OTH,108,34,0.97,HIGH_RATE
udp,OTH,108,34,0.97,HIGH_RATE
udp,OTH,110,34,0.97,HIGH_RATE
udp,OTH,102,34,0.97,HIGH_RATE
udp,OTH,120,33,0.97,HIGH_RATE
udp,OTH,85,40,0.98,HIGH_RATE
udp,OTH,29,26,0.96,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,120,35,0.97,HIGH_RATE
udp,OTH,74,30,0.97,HIGH_RATE
udp,OTH,111,38,0.97,HIGH_RATE
udp,OTH,17,17,0.94,HIGH_RATE
udp,OTH,138,19,0.95,HIGH_RATE
udp,OTH,110,40,0.98,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,56,24,0.96,HIGH_RATE
udp,OTH,23,23,0.96,HIGH_RATE
udp,OTH,139,33,0.97,HIGH_RATE
udp,OTH,129,33,0.97,HIGH_RATE
udp,OTH,105,39,0.97,HIGH_RATE
udp,OTH,101,34,0.97,HIGH_RATE
udp,OTH,77,33,0.97,HIGH_RATE
udp,OTH,119,34,0.97,HIGH_RATE
udp,OTH,113,38,0.97,HIGH_RATE
udp,OTH,109,33,0.97,HIGH_RATE
udp,OTH,138,11,0.92,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,105,33,0.97,HIGH_RATE
udp,OTH,145,33,0.97,HIGH_RATE
udp,OTH,0,0,0,HIGH_RATE
udp,OTH,101,34,0.97,HIGH_RATE
udp,OTH,88,41,0.98,HIGH_RATE
udp,OTH,102,33,0.97,HIGH_RATE
udp,OTH,30,27,0.96,HIGH_RATE
udp,OTH,138,33,0.97,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,88,40,0.98,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,111,33,0.97,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,24,24,0.96,HIGH_RATE
udp,OTH,117,33,0.97,HIGH_RATE
udp,OTH,143,33,0.97,HIGH_RATE
udp,OTH,109,38,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,115,34,0.97,HIGH_RATE
udp,OTH,118,34,0.97,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,139,20,0.95,HIGH_RATE
udp,OTH,60,25,0.96,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,69,27,0.96,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,95,42,0.98,HIGH_RATE
udp,OTH,128,33,0.97,HIGH_RATE
udp,OTH,141,33,0.97,HIGH_RATE
udp,OTH,102,40,0.98,HIGH_RATE
udp,OTH,155,33,0.97,HIGH_RATE
udp,OTH,108,34,0.97,HIGH_RATE
udp,OTH,87,40,0.98,HIGH_RATE
udp,OTH,145,33,0.97,HIGH_RATE
udp,OTH,125,33,0.97,HIGH_RATE
udp,OTH,86,40,0.98,HIGH_RATE
udp,OTH,94,42,0.98,HIGH_RATE
udp,OTH,113,34,0.97,HIGH_RATE
udp,OTH,57,24,0.96,HIGH_RATE
udp,OTH,140,21,0.95,HIGH_RATE
udp,OTH,117,33,0.97,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,110,33,0.97,HIGH_RATE
udp,OTH,45,22,0.96,HIGH_RATE
udp,OTH,137,11,0.92,HIGH_RATE
udp,OTH,119,35,0.97,HIGH_RATE
udp,OTH,141,29,0.97,HIGH_RATE
udp,OTH,141,27,0.96,HIGH_RATE
udp,OTH,141,30,0.97,HIGH_RATE
udp,OTH,154,33,0.97,HIGH_RATE
udp,OTH,128,33,0.97,HIGH_RATE
udp,OTH,106,33,0.97,HIGH_RATE
udp,OTH,101,40,0.98,HIGH_RATE
udp,OTH,109,33,0.97,HIGH_RATE
udp,OTH,137,20,0.95,HIGH_RATE
udp,OTH,86,42,0.98,HIGH_RATE
udp,OTH,138,15,0.94,HIGH_RATE
udp,OTH,102,33,0.97,HIGH_RATE
udp,OTH,120,33,0.97,HIGH_RATE
udp,OTH,116,33,0.97,HIGH_RATE
udp,OTH,145,33,0.97,HIGH_RATE
udp,OTH,117,34,0.97,HIGH_RATE
udp,OTH,85,41,0.98,HIGH_RATE
udp,OTH,101,34,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,103,33,0.97,HIGH_RATE
udp,OTH,141,33,0.97,HIGH_RATE
udp,OTH,93,42,0.98,HIGH_RATE
udp,OTH,93,42,0.98,HIGH_RATE
udp,OTH,132,33,0.97,HIGH_RATE
udp,OTH,110,33,0.97,HIGH_RATE
udp,OTH,135,18,0.95,HIGH_RATE
udp,OTH,116,33,0.97,HIGH_RATE
udp,OTH,87,42,0.98,HIGH_RATE
udp,OTH,103,40,0.98,HIGH_RATE
udp,OTH,143,33,0.97,HIGH_RATE
udp,OTH,141,24,0.96,HIGH_RATE
udp,OTH,145,33,0.97,HIGH_RATE
udp,OTH,151,33,0.97,HIGH_RATE
udp,OTH,15,15,0.94,HIGH_RATE
udp,OTH,86,42,0.98,HIGH_RATE
udp,OTH,106,33,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,8,8,0.89,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,138,33,0.97,HIGH_RATE
udp,OTH,164,33,0.97,HIGH_RATE
udp,OTH,49,21,0.95,HIGH_RATE
udp,OTH,123,33,0.97,HIGH_RATE
udp,OTH,151,33,0.97,HIGH_RATE
udp,OTH,64,26,0.96,HIGH_RATE
udp,OTH,125,33,0.97,HIGH_RATE
udp,OTH,110,33,0.97,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,119,33,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,84,40,0.98,HIGH_RATE
udp,OTH,7,7,0.88,HIGH_RATE
udp,OTH,125,33,0.97,HIGH_RATE
udp,OTH,86,40,0.98,HIGH_RATE
udp,OTH,14,14,0.93,HIGH_RATE
udp,OTH,81,42,0.98,HIGH_RATE
udp,OTH,138,14,0.93,HIGH_RATE
udp,OTH,91,42,0.98,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,141,34,0.97,HIGH_RATE
udp,OTH,123,33,0.97,HIGH_RATE
udp,OTH,131,33,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,62,25,0.96,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,112,34,0.97,HIGH_RATE
udp,OTH,114,33,0.97,HIGH_RATE
udp,OTH,131,33,0.97,HIGH_RATE
udp,OTH,11,11,0.92,HIGH_RATE
udp,OTH,145,33,0.97,HIGH_RATE
udp,OTH,129,33,0.97,HIGH_RATE
udp,OTH,109,33,0.97,HIGH_RATE
udp,OTH,54,23,0.96,HIGH_RATE
udp,OTH,136,18,0.95,HIGH_RATE
udp,OTH,4,4,0.8,HIGH_RATE
udp,OTH,148,33,0.97,HIGH_RATE
udp,OTH,87,41,0.98,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,141,33,0.97,HIGH_RATE
udp,OTH,117,33,0.97,HIGH_RATE
udp,OTH,153,33,0.97,HIGH_RATE
udp,OTH,117,33,0.97,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,28,25,0.96,HIGH_RATE
udp,OTH,160,33,0.97,HIGH_RATE
udp,OTH,143,30,0.97,HIGH_RATE
udp,OTH,5,5,0.83,HIGH_RATE
udp,OTH,130,33,0.97,HIGH_RATE
udp,OTH,142,33,0.97,HIGH_RATE
udp,OTH,105,40,0.98,HIGH_RATE
udp,OTH,116,33,0.97,HIGH_RATE
udp,OTH,121,33,0.97,HIGH_RATE
udp,OTH,80,41,0.98,HIGH_RATE
udp,OTH,131,33,0.97,HIGH_RATE
udp,OTH,104,34,0.97,HIGH_RATE
udp,OTH,138,21,0.95,HIGH_RATE
udp,OTH,89,41,0.98,HIGH_RATE
udp,OTH,112,33,0.97,HIGH_RATE
udp,OTH,42,34,0.97,HIGH_RATE
udp,OTH,118,33,0.97,HIGH_RATE
udp,OTH,108,33,0.97,HIGH_RATE
udp,OTH,86,42,0.98,HIGH_RATE
