% isAttack normal:	571
% isAttack attack:	3229
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, normal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10,16,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,OTH,0,178,0,0,0.97,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,OTH,0,132,0,0,0.97,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,OTH,0,114,0,0.85,0,0.67,attack
tcp,S3,755,141,1,0,0,0,attack
tcp,OTH,0,186,0,0,0.01,0,attack
tcp,S3,755,47,1,0,0,0,attack
tcp,S1,140,151,1,0,0,0,attack
tcp,RSTO,755,480,0,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,OTH,0,171,0,0,0,0,attack
tcp,S3,755,307,0.01,0.98,0,0.91,attack
tcp,OTH,0,237,0,0,0,0,attack
tcp,S1,140,185,1,0,0,0,attack
tcp,S3,755,168,1,0,0,0,attack
tcp,S3,755,81,1,0,0,0,attack
tcp,S3,755,766,0.24,0,0,0,attack
tcp,S3,755,112,0.11,0,0,0,attack
tcp,RSTO,755,500,0,0,0,0,attack
tcp,OTH,0,55,0,0,0,0,attack
tcp,S3,755,933,0.09,0,0,0,attack
tcp,OTH,0,153,0,0,0,0,attack
tcp,S3,755,849,0.64,0.21,0,0,attack
tcp,S3,755,158,1,0,0,0,attack
tcp,OTH,0,167,0,0,0.97,0,attack
tcp,S3,755,120,1,0,0,0,attack
tcp,S3,755,70,1,0,0,0,attack
tcp,S3,755,230,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,169,1,0,0,0,attack
tcp,S3,755,494,0.38,0.43,0,0,attack
tcp,OTH,0,178,0,0,0.97,0,attack
tcp,OTH,0,147,0,0,0.97,0,attack
tcp,S3,821,123,1,0,0,0,attack
tcp,S3,755,174,1,0,0,0,attack
tcp,S3,755,163,1,0,0,0,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,S3,755,394,0.23,0.62,0,0.04,attack
tcp,OTH,0,125,0,0,0,0,attack
tcp,S3,755,186,0.46,0,0,0,attack
tcp,OTH,0,249,0,0,0,0,attack
tcp,S3,755,1009,0.7,0.17,0,0,attack
tcp,S3,755,127,1,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,S3,755,1026,0.7,0.17,0,0,attack
tcp,OTH,0,7,0,0,0.88,0,attack
tcp,S1,140,457,1,0,0,0,attack
tcp,OTH,0,25,0,0,0.96,0,attack
tcp,S3,755,466,0.35,0.47,0,0,attack
tcp,S3,755,644,0.53,0.3,0,0,attack
tcp,S3,755,59,1,0,0,0,attack
tcp,OTH,0,172,0,0,0.97,0,attack
tcp,S3,755,623,0.51,0.31,0,0,attack
tcp,S1,140,213,1,0,0,0,attack
tcp,S3,755,130,1,0,0,0,attack
tcp,RSTO,755,783,0,0,0,0,attack
tcp,OTH,0,191,0,0,0,0,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,S3,755,132,1,0,0,0,attack
tcp,S3,755,362,0.16,0.71,0,0.19,attack
tcp,S3,821,372,1,0,0,0,attack
tcp,S3,755,157,1,0,0,0,attack
tcp,S3,1370,109,1,0,0,0,attack
tcp,S3,755,66,1,0,0,0,attack
tcp,OTH,0,166,0,0,0,0,attack
tcp,S3,755,111,1,0,0,0,attack
tcp,S3,755,123,1,0,0,0,attack
tcp,S3,755,727,0.58,0.25,0,0,attack
tcp,S3,755,71,1,0,0,0,attack
tcp,OTH,0,24,0,0,0,0,attack
tcp,OTH,0,52,0,0.27,0.41,0.58,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,S3,755,817,0.63,0.22,0,0,attack
tcp,S3,755,148,1,0,0,0,attack
tcp,S3,821,760,0.24,0,0,0,attack
tcp,S3,755,917,0.67,0.19,0,0,attack
tcp,S3,755,486,0.37,0.44,0,0,attack
tcp,S3,755,86,1,0,0,0,attack
tcp,S3,755,141,1,0,0,0,attack
tcp,S3,755,646,0.53,0.3,0,0,attack
tcp,S3,755,869,0.02,0,0,0,attack
tcp,RSTO,755,532,0,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,OTH,0,160,0,0,0,0,attack
tcp,RSTO,755,517,0,0,0,0,attack
tcp,S3,755,161,0.38,0,0,0,attack
tcp,OTH,0,51,0,0,0,0,attack
tcp,S3,755,947,0.1,0,0,0,attack
tcp,S3,755,136,1,0,0,0,attack
tcp,OTH,0,288,0,0,0,0,attack
tcp,S3,755,165,1,0,0,0,attack
tcp,S3,755,142,1,0,0,0,attack
tcp,RSTO,755,580,0,0,0,0,attack
tcp,S3,755,131,1,0,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,S3,755,955,0.68,0.18,0,0,attack
tcp,S3,755,54,1,0,0,0,attack
tcp,S3,755,13,1,0,0,0,attack
tcp,OTH,0,156,0,0,0,0,attack
tcp,RSTO,755,431,0,0,0,0,attack
tcp,S3,755,142,1,0,0,0,attack
tcp,S3,755,325,0.06,0.87,0,0.55,attack
tcp,S3,755,556,0.45,0.36,0,0,attack
tcp,S3,755,341,1,0,0,0,attack
tcp,S3,755,967,0.12,0,0,0,attack
tcp,S3,755,607,0.5,0.32,0,0,attack
tcp,S3,755,142,1,0,0,0,attack
tcp,RSTO,755,839,0,0,0,0,attack
tcp,S3,755,97,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,378,0.2,0.66,0,0.11,attack
tcp,OTH,0,129,0,0,0.97,0,attack
tcp,OTH,0,124,0,0.23,0.97,0,attack
tcp,OTH,0,145,0,0.6,0.02,0.2,attack
tcp,OTH,0,95,0,0.29,0.97,0,attack
tcp,OTH,0,142,0,0,0.97,0,attack
tcp,OTH,0,98,0,0,0,0,attack
tcp,OTH,0,112,0,0,0,0,attack
tcp,S3,755,563,0.46,0.36,0,0,attack
tcp,OTH,0,14,0,0,0,0,attack
tcp,S3,755,378,1,0,0,0,attack
tcp,OTH,0,50,0,0,0.02,0,attack
tcp,S3,755,148,0.32,0,0,0,attack
tcp,S3,755,143,0.3,0,0,0,attack
tcp,S3,755,958,0.68,0.18,0,0,attack
tcp,OTH,0,136,0,0.22,0.97,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,S3,755,159,1,0,0,0,attack
tcp,S3,755,905,0.66,0.19,0,0,attack
tcp,S3,755,78,1,0,0,0,attack
tcp,OTH,0,309,0,0,0,0,attack
tcp,S3,755,570,0.47,0.35,0,0,attack
tcp,S3,755,159,1,0,0,0,attack
tcp,S3,755,321,0.05,0.89,0,0.61,attack
tcp,S1,140,204,1,0,0,0,attack
tcp,S3,755,107,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,RSTO,755,608,0,0,0,0,attack
tcp,S3,755,476,0.36,0.46,0,0,attack
tcp,RSTO,755,747,0,0,0,0,attack
tcp,OTH,0,134,0,0,0.97,0,attack
tcp,S3,755,80,1,0,0,0,attack
tcp,S3,755,945,0.1,0,0,0,attack
tcp,S3,755,126,1,0,0,0,attack
tcp,S3,755,96,1,0,0,0,attack
tcp,S3,755,614,0.5,0.32,0,0,attack
tcp,OTH,0,158,0,0,0.97,0,attack
tcp,S3,755,433,0.3,0.53,0,0,attack
tcp,RSTO,755,383,0,0,0,0,attack
tcp,S3,755,906,0.06,0,0,0,attack
tcp,S3,755,283,1,0,0,0,attack
tcp,S3,755,41,1,0,0,0,attack
tcp,OTH,0,144,0,0,0,0,attack
tcp,S3,755,323,1,0,0,0,attack
tcp,S3,755,134,1,0,0,0,attack
tcp,S3,755,56,1,0,0,0,attack
tcp,OTH,0,112,0,0,0.97,0,attack
tcp,S3,755,674,0.55,0.28,0,0,attack
tcp,S3,755,1014,0.7,0.17,0,0,attack
tcp,S3,821,147,1,0,0,0,attack
tcp,S3,755,154,1,0,0,0,attack
tcp,OTH,0,234,0,0,0,0,attack
tcp,OTH,0,77,0,0,0.02,0,attack
tcp,S3,755,221,1,0,0,0,attack
tcp,RSTO,755,584,0,0,0,0,attack
tcp,S3,755,13,1,0,0,0,attack
tcp,RSTO,755,828,0,0,0,0,attack
tcp,S3,755,4,1,0,0,0,attack
tcp,S3,755,861,0.65,0.21,0,0,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,OTH,0,32,0,0,0.97,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,757,0.29,0,0,0,attack
tcp,OTH,0,155,0,0,0.97,0,attack
tcp,RSTO,755,575,0,0,0,0,attack
tcp,S1,140,161,1,0,0,0,attack
tcp,S3,755,111,1,0,0,0,attack
tcp,RSTO,755,811,0,0,0,0,attack
tcp,RSTO,755,412,0,0,0,0,attack
tcp,OTH,0,114,0,0,0.97,0,attack
tcp,OTH,0,50,0,0,0,0,attack
tcp,OTH,0,119,0,0,0.97,0,attack
tcp,RSTO,755,765,0,0,0,0,attack
tcp,S3,755,818,0.63,0.22,0,0,attack
tcp,OTH,0,119,0,0,0.97,0,attack
tcp,S3,755,661,0.54,0.29,0,0,attack
tcp,S3,755,156,1,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,S3,755,156,1,0,0,0,attack
tcp,S3,755,117,1,0,0,0,attack
tcp,OTH,0,133,0,0,0.97,0,attack
tcp,S3,755,396,1,0,0,0,attack
tcp,S3,755,25,1,0,0,0,attack
tcp,S3,755,148,0.94,0,0,0,attack
tcp,S3,755,152,1,0,0,0,attack
tcp,RSTO,755,340,0,0,0,0,attack
tcp,S3,755,115,1,0,0,0,attack
tcp,S3,755,994,0.14,0,0,0,attack
tcp,RSTO,755,660,0,0,0,0,attack
tcp,S3,755,145,1,0,0,0,attack
tcp,RSTO,755,567,0,0,0,0,attack
tcp,S3,755,147,0.94,0,0,0,attack
tcp,S3,755,757,0.6,0.24,0,0,attack
tcp,S3,755,844,0.64,0.21,0,0,attack
tcp,S3,755,63,1,0,0,0,attack
tcp,S3,755,97,1,0,0,0,attack
tcp,S3,755,952,0.68,0.18,0,0,attack
tcp,OTH,0,119,0,0.79,0,0.53,attack
tcp,OTH,0,93,0,0,0,0,attack
tcp,S3,755,127,1,0,0,0,attack
tcp,OTH,0,47,0,0,0.97,0,attack
tcp,S3,755,344,0.12,0.78,0,0.33,attack
tcp,OTH,0,128,0,0,0.97,0,attack
tcp,S3,755,153,1,0,0,0,attack
tcp,OTH,0,178,0,0,0.97,0,attack
tcp,S3,755,139,1,0,0,0,attack
tcp,S3,755,145,1,0,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,RSTO,755,371,0,0,0,0,attack
tcp,S3,755,975,0.69,0.18,0,0,attack
tcp,S3,755,400,1,0,0,0,attack
tcp,OTH,0,142,0,0,0.97,0,attack
tcp,OTH,0,76,0,0,0,0,attack
tcp,S3,755,166,1,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,S3,755,83,1,0,0,0,attack
tcp,S3,755,12,1,0,0,0,attack
tcp,RSTO,755,404,0,0,0,0,attack
tcp,OTH,0,94,0,0,0,0,attack
tcp,S3,755,149,1,0,0,0,attack
tcp,S3,755,146,1,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,RSTO,755,782,0,0,0,0,attack
tcp,OTH,0,3,0,0,0,0,attack
tcp,S3,755,338,0.1,0.81,0,0.39,attack
tcp,OTH,0,130,0,0,0.97,0,attack
tcp,S3,755,129,1,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,S3,755,875,0.03,0,0,0,attack
tcp,S3,755,161,1,0,0,0,attack
tcp,S3,755,459,0.34,0.48,0,0,attack
tcp,S3,755,176,1,0,0,0,attack
tcp,S3,755,157,1,0,0,0,attack
tcp,OTH,0,41,0,0,0,0,attack
tcp,OTH,0,137,0,0,0.95,0,attack
tcp,OTH,0,280,0,0,0,0,attack
tcp,S3,821,89,1,0,0,0,attack
tcp,S3,755,34,1,0,0,0,attack
tcp,S3,755,640,0.53,0.3,0,0,attack
tcp,OTH,0,75,0,0,0.02,0,attack
tcp,OTH,0,15,0,0,0,0,attack
tcp,S3,755,930,0.67,0.19,0,0,attack
tcp,S3,755,122,1,0,0,0,attack
tcp,OTH,0,132,0,0,0,0,attack
tcp,S3,755,140,1,0,0,0,attack
tcp,S3,755,61,1,0,0,0,attack
tcp,OTH,0,172,0,0,0.97,0,attack
tcp,S3,755,848,0.64,0.21,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,140,1,0,0,0,attack
tcp,S3,755,548,0.45,0.37,0,0,attack
tcp,OTH,0,13,0,0,0,0,attack
tcp,S3,755,716,0.58,0.26,0,0,attack
tcp,S3,755,190,1,0,0,0,attack
tcp,OTH,0,99,0,0.28,0.97,0,attack
tcp,RSTO,755,363,0,0,0,0,attack
tcp,S3,755,69,1,0,0,0,attack
tcp,OTH,0,138,0,0,0.97,0,attack
tcp,OTH,0,20,0,0,0,0,attack
tcp,RSTO,755,663,0,0,0,0,attack
tcp,S3,755,132,1,0,0,0,attack
tcp,S3,755,152,1,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,S3,755,153,1,0,0,0,attack
tcp,RSTO,755,661,0,0,0,0,attack
tcp,RSTO,755,605,0,0,0,0,attack
tcp,S3,755,134,1,0,0,0,attack
tcp,S3,755,262,1,0,0,0,attack
tcp,S3,755,125,1,0,0,0,attack
tcp,OTH,0,3,0,0,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,S3,755,1028,0.7,0.17,0,0,attack
tcp,S3,755,928,0.08,0,0,0,attack
tcp,S1,140,449,1,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,S3,755,428,0.29,0.54,0,0,attack
tcp,S3,755,162,1,0,0,0,attack
tcp,OTH,0,159,0,0,0.97,0,attack
tcp,S3,755,322,1,0,0,0,attack
tcp,S3,755,93,1,0,0,0,attack
tcp,OTH,0,73,0,0.34,0.86,0.1,attack
tcp,RSTO,755,514,0,0,0,0,attack
tcp,S3,755,158,1,0,0,0,attack
tcp,RSTO,755,676,0,0,0,0,attack
tcp,OTH,0,178,0,0,0.97,0,attack
tcp,RSTO,755,428,0,0,0,0,attack
tcp,OTH,0,137,0,0,0.92,0,attack
tcp,RSTO,755,402,0,0,0,0,attack
tcp,RSTO,755,553,0,0,0,0,attack
tcp,S3,755,453,0.33,0.49,0,0,attack
tcp,S3,821,753,0.23,0,0,0,attack
tcp,OTH,0,322,0,0,0,0,attack
tcp,S3,755,156,1,0,0,0,attack
tcp,S3,755,154,0.35,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,101,1,0,0,0,attack
tcp,S3,755,134,1,0,0,0,attack
tcp,RSTO,755,460,0,0,0,0,attack
tcp,S3,755,146,0.77,0,0,0,attack
tcp,S3,755,141,1,0,0,0,attack
tcp,S1,140,183,1,0,0,0,attack
tcp,S1,140,445,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,RSTO,755,471,0,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,OTH,0,125,0,0,0.97,0,attack
tcp,OTH,0,44,0,0,0,0,attack
tcp,S3,821,65,1,0,0,0,attack
tcp,OTH,0,306,0,0,0,0,attack
tcp,S3,755,954,0.11,0,0,0,attack
tcp,S3,755,220,1,0,0,0,attack
tcp,S3,755,38,1,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,S3,755,384,0.21,0.64,0,0.08,attack
tcp,S3,755,829,0.63,0.22,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,S3,755,141,1,0,0,0,attack
tcp,OTH,0,6,0,0,0,0,attack
tcp,OTH,0,144,0,0,0.97,0,attack
tcp,OTH,0,135,0,0,0.96,0,attack
tcp,RSTO,755,612,0,0,0,0,attack
tcp,S3,755,171,1,0,0,0,attack
tcp,S3,755,37,1,0,0,0,attack
tcp,OTH,0,89,0,0,0,0,attack
tcp,S3,755,142,1,0,0,0,attack
tcp,S3,755,123,1,0,0,0,attack
tcp,S3,755,85,1,0,0,0,attack
tcp,S3,755,33,1,0,0,0,attack
tcp,S1,140,217,1,0,0,0,attack
tcp,OTH,0,31,0,0,0,0,attack
tcp,S3,755,157,1,0,0,0,attack
tcp,RSTO,755,523,0,0,0,0,attack
tcp,OTH,0,116,0,0.83,0,0.61,attack
tcp,S3,755,430,0.29,0.53,0,0,attack
tcp,S3,755,135,1,0,0,0,attack
tcp,S3,755,157,1,0,0,0,attack
tcp,S3,755,165,1,0,0,0,attack
tcp,OTH,0,140,0,0,0.93,0,attack
tcp,S3,755,121,1,0,0,0,attack
tcp,OTH,0,181,0,0,0,0,attack
tcp,S3,755,547,0.44,0.37,0,0,attack
tcp,RSTO,755,420,0,0,0,0,attack
tcp,OTH,0,20,0,0,0.95,0,attack
tcp,S3,755,130,1,0,0,0,attack
tcp,OTH,0,232,0,0,0,0,attack
tcp,S3,755,134,1,0,0,0,attack
tcp,S3,755,155,1,0,0,0,attack
tcp,OTH,0,170,0,0,0.97,0,attack
tcp,OTH,0,205,0,0,0,0,attack
tcp,S3,755,177,1,0,0,0,attack
tcp,RSTO,755,510,0,0,0,0,attack
tcp,S3,755,643,0.53,0.3,0,0,attack
tcp,OTH,0,63,0,0.38,0.35,0.63,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,S3,755,11,1,0,0,0,attack
tcp,S3,755,123,0.19,0,0,0,attack
tcp,S3,755,540,0.44,0.38,0,0,attack
tcp,RSTO,755,588,0,0,0,0,attack
tcp,S3,755,140,1,0,0,0,attack
tcp,S3,755,345,0.12,0.78,0,0.33,attack
tcp,S3,755,103,1,0,0,0,attack
tcp,RSTO,755,706,0,0,0,0,attack
tcp,S3,755,301,1,0,0,0,attack
tcp,S3,755,97,1,0,0,0,attack
tcp,OTH,0,138,0,0.22,0.97,0,attack
tcp,OTH,0,47,0,0,0.01,0,attack
tcp,S3,755,539,0.44,0.38,0,0,attack
tcp,RSTO,755,707,0,0,0,0,attack
tcp,OTH,0,113,0,0.25,0.97,0,attack
tcp,OTH,0,168,0,0,0.97,0,attack
tcp,S3,755,989,0.69,0.17,0,0,attack
tcp,RSTO,755,515,0,0,0,0,attack
tcp,S3,755,140,1,0,0,0,attack
tcp,S3,755,137,1,0,0,0,attack
tcp,S3,755,963,0.68,0.18,0,0,attack
tcp,S1,140,1035,0.71,0.16,0,0,attack
tcp,S3,755,114,1,0,0,0,attack
tcp,OTH,0,129,0,0.23,0.97,0,attack
tcp,S3,755,703,0.57,0.27,0,0,attack
tcp,OTH,0,168,0,0,0,0,attack
tcp,S3,755,154,1,0,0,0,attack
tcp,OTH,0,136,0,0.22,0.97,0,attack
tcp,S3,755,170,1,0,0,0,attack
tcp,RSTO,755,427,0,0,0,0,attack
tcp,OTH,0,126,0,0,0,0,attack
tcp,OTH,0,92,0,0.29,0.97,0,attack
tcp,S3,755,24,1,0,0,0,attack
tcp,S3,755,160,1,0,0,0,attack
tcp,S3,755,626,0.51,0.31,0,0,attack
tcp,S3,755,749,0.59,0.24,0,0,attack
tcp,S3,755,67,1,0,0,0,attack
tcp,S3,755,156,1,0,0,0,attack
tcp,S3,755,143,1,0,0,0,attack
tcp,RSTO,755,674,0,0,0,0,attack
tcp,S3,755,602,0.5,0.33,0,0,attack
tcp,OTH,0,15,0,0,0.94,0,attack
tcp,S3,755,164,0.39,0,0,0,attack
tcp,OTH,0,62,0,0.38,0.31,0.68,attack
tcp,S3,1370,107,1,0,0,0,attack
tcp,S3,755,342,0.11,0.79,0,0.36,attack
tcp,S1,140,178,1,0,0,0,attack
tcp,S3,755,776,0.61,0.23,0,0,attack
tcp,S3,755,815,0.63,0.22,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,S3,755,139,1,0,0,0,attack
tcp,S3,755,345,1,0,0,0,attack
tcp,RSTO,755,557,0,0,0,0,attack
tcp,S3,755,174,1,0,0,0,attack
tcp,S3,755,689,0.56,0.27,0,0,attack
tcp,S3,755,732,0.58,0.25,0,0,attack
tcp,RSTO,755,713,0,0,0,0,attack
tcp,S3,755,196,0.49,0,0,0,attack
tcp,S3,755,989,0.14,0,0,0,attack
tcp,S3,755,98,1,0,0,0,attack
tcp,S3,755,57,1,0,0,0,attack
tcp,S3,755,700,0.57,0.27,0,0,attack
tcp,OTH,0,63,0,0,0,0,attack
tcp,S3,755,139,1,0,0,0,attack
tcp,S3,755,861,0.01,0,0,0,attack
tcp,S3,755,155,1,0,0,0,attack
tcp,OTH,0,172,0,0,0.97,0,attack
tcp,S3,755,165,1,0,0,0,attack
tcp,S3,755,155,1,0,0,0,attack
tcp,S3,755,255,1,0,0,0,attack
tcp,S3,755,64,1,0,0,0,attack
tcp,OTH,0,7,0,0,0,0,attack
tcp,S3,755,137,1,0,0,0,attack
tcp,S3,755,92,1,0,0,0,attack
tcp,RSTO,755,847,0,0,0,0,attack
tcp,OTH,0,61,0,0.38,0.27,0.72,attack
tcp,OTH,0,20,0,0,0,0,attack
tcp,S3,755,145,0.94,0,0,0,attack
tcp,S3,755,137,1,0,0,0,attack
tcp,S3,755,46,1,0,0,0,attack
tcp,S3,755,394,1,0,0,0,attack
tcp,S3,755,130,1,0,0,0,attack
tcp,S3,755,127,1,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,S3,755,785,0.61,0.23,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,S3,755,15,1,0,0,0,attack
tcp,OTH,0,124,0,0,0.97,0,attack
tcp,OTH,0,165,0,0,0.97,0,attack
tcp,S3,755,120,1,0,0,0,attack
tcp,S3,755,143,1,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,S3,755,593,0.49,0.33,0,0,attack
tcp,S1,140,176,1,0,0,0,attack
tcp,S3,755,882,0.66,0.2,0,0,attack
tcp,S3,755,76,1,0,0,0,attack
tcp,OTH,0,164,0,0,0.97,0,attack
tcp,RSTO,755,582,0,0,0,0,attack
tcp,S3,755,145,1,0,0,0,attack
tcp,S3,755,151,1,0,0,0,attack
tcp,RSTO,755,526,0,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,OTH,0,165,0,0,0,0,attack
tcp,S3,755,780,0.26,0,0,0,attack
tcp,S3,755,179,1,0,0,0,attack
tcp,S3,755,952,0.11,0,0,0,attack
tcp,S3,755,154,1,0,0,0,attack
tcp,S3,755,110,0.09,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,OTH,0,115,0,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,S3,755,291,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,962,0.11,0,0,0,attack
tcp,S3,755,53,1,0,0,0,attack
tcp,S3,755,909,0.67,0.19,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,S3,755,1018,0.7,0.17,0,0,attack
tcp,RSTO,755,392,0,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,OTH,0,76,0,0,0,0,attack
tcp,RSTO,755,822,0,0,0,0,attack
tcp,S3,755,889,0.66,0.2,0,0,attack
tcp,OTH,0,136,0,0.22,0.97,0,attack
tcp,OTH,0,95,0,0,0.02,0,attack
tcp,S3,755,554,0.45,0.37,0,0,attack
tcp,S3,755,939,0.68,0.18,0,0,attack
tcp,S3,755,148,1,0,0,0,attack
tcp,OTH,0,67,0,0.36,0.42,0.57,attack
tcp,S3,755,148,1,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,OTH,0,177,0,0,0,0,attack
tcp,OTH,0,177,0,0,0.97,0,attack
tcp,S3,755,138,0.28,0,0,0,attack
tcp,S3,755,483,0.37,0.45,0,0,attack
tcp,OTH,0,209,0,0,0,0,attack
tcp,OTH,0,136,0,0,0.95,0,attack
tcp,S3,755,728,0.2,0,0,0,attack
tcp,RSTO,755,658,0,0,0,0,attack
tcp,S3,755,160,1,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,S3,755,129,1,0,0,0,attack
tcp,OTH,0,136,0,0.22,0.97,0,attack
tcp,OTH,0,255,0,0,0,0,attack
tcp,S3,755,877,0.65,0.2,0,0,attack
tcp,OTH,0,27,0,0,0.96,0,attack
tcp,S3,755,83,1,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,S3,755,680,0.55,0.28,0,0,attack
tcp,S3,755,145,1,0,0,0,attack
tcp,S3,755,250,1,0,0,0,attack
tcp,OTH,0,80,0,0,0.02,0,attack
tcp,OTH,0,109,0,0,0.97,0,attack
tcp,S3,821,79,1,0,0,0,attack
tcp,S1,140,170,1,0,0,0,attack
tcp,OTH,0,114,0,0,0.97,0,attack
tcp,S3,755,1032,0.71,0.16,0,0,attack
tcp,S3,755,920,0.07,0,0,0,attack
tcp,S3,755,537,0.43,0.38,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,OTH,0,110,0,0.26,0.97,0,attack
tcp,OTH,0,140,0,0,0.97,0,attack
tcp,OTH,0,146,0,0,0,0,attack
tcp,S3,755,527,0.42,0.39,0,0,attack
tcp,S1,140,160,1,0,0,0,attack
tcp,S3,755,152,1,0,0,0,attack
tcp,S3,755,808,0.62,0.22,0,0,attack
tcp,S3,755,976,0.13,0,0,0,attack
tcp,S3,755,138,0.93,0,0,0,attack
tcp,S3,755,159,1,0,0,0,attack
tcp,OTH,0,137,0,0,0.92,0,attack
tcp,S3,755,49,1,0,0,0,attack
tcp,S3,755,166,0.4,0,0,0,attack
tcp,S3,755,663,0.54,0.29,0,0,attack
tcp,S3,755,142,1,0,0,0,attack
tcp,S3,821,133,1,0,0,0,attack
tcp,S3,755,272,1,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,S3,755,60,1,0,0,0,attack
tcp,S3,755,48,1,0,0,0,attack
tcp,S3,755,786,0.61,0.23,0,0,attack
tcp,RSTO,755,771,0,0,0,0,attack
tcp,S3,755,922,0.67,0.19,0,0,attack
tcp,RSTO,755,824,0,0,0,0,attack
tcp,S3,755,972,0.12,0,0,0,attack
tcp,OTH,0,216,0,0,0,0,attack
tcp,S3,755,802,0.62,0.22,0,0,attack
tcp,S3,755,99,1,0,0,0,attack
tcp,S3,1370,114,1,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,RSTO,755,470,0,0,0,0,attack
tcp,S3,755,154,1,0,0,0,attack
tcp,S3,755,148,1,0,0,0,attack
tcp,OTH,0,11,0,0,0,0,attack
tcp,S3,755,445,0.32,0.51,0,0,attack
tcp,S3,755,665,0.54,0.29,0,0,attack
tcp,S3,755,168,1,0,0,0,attack
tcp,OTH,0,321,0,0,0,0,attack
tcp,RSTO,755,351,0,0,0,0,attack
tcp,S3,755,91,1,0,0,0,attack
tcp,OTH,0,135,0,0,0.91,0,attack
tcp,OTH,0,77,0,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,S3,755,55,1,0,0,0,attack
tcp,S3,755,858,0.65,0.21,0,0,attack
