% isAttack normal:	571
% isAttack attack:	3229
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, normal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10,16,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,OTH,0,6556,0,0,0.03,0,attack
tcp,OTH,0,26523,0,0,0,0,attack
tcp,OTH,0,11391,0,0,0.01,0,attack
tcp,OTH,0,10672,0,0,0.01,0,attack
tcp,OTH,0,5694,0,0,0.02,0,attack
tcp,OTH,0,11067,0,0,0.04,0,attack
tcp,OTH,0,26769,0,0,0.02,0,attack
tcp,OTH,0,11121,0,0,0.01,0,attack
tcp,OTH,0,17490,0,0,0.04,0,attack
tcp,OTH,0,25027,0,0,0,0,attack
tcp,OTH,0,6702,0,0,0.01,0,attack
tcp,OTH,0,12574,0,0,0.01,0,attack
tcp,OTH,0,17542,0,0,0.04,0,attack
tcp,OTH,0,21789,0,0,0.03,0,attack
tcp,OTH,0,22359,0,0,0.03,0,attack
tcp,OTH,0,19793,0,0,0.01,0,attack
tcp,OTH,0,24077,0,0,0.01,0,attack
tcp,OTH,0,5639,0,0,0.03,0,attack
tcp,OTH,0,438,0,0,0.01,0,attack
tcp,OTH,0,20385,0,0,0,0,attack
tcp,OTH,0,8057,0,0,0.01,0,attack
tcp,OTH,0,4645,0,0,0.02,0,attack
tcp,OTH,0,20540,0,0,0,0,attack
tcp,OTH,0,11118,0,0,0.03,0,attack
tcp,OTH,0,9399,0,0,0,0,attack
tcp,OTH,0,9875,0,0,0.01,0,attack
tcp,OTH,0,6475,0,0,0,0,attack
tcp,OTH,0,20630,0,0,0.01,0,attack
tcp,OTH,0,10707,0,0,0.01,0,attack
tcp,OTH,0,6458,0,0,0.01,0,attack
tcp,OTH,0,11737,0,0,0.01,0,attack
tcp,OTH,0,9825,0,0,0.01,0,attack
tcp,OTH,0,15336,0,0,0.03,0,attack
tcp,OTH,0,5511,0,0,0.02,0,attack
tcp,OTH,0,9849,0,0,0,0,attack
tcp,OTH,0,18105,0,0,0.03,0,attack
tcp,OTH,0,4671,0,0,0,0,attack
tcp,OTH,0,5254,0,0,0.04,0,attack
tcp,OTH,0,17184,0,0,0.04,0,attack
tcp,OTH,0,10008,0,0,0.01,0,attack
tcp,OTH,0,10772,0,0,0.03,0,attack
tcp,OTH,0,6564,0,0,0.02,0,attack
tcp,OTH,0,26867,0,0,0,0,attack
tcp,OTH,0,24465,0,0,0.03,0,attack
tcp,OTH,0,7204,0,0,0,0,attack
tcp,OTH,0,23019,0,0,0,0,attack
tcp,OTH,0,5183,0,0,0.03,0,attack
tcp,OTH,0,6234,0,0,0.03,0,attack
tcp,OTH,0,15388,0,0,0.04,0,attack
tcp,OTH,0,8622,0,0,0,0,attack
tcp,OTH,0,9543,0,0,0.01,0,attack
tcp,OTH,0,4773,0,0,0.04,0,attack
tcp,OTH,0,26888,0,0,0.02,0,attack
tcp,OTH,0,6470,0,0,0.02,0,attack
tcp,OTH,0,5288,0,0,0.03,0,attack
tcp,OTH,0,6573,0,0,0,0,attack
tcp,OTH,0,11760,0,0,0.06,0,attack
tcp,OTH,0,25650,0,0,0.03,0,attack
tcp,OTH,0,5599,0,0,0.01,0,attack
tcp,OTH,0,9977,0,0,0,0,attack
tcp,OTH,0,16612,0,0,0.04,0,attack
tcp,OTH,0,10516,0,0,0,0,attack
tcp,OTH,0,8234,0,0,0.01,0,attack
tcp,OTH,0,22149,0,0,0.01,0,attack
tcp,OTH,0,1329,0,0,0.03,0,attack
tcp,OTH,0,772,0,0,0.03,0,attack
tcp,OTH,0,8347,0,0,0.01,0,attack
tcp,OTH,0,22598,0,0,0.01,0,attack
tcp,OTH,0,3783,0,0,0.03,0,attack
tcp,OTH,0,8583,0,0,0,0,attack
tcp,OTH,0,20081,0,0,0.02,0,attack
tcp,OTH,0,20719,0,0,0.01,0,attack
tcp,OTH,0,7152,0,0,0.01,0,attack
tcp,OTH,0,26863,0,0,0.01,0,attack
tcp,OTH,0,11117,0,0,0.03,0,attack
tcp,OTH,0,20626,0,0,0.01,0,attack
tcp,OTH,0,12330,0,0,0,0,attack
tcp,OTH,0,9862,0,0,0.01,0,attack
tcp,OTH,0,9973,0,0,0.03,0,attack
tcp,OTH,0,14529,0,0,0.03,0,attack
tcp,OTH,0,14994,0,0,0.02,0,attack
tcp,OTH,0,5679,0,0,0.03,0,attack
tcp,OTH,0,27088,0,0,0.01,0,attack
tcp,OTH,0,23586,0,0,0.01,0,attack
tcp,OTH,0,20616,0,0,0.03,0,attack
tcp,OTH,0,9957,0,0,0,0,attack
tcp,OTH,0,15590,0,0,0.04,0,attack
tcp,OTH,0,17173,0,0,0.03,0,attack
tcp,OTH,0,12604,0,0,0.01,0,attack
tcp,OTH,0,214,0,0,0.01,0,attack
tcp,OTH,0,10737,0,0,0,0,attack
tcp,OTH,0,12622,0,0,0.03,0,attack
tcp,OTH,0,10582,0,0,0.02,0,attack
tcp,OTH,0,5151,0,0,0.02,0,attack
tcp,OTH,0,23421,0,0,0,0,attack
tcp,OTH,0,6997,0,0,0.01,0,attack
tcp,OTH,0,27108,0,0,0.03,0,attack
tcp,OTH,0,9988,0,0,0,0,attack
tcp,OTH,0,20440,0,0,0.01,0,attack
tcp,OTH,0,6602,0,0,0,0,attack
tcp,OTH,0,17615,0,0,0.04,0,attack
tcp,OTH,0,16347,0,0,0.03,0,attack
tcp,OTH,0,9861,0,0,0.03,0,attack
tcp,OTH,0,11390,0,0,0.04,0,attack
tcp,OTH,0,9936,0,0,0.01,0,attack
tcp,OTH,0,10610,0,0,0.01,0,attack
tcp,OTH,0,7581,0,0,0.03,0,attack
tcp,OTH,0,9897,0,0,0.03,0,attack
tcp,OTH,0,19670,0,0,0.01,0,attack
tcp,OTH,0,645,0,0,0,0,attack
tcp,OTH,0,6555,0,0,0,0,attack
tcp,OTH,0,24711,0,0,0.04,0,attack
tcp,OTH,0,8609,0,0,0.03,0,attack
tcp,OTH,0,9905,0,0,0.03,0,attack
tcp,OTH,0,20337,0,0,0.01,0,attack
tcp,OTH,0,18558,0,0,0.01,0,attack
tcp,OTH,0,1064,0,0,0.03,0,attack
tcp,OTH,0,26695,0,0,0.01,0,attack
tcp,OTH,0,23658,0,0,0.03,0,attack
tcp,OTH,0,7335,0,0,0.01,0,attack
tcp,OTH,0,11323,0,0,0.01,0,attack
tcp,OTH,0,5594,0,0,0.06,0,attack
tcp,OTH,0,11528,0,0,0.01,0,attack
tcp,OTH,0,5699,0,0,0.01,0,attack
tcp,OTH,0,6493,0,0,0.01,0,attack
tcp,OTH,0,13012,0,0,0.03,0,attack
tcp,OTH,0,10879,0,0,0.01,0,attack
tcp,OTH,0,9798,0,0,0.01,0,attack
tcp,OTH,0,1556,0,0,0.03,0,attack
tcp,OTH,0,9563,0,0,0,0,attack
tcp,OTH,0,4772,0,0,0.02,0,attack
tcp,OTH,0,20621,0,0,0,0,attack
tcp,OTH,0,23735,0,0,0.03,0,attack
tcp,OTH,0,10618,0,0,0.01,0,attack
tcp,OTH,0,23763,0,0,0,0,attack
tcp,OTH,0,19743,0,0,0.01,0,attack
tcp,OTH,0,11716,0,0,0.03,0,attack
tcp,OTH,0,4380,0,0,0.04,0,attack
tcp,OTH,0,8459,0,0,0.01,0,attack
tcp,OTH,0,2766,0,0,0.01,0,attack
tcp,OTH,0,5560,0,0,0.05,0,attack
tcp,OTH,0,9868,0,0,0.01,0,attack
tcp,OTH,0,22032,0,0,0.02,0,attack
tcp,OTH,0,15539,0,0,0.04,0,attack
tcp,OTH,0,21533,0,0,0.01,0,attack
tcp,OTH,0,332,0,0,0.01,0,attack
tcp,OTH,0,9080,0,0,0.03,0,attack
tcp,OTH,0,22071,0,0,0,0,attack
tcp,OTH,0,18986,0,0,0.03,0,attack
tcp,OTH,0,9034,0,0,0.03,0,attack
tcp,OTH,0,25092,0,0,0.04,0,attack
tcp,OTH,0,8487,0,0,0.03,0,attack
tcp,OTH,0,25587,0,0,0.01,0,attack
tcp,OTH,0,7655,0,0,0.01,0,attack
tcp,OTH,0,8403,0,0,0.06,0,attack
tcp,OTH,0,9637,0,0,0,0,attack
tcp,OTH,0,24957,0,0,0.04,0,attack
tcp,OTH,0,2412,0,0,0.04,0,attack
tcp,OTH,0,7725,0,0,0.01,0,attack
tcp,OTH,0,25261,0,0,0.01,0,attack
tcp,OTH,0,15287,0,0,0.03,0,attack
tcp,OTH,0,11661,0,0,0.04,0,attack
tcp,OTH,0,23559,0,0,0.01,0,attack
tcp,OTH,0,5584,0,0,0.01,0,attack
tcp,OTH,0,9632,0,0,0.04,0,attack
tcp,OTH,0,9914,0,0,0.04,0,attack
tcp,OTH,0,6804,0,0,0.03,0,attack
tcp,OTH,0,14166,0,0,0,0,attack
tcp,OTH,0,9903,0,0,0.03,0,attack
tcp,OTH,0,16662,0,0,0.03,0,attack
tcp,OTH,0,11234,0,0,0.03,0,attack
tcp,OTH,0,11931,0,0,0,0,attack
tcp,OTH,0,4957,0,0,0.03,0,attack
tcp,OTH,0,8553,0,0,0,0,attack
tcp,OTH,0,16325,0,0,0.03,0,attack
tcp,OTH,0,9998,0,0,0.04,0,attack
tcp,OTH,0,7117,0,0,0.02,0,attack
tcp,OTH,0,9859,0,0,0.03,0,attack
tcp,OTH,0,22510,0,0,0,0,attack
tcp,OTH,0,10456,0,0,0,0,attack
tcp,OTH,0,6461,0,0,0.01,0,attack
tcp,OTH,0,15450,0,0,0.05,0,attack
tcp,OTH,0,26449,0,0,0.03,0,attack
tcp,OTH,0,7965,0,0,0.03,0,attack
tcp,OTH,0,9295,0,0,0.01,0,attack
tcp,OTH,0,11836,0,0,0,0,attack
tcp,OTH,0,22223,0,0,0.01,0,attack
tcp,OTH,0,7947,0,0,0,0,attack
tcp,OTH,0,11655,0,0,0.01,0,attack
tcp,OTH,0,6689,0,0,0.01,0,attack
tcp,OTH,0,10704,0,0,0,0,attack
tcp,OTH,0,6566,0,0,0,0,attack
tcp,OTH,0,11825,0,0,0.04,0,attack
tcp,OTH,0,9642,0,0,0.03,0,attack
tcp,OTH,0,7981,0,0,0,0,attack
tcp,OTH,0,20615,0,0,0.01,0,attack
tcp,OTH,0,22420,0,0,0,0,attack
tcp,OTH,0,13943,0,0,0.03,0,attack
tcp,OTH,0,15320,0,0,0,0,attack
tcp,OTH,0,15061,0,0,0.01,0,attack
tcp,OTH,0,24973,0,0,0.03,0,attack
tcp,OTH,0,11312,0,0,0.01,0,attack
tcp,OTH,0,6454,0,0,0.03,0,attack
tcp,OTH,0,10495,0,0,0.01,0,attack
tcp,OTH,0,27021,0,0,0,0,attack
tcp,OTH,0,10221,0,0,0.03,0,attack
tcp,OTH,0,9645,0,0,0.03,0,attack
tcp,OTH,0,14832,0,0,0.01,0,attack
tcp,OTH,0,23033,0,0,0,0,attack
tcp,OTH,0,9984,0,0,0.01,0,attack
tcp,OTH,0,23642,0,0,0.01,0,attack
tcp,OTH,0,9784,0,0,0.01,0,attack
tcp,OTH,0,7527,0,0,0.03,0,attack
tcp,OTH,0,20561,0,0,0.03,0,attack
tcp,OTH,0,8136,0,0,0.03,0,attack
tcp,OTH,0,7984,0,0,0.04,0,attack
tcp,OTH,0,11257,0,0,0.01,0,attack
tcp,OTH,0,8681,0,0,0.01,0,attack
tcp,OTH,0,9352,0,0,0.01,0,attack
tcp,OTH,0,6539,0,0,0,0,attack
tcp,OTH,0,4133,0,0,0.03,0,attack
tcp,OTH,0,25314,0,0,0.03,0,attack
tcp,OTH,0,1330,0,0,0.02,0,attack
tcp,OTH,0,14564,0,0,0.03,0,attack
tcp,OTH,0,5489,0,0,0.03,0,attack
tcp,OTH,0,23590,0,0,0.02,0,attack
tcp,OTH,0,3288,0,0,0.03,0,attack
tcp,OTH,0,2485,0,0,0.01,0,attack
tcp,OTH,0,15477,0,0,0.05,0,attack
tcp,OTH,0,15306,0,0,0.02,0,attack
tcp,OTH,0,6440,0,0,0.04,0,attack
tcp,OTH,0,15370,0,0,0.04,0,attack
tcp,OTH,0,23907,0,0,0.03,0,attack
tcp,OTH,0,4640,0,0,0.06,0,attack
tcp,OTH,0,8220,0,0,0,0,attack
tcp,OTH,0,4853,0,0,0.04,0,attack
tcp,OTH,0,10178,0,0,0.01,0,attack
tcp,OTH,0,14735,0,0,0.04,0,attack
tcp,OTH,0,4872,0,0,0.04,0,attack
tcp,OTH,0,22448,0,0,0.01,0,attack
tcp,OTH,0,5746,0,0,0,0,attack
tcp,OTH,0,6314,0,0,0.01,0,attack
tcp,OTH,0,9916,0,0,0,0,attack
tcp,OTH,0,9889,0,0,0,0,attack
tcp,OTH,0,6612,0,0,0,0,attack
tcp,OTH,0,15084,0,0,0.01,0,attack
tcp,OTH,0,18810,0,0,0.01,0,attack
tcp,OTH,0,900,0,0,0.03,0,attack
tcp,OTH,0,5776,0,0,0.03,0,attack
tcp,OTH,0,6672,0,0,0,0,attack
tcp,OTH,0,10142,0,0,0.01,0,attack
tcp,OTH,0,6417,0,0,0,0,attack
tcp,OTH,0,15887,0,0,0,0,attack
tcp,OTH,0,9334,0,0,0.01,0,attack
tcp,OTH,0,20547,0,0,0.03,0,attack
tcp,OTH,0,26054,0,0,0.01,0,attack
tcp,OTH,0,11269,0,0,0.01,0,attack
tcp,OTH,0,9985,0,0,0.01,0,attack
tcp,OTH,0,13536,0,0,0.03,0,attack
tcp,OTH,0,21464,0,0,0.01,0,attack
tcp,OTH,0,12291,0,0,0.03,0,attack
tcp,OTH,0,16507,0,0,0.01,0,attack
tcp,OTH,0,25516,0,0,0.01,0,attack
tcp,OTH,0,26989,0,0,0.01,0,attack
tcp,OTH,0,9883,0,0,0.01,0,attack
tcp,OTH,0,9977,0,0,0.01,0,attack
tcp,OTH,0,24778,0,0,0.03,0,attack
tcp,OTH,0,7530,0,0,0.03,0,attack
tcp,OTH,0,20537,0,0,0.01,0,attack
tcp,OTH,0,1409,0,0,0.03,0,attack
tcp,OTH,0,8083,0,0,0.03,0,attack
tcp,OTH,0,11451,0,0,0.01,0,attack
tcp,OTH,0,9911,0,0,0,0,attack
tcp,OTH,0,6470,0,0,0.04,0,attack
tcp,OTH,0,22890,0,0,0.03,0,attack
tcp,OTH,0,9071,0,0,0.01,0,attack
tcp,OTH,0,8018,0,0,0.06,0,attack
tcp,OTH,0,11830,0,0,0,0,attack
tcp,OTH,0,5341,0,0,0.03,0,attack
tcp,OTH,0,11761,0,0,0.06,0,attack
tcp,OTH,0,5693,0,0,0.01,0,attack
tcp,OTH,0,23531,0,0,0.03,0,attack
tcp,OTH,0,11384,0,0,0.03,0,attack
tcp,OTH,0,9630,0,0,0,0,attack
tcp,OTH,0,12016,0,0,0.04,0,attack
tcp,OTH,0,7677,0,0,0,0,attack
tcp,OTH,0,9433,0,0,0.04,0,attack
tcp,OTH,0,20476,0,0,0.01,0,attack
tcp,OTH,0,14309,0,0,0.04,0,attack
tcp,OTH,0,12865,0,0,0.03,0,attack
tcp,OTH,0,9893,0,0,0,0,attack
tcp,OTH,0,6459,0,0,0,0,attack
tcp,OTH,0,9986,0,0,0.01,0,attack
tcp,OTH,0,12892,0,0,0.04,0,attack
tcp,OTH,0,1788,0,0,0,0,attack
tcp,OTH,0,10000,0,0,0.01,0,attack
tcp,OTH,0,17957,0,0,0.01,0,attack
tcp,OTH,0,9949,0,0,0.03,0,attack
tcp,OTH,0,23043,0,0,0.02,0,attack
tcp,OTH,0,11716,0,0,0.03,0,attack
tcp,OTH,0,19497,0,0,0.01,0,attack
tcp,OTH,0,25772,0,0,0.02,0,attack
tcp,OTH,0,20622,0,0,0.01,0,attack
tcp,OTH,0,8036,0,0,0.03,0,attack
tcp,OTH,0,9551,0,0,0.03,0,attack
tcp,OTH,0,19624,0,0,0,0,attack
tcp,OTH,0,5905,0,0,0.01,0,attack
tcp,OTH,0,9990,0,0,0.06,0,attack
tcp,OTH,0,8292,0,0,0,0,attack
tcp,OTH,0,9873,0,0,0.04,0,attack
tcp,OTH,0,21104,0,0,0.01,0,attack
tcp,OTH,0,15449,0,0,0.01,0,attack
tcp,OTH,0,9999,0,0,0.01,0,attack
tcp,OTH,0,7739,0,0,0.03,0,attack
tcp,OTH,0,27022,0,0,0.01,0,attack
tcp,OTH,0,5020,0,0,0.01,0,attack
tcp,OTH,0,1456,0,0,0,0,attack
tcp,OTH,0,7944,0,0,0.01,0,attack
tcp,OTH,0,9587,0,0,0.03,0,attack
tcp,OTH,0,8559,0,0,0.03,0,attack
tcp,OTH,0,4659,0,0,0,0,attack
tcp,OTH,0,18900,0,0,0.01,0,attack
tcp,OTH,0,10840,0,0,0.01,0,attack
tcp,OTH,0,10942,0,0,0.01,0,attack
tcp,OTH,0,11566,0,0,0.01,0,attack
tcp,OTH,0,11125,0,0,0.01,0,attack
tcp,OTH,0,318,0,0,0.03,0,attack
tcp,OTH,0,12237,0,0,0.03,0,attack
tcp,OTH,0,9749,0,0,0.01,0,attack
tcp,OTH,0,20671,0,0,0.01,0,attack
tcp,OTH,0,11481,0,0,0.01,0,attack
tcp,OTH,0,2060,0,0,0.01,0,attack
tcp,OTH,0,11144,0,0,0.03,0,attack
tcp,OTH,0,20758,0,0,0.01,0,attack
tcp,OTH,0,23303,0,0,0.01,0,attack
tcp,OTH,0,4330,0,0,0.03,0,attack
tcp,OTH,0,20220,0,0,0.04,0,attack
tcp,OTH,0,24322,0,0,0.03,0,attack
tcp,OTH,0,1001,0,0,0.02,0,attack
tcp,OTH,0,615,0,0,0.04,0,attack
tcp,OTH,0,11841,0,0,0.04,0,attack
tcp,OTH,0,10064,0,0,0.04,0,attack
tcp,OTH,0,6673,0,0,0.04,0,attack
tcp,OTH,0,16385,0,0,0.03,0,attack
tcp,OTH,0,10001,0,0,0.03,0,attack
tcp,OTH,0,7724,0,0,0.04,0,attack
tcp,OTH,0,9853,0,0,0.01,0,attack
tcp,OTH,0,12256,0,0,0.01,0,attack
tcp,OTH,0,22138,0,0,0.01,0,attack
tcp,OTH,0,13253,0,0,0.04,0,attack
tcp,OTH,0,7127,0,0,0.02,0,attack
tcp,OTH,0,4539,0,0,0.06,0,attack
tcp,OTH,0,5193,0,0,0.03,0,attack
tcp,OTH,0,11086,0,0,0.03,0,attack
tcp,OTH,0,11216,0,0,0.03,0,attack
tcp,OTH,0,22237,0,0,0.03,0,attack
tcp,OTH,0,16105,0,0,0.03,0,attack
tcp,OTH,0,20390,0,0,0.01,0,attack
tcp,OTH,0,9864,0,0,0.01,0,attack
tcp,OTH,0,24756,0,0,0.04,0,attack
tcp,OTH,0,7035,0,0,0.03,0,attack
tcp,OTH,0,8213,0,0,0.04,0,attack
tcp,OTH,0,12157,0,0,0.01,0,attack
tcp,OTH,0,14641,0,0,0.03,0,attack
tcp,OTH,0,10441,0,0,0,0,attack
tcp,OTH,0,7704,0,0,0.04,0,attack
tcp,OTH,0,24626,0,0,0.03,0,attack
tcp,OTH,0,1345,0,0,0.05,0,attack
tcp,OTH,0,15078,0,0,0.01,0,attack
tcp,OTH,0,26270,0,0,0.01,0,attack
tcp,OTH,0,11449,0,0,0.01,0,attack
tcp,OTH,0,1747,0,0,0.03,0,attack
tcp,OTH,0,6466,0,0,0.01,0,attack
tcp,OTH,0,9394,0,0,0.01,0,attack
tcp,OTH,0,14172,0,0,0.01,0,attack
tcp,OTH,0,9416,0,0,0.03,0,attack
tcp,OTH,0,9797,0,0,0.04,0,attack
tcp,OTH,0,20560,0,0,0.03,0,attack
tcp,OTH,0,6787,0,0,0.01,0,attack
tcp,OTH,0,9899,0,0,0.01,0,attack
tcp,OTH,0,23652,0,0,0.01,0,attack
tcp,OTH,0,2095,0,0,0.03,0,attack
tcp,OTH,0,10789,0,0,0.01,0,attack
tcp,OTH,0,9665,0,0,0.03,0,attack
tcp,OTH,0,10587,0,0,0.04,0,attack
tcp,OTH,0,8288,0,0,0.04,0,attack
tcp,OTH,0,20161,0,0,0.02,0,attack
tcp,OTH,0,6157,0,0,0.01,0,attack
tcp,OTH,0,824,0,0,0.04,0,attack
tcp,OTH,0,10782,0,0,0.01,0,attack
tcp,OTH,0,27042,0,0,0.01,0,attack
tcp,OTH,0,15476,0,0,0.01,0,attack
tcp,OTH,0,6326,0,0,0.03,0,attack
tcp,OTH,0,7485,0,0,0.03,0,attack
tcp,OTH,0,10888,0,0,0.03,0,attack
tcp,OTH,0,6877,0,0,0.03,0,attack
tcp,OTH,0,24962,0,0,0,0,attack
tcp,OTH,0,15269,0,0,0.01,0,attack
tcp,OTH,0,7838,0,0,0.01,0,attack
tcp,OTH,0,8885,0,0,0.01,0,attack
tcp,OTH,0,11656,0,0,0.03,0,attack
tcp,OTH,0,1012,0,0,0.03,0,attack
tcp,OTH,0,15129,0,0,0.04,0,attack
tcp,OTH,0,10610,0,0,0.01,0,attack
tcp,OTH,0,588,0,0,0.03,0,attack
tcp,OTH,0,5564,0,0,0.03,0,attack
tcp,OTH,0,20762,0,0,0.03,0,attack
tcp,OTH,0,7539,0,0,0.03,0,attack
tcp,OTH,0,23555,0,0,0.03,0,attack
tcp,OTH,0,6662,0,0,0.01,0,attack
tcp,OTH,0,17357,0,0,0.04,0,attack
tcp,OTH,0,9951,0,0,0.01,0,attack
tcp,OTH,0,26836,0,0,0.01,0,attack
tcp,OTH,0,10509,0,0,0.01,0,attack
tcp,OTH,0,2124,0,0,0.03,0,attack
tcp,OTH,0,10401,0,0,0.01,0,attack
tcp,OTH,0,9962,0,0,0.01,0,attack
tcp,OTH,0,6439,0,0,0.01,0,attack
tcp,OTH,0,13068,0,0,0.05,0,attack
tcp,OTH,0,6653,0,0,0.01,0,attack
tcp,OTH,0,23770,0,0,0.03,0,attack
tcp,OTH,0,10958,0,0,0.03,0,attack
tcp,OTH,0,14357,0,0,0.04,0,attack
tcp,OTH,0,10968,0,0,0.03,0,attack
tcp,OTH,0,7992,0,0,0.03,0,attack
tcp,OTH,0,24433,0,0,0.03,0,attack
tcp,OTH,0,22642,0,0,0.01,0,attack
tcp,OTH,0,13286,0,0,0.03,0,attack
tcp,OTH,0,2838,0,0,0.01,0,attack
tcp,OTH,0,11745,0,0,0.01,0,attack
tcp,OTH,0,9906,0,0,0,0,attack
tcp,OTH,0,10614,0,0,0.03,0,attack
tcp,OTH,0,7229,0,0,0.03,0,attack
tcp,OTH,0,9589,0,0,0,0,attack
tcp,OTH,0,5327,0,0,0.03,0,attack
tcp,OTH,0,5700,0,0,0.01,0,attack
tcp,OTH,0,10446,0,0,0,0,attack
tcp,OTH,0,7547,0,0,0.02,0,attack
tcp,OTH,0,8202,0,0,0.01,0,attack
tcp,OTH,0,6202,0,0,0.01,0,attack
tcp,OTH,0,853,0,0,0.03,0,attack
tcp,OTH,0,8293,0,0,0.02,0,attack
tcp,OTH,0,22037,0,0,0.02,0,attack
tcp,OTH,0,9532,0,0,0.04,0,attack
tcp,OTH,0,20723,0,0,0.02,0,attack
tcp,OTH,0,6556,0,0,0.03,0,attack
tcp,OTH,0,559,0,0,0.02,0,attack
tcp,OTH,0,15473,0,0,0.01,0,attack
tcp,OTH,0,20541,0,0,0.01,0,attack
tcp,OTH,0,2858,0,0,0.03,0,attack
tcp,OTH,0,20747,0,0,0.03,0,attack
tcp,OTH,0,9864,0,0,0,0,attack
tcp,OTH,0,4945,0,0,0.03,0,attack
tcp,OTH,0,11382,0,0,0,0,attack
tcp,OTH,0,5514,0,0,0.03,0,attack
tcp,OTH,0,1485,0,0,0.01,0,attack
tcp,OTH,0,2015,0,0,0.03,0,attack
tcp,OTH,0,25595,0,0,0.01,0,attack
tcp,OTH,0,21948,0,0,0.01,0,attack
tcp,OTH,0,20602,0,0,0.03,0,attack
tcp,OTH,0,20250,0,0,0.01,0,attack
tcp,OTH,0,18928,0,0,0,0,attack
tcp,OTH,0,792,0,0,0.04,0,attack
tcp,OTH,0,7880,0,0,0.05,0,attack
tcp,OTH,0,3768,0,0,0.01,0,attack
tcp,OTH,0,8770,0,0,0.04,0,attack
tcp,OTH,0,11879,0,0,0.01,0,attack
tcp,OTH,0,15013,0,0,0,0,attack
tcp,OTH,0,22092,0,0,0,0,attack
tcp,OTH,0,6054,0,0,0.01,0,attack
tcp,OTH,0,8385,0,0,0.03,0,attack
tcp,OTH,0,26101,0,0,0.03,0,attack
tcp,OTH,0,6338,0,0,0.03,0,attack
tcp,OTH,0,7865,0,0,0.04,0,attack
tcp,OTH,0,10912,0,0,0,0,attack
tcp,OTH,0,23727,0,0,0.02,0,attack
tcp,OTH,0,6538,0,0,0,0,attack
tcp,OTH,0,15087,0,0,0.03,0,attack
tcp,OTH,0,6686,0,0,0.01,0,attack
tcp,OTH,0,11558,0,0,0,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,124,0,0,0.97,0,attack
udp,OTH,0,81,0,0,0.98,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,96,0,0,0.98,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,136,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,76,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,137,0,0,0.97,0,attack
udp,OTH,0,100,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.98,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,122,0,0,0.97,0,attack
udp,OTH,0,80,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,164,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.95,0,attack
udp,OTH,0,106,0,0,0.98,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,48,0,0,0.96,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,34,0,0,0.97,0,attack
udp,OTH,0,65,0,0,0.96,0,attack
udp,OTH,0,103,0,0,0.97,0,attack
udp,OTH,0,83,0,0,0.98,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.92,0,attack
udp,OTH,0,94,0,0,0.98,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,165,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,159,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.95,0,attack
udp,OTH,0,146,0,0,0.97,0,attack
