% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,8-9,11,14,16-19,21-22,24,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
0,tcp,97,0,10,10,0,1,0,18,18,1,0,0,0,slowHeaders
0,tcp,66,0,382,382,0,1,0,85,85,1,0,0,0,slowHeaders
3,tcp,222,0,626,625,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,175,175,0.56,1,0,100,100,1,0,0,0.26,slowHeaders
0,tcp,400,140,190,189,1,0.99,0,99,99,1,0,0,1,slowHeaders
31,tcp,965,953,62,62,0,1,0,63,63,1,0,0,0,slowHeaders
0,tcp,103,0,124,124,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,115,0,91,91,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,373,372,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,353,352,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,198,198,0.82,1,0,100,100,1,0,0,0.66,slowHeaders
30,tcp,1009,1019,138,138,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,693,693,0.59,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,26,26,0.88,1,0,100,100,1,0,0,0.25,slowHeaders
30,tcp,964,953,55,55,0,1,0,82,82,1,0,0,0,slowHeaders
0,tcp,60,0,728,728,0,1,0,45,45,1,0,0,0,slowHeaders
15,tcp,370,0,103,103,0.98,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,74,0,478,478,1,1,0,100,100,1,0,0,1,slowHeaders
29,tcp,987,1019,427,427,0.42,1,0,100,100,1,0,0,0.81,slowHeaders
29,tcp,1108,1019,168,168,0.58,1,0,100,100,1,0,0,0.32,slowHeaders
0,tcp,74,0,436,436,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,187,187,0.99,1,0,100,100,1,0,0,1,slowHeaders
10,tcp,780,206,134,133,1,0.99,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,324,324,0.37,1,0,100,100,1,0,0,0.98,slowHeaders
15,tcp,370,0,488,488,0.42,1,0,100,100,1,0,0,0.48,slowHeaders
30,tcp,1006,1019,214,214,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,60,0,742,742,0,1,0,46,46,1,0,0,0,slowHeaders
0,tcp,60,0,584,584,0,1,0,7,7,1,0.12,0,0,slowHeaders
15,tcp,370,0,324,323,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,1095,1095,0,1,0,49,49,1,0,0,0,slowHeaders
0,tcp,66,0,443,443,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,236,235,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,74,0,101,101,0.97,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,88,0,221,221,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,31,31,1,1,0,100,100,1,0,0,0.31,slowHeaders
29,tcp,903,953,457,457,0.39,1,0,100,100,1,0,0,0.51,slowHeaders
31,tcp,962,953,38,38,0,1,0,39,39,1,0,0,0,slowHeaders
0,tcp,93,0,117,117,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,96,0,156,156,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,564,564,0.51,1,0,100,100,1,0,0,0.91,slowHeaders
0,tcp,60,0,9,9,0,1,0,28,28,1,0.07,0,0,slowHeaders
0,tcp,60,0,1081,1081,0,1,0,49,49,1,0,0,0,slowHeaders
15,tcp,370,0,388,388,0.41,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,366,366,0.35,1,0,100,100,1,0,0,0.68,slowHeaders
0,tcp,54,0,8,8,0,1,0,14,14,1,0.07,0,0,slowHeaders
0,tcp,66,0,359,359,0,1,0,83,83,1,0,0,0,slowHeaders
15,tcp,370,0,219,218,1,1,0,99,99,1,0,0,1,slowHeaders
30,tcp,857,1019,88,88,0,1,0,95,95,1,0,0,0,slowHeaders
10,tcp,766,206,94,93,1,0.99,0,96,95,0.99,0,0,0.98,slowHeaders
15,tcp,370,0,326,326,0.37,1,0,100,100,1,0,0,0.98,slowHeaders
15,tcp,370,0,425,425,0.42,1,0,100,100,1,0,0,0.57,slowHeaders
30,tcp,966,953,70,70,0,1,0,71,71,1,0,0,0,slowHeaders
0,tcp,74,0,280,280,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1062,1019,177,177,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,662,661,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,344,344,0.89,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,84,0,53,53,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,403,403,0.98,1,0,100,100,1,0,0,0.97,slowHeaders
0,tcp,54,0,4,4,0,1,0,4,4,1,0.2,0,0,slowHeaders
0,tcp,104,0,190,190,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,54,0,10,10,0,1,0,10,10,1,0.09,0,0,slowHeaders
15,tcp,370,0,332,331,1,1,0,99,99,1,0,0,1,slowHeaders
20,tcp,644,272,25,24,1,0.96,0,69,68,0.99,0,0,0.35,slowHeaders
30,tcp,902,887,41,41,0,1,0,66,66,1,0,0,0,slowHeaders
0,tcp,60,0,1064,1064,0,1,0,50,50,1,0.02,0,0,slowHeaders
15,tcp,370,0,369,368,1,1,0,100,100,1,0,0,1,slowHeaders
31,tcp,1005,953,2,2,0,1,0,3,3,1,0,0,0,slowHeaders
0,tcp,484,0,280,280,0,1,0,52,52,1,0,0,0,slowHeaders
0,tcp,60,0,745,745,0,1,0,52,52,1,0.02,0,0,slowHeaders
30,tcp,1032,1019,131,131,0.73,1,0,100,100,1,0,0,0.68,slowHeaders
0,tcp,60,0,853,853,0,1,0,49,49,1,0,0,0,slowHeaders
3,tcp,222,0,319,318,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,60,0,771,771,0,1,0,49,49,1,0.02,0,0,slowHeaders
15,tcp,370,0,659,659,0.63,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,66,0,314,314,0,1,0,67,67,1,0,0,0,slowHeaders
15,tcp,370,0,321,321,0.3,1,0,100,100,1,0,0,0.96,slowHeaders
8,tcp,148,0,61,61,0.8,1,0,86,86,1,0,0,0.57,slowHeaders
0,tcp,81,0,129,129,0,1,0,50,50,1,0,0,0,slowHeaders
30,tcp,4189,74,225,225,0.01,1,0,100,100,1,0,0,0.02,slowHeaders
0,tcp,74,0,23,22,0.91,0.96,0,98,97,0.99,0,0,0.98,slowHeaders
0,tcp,60,0,1014,1014,0,1,0,47,47,1,0.02,0,0,slowHeaders
15,tcp,370,0,495,495,0.51,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,60,0,794,794,0,1,0,47,47,1,0.02,0,0,slowHeaders
0,tcp,60,0,953,953,0,1,0,55,55,1,0,0,0,slowHeaders
0,tcp,60,0,886,886,0,1,0,48,48,1,0.02,0,0,slowHeaders
3,tcp,222,0,637,636,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,1058,1058,0,1,0,48,48,1,0.02,0,0,slowHeaders
0,tcp,408,0,282,282,0,1,0,51,51,1,0,0,0,slowHeaders
0,tcp,400,140,697,696,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,60,0,960,960,0,1,0,51,51,1,0.02,0,0,slowHeaders
15,tcp,370,0,616,615,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,680,680,0.64,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,545,545,0.48,1,0,100,100,1,0,0,0.73,slowHeaders
15,tcp,370,0,210,210,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,400,140,144,143,1,0.99,0,99,99,1,0,0,1,slowHeaders
0,tcp,66,0,335,335,0,1,0,78,78,1,0,0,0,slowHeaders
30,tcp,1097,1019,149,149,0.65,1,0,100,100,1,0,0,0.51,slowHeaders
0,tcp,74,0,161,161,0.98,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,266,266,0.71,1,0,100,100,1,0,0,0.92,slowHeaders
0,tcp,60,0,381,381,0,1,0,86,86,1,0.01,0,0,slowHeaders
0,tcp,108,0,130,130,0,1,0,50,50,1,0,0,0,slowHeaders
31,tcp,1036,953,27,27,0,1,0,55,55,1,0,0,0,slowHeaders
0,tcp,124,0,193,193,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,725,724,1,1,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,207,207,0.63,1,0,100,100,1,0,0,0.34,slowHeaders
0,tcp,60,0,933,933,0,1,0,45,45,1,0,0,0,slowHeaders
32,tcp,4132,148,183,183,0.58,1,0,100,100,1,0,0,0.26,slowHeaders
15,tcp,370,0,541,541,0.55,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,400,140,70,69,1,0.99,0,93,92,0.99,0,0,0.98,slowHeaders
15,tcp,370,0,51,51,0.98,1,0,100,100,1,0,0,0.84,slowHeaders
30,tcp,1051,1019,37,37,0,1,0,38,38,1,0,0,0,slowHeaders
15,tcp,370,0,795,795,0.64,1,0,100,100,1,0,0,1,slowHeaders
3,tcp,222,0,386,385,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,205,205,0.99,1,0,100,100,1,0,0,1,slowHeaders
29,tcp,949,1019,304,304,0.89,1,0,100,100,1,0,0,0.69,slowHeaders
0,tcp,60,0,762,762,0,1,0,48,48,1,0,0,0,slowHeaders
0,tcp,106,0,129,129,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,400,140,680,679,1,1,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,78,78,0.96,1,0,100,100,1,0,0,0.77,slowHeaders
0,tcp,178,0,490,490,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,210,209,1,1,0,100,100,1,0,0,1,slowHeaders
20,tcp,597,272,86,85,1,0.99,0,90,89,0.99,0,0,0.96,slowHeaders
0,tcp,79,0,94,94,0,1,0,50,50,1,0,0,0,slowHeaders
31,tcp,959,953,6,6,0,1,0,37,37,1,0,0,0,slowHeaders
9,tcp,854,206,397,396,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,107,0,180,180,0,1,0,50,50,1,0,0,0,slowHeaders
29,tcp,3260,1024,498,498,0.44,1,0,100,100,1,0,0,0.64,slowHeaders
15,tcp,370,0,570,570,0.57,1,0,100,100,1,0,0,0.99,slowHeaders
30,tcp,880,953,150,150,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,225,225,0.09,1,0,100,100,1,0,0,0.21,slowHeaders
20,tcp,576,272,141,140,1,0.99,0,99,99,1,0,0,1,slowHeaders
0,tcp,60,0,1006,1006,0,1,0,49,49,1,0,0,0,slowHeaders
30,tcp,1126,1019,137,137,0.71,1,0,100,100,1,0,0,0.63,slowHeaders
3,tcp,222,0,527,526,1,1,0,100,100,1,0,0,1,slowHeaders
31,tcp,1036,953,10,10,0,1,0,28,28,1,0,0,0,slowHeaders
0,tcp,60,0,1023,1023,0,1,0,50,50,1,0.02,0,0,slowHeaders
0,tcp,60,0,11,11,0,1,0,65,65,1,0.03,0,0,slowHeaders
15,tcp,370,0,771,771,0.63,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,997,1019,127,127,0.76,1,0,100,100,1,0,0,0.72,slowHeaders
15,tcp,370,0,258,258,1,1,0,100,100,1,0,0,1,slowHeaders
29,tcp,1157,1024,408,408,0.38,1,0,100,100,1,0,0,0.54,slowHeaders
29,tcp,3968,689,291,291,0.88,1,0,100,100,1,0,0,0.99,slowHeaders
0,tcp,665,140,367,367,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1068,1019,68,68,0,1,0,69,69,1,0,0,0,slowHeaders
31,tcp,1058,953,26,26,0,1,0,54,54,1,0,0,0,slowHeaders
0,tcp,74,0,319,319,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1042,1019,82,82,0,1,0,83,83,1,0,0,0,slowHeaders
15,tcp,370,0,377,377,0.36,1,0,100,100,1,0,0,0.66,slowHeaders
0,tcp,400,140,356,355,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,54,0,5,5,0,1,0,5,5,1,0.33,0,0,slowHeaders
0,tcp,66,0,371,371,0,1,0,96,96,1,0,0,0,slowHeaders
15,tcp,370,0,246,246,0.98,1,0,100,100,1,0,0,0.99,slowHeaders
0,tcp,107,0,66,66,0,1,0,50,50,1,0,0,0,slowHeaders
3,tcp,222,0,450,449,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1140,1019,164,164,0.59,1,0,100,100,1,0,0,0.36,slowHeaders
7,tcp,296,0,430,429,1,1,0,100,100,1,0,0,1,slowHeaders
8,tcp,148,0,172,172,0.93,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,650,650,0.56,1,0,100,100,1,0,0,0.97,slowHeaders
9,tcp,828,206,364,363,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,872,872,0,1,0,48,48,1,0.02,0,0,slowHeaders
30,tcp,997,953,197,197,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,60,0,758,758,0,1,0,52,52,1,0,0,0,slowHeaders
30,tcp,1078,1019,145,145,0.67,1,0,100,100,1,0,0,0.55,slowHeaders
30,tcp,1116,958,31,31,0,1,0,74,73,0.99,0,0,0,slowHeaders
30,tcp,987,953,80,80,0,1,0,81,81,1,0,0,0,slowHeaders
30,tcp,1024,1019,148,148,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,66,0,406,406,0,1,0,84,84,1,0,0,0,slowHeaders
15,tcp,370,0,477,477,0.42,1,0,100,100,1,0,0,0.46,slowHeaders
30,tcp,1018,1019,189,189,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,99,0,264,264,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,524,524,0.46,1,0,100,100,1,0,0,0.64,slowHeaders
7,tcp,296,0,607,606,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,999,999,0,1,0,49,49,1,0.02,0,0,slowHeaders
8,tcp,148,0,45,45,0.73,1,0,78,78,1,0,0,0.42,slowHeaders
3,tcp,222,0,595,594,1,1,0,100,100,1,0,0,1,slowHeaders
20,tcp,618,272,179,178,1,0.99,0,99,99,1,0,0,1,slowHeaders
30,tcp,1042,1019,114,114,0,1,0,100,100,1,0,0,0,slowHeaders
31,tcp,1064,1019,5,5,0,1,0,6,6,1,0,0,0,slowHeaders
0,tcp,60,0,717,717,0,1,0,49,49,1,0,0,0,slowHeaders
15,tcp,370,0,293,293,0.3,1,0,100,100,1,0,0,0.87,slowHeaders
15,tcp,370,0,393,392,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,667,667,0,1,0,41,41,1,0.02,0,0,slowHeaders
15,tcp,370,0,562,562,0.56,1,0,100,100,1,0,0,0.99,slowHeaders
0,tcp,74,0,475,475,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,429,429,0.98,1,0,100,100,1,0,0,0.97,slowHeaders
15,tcp,370,0,350,350,0.42,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,9,9,0.89,1,0,100,100,1,0,0,0.1,slowHeaders
15,tcp,370,0,58,58,0.93,1,0,100,100,1,0,0,0.94,slowHeaders
15,tcp,370,0,56,56,0.98,1,0,100,100,1,0,0,0.89,slowHeaders
30,tcp,942,887,178,178,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,665,140,211,210,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,248,248,0.98,1,0,100,100,1,0,0,0.99,slowHeaders
15,tcp,370,0,227,227,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,74,0,273,273,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,74,0,405,405,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1050,1019,205,205,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,60,0,977,977,0,1,0,42,42,1,0,0,0,slowHeaders
0,tcp,95,0,276,276,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,356,356,0.36,1,0,100,100,1,0,0,1,slowHeaders
28,tcp,958,953,715,715,0.64,1,0,100,100,1,0,0,0.85,slowHeaders
3,tcp,222,0,286,285,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,60,0,1067,1067,0,1,0,51,51,1,0.02,0,0,slowHeaders
3,tcp,222,0,547,546,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,308,307,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,324,323,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,66,0,592,592,0,1,0,93,93,1,0,0,0,slowHeaders
0,tcp,66,0,332,332,0,1,0,76,76,1,0,0,0,slowHeaders
31,tcp,983,953,20,20,0,1,0,21,21,1,0,0,0,slowHeaders
30,tcp,958,953,176,176,0,1,0,100,100,1,0,0,0,slowHeaders
8,tcp,148,0,124,124,0.9,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,1023,1023,0,1,0,43,43,1,0.02,0,0,slowHeaders
15,tcp,370,0,214,214,0.05,1,0,100,100,1,0,0,0.1,slowHeaders
0,tcp,60,0,1060,1060,0,1,0,50,50,1,0.02,0,0,slowHeaders
0,tcp,102,0,126,126,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,106,0,236,236,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,230,230,0.85,1,0,100,100,1,0,0,0.66,slowHeaders
0,tcp,66,0,435,435,0,1,0,82,82,1,0,0,0,slowHeaders
15,tcp,370,0,33,33,1,1,0,100,100,1,0,0,0.33,slowHeaders
0,tcp,60,0,845,845,0,1,0,51,51,1,0,0,0,slowHeaders
15,tcp,370,0,269,269,0.71,1,0,100,100,1,0,0,0.95,slowHeaders
15,tcp,370,0,386,386,0.42,1,0,100,100,1,0,0,1,slowHeaders
10,tcp,750,206,193,192,1,0.99,0,100,100,1,0,0,1,slowHeaders
30,tcp,914,953,146,146,0,1,0,100,100,1,0,0,0,slowHeaders
30,tcp,982,953,73,73,0,1,0,74,74,1,0,0,0,slowHeaders
0,tcp,60,0,1027,1027,0,1,0,50,50,1,0.02,0,0,slowHeaders
0,tcp,60,0,705,705,0,1,0,51,51,1,0,0,0,slowHeaders
15,tcp,370,0,494,494,0.5,1,0,100,100,1,0,0,0.97,slowHeaders
0,tcp,54,0,5,5,0,1,0,17,17,1,0.06,0,0,slowHeaders
15,tcp,370,0,68,68,0.96,1,0,100,100,1,0,0,0.67,slowHeaders
0,tcp,114,0,133,133,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,60,0,965,965,0,1,0,43,43,1,0,0,0,slowHeaders
0,tcp,66,0,600,600,0,1,0,93,93,1,0,0,0,slowHeaders
30,tcp,1064,1019,103,103,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,60,0,655,655,0,1,0,49,49,1,0.02,0,0,slowHeaders
0,tcp,505,0,4,4,0,1,0,63,63,1,0,0,0,slowHeaders
0,tcp,400,140,202,201,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,60,0,1005,1005,0,1,0,49,49,1,0.02,0,0,slowHeaders
30,tcp,923,953,44,44,0,1,0,78,78,1,0,0,0,slowHeaders
15,tcp,370,0,121,121,0.98,1,0,100,100,1,0,0,0.98,slowHeaders
7,tcp,296,0,491,490,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,74,0,435,435,1,1,0,100,100,1,0,0,1,slowHeaders
29,tcp,1030,953,225,225,0.93,1,0,100,100,1,0,0,0.87,slowHeaders
0,tcp,665,140,65,64,0.95,0.98,0,94,93,0.99,0,0,0.97,slowHeaders
0,tcp,60,0,767,767,0,1,0,47,47,1,0.02,0,0,slowHeaders
14,tcp,3322,11980,13,13,0,1,0,62,62,1,0,0,0,slowHeaders
0,tcp,74,0,455,455,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,737,737,0.61,1,0,100,100,1,0,0,1,slowHeaders
3,tcp,222,0,299,298,1,1,0,99,99,1,0,0,1,slowHeaders
0,tcp,81,0,172,172,0,1,0,50,50,1,0,0,0,slowHeaders
30,tcp,948,1019,213,213,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,118,0,69,69,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,303,302,1,1,0,100,100,1,0,0,1,slowHeaders
3,tcp,222,0,451,450,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,1047,1019,74,74,0,1,0,75,75,1,0,0,0,slowHeaders
0,tcp,60,0,1019,1019,0,1,0,43,43,1,0.02,0,0,slowHeaders
30,tcp,993,953,136,136,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,100,100,0.98,1,0,100,100,1,0,0,0.98,slowHeaders
15,tcp,370,0,327,327,0.37,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,97,0,97,97,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,114,0,190,190,0,1,0,50,50,1,0,0,0,slowHeaders
30,tcp,1062,1019,197,197,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,333,333,0.89,1,0,100,100,1,0,0,0.98,slowHeaders
20,tcp,2356,12112,501,501,0.44,1,0,98,98,1,0,0,0.65,slowHeaders
31,tcp,943,953,18,18,0,1,0,19,19,1,0,0,0,slowHeaders
0,tcp,89,0,210,210,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,60,0,926,926,0,1,0,38,38,1,0.03,0,0,slowHeaders
7,tcp,296,0,489,488,1,1,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,337,337,0.32,1,0,100,100,1,0,0,0.98,slowHeaders
0,tcp,60,0,1051,1051,0,1,0,51,51,1,0,0,0,slowHeaders
0,tcp,111,0,172,172,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,69,69,0.99,1,0,100,100,1,0,0,0.97,slowHeaders
0,tcp,481,0,2,2,0,1,0,10,10,1,0,0,0,slowHeaders
31,tcp,4024,148,204,204,0,1,0,100,100,1,0,0,0,slowHeaders
30,tcp,1117,1019,147,147,0.66,1,0,100,100,1,0,0,0.53,slowHeaders
0,tcp,74,0,448,448,1,1,0,100,100,1,0,0,1,slowHeaders
7,tcp,296,0,497,496,1,1,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,15,15,0.93,1,0,100,100,1,0,0,0.65,slowHeaders
0,tcp,60,0,635,635,0,1,0,47,47,1,0.02,0,0,slowHeaders
15,tcp,370,0,227,227,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,408,0,3,3,0,1,0,3,3,1,0,0,0,slowHeaders
0,tcp,60,0,1002,1002,0,1,0,46,46,1,0.02,0,0,slowHeaders
0,tcp,66,0,561,561,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,400,140,11,10,1,0.91,0,93,92,0.99,0,0,0.98,slowHeaders
31,tcp,929,953,11,11,0,1,0,42,42,1,0,0,0,slowHeaders
15,tcp,370,0,546,545,1,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,943,953,115,115,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,74,0,523,523,1,1,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,396,396,0.39,1,0,100,100,1,0,0,0.66,slowHeaders
15,tcp,370,0,363,363,0.38,1,0,100,100,1,0,0,1,slowHeaders
7,tcp,296,0,634,633,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,108,0,82,82,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,400,140,183,182,1,0.99,0,99,99,1,0,0,1,slowHeaders
15,tcp,370,0,111,111,0.96,1,0,100,100,1,0,0,0.97,slowHeaders
29,tcp,1037,1019,455,455,0.42,1,0,100,100,1,0,0,0.59,slowHeaders
0,tcp,60,0,665,665,0,1,0,50,50,1,0.02,0,0,slowHeaders
30,tcp,1025,1019,88,88,0,1,0,89,89,1,0,0,0,slowHeaders
0,tcp,60,0,1117,1117,0,1,0,54,54,1,0,0,0,slowHeaders
3,tcp,222,0,384,383,1,1,0,100,100,1,0,0,1,slowHeaders
15,tcp,370,0,55,55,0.93,1,0,100,100,1,0,0,0.94,slowHeaders
10,tcp,774,206,178,177,1,0.99,0,100,100,1,0,0,1,slowHeaders
0,tcp,665,140,123,122,0.98,0.99,0,96,96,1,0,0,0.99,slowHeaders
3,tcp,222,0,654,653,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,400,140,360,359,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,66,0,422,422,0,1,0,84,84,1,0,0,0,slowHeaders
0,tcp,97,0,205,205,0,1,0,50,50,1,0,0,0,slowHeaders
0,tcp,400,140,187,186,1,0.99,0,99,99,1,0,0,1,slowHeaders
0,tcp,74,0,5,5,0.4,1,0,66,66,1,0,0,0.03,slowHeaders
15,tcp,370,0,70,70,0.96,1,0,100,100,1,0,0,0.69,slowHeaders
29,tcp,1181,1024,404,404,0.39,1,0,100,100,1,0,0,0.58,slowHeaders
0,tcp,60,0,605,605,0,1,0,92,92,1,0.01,0,0,slowHeaders
0,tcp,99,0,182,182,0,1,0,50,50,1,0,0,0,slowHeaders
3,tcp,222,0,559,558,1,1,0,100,100,1,0,0,1,slowHeaders
3,tcp,222,0,403,402,1,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,1086,1086,0,1,0,52,52,1,0.02,0,0,slowHeaders
15,tcp,370,0,298,298,0.23,1,0,100,100,1,0,0,0.69,slowHeaders
0,tcp,66,0,479,479,0,1,0,81,81,1,0,0,0,slowHeaders
20,tcp,633,272,191,190,1,0.99,0,99,99,1,0,0,1,slowHeaders
30,tcp,994,953,119,119,0,1,0,100,100,1,0,0,0,slowHeaders
0,tcp,112,0,153,153,0,1,0,50,50,1,0,0,0,slowHeaders
15,tcp,370,0,164,164,0.99,1,0,100,100,1,0,0,1,slowHeaders
30,tcp,904,887,367,367,0.41,1,0,100,100,1,0,0,0.86,slowHeaders
15,tcp,370,0,163,163,0.99,1,0,100,100,1,0,0,1,slowHeaders
0,tcp,60,0,872,872,0,1,0,51,51,1,0,0,0,slowHeaders
30,tcp,983,1019,336,336,0.38,1,0,100,100,1,0,0,0.96,slowHeaders
13,tcp,3620,12244,266,266,0.8,1,0,100,100,1,0,0,0.49,slowHeaders
30,tcp,946,953,139,139,0,1,0,100,100,1,0,0,0,slowHeaders
15,tcp,370,0,8,8,0.88,1,0,100,100,1,0,0,0.65,slowHeaders
31,tcp,983,953,9,9,0,1,0,10,10,1,0,0,0,slowHeaders
0,tcp,109,0,66,66,0,1,0,50,50,1,0,0,0,slowHeaders
