% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
4,164,52,511,222,52,1570,3144,15,216,slowHeaders
8,855,40,394,117,52,27092,16937,995,412,slowHeaders
9,855,40,394,110,52,278244,363016,1501,472,slowHeaders
8,803,40,246,66,52,5358,3034,2295,412,slowHeaders
3,112,52,246,109,52,1635,3259,3331,164,slowHeaders
8,855,40,351,101,52,22036,10862,804,412,slowHeaders
8,855,40,246,66,52,21289,8846,4904,412,slowHeaders
8,855,40,394,117,52,32640,26356,633,412,slowHeaders
3,112,52,246,109,52,1630,3255,3321,164,slowHeaders
8,907,40,394,117,52,21964,6700,3,412,slowHeaders
8,751,40,394,117,52,12227,3658,4622,420,slowHeaders
8,855,40,395,117,52,270927,355727,4361,412,slowHeaders
3,112,52,511,262,52,1482,2983,3024,164,slowHeaders
9,855,40,394,111,52,278038,363183,1588,472,slowHeaders
7,751,40,394,126,52,14141,3074,3900,360,slowHeaders
8,855,40,246,66,52,19173,6804,4359,412,slowHeaders
5,216,52,246,80,52,1629,3243,5,268,slowHeaders
1,0,78,78,0,-1,0,0,0,28,slowHeaders
9,912,40,467,134,52,19365,5362,5,472,slowHeaders
5,216,52,246,81,52,1645,3280,12,268,slowHeaders
8,803,40,351,102,52,3921,3051,4394,412,slowHeaders
8,803,40,395,117,52,13754,2944,1656,412,slowHeaders
8,912,40,467,142,52,22602,7307,4,412,slowHeaders
3,112,52,246,109,52,1612,3216,3255,164,slowHeaders
7,751,40,394,126,52,5491,3035,2376,360,slowHeaders
7,751,40,394,125,52,13703,3050,4398,360,slowHeaders
9,907,40,394,110,52,272210,272025,2,472,slowHeaders
5,216,52,246,78,52,1796,3604,14,268,slowHeaders
8,860,40,467,142,52,11171,1824,13,412,slowHeaders
7,803,40,394,126,52,17427,5038,4561,360,slowHeaders
8,912,40,467,143,52,14812,1227,12,412,slowHeaders
8,855,40,395,118,52,268415,352140,4470,412,slowHeaders
7,803,40,394,126,52,18429,5687,4656,360,slowHeaders
5,164,52,511,201,52,1512,3028,5,276,slowHeaders
8,803,40,351,102,52,11567,3046,4432,412,slowHeaders
8,803,40,307,87,52,10911,3034,3243,412,slowHeaders
8,855,40,395,117,52,17970,4666,3225,412,slowHeaders
7,803,40,394,126,52,19064,5997,4524,360,slowHeaders
7,803,40,394,126,52,17485,4810,4681,360,slowHeaders
8,803,40,351,102,52,8220,3070,3010,412,slowHeaders
3,112,52,246,109,52,1650,3288,3359,164,slowHeaders
3,112,52,246,109,52,1315,2626,2666,164,slowHeaders
8,803,40,395,117,52,15005,3292,1813,412,slowHeaders
7,803,40,394,127,52,17992,3962,4526,360,slowHeaders
3,112,52,246,109,52,1635,3266,3332,164,slowHeaders
4,164,52,511,221,52,1646,3285,15,216,slowHeaders
8,907,40,394,117,52,272552,272278,3,412,slowHeaders
8,855,40,307,86,52,18835,5695,4552,412,slowHeaders
8,855,40,246,66,52,3172,1016,1542,412,slowHeaders
8,855,40,246,66,52,21555,10840,4981,412,slowHeaders
15,60,52,395,168,60,284427,0,262959,820,slowHeaders
17,912,40,467,206,52,225227,8673,5,904,slowHeaders
8,855,40,394,116,52,274896,361184,1571,412,slowHeaders
3,112,52,246,109,52,1643,3274,3346,164,slowHeaders
10,855,40,246,87,52,96732,220331,6898,516,slowHeaders
8,803,40,246,66,52,10714,3007,3712,412,slowHeaders
8,803,40,307,87,52,2799,3504,1663,412,slowHeaders
8,803,40,395,116,52,2518,3125,749,412,slowHeaders
8,855,40,394,116,52,276557,362986,1590,412,slowHeaders
13,652,40,546,196,52,323771,387,2053,672,slowHeaders
8,855,40,246,66,52,21222,10209,4543,412,slowHeaders
7,803,40,394,125,52,19738,7152,4545,360,slowHeaders
7,751,40,394,126,52,11549,2965,4409,360,slowHeaders
8,855,40,394,118,52,274811,361161,1573,412,slowHeaders
15,60,52,307,126,60,290197,0,303371,820,slowHeaders
8,803,40,351,102,52,1594,3183,1091,412,slowHeaders
16,595,40,366,131,60,306112,0,720794,860,slowHeaders
9,907,40,394,110,52,272324,272164,4,472,slowHeaders
8,907,40,394,117,52,272535,272204,3,412,slowHeaders
8,912,40,467,143,52,22359,7064,4,412,slowHeaders
16,803,40,307,122,52,221799,1485,3025,852,slowHeaders
3,112,52,511,262,52,1628,3248,3320,164,slowHeaders
16,855,40,246,94,52,223210,7695,2983,844,slowHeaders
8,855,40,395,117,52,27375,19119,923,412,slowHeaders
5,216,52,246,79,52,1615,3211,5,268,slowHeaders
8,803,40,246,66,52,14359,3111,4593,412,slowHeaders
5,216,52,246,81,52,1603,3187,11,268,slowHeaders
8,855,40,395,118,52,22323,10858,4290,412,slowHeaders
8,855,40,307,88,52,16785,2168,4587,412,slowHeaders
14,855,40,246,86,52,261385,522685,9583,748,slowHeaders
8,907,40,394,117,52,268316,268089,3,412,slowHeaders
8,855,40,394,117,52,30057,19704,2,412,slowHeaders
8,855,40,307,87,52,18875,6312,4572,412,slowHeaders
8,855,40,394,116,52,27597,18877,990,412,slowHeaders
8,855,40,246,66,52,15889,2394,4440,412,slowHeaders
4,164,52,511,221,52,1604,3201,5,216,slowHeaders
3,112,52,511,262,52,1646,3286,3358,164,slowHeaders
8,803,40,351,102,52,9287,3167,3127,412,slowHeaders
3,112,52,511,262,52,1637,3268,3335,164,slowHeaders
8,855,40,394,116,52,28095,14510,746,412,slowHeaders
8,907,40,394,117,52,273090,272845,3,412,slowHeaders
8,803,40,351,102,52,13800,3093,4503,412,slowHeaders
8,907,40,394,117,52,30973,14649,4,412,slowHeaders
8,860,40,467,143,52,14804,1651,11,412,slowHeaders
7,751,40,394,125,52,12606,3057,4597,360,slowHeaders
5,216,52,246,78,52,1675,3342,12,268,slowHeaders
8,907,40,394,117,52,267529,267304,2,412,slowHeaders
7,751,40,394,126,52,14127,3015,4245,360,slowHeaders
8,803,40,351,102,52,3595,3027,1642,412,slowHeaders
8,803,40,351,102,52,10405,3049,3983,412,slowHeaders
8,803,40,307,87,52,10775,3082,2929,412,slowHeaders
8,855,40,395,118,52,23319,14265,4537,412,slowHeaders
3,112,52,246,109,52,1703,3429,3469,164,slowHeaders
8,907,40,394,117,52,272744,272509,2,412,slowHeaders
4,164,52,511,220,52,1645,3286,14,216,slowHeaders
3,112,52,246,109,52,1663,3313,3388,164,slowHeaders
8,855,40,394,117,52,24093,10887,3,412,slowHeaders
8,855,40,394,117,52,22849,10086,766,412,slowHeaders
4,164,52,511,223,52,1658,3309,15,216,slowHeaders
11,11948,40,308,129,52,284308,73,1268,568,slowHeaders
8,860,40,467,144,52,15032,1705,12,412,slowHeaders
8,803,40,351,102,52,12905,3123,4547,412,slowHeaders
8,907,40,394,117,52,30055,13656,5,412,slowHeaders
3,112,52,511,262,52,1673,3341,3413,164,slowHeaders
3,112,52,246,109,52,1617,3218,3289,164,slowHeaders
7,803,40,394,126,52,18003,3983,4557,360,slowHeaders
8,860,40,467,144,52,5158,1754,5,412,slowHeaders
3,112,52,511,262,52,1487,2980,3024,164,slowHeaders
8,803,40,351,102,52,13863,3054,4403,412,slowHeaders
5,60,52,511,249,60,105230,0,420922,268,slowHeaders
4,164,52,511,223,52,1647,3286,16,216,slowHeaders
4,164,52,511,221,52,1654,3303,13,216,slowHeaders
8,907,40,394,117,52,267558,267354,2,412,slowHeaders
8,803,40,307,87,52,9814,3023,4527,412,slowHeaders
8,803,40,351,102,52,13978,3146,4537,412,slowHeaders
8,803,40,351,102,52,15141,3024,4373,412,slowHeaders
7,803,40,394,127,52,17343,4722,4537,360,slowHeaders
5,216,52,246,78,52,1632,3248,12,268,slowHeaders
7,803,40,394,126,52,20152,8675,4572,360,slowHeaders
8,907,40,394,118,52,22442,5317,6,412,slowHeaders
3,112,52,246,109,52,1720,3430,3503,164,slowHeaders
8,855,40,395,117,52,15987,3228,2612,412,slowHeaders
8,907,40,394,116,52,25173,8247,5,412,slowHeaders
8,860,40,467,144,52,5581,1855,14,412,slowHeaders
7,751,40,394,126,52,14134,3045,4370,360,slowHeaders
8,855,40,246,66,52,19046,6169,4362,412,slowHeaders
5,216,52,246,80,52,2580,5148,12,268,slowHeaders
7,751,40,394,126,52,12534,3125,4452,360,slowHeaders
8,855,40,307,87,52,15031,1669,4541,412,slowHeaders
5,216,52,246,79,52,1264,2510,4,268,slowHeaders
8,803,40,351,102,52,4855,3188,4408,412,slowHeaders
7,751,40,394,126,52,9986,3115,4480,360,slowHeaders
11,60,52,248,90,60,310350,0,0,580,slowHeaders
8,860,40,467,143,52,13092,1724,12,412,slowHeaders
8,907,40,394,116,52,23245,8465,3,412,slowHeaders
3,112,52,246,109,52,1637,3264,3330,164,slowHeaders
3,112,52,511,262,52,1659,3312,3379,164,slowHeaders
4,164,52,511,223,52,1598,3190,5,216,slowHeaders
1,0,229,229,0,-1,0,0,0,28,slowHeaders
8,855,40,394,116,52,277413,363618,1286,412,slowHeaders
8,855,40,307,86,52,18924,6751,4517,412,slowHeaders
4,164,52,511,226,52,1568,3156,15,216,slowHeaders
8,860,40,467,143,52,14807,1565,11,412,slowHeaders
8,855,40,395,118,52,270918,355715,4408,412,slowHeaders
8,855,40,351,103,52,16129,2744,4526,412,slowHeaders
4,164,52,511,225,52,1684,3359,15,216,slowHeaders
11,855,40,394,155,52,254241,502102,1592,576,slowHeaders
3,112,52,511,262,52,1664,3324,3391,164,slowHeaders
5,216,52,246,78,52,1453,2893,5,268,slowHeaders
8,855,40,351,101,52,16152,2800,4557,412,slowHeaders
14,60,52,395,159,60,247696,0,5808,752,slowHeaders
4,164,52,511,227,52,1374,2739,18,216,slowHeaders
8,803,40,307,87,52,13911,2959,4394,412,slowHeaders
4,164,52,511,223,52,1594,3193,14,216,slowHeaders
8,855,40,246,66,52,18012,4300,4513,412,slowHeaders
8,855,40,307,87,52,16563,3753,4473,412,slowHeaders
16,711,40,307,123,52,221923,22911,47409,852,slowHeaders
3,112,52,246,109,52,1669,3317,3389,164,slowHeaders
8,855,40,395,117,52,268611,352248,4579,412,slowHeaders
3,112,52,511,262,52,1646,3284,3355,164,slowHeaders
8,907,40,394,117,52,22773,6806,5,412,slowHeaders
4,164,52,511,223,52,1595,3184,5,216,slowHeaders
8,855,40,395,118,52,23475,11406,4530,412,slowHeaders
8,855,40,307,87,52,18909,6593,4541,412,slowHeaders
12,164,52,511,229,52,247038,1382,1425,648,slowHeaders
9,855,40,394,111,52,277705,363091,1604,472,slowHeaders
9,855,40,394,111,52,278974,365239,1346,472,slowHeaders
8,855,40,246,66,52,17936,4113,4523,412,slowHeaders
13,60,52,467,188,60,287823,0,0,692,slowHeaders
5,216,52,246,80,52,1690,3371,13,268,slowHeaders
10,60,52,246,80,60,288495,0,0,528,slowHeaders
8,803,40,246,66,52,12562,3051,4546,412,slowHeaders
8,855,40,394,117,52,27365,18992,1294,412,slowHeaders
7,751,40,394,126,52,10457,3063,4466,360,slowHeaders
16,711,40,395,167,52,222843,28317,58819,852,slowHeaders
7,751,40,394,127,52,10306,3008,4405,360,slowHeaders
8,855,40,394,117,52,27868,16073,1223,412,slowHeaders
8,855,40,394,117,52,27979,18132,1157,412,slowHeaders
8,855,40,394,117,52,276365,362927,1368,412,slowHeaders
6,216,52,246,73,52,1600,3205,4,328,slowHeaders
8,855,40,395,117,52,270996,355820,4387,412,slowHeaders
8,803,40,351,102,52,9693,3028,3755,412,slowHeaders
8,855,40,395,117,52,21987,9690,4540,412,slowHeaders
8,803,40,351,102,52,11668,2961,4382,412,slowHeaders
3,112,52,246,109,52,1453,2893,2960,164,slowHeaders
8,803,40,351,102,52,11120,3159,4560,412,slowHeaders
4,164,52,511,225,52,1634,3259,14,216,slowHeaders
3,112,52,511,262,52,1620,3231,3283,164,slowHeaders
3,112,52,511,262,52,1695,3384,3453,164,slowHeaders
8,860,40,467,142,52,8882,1669,5,412,slowHeaders
4,164,52,511,227,52,1552,3099,20,216,slowHeaders
8,855,40,246,66,52,16003,2552,4262,412,slowHeaders
5,216,52,246,81,52,1662,3317,12,268,slowHeaders
8,860,40,467,143,52,7430,1761,13,412,slowHeaders
8,855,40,246,66,52,17000,4724,4504,412,slowHeaders
5,216,52,246,79,52,1651,3297,4,268,slowHeaders
3,112,52,511,262,52,1580,3154,3204,164,slowHeaders
7,751,40,394,125,52,6053,3003,2798,360,slowHeaders
3,112,52,511,262,52,1638,3269,3343,164,slowHeaders
16,1368,52,227,87,52,226250,3512,0,872,slowRead
9,1420,52,352,98,52,68508,91409,11501,500,slowRead
4,164,52,467,205,52,1625,3246,16,216,slowRead
6,268,52,511,179,52,718,1449,6,320,slowRead
14,1628,52,227,46,52,325187,326457,0,768,slowRead
14,1628,52,352,79,52,311258,312043,0,768,slowRead
11,1680,52,396,103,52,314733,314727,0,580,slowRead
12,1732,52,396,99,52,260036,259835,0,632,slowRead
11,1680,52,227,52,52,310334,310352,0,580,slowRead
14,1576,52,227,62,52,176430,291456,0,760,slowRead
12,1732,52,227,50,52,393556,393333,0,632,slowRead
12,1732,52,227,50,52,260823,260653,0,632,slowRead
14,1628,52,227,46,52,320582,320882,0,768,slowRead
7,803,40,394,125,52,2134,1528,13,360,slowRead
11,1680,52,227,52,52,309079,309034,0,580,slowRead
14,1628,52,352,79,52,315873,316395,0,768,slowRead
8,1576,52,352,105,52,310246,310364,1137,424,slowRead
3,112,52,467,237,52,1377,2736,2808,164,slowRead
14,1680,52,352,79,52,316178,316452,0,760,slowRead
3,112,52,467,237,52,1709,3408,3478,164,slowRead
11,1680,52,352,90,52,315738,315792,0,580,slowRead
14,1628,52,227,46,52,322248,323406,0,768,slowRead
10,1680,52,352,94,52,264123,263905,946,528,slowRead
14,1576,52,396,124,52,181016,301557,0,760,slowRead
14,1680,52,227,46,52,323635,325064,0,760,slowRead
14,1628,52,227,46,52,313595,314388,0,768,slowRead
12,1732,52,227,50,52,399561,399346,0,632,slowRead
14,1680,52,227,46,52,321421,322232,0,760,slowRead
16,1368,52,227,87,52,252810,587,0,872,slowRead
6,268,52,511,179,52,1708,3452,5,320,slowRead
14,1680,52,352,79,52,311930,312709,0,760,slowRead
14,1576,52,396,124,52,176615,293214,0,760,slowRead
5,164,52,467,181,52,1690,3375,5,276,slowRead
6,268,52,511,176,52,1710,3366,5,320,slowRead
14,1680,52,352,79,52,325515,326693,0,760,slowRead
11,60,52,352,153,60,287216,0,0,604,slowRead
8,1576,52,352,105,52,313591,313329,704,424,slowRead
6,268,52,511,178,52,1632,3253,5,320,slowRead
11,1680,52,227,52,52,314930,314970,0,580,slowRead
9,1628,52,352,99,52,399646,399147,1094,476,slowRead
14,1628,52,396,91,52,314613,314734,0,768,slowRead
12,1732,52,227,50,52,258559,258366,0,632,slowRead
4,164,52,467,198,52,1635,3311,15,216,slowRead
3,112,52,467,237,52,1540,3046,3120,164,slowRead
11,60,52,467,191,60,287867,0,0,588,slowRead
6,268,52,511,182,52,1662,3275,6,320,slowRead
14,1680,52,352,79,52,321089,323033,0,760,slowRead
12,1732,52,352,86,52,264141,263954,0,632,slowRead
11,1680,52,396,103,52,313351,313335,0,580,slowRead
11,1680,52,352,90,52,314227,314359,0,580,slowRead
9,1628,52,352,99,52,393399,393278,1144,476,slowRead
14,1628,52,396,91,52,323672,325148,0,768,slowRead
6,268,52,511,179,52,1647,3291,6,320,slowRead
12,1732,52,396,99,52,410645,410431,0,632,slowRead
4,164,52,467,200,52,1539,3081,14,216,slowRead
14,1680,52,227,46,52,319787,320746,0,760,slowRead
11,1680,52,227,52,52,315516,315516,0,580,slowRead
6,268,52,511,180,52,1445,2899,5,320,slowRead
11,1680,52,396,103,52,315538,315514,0,580,slowRead
9,1628,52,352,99,52,400161,399711,1061,476,slowRead
9,1420,52,352,98,52,68192,91260,11595,500,slowRead
6,268,52,511,178,52,1742,3504,5,320,slowRead
3,112,52,467,237,52,1713,3420,3490,164,slowRead
15,1368,52,396,175,52,243945,31,0,812,slowRead
3,112,52,467,237,52,1633,3299,3364,164,slowRead
13,60,52,511,229,60,287315,0,0,708,slowRead
12,1732,52,227,50,52,409132,408933,0,632,slowRead
14,1628,52,396,91,52,315200,315444,0,768,slowRead
14,1628,52,227,46,52,316742,317415,0,768,slowRead
12,1732,52,352,86,52,260923,260730,0,632,slowRead
14,1680,52,227,46,52,324028,324750,0,760,slowRead
9,1628,52,352,99,52,312866,312951,918,476,slowRead
14,1680,52,227,46,52,334627,334370,0,760,slowRead
8,855,40,394,118,52,18285,4570,5,420,slowRead
10,1680,52,352,94,52,264351,264059,1036,528,slowRead
11,112,52,352,153,52,287096,0,27,604,slowRead
3,112,52,467,237,52,1615,3256,3328,164,slowRead
11,1680,52,352,90,52,317307,317308,0,580,slowRead
14,1628,52,352,79,52,311423,311986,0,768,slowRead
7,803,40,394,125,52,5321,1685,13,360,slowRead
12,1732,52,227,50,52,259750,259556,0,632,slowRead
15,1368,52,396,175,52,252716,72,0,812,slowRead
5,164,52,467,181,52,918,1844,5,276,slowRead
14,1680,52,227,46,52,315020,316178,0,760,slowRead
9,1420,52,352,98,52,68803,91836,12015,500,slowRead
14,1628,52,227,46,52,323601,324812,0,768,slowRead
5,164,52,467,178,52,1104,2216,14,276,slowRead
6,268,52,511,181,52,1664,3276,6,320,slowRead
14,704,40,621,226,52,248849,8722,18158,732,slowRead
7,112,52,352,143,52,72376,217139,217155,396,slowRead
7,855,40,394,125,52,16768,2350,13,360,slowRead
7,268,52,511,166,52,1514,3033,6,380,slowRead
14,1680,52,352,79,52,315130,315462,0,760,slowRead
14,1680,52,396,91,52,311234,311565,0,760,slowRead
5,164,52,467,178,52,634,1311,5,276,slowRead
6,268,52,511,179,52,1658,3309,5,320,slowRead
15,1368,52,227,88,52,223437,8388,0,812,slowRead
9,1420,52,352,98,52,69000,92285,11869,500,slowRead
12,60,52,511,223,60,288014,0,0,648,slowRead
12,60,52,396,167,60,288785,0,0,640,slowRead
11,1680,52,227,52,52,312481,312484,0,580,slowRead
6,268,52,511,181,52,1628,3249,5,320,slowRead
12,1732,52,396,99,52,257268,257056,0,632,slowRead
6,268,52,511,177,52,1704,3401,6,320,slowRead
4,164,52,467,205,52,1623,3282,14,216,slowRead
12,1732,52,352,86,52,259418,259237,0,632,slowRead
4,164,52,467,201,52,1645,3328,14,216,slowRead
3,112,52,467,237,52,1623,3273,3345,164,slowRead
14,1680,52,227,46,52,321208,322357,0,760,slowRead
7,855,40,394,126,52,17470,3236,13,360,slowRead
14,1628,52,352,79,52,316029,316756,0,768,slowRead
7,268,52,511,167,52,1432,2886,6,380,slowRead
14,1628,52,396,91,52,317020,317441,0,768,slowRead
7,855,40,394,126,52,20577,6241,13,360,slowRead
12,1732,52,227,50,52,398853,398642,0,632,slowRead
8,803,40,394,118,52,13869,1716,6,420,slowRead
6,268,52,511,180,52,1648,3237,5,320,slowRead
10,1680,52,352,94,52,261628,261453,1249,528,slowRead
10,1680,52,352,94,52,262884,262647,1252,528,slowRead
7,855,40,394,126,52,17802,3926,13,360,slowRead
9,1420,52,352,98,52,68693,91730,11837,500,slowRead
9,1420,52,352,98,52,68825,91842,11808,500,slowRead
7,803,40,394,126,52,12623,1624,5,360,slowRead
16,1368,52,227,87,52,252771,70,0,872,slowRead
12,1732,52,396,99,52,263407,263214,0,632,slowRead
3,112,52,467,237,52,1637,3288,3325,164,slowRead
13,60,52,511,229,60,287247,0,0,708,slowRead
13,60,52,511,229,60,287290,0,0,708,slowRead
12,1732,52,227,50,52,396495,396268,0,632,slowRead
14,1576,52,396,124,52,180242,298762,0,760,slowRead
14,1628,52,396,91,52,315962,316380,0,768,slowRead
12,1732,52,352,86,52,410358,410151,0,632,slowRead
4,164,52,467,202,52,1623,3250,5,216,slowRead
7,855,40,394,126,52,17760,2386,13,360,slowRead
2,0,72,72,0,-1,311,0,311,48,slowRead
6,268,52,511,180,52,1670,3340,6,320,slowRead
11,1680,52,352,90,52,309925,309925,0,580,slowRead
12,1732,52,227,50,52,402263,402039,0,632,slowRead
14,1680,52,352,79,52,325294,326655,0,760,slowRead
4,164,52,467,203,52,1694,3381,7,216,slowRead
7,803,40,394,125,52,11864,1637,13,360,slowRead
9,1628,52,352,99,52,310132,310073,1534,476,slowRead
14,1628,52,227,46,52,314751,314904,0,768,slowRead
12,1732,52,396,99,52,263879,263684,0,632,slowRead
16,1368,52,396,173,52,252606,72,0,872,slowRead
5,164,52,467,179,52,551,1105,5,276,slowRead
14,1680,52,352,79,52,315544,315804,0,760,slowRead
2,0,60,60,0,-1,307,0,307,48,slowRead
6,268,52,511,177,52,1403,2808,7,320,slowRead
7,855,40,394,126,52,19591,4986,15,360,slowRead
4,164,52,467,200,52,1592,3219,14,216,slowRead
12,1732,52,227,50,52,259050,258843,0,632,slowRead
6,268,52,511,179,52,1618,3262,4,320,slowRead
12,1732,52,352,86,52,393397,393230,0,632,slowRead
11,1680,52,396,103,52,315525,315492,0,580,slowRead
6,268,52,511,181,52,1656,3254,5,320,slowRead
11,1680,52,352,90,52,315802,315776,0,580,slowRead
8,855,40,394,118,52,18506,4719,2,420,slowRead
11,1680,52,227,52,52,312614,312659,0,580,slowRead
3,112,52,467,237,52,1630,3298,3362,164,slowRead
14,1628,52,227,46,52,323223,324697,0,768,slowRead
12,1732,52,227,50,52,409228,409022,0,632,slowRead
7,803,40,394,126,52,14492,1614,5,360,slowRead
9,1628,52,352,99,52,403059,402908,1113,476,slowRead
11,1680,52,227,52,52,316332,316314,0,580,slowRead
3,112,52,467,237,52,1265,2527,2592,164,slowRead
12,1732,52,396,99,52,260636,260425,0,632,slowRead
14,1628,52,227,46,52,323133,324411,0,768,slowRead
6,268,52,511,180,52,1569,3139,5,320,slowRead
13,60,52,394,162,60,288040,0,0,700,slowRead
15,1420,52,352,150,52,252772,15,0,812,slowRead
11,1680,52,396,103,52,313929,313916,0,580,slowRead
14,1680,52,227,46,52,320239,321556,0,760,slowRead
4,164,52,467,199,52,1620,3273,14,216,slowRead
7,855,40,394,126,52,17800,2434,13,360,slowRead
14,1680,52,396,91,52,317010,316916,0,760,slowRead
13,704,40,639,217,52,249387,11125,23357,672,slowRead
14,1628,52,396,91,52,314112,314056,0,768,slowRead
13,60,52,511,234,60,287996,0,0,716,slowRead
14,1576,52,352,108,52,174189,287857,0,760,slowRead
3,112,52,467,237,52,1706,3409,3475,164,slowRead
14,1576,52,352,108,52,181999,300890,0,760,slowRead
12,1732,52,396,99,52,261106,260885,0,632,slowRead
8,1576,52,352,105,52,311947,312013,1374,424,slowRead
10,1680,52,352,94,52,264136,263914,1062,528,slowRead
4,164,52,467,198,52,1630,3292,5,216,slowRead
11,1680,52,352,90,52,312794,312828,0,580,slowRead
14,600,40,569,226,60,247820,0,10378,732,slowRead
15,1368,52,352,152,52,252778,28,0,812,slowRead
9,1628,52,352,99,52,406685,406066,723,476,slowRead
3,112,52,467,237,52,1620,3273,3343,164,slowRead
15,1368,52,352,152,52,252789,341,0,812,slowRead
4,164,52,467,200,52,1600,3190,14,216,slowRead
5,164,52,467,182,52,776,1568,14,276,slowRead
7,803,40,394,126,52,7389,1762,12,360,slowRead
9,1628,52,352,99,52,312113,311983,979,476,slowRead
14,1628,52,227,46,52,323794,324411,0,768,slowRead
7,855,40,394,126,52,20251,5784,13,360,slowRead
4,164,52,467,202,52,1640,3311,13,216,slowRead
14,652,40,579,226,52,250509,251,3859,732,slowRead
7,855,40,394,126,52,19141,3975,13,360,slowRead
11,1680,52,227,52,52,315568,315548,0,580,slowRead
14,1680,52,352,79,52,315851,316070,0,760,slowRead
2,0,55,55,0,-1,220,0,220,48,slowRead
3,112,52,467,237,52,2694,5400,5471,164,slowRead
12,1732,52,352,86,52,403957,403758,0,632,slowRead
12,1732,52,396,99,52,260685,260444,0,632,slowRead
4,164,52,467,200,52,1639,3315,14,216,slowRead
12,1732,52,227,50,52,264078,263913,0,632,slowRead
12,1732,52,352,86,52,401352,401151,0,632,slowRead
14,1680,52,352,79,52,321536,322982,0,760,slowRead
3,112,52,467,237,52,1776,3590,3613,164,slowRead
11,1680,52,227,52,52,312516,312518,0,580,slowRead
12,1732,52,352,86,52,259756,259536,0,632,slowRead
10,1680,52,352,94,52,261875,261623,963,528,slowRead
4,164,52,467,201,52,1647,3292,15,216,slowRead
11,1680,52,396,103,52,315437,315416,0,580,slowRead
4,164,52,467,199,52,1639,3295,5,216,slowRead
11,1680,52,352,90,52,315807,315803,0,580,slowRead
12,1732,52,227,50,52,259593,259387,0,632,slowRead
5,164,52,467,180,52,1305,2598,6,276,slowRead
12,60,52,511,205,60,287291,0,0,640,slowRead
13,60,52,511,229,60,287104,0,0,708,slowRead
12,1732,52,352,86,52,260865,260604,0,632,slowRead
16,1368,52,396,173,52,215835,8064,0,872,slowRead
3,112,52,467,237,52,1687,3384,3449,164,slowRead
9,1628,52,352,99,52,315692,315727,1293,476,slowRead
9,1628,52,352,99,52,407512,406818,1272,476,slowRead
7,803,40,394,125,52,15038,1661,14,360,slowRead
7,855,40,394,126,52,20123,5837,14,360,slowRead
4,164,52,467,199,52,1641,3317,18,216,slowRead
11,1612,40,396,179,52,331604,987435,988805,576,slowRead
7,803,40,394,126,52,4725,1826,13,360,slowRead
14,1628,52,352,79,52,314080,314607,0,768,slowRead
12,1732,52,227,50,52,258743,258539,0,632,slowRead
11,1680,52,227,52,52,314189,314163,0,580,slowRead
14,1576,52,352,108,52,181999,300974,0,760,slowRead
7,803,40,394,127,52,10076,1596,6,360,slowRead
3,112,52,467,237,52,1614,3218,3282,164,slowRead
4,164,52,467,200,52,1614,3218,13,216,slowRead
3,112,52,467,237,52,1807,3622,3647,164,slowRead
11,1680,52,352,90,52,311958,311922,0,580,slowRead
12,1732,52,352,86,52,258630,258414,0,632,slowRead
14,1628,52,396,91,52,313995,314825,0,768,slowRead
11,1680,52,396,103,52,316076,316062,0,580,slowRead
12,1732,52,227,50,52,257117,256922,0,632,slowRead
14,11896,40,352,148,52,292315,324,2248,732,slowRead
4,164,52,467,200,52,1666,3324,4,216,slowRead
11,1680,52,396,103,52,311059,311090,0,580,slowRead
2,0,72,72,0,-1,326,0,326,48,slowRead
15,1368,52,352,152,52,223465,7447,0,812,slowRead
11,60,52,511,184,60,284059,0,0,580,slowRead
14,704,40,623,226,52,249473,8316,17688,732,slowRead
14,1576,52,227,62,52,180288,297853,0,760,slowRead
6,268,52,511,178,52,1613,3220,6,320,slowRead
7,4612,40,227,66,52,418,631,506,360,slowRead
9,1368,52,352,130,52,62698,105728,41778,500,slowRead
9,1628,52,352,99,52,310813,310712,1241,476,slowRead
9,1628,52,352,99,52,312458,312485,1115,476,slowRead
14,1576,52,352,108,52,181052,299381,0,760,slowRead
12,1732,52,227,50,52,405297,405097,0,632,slowRead
14,1628,52,227,46,52,321535,322417,0,768,slowRead
14,1628,52,396,91,52,316328,316958,0,768,slowRead
11,1680,52,227,52,52,313138,313082,0,580,slowRead
12,1732,52,227,50,52,258742,258513,0,632,slowRead
12,1732,52,352,86,52,395141,394946,0,632,slowRead
11,1680,52,396,103,52,315688,315654,0,580,slowRead
