% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
3375,0,40,40,0,-1,8022,0,8342350,67508,udpFlood
4073,0,40,40,0,-1,7045,0,28690939,81468,udpFlood
6718,0,40,40,0,-1,3633,0,111736,134368,udpFlood
9314,0,40,40,0,-1,3151,0,29351860,186288,udpFlood
3710,0,40,40,0,-1,7903,0,29313642,74208,udpFlood
4225,0,40,40,0,-1,6949,0,29353438,84508,udpFlood
9476,0,40,40,0,-1,3058,0,8463694,189528,udpFlood
3448,0,40,40,0,-1,7868,0,8270910,68968,udpFlood
6563,0,40,40,0,-1,3979,0,44926,131268,udpFlood
3115,0,40,40,0,-1,8705,0,8271134,62308,udpFlood
4549,0,40,40,0,-1,2041,0,9285791,90988,udpFlood
4541,0,40,40,0,-1,6456,0,29311032,90828,udpFlood
4471,0,40,40,0,-1,2159,0,9653593,89428,udpFlood
2593,0,40,40,0,-1,9620,0,1642251,51868,udpFlood
15891,0,40,40,0,-1,1866,0,29664352,317828,udpFlood
6238,0,40,40,0,-1,4787,0,29861878,124768,udpFlood
4279,0,40,40,0,-1,6864,0,29366964,85588,udpFlood
568,0,40,40,0,-1,13087,0,12677,11368,udpFlood
9903,0,40,40,0,-1,2965,0,29365450,198068,udpFlood
17952,0,40,40,0,-1,1668,0,29955347,359048,udpFlood
7357,0,40,40,0,-1,3704,0,27252016,147148,udpFlood
4970,0,40,40,0,-1,1941,0,9648652,99408,udpFlood
3994,0,40,40,0,-1,7341,0,29313612,79888,udpFlood
4619,0,40,40,0,-1,6359,0,29368754,92388,udpFlood
6372,0,40,40,0,-1,4095,0,34677,127448,udpFlood
6551,0,40,40,0,-1,4560,0,29868861,131028,udpFlood
3849,0,40,40,0,-1,7617,0,29313435,76988,udpFlood
2763,0,40,40,0,-1,9409,0,9595773,55268,udpFlood
2782,0,40,40,0,-1,8977,0,1640773,55648,udpFlood
1357,0,40,40,0,-1,12769,0,2353030,27148,udpFlood
4154,0,40,40,0,-1,7057,0,29311126,83088,udpFlood
3100,0,40,40,0,-1,8748,0,8269837,62008,udpFlood
9218,0,40,40,0,-1,3125,0,8464421,184368,udpFlood
17873,0,40,40,0,-1,1676,0,29965072,357468,udpFlood
5604,0,40,40,0,-1,4575,0,35365,112088,udpFlood
7324,0,40,40,0,-1,4078,0,29868035,146488,udpFlood
15356,0,40,40,0,-1,1932,0,29673772,307128,udpFlood
6565,0,40,40,0,-1,3935,0,231988,131308,udpFlood
4816,0,40,40,0,-1,2004,0,9651703,96328,udpFlood
7457,0,40,40,0,-1,3938,0,29367391,149148,udpFlood
10075,0,40,40,0,-1,2914,0,29365108,201508,udpFlood
4640,0,40,40,0,-1,6317,0,29305628,92808,udpFlood
3696,0,40,40,0,-1,7943,0,29352530,73928,udpFlood
6261,0,40,40,0,-1,4166,0,30109,125228,udpFlood
2636,0,40,40,0,-1,9364,0,1611992,52728,udpFlood
4854,0,40,40,0,-1,6046,0,29341452,97088,udpFlood
3975,0,40,40,0,-1,7375,0,29308909,79508,udpFlood
4679,0,40,40,0,-1,2063,0,9651263,93588,udpFlood
2858,0,40,40,0,-1,8669,0,1123987,57168,udpFlood
7148,0,40,40,0,-1,3813,0,27252993,142968,udpFlood
6195,0,40,40,0,-1,4166,0,206409,123908,udpFlood
3046,0,40,40,0,-1,6398,0,38731,60928,udpFlood
6772,0,40,40,0,-1,4411,0,29868395,135448,udpFlood
2957,0,40,40,0,-1,6312,0,26569,59148,udpFlood
3383,0,40,40,0,-1,7684,0,1170186,67668,udpFlood
18600,0,40,40,0,-1,1630,0,30327287,372008,udpFlood
4709,0,40,40,0,-1,2050,0,9652091,94188,udpFlood
5674,0,40,40,0,-1,4598,0,35831,113488,udpFlood
15957,0,40,40,0,-1,1859,0,29672460,319148,udpFlood
9301,0,40,40,0,-1,3144,0,29245256,186028,udpFlood
8962,0,40,40,0,-1,3263,0,29245505,179248,udpFlood
4400,0,40,40,0,-1,6659,0,29296013,88008,udpFlood
2548,0,40,40,0,-1,10198,0,9579254,50968,udpFlood
4,0,195,195,0,-1,897448,0,1794897,88,udpFlood
1429,0,40,40,0,-1,11925,0,1312152,28588,udpFlood
1381,0,40,40,0,-1,11886,0,16403686,27628,udpFlood
9364,0,40,40,0,-1,3090,0,8421477,187288,udpFlood
4682,0,40,40,0,-1,2060,0,9645836,93648,udpFlood
7931,0,40,40,0,-1,3703,0,29367052,158628,udpFlood
2927,0,40,40,0,-1,6799,0,235293,58548,udpFlood
9627,0,40,40,0,-1,3049,0,29358154,192548,udpFlood
4771,0,40,40,0,-1,2023,0,9654183,95428,udpFlood
12816,0,40,40,0,-1,2340,0,29997072,256328,udpFlood
730,0,40,40,0,-1,13846,0,1681364,14608,udpFlood
2488,0,40,40,0,-1,9594,0,915900,49768,udpFlood
15848,0,40,40,0,-1,1872,0,29672414,316968,udpFlood
2877,0,40,40,0,-1,8976,0,1124034,57548,udpFlood
4777,0,40,40,0,-1,6144,0,29346360,95548,udpFlood
1655,0,40,40,0,-1,11139,0,2361577,33108,udpFlood
7169,0,40,40,0,-1,3801,0,27250857,143388,udpFlood
8852,0,40,40,0,-1,3304,0,29246272,177048,udpFlood
3305,0,40,40,0,-1,8403,0,12983256,66108,udpFlood
6213,0,40,40,0,-1,4807,0,29866495,124268,udpFlood
15138,0,40,40,0,-1,1960,0,29673098,302768,udpFlood
4826,0,40,40,0,-1,2000,0,9650656,96528,udpFlood
4014,0,40,40,0,-1,7318,0,29368286,80288,udpFlood
2797,0,40,40,0,-1,9299,0,9601376,55948,udpFlood
1348,0,40,40,0,-1,12181,0,16408792,26968,udpFlood
633,0,40,40,0,-1,17246,0,1676947,12668,udpFlood
6039,0,40,40,0,-1,4276,0,232531,120788,udpFlood
7344,0,40,40,0,-1,3711,0,27253462,146888,udpFlood
6122,0,40,40,0,-1,4213,0,204665,122448,udpFlood
4311,0,40,40,0,-1,6797,0,29295833,86228,udpFlood
8610,0,40,40,0,-1,3397,0,29245521,172208,udpFlood
6583,0,40,40,0,-1,3911,0,138366,131668,udpFlood
1219,0,40,40,0,-1,10837,0,13200168,24388,udpFlood
10194,0,40,40,0,-1,2880,0,29365358,203888,udpFlood
3544,0,40,40,0,-1,7632,0,8297491,70888,udpFlood
2979,0,40,40,0,-1,8734,0,9608114,59588,udpFlood
4036,0,40,40,0,-1,7264,0,29310971,80728,udpFlood
18047,0,40,40,0,-1,1659,0,29948505,360948,udpFlood
3390,0,40,40,0,-1,7981,0,8301355,67808,udpFlood
3265,0,40,40,0,-1,8557,0,12984747,65308,udpFlood
9595,0,40,40,0,-1,3060,0,29359144,191908,udpFlood
5,699,52,88,15,52,93107,108564,372428,268,httpFlood
5,699,52,88,15,52,12358,2161,49432,268,httpFlood
5,699,52,88,15,52,12322,1824,49290,268,httpFlood
5,751,52,88,14,52,1476,4249,2553,280,httpFlood
5,699,52,94,18,52,17020,8705,68083,268,httpFlood
5,699,52,91,16,52,178762,223333,715051,268,httpFlood
5,699,52,88,15,52,11795,562,47181,268,httpFlood
5,699,52,91,16,52,259564,331729,1038257,268,httpFlood
5,699,52,88,15,52,12764,2165,51056,268,httpFlood
3,112,52,88,18,52,1304,4428,5731,164,httpFlood
5,699,52,94,18,52,15159,6111,60637,268,httpFlood
5,699,52,88,15,52,13911,4742,55647,268,httpFlood
5,699,52,88,15,52,11296,817,45184,268,httpFlood
5,699,52,88,15,52,182174,227983,728697,268,httpFlood
5,699,52,88,15,52,183072,227887,732290,268,httpFlood
5,699,52,88,15,52,12696,525,50784,268,httpFlood
6,699,52,94,16,52,30899,26941,0,320,httpFlood
5,699,52,94,18,52,17039,8078,68156,268,httpFlood
5,699,52,88,15,52,179979,223945,719917,268,httpFlood
6,699,52,94,16,52,56070,58699,0,320,httpFlood
5,699,52,88,15,52,93687,110066,374749,268,httpFlood
5,699,52,94,18,52,16872,7967,67489,268,httpFlood
5,751,52,88,14,52,7071,6859,28285,280,httpFlood
5,699,52,88,15,52,182365,226575,729463,268,httpFlood
5,699,52,88,15,52,14245,4373,56981,268,httpFlood
5,699,52,91,16,52,261088,333360,1044352,268,httpFlood
5,751,52,94,17,52,957,5850,4102,280,httpFlood
5,699,52,88,15,52,11741,744,46965,268,httpFlood
5,699,52,88,15,52,89813,105757,359255,268,httpFlood
5,699,52,88,15,52,179773,224260,719093,268,httpFlood
5,699,52,88,15,52,12990,2621,51963,268,httpFlood
5,699,52,88,15,52,17294,3080,10944,268,httpFlood
5,699,52,88,15,52,14467,1110,3758,268,httpFlood
5,699,52,88,15,52,182896,229297,731584,268,httpFlood
6,699,52,94,16,52,41481,38852,0,320,httpFlood
5,699,52,88,15,52,92778,108702,371115,268,httpFlood
5,699,52,91,16,52,180876,226983,723506,268,httpFlood
5,699,52,91,16,52,76465,87546,305862,268,httpFlood
5,699,52,88,15,52,12113,1136,48452,268,httpFlood
6,699,52,94,16,52,70660,30944,353303,320,httpFlood
5,699,52,88,15,52,18480,6391,73920,268,httpFlood
5,699,52,88,15,52,91021,106305,364085,268,httpFlood
5,699,52,88,15,52,12183,1929,48732,268,httpFlood
5,699,52,88,15,52,181657,227982,726631,268,httpFlood
6,699,52,94,16,52,227496,287214,0,320,httpFlood
5,751,52,88,14,52,333,549,1861,280,httpFlood
5,699,52,88,15,52,25736,14739,102945,268,httpFlood
5,699,52,94,18,52,14820,1302,4600,268,httpFlood
5,751,52,88,14,52,432,4477,1958,280,httpFlood
5,699,52,88,15,52,16665,7103,66660,268,httpFlood
5,699,52,88,15,52,147098,178904,588393,268,httpFlood
5,699,52,94,18,52,39953,37690,159815,268,httpFlood
5,699,52,94,18,52,30770,26512,123081,268,httpFlood
5,699,52,94,18,52,30658,26821,122635,268,httpFlood
5,699,52,88,15,52,181988,227395,727952,268,httpFlood
5,699,52,88,15,52,187582,233710,750330,268,httpFlood
5,699,52,88,15,52,182458,228080,729832,268,httpFlood
5,699,52,94,18,52,15222,794,2568,268,httpFlood
5,699,52,88,15,52,16716,603,2972,268,httpFlood
6,699,52,94,16,52,255236,325858,0,320,httpFlood
5,699,52,94,18,52,18197,9145,72791,268,httpFlood
5,699,52,91,16,52,11952,1828,47811,268,httpFlood
6,699,52,94,16,52,56637,60762,0,320,httpFlood
6,699,52,94,16,52,31038,26548,0,320,httpFlood
5,699,52,88,15,52,15042,1190,3214,268,httpFlood
5,699,52,91,16,52,14953,5409,59813,268,httpFlood
5,699,52,88,15,52,92624,103427,370498,268,httpFlood
5,699,52,88,15,52,90783,106307,363132,268,httpFlood
5,699,52,88,15,52,122849,148247,491396,268,httpFlood
5,699,52,88,15,52,14626,1813,3009,268,httpFlood
5,699,52,88,15,52,13670,4041,54683,268,httpFlood
5,699,52,88,15,52,16993,2328,5211,268,httpFlood
5,699,52,88,15,52,183330,229788,733323,268,httpFlood
5,699,52,91,16,52,181354,226387,725419,268,httpFlood
5,699,52,91,16,52,179493,225439,717972,268,httpFlood
5,699,52,88,15,52,61149,65649,244596,268,httpFlood
5,699,52,91,16,52,13173,2672,52695,268,httpFlood
5,699,52,91,16,52,12014,860,48058,268,httpFlood
5,699,52,88,15,52,16190,3185,7120,268,httpFlood
5,699,52,88,15,52,89623,103977,358492,268,httpFlood
6,699,52,94,16,52,237525,302910,0,320,httpFlood
5,699,52,91,16,52,14203,4396,56814,268,httpFlood
5,699,52,88,15,52,12992,2911,51969,268,httpFlood
5,699,52,88,15,52,11225,536,44900,268,httpFlood
5,699,52,88,15,52,181249,226172,724997,268,httpFlood
5,699,52,88,15,52,20156,11871,80625,268,httpFlood
5,699,52,88,15,52,18653,7884,74612,268,httpFlood
5,699,52,88,15,52,14020,4054,56082,268,httpFlood
5,699,52,91,16,52,17865,9889,71461,268,httpFlood
5,699,52,88,15,52,181379,226881,725518,268,httpFlood
5,699,52,91,16,52,13934,1912,55738,268,httpFlood
6,699,52,94,16,52,28017,22596,0,320,httpFlood
5,699,52,88,15,52,13272,3572,53091,268,httpFlood
5,699,52,88,15,52,11402,695,45609,268,httpFlood
5,699,52,88,15,52,61809,66962,247238,268,httpFlood
5,699,52,94,18,52,18216,9930,72864,268,httpFlood
3,112,52,88,18,52,623,622,1758,164,httpFlood
5,699,52,88,15,52,14805,868,2659,268,httpFlood
5,699,52,88,15,52,11533,809,46132,268,httpFlood
5,699,52,88,15,52,30264,14922,121056,268,httpFlood
3,112,52,94,22,52,522,1408,2296,164,httpFlood
5,699,52,88,15,52,11717,487,46868,268,httpFlood
5,699,52,88,15,52,16349,6088,65396,268,httpFlood
5,699,52,94,18,52,13471,3940,53884,268,httpFlood
5,699,52,94,18,52,14899,1384,3193,268,httpFlood
6,699,52,94,16,52,240302,304661,0,320,httpFlood
5,699,52,88,15,52,11553,514,46213,268,httpFlood
6,699,52,94,16,52,243863,312218,1219319,320,httpFlood
5,699,52,91,16,52,76307,87476,305229,268,httpFlood
5,699,52,88,15,52,12348,682,49392,268,httpFlood
5,699,52,88,15,52,181731,226597,726926,268,httpFlood
5,699,52,88,15,52,11283,579,45132,268,httpFlood
5,699,52,91,16,52,76896,87371,307585,268,httpFlood
5,699,52,88,15,52,11833,1768,47333,268,httpFlood
5,699,52,88,15,52,183370,226917,733482,268,httpFlood
5,699,52,88,15,52,251369,319806,1005477,268,httpFlood
5,699,52,88,15,52,182877,227013,731510,268,httpFlood
5,699,52,88,15,52,18587,7205,74349,268,httpFlood
5,699,52,88,15,52,11766,998,47067,268,httpFlood
5,699,52,88,15,52,17009,3765,68037,268,httpFlood
5,699,52,88,15,52,90730,106348,362920,268,httpFlood
5,699,52,88,15,52,87561,100546,350247,268,httpFlood
5,699,52,88,15,52,18299,6091,73198,268,httpFlood
5,751,52,88,14,52,174833,174259,699333,280,httpFlood
5,699,52,88,15,52,149319,183241,597279,268,httpFlood
6,699,52,94,16,52,65717,73038,0,320,httpFlood
6,1286,52,88,13,52,583,865,3361,344,httpFlood
5,699,52,91,16,52,13512,3406,54049,268,httpFlood
3,112,52,88,18,52,561,1239,1858,164,httpFlood
5,699,52,88,15,52,15414,1084,3446,268,httpFlood
5,699,52,88,15,52,251118,318902,1004474,268,httpFlood
5,699,52,88,15,52,12628,766,50515,268,httpFlood
5,699,52,91,16,52,12498,1845,49995,268,httpFlood
5,699,52,88,15,52,179978,223714,719913,268,httpFlood
5,699,52,88,15,52,15218,3478,7536,268,httpFlood
6,699,52,94,16,52,57759,61779,0,320,httpFlood
5,699,52,88,15,52,61847,67722,247389,268,httpFlood
5,699,52,88,15,52,14129,1161,56518,268,httpFlood
5,699,52,91,16,52,12155,2143,48623,268,httpFlood
5,699,52,88,15,52,13123,3212,52492,268,httpFlood
5,699,52,91,16,52,12850,2340,51403,268,httpFlood
6,699,52,94,16,52,64296,65500,321481,320,httpFlood
5,699,52,88,15,52,14651,1342,3735,268,httpFlood
5,699,52,88,15,52,14896,4812,59586,268,httpFlood
6,699,52,94,16,52,58938,63615,0,320,httpFlood
6,699,52,94,16,52,15344,2032,0,320,httpFlood
5,699,52,88,15,52,21294,11665,18191,268,httpFlood
5,699,52,88,15,52,13777,1704,55110,268,httpFlood
5,699,52,88,15,52,17642,4428,9387,268,httpFlood
5,699,52,88,15,52,17171,8606,68687,268,httpFlood
6,699,52,94,16,52,74864,64567,374323,320,httpFlood
5,699,52,91,16,52,13671,4181,54685,268,httpFlood
5,699,52,88,15,52,18483,2965,8237,268,httpFlood
5,699,52,88,15,52,180464,225615,721857,268,httpFlood
5,699,52,88,15,52,183535,227867,734141,268,httpFlood
5,699,52,94,18,52,18142,8909,72569,268,httpFlood
6,699,52,94,16,52,31372,26841,0,320,httpFlood
5,751,52,94,17,52,630,4799,2804,280,httpFlood
5,751,52,88,14,52,339,595,2063,280,httpFlood
6,699,52,94,16,52,225237,285974,0,320,httpFlood
5,699,52,91,16,52,14057,4628,56228,268,httpFlood
6,699,52,94,16,52,235300,298900,0,320,httpFlood
3,112,52,88,18,52,1823,2144,5688,164,httpFlood
1,76,76,76,0,76,0,0,286711,28,httpFlood
5,699,52,88,15,52,11805,1551,47223,268,httpFlood
6,699,52,94,16,52,80915,1354,3988,320,httpFlood
6,699,52,94,16,52,15008,1730,0,320,httpFlood
5,699,52,91,16,52,75679,86617,302719,268,httpFlood
5,699,52,88,15,52,252923,318947,1011693,268,httpFlood
5,699,52,88,15,52,15112,1582,3642,268,httpFlood
5,699,52,88,15,52,25575,17435,102301,268,httpFlood
5,699,52,88,15,52,13784,1708,55136,268,httpFlood
5,699,52,94,18,52,12755,3332,51022,268,httpFlood
6,699,52,94,16,52,55813,58999,0,320,httpFlood
3,112,52,91,20,52,311,660,910,164,httpFlood
5,699,52,88,15,52,14445,4233,57781,268,httpFlood
5,699,52,94,18,52,15726,4998,62907,268,httpFlood
5,699,52,88,15,52,62695,66872,250782,268,httpFlood
5,699,52,88,15,52,16079,6561,64317,268,httpFlood
3,112,52,94,22,52,681,1070,2082,164,httpFlood
6,699,52,94,16,52,48591,49966,0,320,httpFlood
5,699,52,88,15,52,16636,2034,7473,268,httpFlood
5,699,52,91,16,52,13090,3509,52361,268,httpFlood
5,699,52,88,15,52,12533,810,50133,268,httpFlood
5,751,52,91,16,52,4251,4177,17006,280,httpFlood
5,699,52,88,15,52,15415,6239,61661,268,httpFlood
6,699,52,94,16,52,238117,303176,0,320,httpFlood
5,699,52,91,16,52,76888,87454,307553,268,httpFlood
6,699,52,94,16,52,55374,58614,0,320,httpFlood
5,699,52,91,16,52,77742,86973,310969,268,httpFlood
5,699,52,88,15,52,180675,225660,722701,268,httpFlood
5,699,52,91,16,52,76594,87138,306379,268,httpFlood
5,699,52,88,15,52,12160,651,48642,268,httpFlood
5,699,52,88,15,52,183418,229622,733673,268,httpFlood
5,699,52,88,15,52,24160,13528,96640,268,httpFlood
5,699,52,88,15,52,12814,2168,51257,268,httpFlood
5,699,52,88,15,52,61570,67487,246283,268,httpFlood
5,699,52,94,18,52,16943,7860,67773,268,httpFlood
5,699,52,88,15,52,14692,698,2396,268,httpFlood
5,699,52,91,16,52,14511,4681,58044,268,httpFlood
6,699,52,94,16,52,47671,48443,0,320,httpFlood
5,699,52,88,15,52,181583,226681,726332,268,httpFlood
5,699,52,91,16,52,76498,87557,305995,268,httpFlood
5,699,52,91,16,52,178884,223933,715539,268,httpFlood
5,699,52,88,15,52,11003,508,44015,268,httpFlood
5,699,52,88,15,52,15681,1907,5464,268,httpFlood
5,699,52,88,15,52,14495,332,1413,268,httpFlood
5,699,52,88,15,52,15455,1396,4340,268,httpFlood
5,699,52,88,15,52,17461,5676,12085,268,httpFlood
6,699,52,94,16,52,97233,2437,4138,320,httpFlood
5,699,52,88,15,52,15300,3087,7719,268,httpFlood
3,112,52,88,18,52,1040,4374,5503,164,httpFlood
5,699,52,88,15,52,93314,108780,373259,268,httpFlood
5,699,52,88,15,52,182703,226405,730815,268,httpFlood
5,699,52,94,18,52,259054,330548,1036218,268,httpFlood
6,699,52,94,16,52,67188,73340,0,320,httpFlood
5,699,52,88,15,52,11823,735,47292,268,httpFlood
5,699,52,94,18,52,13825,3992,55301,268,httpFlood
6,699,52,94,16,52,73357,29183,366785,320,httpFlood
5,699,52,91,16,52,178662,223407,714649,268,httpFlood
5,699,52,88,15,52,17985,5105,71940,268,httpFlood
5,699,52,88,15,52,11679,1500,46717,268,httpFlood
5,699,52,94,18,52,14601,4825,58404,268,httpFlood
5,699,52,94,18,52,14324,4764,57298,268,httpFlood
5,699,52,88,15,52,178220,223267,712882,268,httpFlood
5,699,52,91,16,52,76698,86803,306793,268,httpFlood
5,699,52,88,15,52,91275,106577,365103,268,httpFlood
5,699,52,88,15,52,11826,1818,47304,268,httpFlood
5,699,52,88,15,52,11834,1036,47339,268,httpFlood
5,699,52,91,16,52,13776,4447,55106,268,httpFlood
5,699,52,88,15,52,184357,230764,737428,268,httpFlood
5,699,52,88,15,52,11876,1047,47506,268,httpFlood
6,699,52,94,16,52,247749,300368,1238747,320,httpFlood
5,751,52,88,14,52,517,600,2266,280,httpFlood
5,699,52,91,16,52,12824,2902,51299,268,httpFlood
5,699,52,94,18,52,32444,27786,129776,268,httpFlood
6,699,52,94,16,52,70674,29708,353370,320,httpFlood
5,699,52,88,15,52,218067,271165,872271,268,httpFlood
5,699,52,88,15,52,12653,912,50615,268,httpFlood
5,699,52,88,15,52,179186,224423,716745,268,httpFlood
5,699,52,91,16,52,13228,1771,52914,268,httpFlood
6,699,52,94,16,52,58818,61669,0,320,httpFlood
5,699,52,88,15,52,11682,724,46730,268,httpFlood
5,699,52,88,15,52,184195,230335,736783,268,httpFlood
5,699,52,88,15,52,181117,225903,724469,268,httpFlood
6,699,52,94,16,52,31865,26915,0,320,httpFlood
6,699,52,94,16,52,14903,539,0,320,httpFlood
5,699,52,94,18,52,15502,746,2473,268,httpFlood
5,699,52,88,15,52,13064,448,52257,268,httpFlood
5,699,52,88,15,52,87576,100795,350305,268,httpFlood
5,699,52,88,15,52,16618,4724,66473,268,httpFlood
5,699,52,88,15,52,12799,1720,51196,268,httpFlood
5,699,52,88,15,52,19576,10997,20702,268,httpFlood
6,699,52,94,16,52,47909,60671,239549,320,httpFlood
5,699,52,88,15,52,11845,686,47382,268,httpFlood
5,699,52,91,16,52,259318,330828,1037272,268,httpFlood
5,699,52,88,15,52,18667,9840,74668,268,httpFlood
6,699,52,94,16,52,54860,56954,0,320,httpFlood
5,699,52,88,15,52,180635,224547,722541,268,httpFlood
6,699,52,94,16,52,47894,48823,0,320,httpFlood
6,699,52,94,16,52,68947,72048,344738,320,httpFlood
5,699,52,91,16,52,258113,329016,1032453,268,httpFlood
5,699,52,88,15,52,17592,5987,12621,268,httpFlood
5,699,52,88,15,52,14384,1040,57538,268,httpFlood
5,699,52,88,15,52,13868,1255,55472,268,httpFlood
5,699,52,88,15,52,12400,1368,49601,268,httpFlood
5,699,52,91,16,52,13972,2288,55889,268,httpFlood
5,699,52,94,18,52,18888,9895,75554,268,httpFlood
5,699,52,91,16,52,14835,1690,59341,268,httpFlood
5,699,52,88,15,52,178301,223424,713207,268,httpFlood
5,699,52,91,16,52,15333,5830,61335,268,httpFlood
3,112,52,88,18,52,2657,5241,7982,164,httpFlood
5,699,52,88,15,52,12682,1903,50728,268,httpFlood
5,699,52,91,16,52,11274,860,45096,268,httpFlood
6,699,52,94,16,52,255463,325319,0,320,httpFlood
5,699,52,88,15,52,15909,6297,63639,268,httpFlood
6,699,52,94,16,52,256280,327063,0,320,httpFlood
5,699,52,88,15,52,60843,65662,243373,268,httpFlood
5,699,52,91,16,52,178793,224316,715174,268,httpFlood
5,699,52,88,15,52,14852,1344,3453,268,httpFlood
5,699,52,88,15,52,16837,686,2861,268,httpFlood
5,699,52,88,15,52,11220,534,44882,268,httpFlood
6,699,52,94,16,52,68955,50211,344778,320,httpFlood
5,699,52,88,15,52,253415,322124,1013660,268,httpFlood
5,699,52,88,15,52,61908,67196,247632,268,httpFlood
5,699,52,88,15,52,13632,1358,54530,268,httpFlood
5,699,52,88,15,52,13598,531,54392,268,httpFlood
5,699,52,88,15,52,182326,228368,729305,268,httpFlood
6,699,52,94,16,52,68115,53187,340576,320,httpFlood
5,751,52,94,17,52,946,6605,4895,280,httpFlood
5,699,52,91,16,52,181932,227676,727728,268,httpFlood
5,699,52,88,15,52,181504,227445,726019,268,httpFlood
5,699,52,94,18,52,17856,8738,71425,268,httpFlood
6,699,52,94,16,52,263084,327291,1315422,320,httpFlood
5,699,52,88,15,52,12050,653,48200,268,httpFlood
5,699,52,91,16,52,12244,2461,48977,268,httpFlood
5,699,52,88,15,52,178281,223238,713127,268,httpFlood
5,699,52,88,15,52,181165,226673,724662,268,httpFlood
6,699,52,94,16,52,29486,25276,0,320,httpFlood
6,699,52,94,16,52,31350,26625,0,320,httpFlood
5,699,52,88,15,52,14607,2196,58431,268,httpFlood
5,699,52,91,16,52,11633,925,46532,268,httpFlood
5,699,52,88,15,52,63770,69479,255080,268,httpFlood
6,699,52,94,16,52,31907,27344,0,320,httpFlood
5,699,52,91,16,52,13862,4462,55451,268,httpFlood
3,112,52,94,22,52,960,1272,2556,164,httpFlood
5,699,52,88,15,52,95548,113068,382193,268,httpFlood
5,699,52,88,15,52,64326,70568,257306,268,httpFlood
6,699,52,94,16,52,48801,50148,0,320,httpFlood
5,751,52,88,14,52,7089,6881,28358,280,httpFlood
3,112,52,88,18,52,542,748,1687,164,httpFlood
5,699,52,91,16,52,14574,4046,58298,268,httpFlood
5,699,52,88,15,52,11429,811,45716,268,httpFlood
6,699,52,94,16,52,28829,23396,0,320,httpFlood
5,699,52,88,15,52,181685,227621,726741,268,httpFlood
5,699,52,88,15,52,122002,147510,488010,268,httpFlood
6,699,52,94,16,52,14339,545,0,320,httpFlood
5,699,52,88,15,52,17504,8017,70019,268,httpFlood
6,699,52,94,16,52,45235,45303,0,320,httpFlood
5,699,52,88,15,52,91393,106615,365573,268,httpFlood
5,699,52,91,16,52,13851,3119,55406,268,httpFlood
5,699,52,88,15,52,64217,69632,256869,268,httpFlood
5,699,52,88,15,52,14023,552,1662,268,httpFlood
5,699,52,88,15,52,11671,730,46686,268,httpFlood
5,699,52,88,15,52,11184,710,44739,268,httpFlood
5,699,52,91,16,52,260399,332737,1041599,268,httpFlood
5,699,52,88,15,52,14937,637,2091,268,httpFlood
5,699,52,91,16,52,13025,2426,52102,268,httpFlood
5,699,52,91,16,52,12630,2262,50520,268,httpFlood
5,699,52,88,15,52,11092,1028,44370,268,httpFlood
6,699,52,94,16,52,30380,26276,0,320,httpFlood
5,699,52,88,15,52,15255,1025,2558,268,httpFlood
5,699,52,88,15,52,61734,67668,246936,268,httpFlood
5,699,52,94,18,52,17261,8330,69045,268,httpFlood
5,699,52,88,15,52,121436,147284,485747,268,httpFlood
5,699,52,88,15,52,18222,9777,72890,268,httpFlood
5,699,52,88,15,52,14565,2005,5127,268,httpFlood
5,699,52,88,15,52,16361,4984,65444,268,httpFlood
5,699,52,91,16,52,14160,657,56641,268,httpFlood
5,699,52,88,15,52,12829,2779,51319,268,httpFlood
3,112,52,94,22,52,2346,4456,5739,164,httpFlood
5,751,52,88,14,52,244912,241087,979650,280,httpFlood
5,699,52,88,15,52,118850,143438,475401,268,httpFlood
5,699,52,88,15,52,182970,227815,731882,268,httpFlood
5,699,52,91,16,52,11031,417,44124,268,httpFlood
5,699,52,88,15,52,15832,638,1952,268,httpFlood
5,699,52,88,15,52,168931,210860,675724,268,httpFlood
5,699,52,91,16,52,14583,4040,58334,268,httpFlood
5,699,52,94,18,52,39518,35800,158075,268,httpFlood
5,699,52,88,15,52,92050,106708,368203,268,httpFlood
5,699,52,88,15,52,120396,145478,481584,268,httpFlood
5,699,52,88,15,52,15537,1523,3620,268,httpFlood
5,699,52,94,18,52,15863,7047,63454,268,httpFlood
5,699,52,88,15,52,13577,2637,54309,268,httpFlood
5,699,52,88,15,52,15114,946,2877,268,httpFlood
5,699,52,88,15,52,15980,6615,63920,268,httpFlood
5,699,52,88,15,52,11471,836,45885,268,httpFlood
