% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,12,17,27,34-35,40'

@attribute total_fpackets numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute std_bpktl numeric
@attribute min_biat numeric
@attribute mean_idle numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
5569,2948,92,52,10,2,1203369,5559,1,HIGH_RATE
4094,2584,112,52,11,2,1111719,4085,1,HIGH_RATE
1181,2948,197,52,5,2,0,1176,0,HIGH_RATE
8830,2948,110,40,8,1,1104194,8811,1,HIGH_RATE
11357,1672,30,52,7,2,0,11353,1,HIGH_RATE
6184,2948,112,52,9,2,1240807,6170,1,HIGH_RATE
7831,2332,48,52,9,31,0,7826,1,HIGH_RATE
8532,2344,55,52,8,4,0,8526,1,HIGH_RATE
9233,2788,46,52,7,5,0,9228,1,HIGH_RATE
9225,1972,52,52,8,4,0,9217,1,HIGH_RATE
5483,2948,140,52,10,1,1098310,5462,1,HIGH_RATE
5838,2948,118,52,9,1,0,5821,1,HIGH_RATE
11,1500,433,60,0,0,6951894,8,0,HIGH_RATE
2273,2320,188,52,6,2,0,2259,0,HIGH_RATE
11078,1500,27,52,7,5,0,11073,1,HIGH_RATE
7,1500,543,60,0,0,12161373,3,0,HIGH_RATE
2027,1888,128,52,6,2,1081570,2021,0,HIGH_RATE
3686,2948,168,52,11,1,1179261,3662,1,HIGH_RATE
14,532,199,60,0,0,1615786,12,0,HIGH_RATE
5473,1648,40,52,10,6,0,5469,1,HIGH_RATE
992,2948,210,52,5,2,0,983,0,HIGH_RATE
18,304,110,60,0,0,4190181,16,0,HIGH_RATE
2969,2948,148,52,13,2,1113034,2959,1,HIGH_RATE
8455,2948,76,52,8,2,0,8447,1,HIGH_RATE
97,280,44,52,6,40,2011813,94,0,HIGH_RATE
1193,2948,200,52,6,2,0,1187,0,HIGH_RATE
8277,688,6,52,7,65,0,8274,1,HIGH_RATE
3123,2260,45,52,13,42,0,3120,1,HIGH_RATE
10196,2948,98,52,7,2,1188766,10173,1,HIGH_RATE
5156,2080,129,52,10,2,0,5138,1,HIGH_RATE
2190,2948,136,52,5,2,1150846,2184,0,HIGH_RATE
2469,2948,183,52,6,3,0,2458,0,HIGH_RATE
8306,2848,46,52,7,56,0,8302,1,HIGH_RATE
2446,2248,167,52,6,2,0,2438,0,HIGH_RATE
522,1500,162,52,6,67,0,516,0,HIGH_RATE
12,220,78,60,0,0,4341885,11,0,HIGH_RATE
1323,2536,186,52,5,2,0,1316,0,HIGH_RATE
1018,1580,133,52,5,3,1023630,1012,0,HIGH_RATE
7642,2948,66,52,9,3,0,7637,1,HIGH_RATE
5993,2948,93,52,9,3,1167499,5980,1,HIGH_RATE
6097,2948,100,52,9,2,1129591,6083,1,HIGH_RATE
15377,1276,11,52,4,6,0,15374,1,HIGH_RATE
8007,3964,134,52,8,2,1243740,7980,1,HIGH_RATE
11318,64,0,52,6,5,0,11315,1,HIGH_RATE
7502,2824,49,52,8,5,0,7498,1,HIGH_RATE
2710,2948,143,52,15,2,1084488,2700,1,HIGH_RATE
1457,2272,176,52,5,2,0,1447,0,HIGH_RATE
5719,2948,116,52,10,2,1110952,5702,1,HIGH_RATE
5779,2948,106,52,10,2,1119082,5768,1,HIGH_RATE
654,1500,169,52,6,2,0,648,0,HIGH_RATE
10662,2948,49,52,7,1,0,10656,1,HIGH_RATE
2123,2132,185,52,6,2,0,2109,0,HIGH_RATE
1919,2152,182,52,6,2,0,1906,0,HIGH_RATE
3025,2948,143,52,14,2,1116254,3012,1,HIGH_RATE
14,604,230,60,0,0,1615955,12,0,HIGH_RATE
3492,2536,138,52,11,2,0,3480,1,HIGH_RATE
4885,2948,127,52,10,2,1200623,4870,1,HIGH_RATE
823,1624,150,52,6,3,0,818,0,HIGH_RATE
7488,2948,57,52,9,4,0,7480,1,HIGH_RATE
18,304,110,60,0,0,5808547,16,0,HIGH_RATE
11858,1744,26,52,7,4,0,11854,1,HIGH_RATE
1453,2948,173,52,6,2,0,1445,0,HIGH_RATE
2449,2948,165,52,5,2,0,2442,0,HIGH_RATE
4563,2948,143,52,10,2,0,4545,1,HIGH_RATE
3008,1840,42,52,13,4,0,3005,1,HIGH_RATE
7000,2788,100,52,9,2,1110124,6987,1,HIGH_RATE
4956,2948,152,52,10,2,1120826,4936,1,HIGH_RATE
10123,64,0,52,5,42,0,10120,1,HIGH_RATE
4665,2396,130,52,11,2,1200898,4648,1,HIGH_RATE
2630,2948,152,52,15,2,1091266,2618,1,HIGH_RATE
11261,2948,77,40,7,2,1092532,11248,1,HIGH_RATE
2935,1500,54,52,13,1,0,2931,1,HIGH_RATE
1714,1948,131,52,6,32,0,1708,0,HIGH_RATE
2423,1828,128,52,5,3,1150854,2415,0,HIGH_RATE
3032,2332,153,52,13,2,1106401,3020,1,HIGH_RATE
2046,2948,194,52,6,2,0,2036,0,HIGH_RATE
6334,1936,42,52,10,1,0,6331,1,HIGH_RATE
1027,1500,94,52,6,33,0,1024,0,HIGH_RATE
9174,2680,46,52,7,5,0,9170,1,HIGH_RATE
1158,2948,329,52,5,5,2428617,1132,0,HIGH_RATE
2371,2948,135,52,5,4,1145693,2364,0,HIGH_RATE
2409,2344,162,52,6,31,0,2399,0,HIGH_RATE
3702,2948,151,52,12,2,1103701,3692,1,HIGH_RATE
2868,1744,43,52,13,33,0,2865,1,HIGH_RATE
10984,2332,35,52,7,2,0,10979,1,HIGH_RATE
3920,2948,177,52,11,2,0,3898,1,HIGH_RATE
1672,2948,173,52,6,9,1091807,1664,0,HIGH_RATE
4225,2948,144,52,11,2,1200905,4205,1,HIGH_RATE
3088,2948,164,52,12,2,0,3075,1,HIGH_RATE
1180,2948,205,52,5,30,0,1170,0,HIGH_RATE
1021,2404,158,52,5,3,0,1015,0,HIGH_RATE
3941,2948,161,52,11,2,1105281,3921,1,HIGH_RATE
9515,2080,99,52,7,2,1111413,9495,1,HIGH_RATE
10894,64,0,52,6,67,0,10891,1,HIGH_RATE
567,472,84,52,5,2,0,565,0,HIGH_RATE
9329,2872,42,52,7,4,0,9325,1,HIGH_RATE
12,1500,415,60,0,0,7144165,8,0,HIGH_RATE
10858,2824,89,40,7,1,1096923,10841,1,HIGH_RATE
16,304,114,60,0,0,2495571,14,0,HIGH_RATE
7729,1500,36,52,9,31,0,7724,1,HIGH_RATE
5168,2948,124,52,10,2,1202595,5146,1,HIGH_RATE
3533,2092,117,52,12,2,1089102,3525,1,HIGH_RATE
2266,1684,115,52,17,3,1119757,2261,1,HIGH_RATE
1298,2092,160,52,5,32,0,1293,0,HIGH_RATE
5153,2948,120,52,11,2,1234472,5135,1,HIGH_RATE
2235,2680,180,52,6,2,0,2224,0,HIGH_RATE
2316,2948,182,52,6,32,0,2304,0,HIGH_RATE
9424,2896,62,52,8,2,0,9417,1,HIGH_RATE
6273,1500,47,52,8,14,0,6267,1,HIGH_RATE
11079,2948,43,52,7,1,0,11073,1,HIGH_RATE
998,2948,277,52,6,2,3126752,977,0,HIGH_RATE
6960,2948,81,52,9,2,1090409,6951,1,HIGH_RATE
7008,2948,99,52,9,2,1081662,6994,1,HIGH_RATE
11255,2152,81,40,7,2,1093187,11238,1,HIGH_RATE
5451,2948,174,40,9,1,2098918,5420,1,HIGH_RATE
9649,2948,96,52,7,1,1106347,9632,1,HIGH_RATE
1484,2344,161,52,5,31,0,1476,0,HIGH_RATE
578,1792,126,52,6,32,0,576,0,HIGH_RATE
1433,2948,171,52,5,2,0,1425,0,HIGH_RATE
1330,2948,194,52,6,3,0,1322,0,HIGH_RATE
1951,2704,188,52,6,3,0,1943,0,HIGH_RATE
1574,1672,166,52,5,2,0,1566,0,HIGH_RATE
5418,2948,121,52,10,2,1095354,5410,1,HIGH_RATE
2995,1500,43,52,14,2,0,2990,1,HIGH_RATE
5078,1960,103,52,10,2,1145244,5062,1,HIGH_RATE
15386,760,8,52,4,15,0,15383,1,HIGH_RATE
9025,1876,57,52,8,2,0,9019,1,HIGH_RATE
8399,2948,70,52,8,2,0,8389,1,HIGH_RATE
9812,2948,93,52,7,2,1086627,9788,1,HIGH_RATE
10853,2356,29,52,7,4,0,10850,1,HIGH_RATE
1110,2948,225,52,5,2,0,1100,0,HIGH_RATE
1452,2948,192,52,5,2,0,1445,0,HIGH_RATE
16,280,88,60,0,0,0,14,0,HIGH_RATE
12057,1936,63,40,7,1,1092331,12045,1,HIGH_RATE
5445,1864,85,52,10,2,1168897,5441,1,HIGH_RATE
6691,2068,120,52,9,2,1136462,6669,1,HIGH_RATE
6045,2948,111,52,9,2,1104551,6028,1,HIGH_RATE
2754,2948,111,52,5,2,1147232,2750,0,HIGH_RATE
11185,2948,76,52,7,2,1092217,11171,1,HIGH_RATE
10910,1500,26,52,7,2,0,10906,1,HIGH_RATE
11273,2948,98,40,7,2,1048307,11254,1,HIGH_RATE
5770,1960,87,52,10,2,1145896,5763,1,HIGH_RATE
7754,2320,52,52,9,2,0,7748,1,HIGH_RATE
4317,2464,158,52,10,2,1031234,4295,1,HIGH_RATE
10222,64,0,52,6,68,0,10219,1,HIGH_RATE
179,352,44,52,4,2,0,177,0,HIGH_RATE
2260,2948,178,52,5,2,0,2252,0,HIGH_RATE
5524,2948,121,52,9,2,0,5502,1,HIGH_RATE
251,1756,148,52,4,80,1522506,246,0,HIGH_RATE
4650,2948,140,52,11,2,1179838,4632,1,HIGH_RATE
2477,2948,175,52,6,2,0,2469,0,HIGH_RATE
10082,76,1,52,8,6,0,10078,2,HIGH_RATE
1917,2948,197,52,6,2,0,1906,0,HIGH_RATE
2926,2596,60,52,13,3,0,2922,1,HIGH_RATE
522,568,91,52,5,2,0,520,0,HIGH_RATE
4869,2948,109,52,10,2,1169073,4852,1,HIGH_RATE
495,2948,225,52,6,3,0,491,0,HIGH_RATE
2563,2948,172,52,6,2,0,2555,0,HIGH_RATE
10068,2116,86,52,7,2,1086137,10050,1,HIGH_RATE
2297,2620,160,52,6,3,0,2288,0,HIGH_RATE
15391,820,8,52,4,36,0,15388,1,HIGH_RATE
2914,2200,161,52,12,2,0,2898,1,HIGH_RATE
13,1500,399,60,0,0,3385832,6,0,HIGH_RATE
10,1500,454,60,0,0,3883028,7,0,HIGH_RATE
9034,1500,34,52,8,3,0,9029,1,HIGH_RATE
17,424,170,60,0,0,2603923,15,0,HIGH_RATE
7059,1288,29,52,9,5,0,7056,1,HIGH_RATE
18,232,77,60,0,0,2579057,16,0,HIGH_RATE
4345,2092,119,52,11,2,1124752,4335,1,HIGH_RATE
2522,2948,122,52,6,4,1147074,2516,0,HIGH_RATE
7492,2596,44,52,9,4,0,7488,1,HIGH_RATE
2053,2044,168,52,5,2,0,2044,0,HIGH_RATE
11192,1500,26,52,7,5,0,11187,1,HIGH_RATE
1227,2060,195,52,5,2,0,1218,0,HIGH_RATE
8261,1500,39,52,11,4,0,8254,2,HIGH_RATE
5385,2948,126,52,10,2,1202438,5364,1,HIGH_RATE
1885,2948,204,52,5,2,0,1875,0,HIGH_RATE
10,1500,454,60,0,0,6612689,6,0,HIGH_RATE
2527,2948,131,52,6,34,1145837,2520,0,HIGH_RATE
2320,2948,140,52,16,2,1123783,2314,1,HIGH_RATE
1900,40,0,-1,0,0,0,0,0,HIGH_RATE
19173,40,0,-1,0,0,0,0,0,HIGH_RATE
15085,40,0,-1,0,0,1267420,0,0,HIGH_RATE
6219,40,0,-1,0,0,0,0,0,HIGH_RATE
15129,40,0,-1,0,0,1264517,0,0,HIGH_RATE
12335,40,0,-1,0,0,1265973,0,0,HIGH_RATE
18772,40,0,-1,0,0,0,0,0,HIGH_RATE
11300,40,0,-1,0,0,1311829,0,0,HIGH_RATE
9814,40,0,-1,0,0,0,0,0,HIGH_RATE
7593,40,0,-1,0,0,0,0,0,HIGH_RATE
11269,40,0,-1,0,0,1307428,0,0,HIGH_RATE
4135,40,0,-1,0,0,0,0,0,HIGH_RATE
24647,40,0,-1,0,0,0,0,0,HIGH_RATE
11428,40,0,-1,0,0,1308265,0,0,HIGH_RATE
8512,40,0,-1,0,0,1148700,0,0,HIGH_RATE
9569,40,0,-1,0,0,0,0,0,HIGH_RATE
1254,40,0,-1,0,0,0,0,0,HIGH_RATE
4312,40,0,-1,0,0,0,0,0,HIGH_RATE
12522,40,0,-1,0,0,1271179,0,0,HIGH_RATE
4076,40,0,-1,0,0,0,0,0,HIGH_RATE
9073,40,0,-1,0,0,0,0,0,HIGH_RATE
14238,40,0,-1,0,0,1267635,0,0,HIGH_RATE
19404,40,0,-1,0,0,0,0,0,HIGH_RATE
9626,40,0,-1,0,0,0,0,0,HIGH_RATE
8531,40,0,-1,0,0,1306784,0,0,HIGH_RATE
10957,40,0,-1,0,0,1143111,0,0,HIGH_RATE
8767,40,0,-1,0,0,1304051,0,0,HIGH_RATE
11642,40,0,-1,0,0,1308727,0,0,HIGH_RATE
4188,40,0,-1,0,0,0,0,0,HIGH_RATE
4056,40,0,-1,0,0,0,0,0,HIGH_RATE
14786,40,0,-1,0,0,1264831,0,0,HIGH_RATE
19539,40,0,-1,0,0,0,0,0,HIGH_RATE
5306,40,0,-1,0,0,0,0,0,HIGH_RATE
17749,40,0,-1,0,0,0,0,0,HIGH_RATE
25599,40,0,-1,0,0,0,0,0,HIGH_RATE
14320,40,0,-1,0,0,1264936,0,0,HIGH_RATE
10117,40,0,-1,0,0,0,0,0,HIGH_RATE
7036,40,0,-1,0,0,0,0,0,HIGH_RATE
4211,40,0,-1,0,0,0,0,0,HIGH_RATE
26119,40,0,-1,0,0,0,0,0,HIGH_RATE
18656,40,0,-1,0,0,0,0,0,HIGH_RATE
8714,40,0,-1,0,0,0,0,0,HIGH_RATE
11408,40,0,-1,0,0,1307145,0,0,HIGH_RATE
8657,40,0,-1,0,0,1312408,0,0,HIGH_RATE
7696,40,0,-1,0,0,0,0,0,HIGH_RATE
11937,40,0,-1,0,0,1269913,0,0,HIGH_RATE
4329,40,0,-1,0,0,0,0,0,HIGH_RATE
7118,40,0,-1,0,0,0,0,0,HIGH_RATE
10307,40,0,-1,0,0,0,0,0,HIGH_RATE
18175,40,0,-1,0,0,0,0,0,HIGH_RATE
1953,40,0,-1,0,0,0,0,0,HIGH_RATE
19847,40,0,-1,0,0,0,0,0,HIGH_RATE
9291,40,0,-1,0,0,0,0,0,HIGH_RATE
1753,40,0,-1,0,0,0,0,0,HIGH_RATE
14455,40,0,-1,0,0,1269353,0,0,HIGH_RATE
8865,40,0,-1,0,0,1319147,0,0,HIGH_RATE
4120,40,0,-1,0,0,0,0,0,HIGH_RATE
888,40,0,-1,0,0,0,0,0,HIGH_RATE
26288,40,0,-1,0,0,0,0,0,HIGH_RATE
11648,40,0,-1,0,0,1311213,0,0,HIGH_RATE
11999,40,0,-1,0,0,1265745,0,0,HIGH_RATE
11286,40,0,-1,0,0,1308534,0,0,HIGH_RATE
2577,40,0,-1,0,0,0,0,0,HIGH_RATE
26397,40,0,-1,0,0,0,0,0,HIGH_RATE
25904,40,0,-1,0,0,0,0,0,HIGH_RATE
14703,40,0,-1,0,0,1267703,0,0,HIGH_RATE
12313,40,0,-1,0,0,1266530,0,0,HIGH_RATE
11458,40,0,-1,0,0,1145607,0,0,HIGH_RATE
2166,40,0,-1,0,0,0,0,0,HIGH_RATE
14517,40,0,-1,0,0,1270991,0,0,HIGH_RATE
18280,40,0,-1,0,0,0,0,0,HIGH_RATE
17713,40,0,-1,0,0,0,0,0,HIGH_RATE
1965,40,0,-1,0,0,0,0,0,HIGH_RATE
9946,40,0,-1,0,0,0,0,0,HIGH_RATE
14431,40,0,-1,0,0,1265214,0,0,HIGH_RATE
14547,40,0,-1,0,0,1264470,0,0,HIGH_RATE
14632,40,0,-1,0,0,1273447,0,0,HIGH_RATE
19627,40,0,-1,0,0,0,0,0,HIGH_RATE
11462,40,0,-1,0,0,0,0,0,HIGH_RATE
8570,40,0,-1,0,0,1314046,0,0,HIGH_RATE
6286,40,0,-1,0,0,0,0,0,HIGH_RATE
18853,40,0,-1,0,0,0,0,0,HIGH_RATE
12594,40,0,-1,0,0,1272435,0,0,HIGH_RATE
6564,40,0,-1,0,0,0,0,0,HIGH_RATE
8955,40,0,-1,0,0,1310208,0,0,HIGH_RATE
7650,40,0,-1,0,0,0,0,0,HIGH_RATE
8549,40,0,-1,0,0,1319587,0,0,HIGH_RATE
26603,40,0,-1,0,0,0,0,0,HIGH_RATE
8657,40,0,-1,0,0,1312859,0,0,HIGH_RATE
11857,40,0,-1,0,0,1269548,0,0,HIGH_RATE
6959,40,0,-1,0,0,0,0,0,HIGH_RATE
4342,40,0,-1,0,0,0,0,0,HIGH_RATE
9424,40,0,-1,0,0,0,0,0,HIGH_RATE
12282,40,0,-1,0,0,1265775,0,0,HIGH_RATE
9006,40,0,-1,0,0,1312406,0,0,HIGH_RATE
4254,40,0,-1,0,0,0,0,0,HIGH_RATE
26301,40,0,-1,0,0,0,0,0,HIGH_RATE
4501,40,0,-1,0,0,0,0,0,HIGH_RATE
11607,40,0,-1,0,0,0,0,0,HIGH_RATE
1921,40,0,-1,0,0,0,0,0,HIGH_RATE
1836,40,0,-1,0,0,0,0,0,HIGH_RATE
6032,40,0,-1,0,0,0,0,0,HIGH_RATE
19978,40,0,-1,0,0,0,0,0,HIGH_RATE
24600,40,0,-1,0,0,0,0,0,HIGH_RATE
972,40,0,-1,0,0,0,0,0,HIGH_RATE
889,40,0,-1,0,0,0,0,0,HIGH_RATE
4028,40,0,-1,0,0,0,0,0,HIGH_RATE
17800,40,0,-1,0,0,0,0,0,HIGH_RATE
24434,40,0,-1,0,0,0,0,0,HIGH_RATE
24661,40,0,-1,0,0,0,0,0,HIGH_RATE
4291,40,0,-1,0,0,0,0,0,HIGH_RATE
12045,40,0,-1,0,0,1268250,0,0,HIGH_RATE
8570,40,0,-1,0,0,1311064,0,0,HIGH_RATE
9655,40,0,-1,0,0,0,0,0,HIGH_RATE
11557,40,0,-1,0,0,0,0,0,HIGH_RATE
26156,40,0,-1,0,0,0,0,0,HIGH_RATE
14459,40,0,-1,0,0,1265261,0,0,HIGH_RATE
9469,40,0,-1,0,0,0,0,0,HIGH_RATE
25705,40,0,-1,0,0,0,0,0,HIGH_RATE
25862,40,0,-1,0,0,0,0,0,HIGH_RATE
11370,40,0,-1,0,0,1311181,0,0,HIGH_RATE
11112,40,0,-1,0,0,1309823,0,0,HIGH_RATE
9021,40,0,-1,0,0,1303916,0,0,HIGH_RATE
18095,40,0,-1,0,0,0,0,0,HIGH_RATE
6985,40,0,-1,0,0,0,0,0,HIGH_RATE
12157,40,0,-1,0,0,1271942,0,0,HIGH_RATE
20003,40,0,-1,0,0,0,0,0,HIGH_RATE
9404,40,0,-1,0,0,0,0,0,HIGH_RATE
11770,40,0,-1,0,0,1143192,0,0,HIGH_RATE
22895,40,0,-1,0,0,0,0,0,HIGH_RATE
14769,40,0,-1,0,0,1270269,0,0,HIGH_RATE
19836,40,0,-1,0,0,0,0,0,HIGH_RATE
14508,40,0,-1,0,0,1269343,0,0,HIGH_RATE
4351,40,0,-1,0,0,0,0,0,HIGH_RATE
11754,40,0,-1,0,0,1318707,0,0,HIGH_RATE
2076,40,0,-1,0,0,0,0,0,HIGH_RATE
12548,40,0,-1,0,0,1276370,0,0,HIGH_RATE
15247,40,0,-1,0,0,1268273,0,0,HIGH_RATE
270,40,0,-1,0,0,0,0,0,HIGH_RATE
6871,40,0,-1,0,0,0,0,0,HIGH_RATE
958,40,0,-1,0,0,0,0,0,HIGH_RATE
17758,40,0,-1,0,0,0,0,0,HIGH_RATE
14837,40,0,-1,0,0,1275071,0,0,HIGH_RATE
11085,40,0,-1,0,0,1308074,0,0,HIGH_RATE
19631,40,0,-1,0,0,0,0,0,HIGH_RATE
26049,40,0,-1,0,0,0,0,0,HIGH_RATE
19634,40,0,-1,0,0,0,0,0,HIGH_RATE
11832,40,0,-1,0,0,1266498,0,0,HIGH_RATE
12363,40,0,-1,0,0,1273918,0,0,HIGH_RATE
8950,40,0,-1,0,0,1309844,0,0,HIGH_RATE
8533,40,0,-1,0,0,1320005,0,0,HIGH_RATE
10492,40,0,-1,0,0,1306983,0,0,HIGH_RATE
14557,40,0,-1,0,0,1267352,0,0,HIGH_RATE
11577,40,0,-1,0,0,1314739,0,0,HIGH_RATE
24531,40,0,-1,0,0,0,0,0,HIGH_RATE
26360,40,0,-1,0,0,0,0,0,HIGH_RATE
8865,40,0,-1,0,0,1314550,0,0,HIGH_RATE
8871,40,0,-1,0,0,1143567,0,0,HIGH_RATE
2112,40,0,-1,0,0,0,0,0,HIGH_RATE
14711,40,0,-1,0,0,1270027,0,0,HIGH_RATE
25831,40,0,-1,0,0,0,0,0,HIGH_RATE
12393,40,0,-1,0,0,1266108,0,0,HIGH_RATE
8472,40,0,-1,0,0,1319482,0,0,HIGH_RATE
11207,40,0,-1,0,0,1311767,0,0,HIGH_RATE
18096,40,0,-1,0,0,0,0,0,HIGH_RATE
9834,40,0,-1,0,0,0,0,0,HIGH_RATE
25830,40,0,-1,0,0,0,0,0,HIGH_RATE
1619,40,0,-1,0,0,0,0,0,HIGH_RATE
14287,40,0,-1,0,0,0,0,0,HIGH_RATE
2111,40,0,-1,0,0,0,0,0,HIGH_RATE
8937,40,0,-1,0,0,1307288,0,0,HIGH_RATE
8628,40,0,-1,0,0,1313440,0,0,HIGH_RATE
24816,40,0,-1,0,0,0,0,0,HIGH_RATE
19736,40,0,-1,0,0,0,0,0,HIGH_RATE
9138,40,0,-1,0,0,0,0,0,HIGH_RATE
14491,40,0,-1,0,0,1264518,0,0,HIGH_RATE
20481,40,0,-1,0,0,0,0,0,HIGH_RATE
26012,40,0,-1,0,0,0,0,0,HIGH_RATE
11290,40,0,-1,0,0,0,0,0,HIGH_RATE
14571,40,0,-1,0,0,1267021,0,0,HIGH_RATE
11384,40,0,-1,0,0,1308698,0,0,HIGH_RATE
8448,40,0,-1,0,0,1315977,0,0,HIGH_RATE
26152,40,0,-1,0,0,0,0,0,HIGH_RATE
2275,40,0,-1,0,0,0,0,0,HIGH_RATE
9311,40,0,-1,0,0,0,0,0,HIGH_RATE
25692,40,0,-1,0,0,0,0,0,HIGH_RATE
7852,40,0,-1,0,0,0,0,0,HIGH_RATE
12028,40,0,-1,0,0,1267145,0,0,HIGH_RATE
11688,40,0,-1,0,0,1308323,0,0,HIGH_RATE
7305,40,0,-1,0,0,0,0,0,HIGH_RATE
8297,40,0,-1,0,0,1328123,0,0,HIGH_RATE
25063,40,0,-1,0,0,0,0,0,HIGH_RATE
19259,40,0,-1,0,0,0,0,0,HIGH_RATE
11269,40,0,-1,0,0,1308356,0,0,HIGH_RATE
7652,40,0,-1,0,0,0,0,0,HIGH_RATE
11173,40,0,-1,0,0,1307100,0,0,HIGH_RATE
26609,40,0,-1,0,0,0,0,0,HIGH_RATE
19487,40,0,-1,0,0,0,0,0,HIGH_RATE
11398,40,0,-1,0,0,1307996,0,0,HIGH_RATE
14920,40,0,-1,0,0,1271620,0,0,HIGH_RATE
18528,40,0,-1,0,0,0,0,0,HIGH_RATE
6056,40,0,-1,0,0,0,0,0,HIGH_RATE
11453,40,0,-1,0,0,1308070,0,0,HIGH_RATE
19774,40,0,-1,0,0,0,0,0,HIGH_RATE
7039,40,0,-1,0,0,0,0,0,HIGH_RATE
6559,40,0,-1,0,0,0,0,0,HIGH_RATE
7414,40,0,-1,0,0,0,0,0,HIGH_RATE
14833,40,0,-1,0,0,1265836,0,0,HIGH_RATE
11981,40,0,-1,0,0,1268407,0,0,HIGH_RATE
8136,40,0,-1,0,0,0,0,0,HIGH_RATE
12879,40,0,-1,0,0,1276507,0,0,HIGH_RATE
8632,40,0,-1,0,0,1319060,0,0,HIGH_RATE
12189,40,0,-1,0,0,1268457,0,0,HIGH_RATE
2360,40,0,-1,0,0,0,0,0,HIGH_RATE
9140,40,0,-1,0,0,1312861,0,0,HIGH_RATE
6780,40,0,-1,0,0,0,0,0,HIGH_RATE
9706,40,0,-1,0,0,0,0,0,HIGH_RATE
6800,40,0,-1,0,0,0,0,0,HIGH_RATE
4262,40,0,-1,0,0,0,0,0,HIGH_RATE
6842,40,0,-1,0,0,0,0,0,HIGH_RATE
12488,40,0,-1,0,0,1265921,0,0,HIGH_RATE
24692,40,0,-1,0,0,0,0,0,HIGH_RATE
24504,40,0,-1,0,0,0,0,0,HIGH_RATE
24423,40,0,-1,0,0,0,0,0,HIGH_RATE
11389,40,0,-1,0,0,1307904,0,0,HIGH_RATE
12382,40,0,-1,0,0,1265709,0,0,HIGH_RATE
7906,40,0,-1,0,0,1311149,0,0,HIGH_RATE
8898,40,0,-1,0,0,1313944,0,0,HIGH_RATE
24849,40,0,-1,0,0,0,0,0,HIGH_RATE
10949,40,0,-1,0,0,1309413,0,0,HIGH_RATE
22676,40,0,-1,0,0,0,0,0,HIGH_RATE
26452,40,0,-1,0,0,0,0,0,HIGH_RATE
10978,40,0,-1,0,0,1314516,0,0,HIGH_RATE
10806,40,0,-1,0,0,1307099,0,0,HIGH_RATE
5505,40,0,-1,0,0,0,0,0,HIGH_RATE
14389,40,0,-1,0,0,1264471,0,0,HIGH_RATE
9993,40,0,-1,0,0,0,0,0,HIGH_RATE
8677,40,0,-1,0,0,1312858,0,0,HIGH_RATE
4576,40,0,-1,0,0,0,0,0,HIGH_RATE
14650,40,0,-1,0,0,1264907,0,0,HIGH_RATE
6062,40,0,-1,0,0,0,0,0,HIGH_RATE
26529,40,0,-1,0,0,0,0,0,HIGH_RATE
2978,40,0,-1,0,0,0,0,0,HIGH_RATE
4372,40,0,-1,0,0,0,0,0,HIGH_RATE
4198,40,0,-1,0,0,0,0,0,HIGH_RATE
5703,40,0,-1,0,0,0,0,0,HIGH_RATE
12501,40,0,-1,0,0,1282215,0,0,HIGH_RATE
8697,40,0,-1,0,0,1310207,0,0,HIGH_RATE
12286,40,0,-1,0,0,1268485,0,0,HIGH_RATE
12299,40,0,-1,0,0,1265594,0,0,HIGH_RATE
11208,40,0,-1,0,0,0,0,0,HIGH_RATE
12006,40,0,-1,0,0,1264557,0,0,HIGH_RATE
18122,40,0,-1,0,0,0,0,0,HIGH_RATE
10760,40,0,-1,0,0,1309565,0,0,HIGH_RATE
8559,40,0,-1,0,0,1143138,0,0,HIGH_RATE
12568,40,0,-1,0,0,1267501,0,0,HIGH_RATE
8747,40,0,-1,0,0,1307843,0,0,HIGH_RATE
4329,40,0,-1,0,0,0,0,0,HIGH_RATE
7476,40,0,-1,0,0,0,0,0,HIGH_RATE
9701,40,0,-1,0,0,0,0,0,HIGH_RATE
8666,40,0,-1,0,0,1305740,0,0,HIGH_RATE
7550,40,0,-1,0,0,0,0,0,HIGH_RATE
24723,40,0,-1,0,0,0,0,0,HIGH_RATE
19719,40,0,-1,0,0,0,0,0,HIGH_RATE
11944,40,0,-1,0,0,1267783,0,0,HIGH_RATE
19720,40,0,-1,0,0,0,0,0,HIGH_RATE
12823,40,0,-1,0,0,1265576,0,0,HIGH_RATE
14935,40,0,-1,0,0,1268383,0,0,HIGH_RATE
20096,40,0,-1,0,0,0,0,0,HIGH_RATE
24809,40,0,-1,0,0,0,0,0,HIGH_RATE
26507,40,0,-1,0,0,0,0,0,HIGH_RATE
