% isAttack HIGH_RATE:	1533
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,7,21,26,30,40'

@attribute total_fvolume numeric
@attribute max_fpktl numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_fpackets numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
713,246,30935707,1013129,1,LOW_RATE
719,246,30529302,1004926,1,LOW_RATE
704,511,10271034,10267711,2,LOW_RATE
1366,387,31740043,1668262,2,LOW_RATE
506,394,3448,0,3,LOW_RATE
2308,248,16897727,1024516,2,LOW_RATE
953,511,30975634,1009314,1,LOW_RATE
991,511,30891406,1006025,1,LOW_RATE
2760,467,30517341,1010909,2,LOW_RATE
940,511,30590583,1009369,1,LOW_RATE
1269,387,31277031,1662133,2,LOW_RATE
701,511,9689914,9686563,2,LOW_RATE
506,394,3472,0,3,LOW_RATE
938,511,30677093,1000622,1,LOW_RATE
708,246,30715736,1006470,1,LOW_RATE
736,246,31045586,1017261,1,LOW_RATE
506,394,2846,0,3,LOW_RATE
623,511,3402,0,3,LOW_RATE
717,511,10742299,10738968,2,LOW_RATE
506,394,3268,0,3,LOW_RATE
2082,394,1713956,0,7,LOW_RATE
992,511,29004261,1005925,1,LOW_RATE
702,246,30899700,1011771,1,LOW_RATE
736,246,30896744,1012122,1,LOW_RATE
599,394,10534816,10531220,2,LOW_RATE
907,467,31049239,1020679,1,LOW_RATE
506,394,3215,0,3,LOW_RATE
971,511,30768742,1003756,1,LOW_RATE
506,394,3395,0,3,LOW_RATE
623,511,3407,0,3,LOW_RATE
955,511,30580990,1010219,1,LOW_RATE
623,511,3404,0,3,LOW_RATE
240,60,14014139,14013562,2,LOW_RATE
730,246,30762843,1007778,1,LOW_RATE
134,67,298,0,2,LOW_RATE
702,511,10494948,10491449,2,LOW_RATE
506,394,3345,0,3,LOW_RATE
714,246,30757396,1007543,1,LOW_RATE
711,246,30570912,1005881,1,LOW_RATE
623,511,3342,0,3,LOW_RATE
971,511,30544496,1008511,1,LOW_RATE
955,511,30680468,1003062,1,LOW_RATE
506,394,3174,0,3,LOW_RATE
3855,387,30474820,1003000,1,LOW_RATE
1252,387,31675387,1667471,2,LOW_RATE
713,511,9695835,9692455,2,LOW_RATE
606,394,10506098,10502664,2,LOW_RATE
506,394,3350,0,3,LOW_RATE
589,394,10583487,10580037,2,LOW_RATE
1005,511,31030932,1011260,1,LOW_RATE
623,511,3411,0,3,LOW_RATE
717,246,30752144,1007284,1,LOW_RATE
949,467,30628103,1013746,1,LOW_RATE
947,511,30554561,1009715,1,LOW_RATE
1577,387,30620959,1660114,2,LOW_RATE
608,394,10625596,10622345,2,LOW_RATE
623,511,3421,0,3,LOW_RATE
2990,394,9928577,1032402,2,LOW_RATE
1003,511,30577030,9032169,2,LOW_RATE
506,394,3325,0,3,LOW_RATE
4545,467,32593257,1015178,1,LOW_RATE
3358,511,10666300,1000937,2,LOW_RATE
3358,511,10713569,1016917,2,LOW_RATE
1013,511,30881418,1005533,1,LOW_RATE
1144,387,31403339,1663957,2,LOW_RATE
941,511,30796513,1004267,1,LOW_RATE
706,511,9678106,9674864,2,LOW_RATE
730,246,30614110,1005742,1,LOW_RATE
506,394,3389,0,3,LOW_RATE
1374,387,31338713,1663025,2,LOW_RATE
506,394,3130,0,3,LOW_RATE
685,511,8613689,8610432,2,LOW_RATE
715,246,30058947,1004794,1,LOW_RATE
975,511,30983599,1008704,1,LOW_RATE
975,511,28989645,1005812,1,LOW_RATE
712,511,8640323,8637080,2,LOW_RATE
1233,387,30528519,1658627,2,LOW_RATE
1288,387,31415104,1664092,2,LOW_RATE
611,394,10434322,10431486,2,LOW_RATE
724,511,10618567,10615334,2,LOW_RATE
949,511,30937496,1008631,1,LOW_RATE
976,467,30043032,1011323,1,LOW_RATE
995,511,30587744,1010511,1,LOW_RATE
963,511,30595010,9032337,2,LOW_RATE
720,246,30736620,1006801,1,LOW_RATE
1051,511,29932889,1007407,1,LOW_RATE
1217,387,31590350,1666482,2,LOW_RATE
908,352,20341526,4783820,2,LOW_RATE
607,394,10631234,10627977,2,LOW_RATE
696,246,30562291,1005692,1,LOW_RATE
506,394,3351,0,3,LOW_RATE
950,511,28940321,1006089,1,LOW_RATE
941,511,30885744,1006142,1,LOW_RATE
3358,511,10646531,1012180,2,LOW_RATE
665,394,9762117,1021388,1,LOW_RATE
506,394,2822,0,3,LOW_RATE
731,246,30851149,1010383,1,LOW_RATE
110,55,316,0,2,LOW_RATE
1289,387,31695989,1667727,2,LOW_RATE
699,246,30987326,1015147,1,LOW_RATE
940,511,30777097,1004275,1,LOW_RATE
506,394,3355,0,3,LOW_RATE
506,394,3333,0,3,LOW_RATE
1325,387,31710633,1667817,2,LOW_RATE
1007,511,30575141,1009335,1,LOW_RATE
805,246,30132855,1005006,1,LOW_RATE
605,394,9677334,9673978,2,LOW_RATE
506,394,3311,0,3,LOW_RATE
1384,387,31412123,1664058,2,LOW_RATE
612,394,10636785,10633598,2,LOW_RATE
506,394,3357,0,3,LOW_RATE
951,511,30889018,1005593,1,LOW_RATE
975,511,30962954,1007085,1,LOW_RATE
4533,467,31442074,1531369,1,LOW_RATE
623,511,3512,0,3,LOW_RATE
625,394,10554781,10551401,2,LOW_RATE
989,511,30943954,1006376,1,LOW_RATE
623,511,3316,0,3,LOW_RATE
786,511,9604151,1031726,1,LOW_RATE
963,511,30882984,1006822,1,LOW_RATE
698,246,31017042,1016353,1,LOW_RATE
942,467,30950977,1017750,1,LOW_RATE
506,394,3235,0,3,LOW_RATE
240,60,14013802,14013167,2,LOW_RATE
1265,387,31719433,1668003,2,LOW_RATE
895,467,30759411,1013994,1,LOW_RATE
1393,387,31619648,1666844,2,LOW_RATE
979,511,30532759,9030522,2,LOW_RATE
968,511,30611523,1003911,1,LOW_RATE
506,394,3220,0,3,LOW_RATE
928,511,30550213,1008861,1,LOW_RATE
701,511,10436081,10432671,2,LOW_RATE
1006,511,30835549,1004758,1,LOW_RATE
698,246,30831384,1009645,1,LOW_RATE
1488,387,31329920,1662871,2,LOW_RATE
703,511,10565672,10562296,2,LOW_RATE
937,511,30533503,1008550,1,LOW_RATE
981,511,30980958,1008763,1,LOW_RATE
1352,387,30534530,1658701,2,LOW_RATE
725,246,30798063,1008849,1,LOW_RATE
913,467,30838679,1015739,1,LOW_RATE
991,511,30891966,1006848,1,LOW_RATE
927,511,30972167,1009153,1,LOW_RATE
963,511,29982980,1006715,1,LOW_RATE
623,511,3378,0,3,LOW_RATE
908,467,31040214,1020257,1,LOW_RATE
941,467,30600461,1012620,1,LOW_RATE
1250,387,31449295,1664638,2,LOW_RATE
781,246,30123868,1004891,1,LOW_RATE
953,511,30908454,1007392,1,LOW_RATE
950,467,30025020,1010808,1,LOW_RATE
691,511,9636578,9633461,2,LOW_RATE
4584,467,32602062,1024280,1,LOW_RATE
721,511,10536228,10532820,2,LOW_RATE
892,467,30736842,1014551,1,LOW_RATE
623,511,3328,0,3,LOW_RATE
992,511,30708600,1001812,1,LOW_RATE
566,394,1029966,1027607,2,LOW_RATE
623,511,3367,0,3,LOW_RATE
1025,511,30562774,9031002,2,LOW_RATE
985,467,30691655,1014444,1,LOW_RATE
5083,511,29659019,1029997,2,LOW_RATE
506,394,3431,0,3,LOW_RATE
1029,511,31040603,1009529,1,LOW_RATE
704,246,31033201,1016628,1,LOW_RATE
726,246,30535109,1005091,1,LOW_RATE
730,246,30102754,1004851,1,LOW_RATE
1336,387,31780794,1669016,2,LOW_RATE
736,511,10265152,10261828,2,LOW_RATE
953,511,30934696,1007570,1,LOW_RATE
696,246,30956110,1013816,1,LOW_RATE
577,394,10281145,10277912,2,LOW_RATE
716,246,31007463,1015788,1,LOW_RATE
732,246,30096992,1004695,1,LOW_RATE
751,246,30879291,1011346,1,LOW_RATE
712,511,8625585,8622219,2,LOW_RATE
688,246,30551412,1005615,1,LOW_RATE
506,394,3270,0,3,LOW_RATE
1385,387,30588224,1659687,2,LOW_RATE
1438,246,30430028,1001857,1,LOW_RATE
892,467,30959982,1018451,1,LOW_RATE
506,394,3360,0,3,LOW_RATE
949,511,30684594,1004113,1,LOW_RATE
942,511,28997644,1007554,1,LOW_RATE
1466,387,30600134,1659877,2,LOW_RATE
1010,467,29957125,1007086,1,LOW_RATE
1013,511,30032511,1009017,1,LOW_RATE
935,511,28975261,1005161,1,LOW_RATE
949,467,30611802,1013522,1,LOW_RATE
898,467,31023870,1020070,1,LOW_RATE
934,467,30566110,1011425,1,LOW_RATE
1397,387,31748809,1668364,2,LOW_RATE
943,511,30693549,1004135,1,LOW_RATE
1012,511,30970567,1009358,1,LOW_RATE
591,394,10295117,10291727,2,LOW_RATE
992,511,30604621,9033428,2,LOW_RATE
933,467,30036483,1011003,1,LOW_RATE
506,394,3318,0,3,LOW_RATE
3692,511,30428149,1004187,2,LOW_RATE
945,511,30802981,1004026,1,LOW_RATE
1010,511,30704369,1004168,1,LOW_RATE
623,511,3305,0,3,LOW_RATE
701,246,29055433,1003666,1,LOW_RATE
1009,511,30851730,1004839,1,LOW_RATE
572,394,10263710,10260503,2,LOW_RATE
683,246,30557456,1005758,1,LOW_RATE
580,394,9718090,9714797,2,LOW_RATE
506,394,3582,0,3,LOW_RATE
587,394,8666240,8662850,2,LOW_RATE
506,394,3306,0,3,LOW_RATE
1074,511,30023955,1007337,1,LOW_RATE
983,511,30894049,1006113,1,LOW_RATE
697,246,30999843,1015423,1,LOW_RATE
972,467,29890928,1007993,1,LOW_RATE
959,511,30899719,1007232,1,LOW_RATE
978,511,30990769,1008849,1,LOW_RATE
4200,511,13723593,1696187,2,LOW_RATE
694,246,31018394,1016474,1,LOW_RATE
3264,394,13797687,1696192,2,LOW_RATE
949,511,30937338,1007512,1,LOW_RATE
913,467,31041919,1020544,1,LOW_RATE
708,246,29094297,1004153,1,LOW_RATE
623,511,3440,0,3,LOW_RATE
709,511,10236773,10233033,2,LOW_RATE
944,511,30614556,1004052,1,LOW_RATE
891,467,31056966,1020770,1,LOW_RATE
578,394,10402601,10398710,2,LOW_RATE
4198,511,28886617,1004434,2,LOW_RATE
959,511,30899722,1005942,1,LOW_RATE
4954,511,32394563,1013049,1,LOW_RATE
3358,511,10623118,1021082,2,LOW_RATE
944,467,30624880,1013744,1,LOW_RATE
1452,387,31359300,1663308,2,LOW_RATE
3529,511,23385679,1009310,2,LOW_RATE
940,511,30568862,1009550,1,LOW_RATE
959,511,30671555,1002891,1,LOW_RATE
989,511,30838558,1004569,1,LOW_RATE
992,511,29974385,1006709,1,LOW_RATE
592,394,10734451,10731191,2,LOW_RATE
580,394,9738750,9735334,2,LOW_RATE
701,511,10471239,10468298,2,LOW_RATE
1020,511,29954042,1006207,1,LOW_RATE
708,246,30803653,1009119,1,LOW_RATE
975,511,30545457,1008863,1,LOW_RATE
589,394,8743272,8739144,2,LOW_RATE
1239,387,31230070,1661458,2,LOW_RATE
987,511,30629631,9032848,2,LOW_RATE
958,511,28993225,8694121,2,LOW_RATE
989,511,30722844,1002455,1,LOW_RATE
709,511,8684699,8681496,2,LOW_RATE
3358,511,10476494,1003096,2,LOW_RATE
623,511,3386,0,3,LOW_RATE
623,511,3430,0,3,LOW_RATE
623,511,3340,0,3,LOW_RATE
1206,387,30504641,1658304,2,LOW_RATE
935,467,30833060,1015468,1,LOW_RATE
1353,387,31731169,1668189,2,LOW_RATE
951,511,29971544,1007569,1,LOW_RATE
974,511,28951197,8658424,2,LOW_RATE
725,246,31057700,1017729,1,LOW_RATE
506,394,3460,0,3,LOW_RATE
605,394,10465876,10462540,2,LOW_RATE
708,246,29080776,1004054,1,LOW_RATE
955,511,31026534,1011031,1,LOW_RATE
1014,467,29880958,1007997,1,LOW_RATE
4950,511,32421919,1004070,2,LOW_RATE
686,511,8678887,8675550,2,LOW_RATE
1075,387,31763503,1668847,2,LOW_RATE
506,394,3385,0,3,LOW_RATE
506,394,3209,0,3,LOW_RATE
933,467,30697180,1014574,1,LOW_RATE
990,511,30807833,1004420,1,LOW_RATE
983,511,30763138,1003859,1,LOW_RATE
591,394,10708537,10705220,2,LOW_RATE
982,511,30954661,1009082,1,LOW_RATE
1077,387,31563874,1666160,2,LOW_RATE
605,394,8736301,8732910,2,LOW_RATE
956,511,30993290,1009930,1,LOW_RATE
268,67,14014300,14013696,2,LOW_RATE
110,55,359,0,2,LOW_RATE
597,394,9680270,9676968,2,LOW_RATE
535,227,6504,0,7,LOW_RATE
717,511,10333089,10329726,2,LOW_RATE
714,511,8696256,8693036,2,LOW_RATE
1234,387,31778220,1668996,2,LOW_RATE
976,511,30946962,1007880,1,LOW_RATE
955,511,31026384,1009946,1,LOW_RATE
1264,387,31657747,1667236,2,LOW_RATE
610,394,10745915,10742682,2,LOW_RATE
506,394,4114,0,3,LOW_RATE
3709,511,30434986,1001052,2,LOW_RATE
623,511,3346,0,3,LOW_RATE
575,394,10252064,10248892,2,LOW_RATE
578,394,8710058,8706704,2,LOW_RATE
975,511,29947772,9029623,2,LOW_RATE
4483,511,28528556,1022294,1,LOW_RATE
623,511,3394,0,3,LOW_RATE
684,511,8619607,8616426,2,LOW_RATE
955,511,31007972,1009430,1,LOW_RATE
1324,387,31318151,1662735,2,LOW_RATE
1004,511,30905405,1005763,1,LOW_RATE
3358,511,10681338,1016378,2,LOW_RATE
4972,511,32403075,1022105,1,LOW_RATE
506,394,3329,0,3,LOW_RATE
993,511,31051970,1009985,1,LOW_RATE
929,467,30010522,1010580,1,LOW_RATE
960,511,30762877,1004974,1,LOW_RATE
919,511,30902729,1005782,1,LOW_RATE
730,511,10297634,10294268,2,LOW_RATE
954,511,30562889,1009391,1,LOW_RATE
1051,511,29933104,1005773,1,LOW_RATE
963,467,30620695,1013517,1,LOW_RATE
987,511,30844249,1004133,1,LOW_RATE
506,394,2599,0,3,LOW_RATE
506,394,3184,0,3,LOW_RATE
1004,467,29887980,1007994,1,LOW_RATE
934,467,30762371,1014152,1,LOW_RATE
1286,387,31197737,1661043,2,LOW_RATE
714,246,29028539,1002740,1,LOW_RATE
934,511,30760147,1003611,1,LOW_RATE
987,511,30688348,1001175,1,LOW_RATE
950,467,30861426,1016207,1,LOW_RATE
623,511,3207,0,3,LOW_RATE
968,511,30949251,1007663,1,LOW_RATE
998,511,30959794,1008395,1,LOW_RATE
727,246,30957818,1014053,1,LOW_RATE
506,394,3368,0,3,LOW_RATE
698,246,30600110,1005551,1,LOW_RATE
1248,387,31379816,1663576,2,LOW_RATE
4249,467,29672219,1027237,2,LOW_RATE
941,511,29936671,9028656,2,LOW_RATE
953,511,30940139,1008413,1,LOW_RATE
4492,511,28461119,1018198,1,LOW_RATE
704,511,10324219,10320860,2,LOW_RATE
623,511,3372,0,3,LOW_RATE
965,467,30923109,1017577,1,LOW_RATE
602,394,10786942,10783522,2,LOW_RATE
506,394,3394,0,3,LOW_RATE
1361,387,31238885,1661596,2,LOW_RATE
681,246,30067503,1004941,1,LOW_RATE
969,511,29956141,9029618,2,LOW_RATE
623,511,3382,0,3,LOW_RATE
506,394,3418,0,3,LOW_RATE
587,394,10428621,10425021,2,LOW_RATE
506,394,3200,0,3,LOW_RATE
49,49,0,0,1,LOW_RATE
956,511,30690017,1003096,1,LOW_RATE
757,246,30741450,1007031,1,LOW_RATE
952,511,29998068,9030135,2,LOW_RATE
4556,511,30457903,1003081,1,LOW_RATE
623,511,3391,0,3,LOW_RATE
288,72,14013302,14012728,2,LOW_RATE
506,394,3213,0,3,LOW_RATE
975,511,30943865,1008681,1,LOW_RATE
5400,511,30521747,1695967,2,LOW_RATE
715,511,10383219,10379804,2,LOW_RATE
976,511,30947252,1008789,1,LOW_RATE
712,511,9660412,9656870,2,LOW_RATE
506,394,3157,0,3,LOW_RATE
592,394,10711400,10708057,2,LOW_RATE
737,511,10630471,10626969,2,LOW_RATE
623,511,3521,0,3,LOW_RATE
506,394,3190,0,3,LOW_RATE
680,246,30865566,1010982,1,LOW_RATE
935,511,28936896,8643641,2,LOW_RATE
944,511,30614322,1002923,1,LOW_RATE
693,511,10665760,10662398,2,LOW_RATE
623,511,3299,0,3,LOW_RATE
714,246,30638314,1005983,1,LOW_RATE
1348,387,31247650,1661795,2,LOW_RATE
506,394,3257,0,3,LOW_RATE
949,511,30855597,1004229,1,LOW_RATE
705,511,10701272,10697921,2,LOW_RATE
929,467,30577778,1011777,1,LOW_RATE
936,467,30784663,1014826,1,LOW_RATE
977,467,29814131,1006073,1,LOW_RATE
953,511,30975414,1008302,1,LOW_RATE
695,246,30994880,1015165,1,LOW_RATE
710,511,10562730,10559333,2,LOW_RATE
617,394,8663388,8660002,2,LOW_RATE
506,394,3858,0,3,LOW_RATE
940,467,30554724,1011051,1,LOW_RATE
955,511,28959534,8667616,2,LOW_RATE
944,467,30980868,1018814,1,LOW_RATE
974,511,30827447,1004937,1,LOW_RATE
623,511,3251,0,3,LOW_RATE
734,511,8663845,8660692,2,LOW_RATE
989,511,30819304,1003709,1,LOW_RATE
724,511,10568652,10565240,2,LOW_RATE
1159,387,31549170,1666002,2,LOW_RATE
987,511,30808943,1004270,1,LOW_RATE
4545,511,28495811,1021230,1,LOW_RATE
974,511,31016368,1009881,1,LOW_RATE
566,394,1004873,1003118,2,LOW_RATE
575,394,10309894,10306671,2,LOW_RATE
3464,511,10479691,1006116,2,LOW_RATE
770,246,30698427,1006160,1,LOW_RATE
506,394,3426,0,3,LOW_RATE
506,394,3342,0,3,LOW_RATE
692,246,30845492,1010357,1,LOW_RATE
1331,387,31522717,1665652,2,LOW_RATE
955,511,30680356,1003968,1,LOW_RATE
597,394,10321519,10318323,2,LOW_RATE
888,467,30793439,1014997,1,LOW_RATE
972,511,28916976,8622808,2,LOW_RATE
506,394,3291,0,3,LOW_RATE
678,246,30585671,1005379,1,LOW_RATE
954,467,30546080,1011203,1,LOW_RATE
877,467,30739485,1014706,1,LOW_RATE
905,467,30627288,1014048,1,LOW_RATE
708,246,30969691,1014476,1,LOW_RATE
940,511,30593868,1003070,1,LOW_RATE
506,394,3366,0,3,LOW_RATE
953,511,30940274,1007723,1,LOW_RATE
996,511,29976146,9029411,2,LOW_RATE
1004,511,30905451,1007275,1,LOW_RATE
1084,387,31654832,1667218,2,LOW_RATE
953,511,30934863,1008474,1,LOW_RATE
944,467,31038546,1020313,1,LOW_RATE
717,246,30140688,1004686,1,LOW_RATE
712,511,8699174,8695984,2,LOW_RATE
686,246,31047211,1017236,1,LOW_RATE
722,246,30992337,1015360,1,LOW_RATE
948,511,29965632,1006510,1,LOW_RATE
1306,387,31209501,1661221,2,LOW_RATE
966,511,30765736,1003859,1,LOW_RATE
1013,511,30926378,1007329,1,LOW_RATE
1002,511,30600876,1003756,1,LOW_RATE
506,394,3350,0,3,LOW_RATE
623,511,3400,0,3,LOW_RATE
959,511,31005375,1009130,1,LOW_RATE
1309,387,30540516,1659046,2,LOW_RATE
970,511,30555600,1009873,1,LOW_RATE
975,511,30961859,1009245,1,LOW_RATE
925,467,30605856,1013308,1,LOW_RATE
590,394,10676960,10673641,2,LOW_RATE
908,352,20321541,4785305,2,LOW_RATE
729,246,30709771,1006270,1,LOW_RATE
984,328,29935034,11279433,1,LOW_RATE
1519,387,31552129,1666050,2,LOW_RATE
1011,511,30529784,9030129,2,LOW_RATE
710,246,29058370,1003676,1,LOW_RATE
593,394,10413545,10410381,2,LOW_RATE
994,511,31128990,1012094,1,LOW_RATE
591,394,10388321,10385266,2,LOW_RATE
288,72,14013730,14013076,2,LOW_RATE
978,511,30964970,1008611,1,LOW_RATE
708,246,30873316,1011027,1,LOW_RATE
3749,511,7802495,1022591,2,LOW_RATE
220,55,14012620,14011975,2,LOW_RATE
1006,511,31022541,1010950,1,LOW_RATE
1034,511,29935717,1005772,1,LOW_RATE
934,467,30855694,1015978,1,LOW_RATE
623,511,3473,0,3,LOW_RATE
968,511,28895549,8590477,2,LOW_RATE
736,246,30625904,1005629,1,LOW_RATE
1260,387,31543303,1665965,2,LOW_RATE
702,246,30964929,1014224,1,LOW_RATE
587,394,9689056,9685789,2,LOW_RATE
933,467,31017000,1019582,1,LOW_RATE
948,511,30860364,1004860,1,LOW_RATE
916,467,30597453,1012620,1,LOW_RATE
984,328,27475061,11996454,1,LOW_RATE
1248,387,31194808,1661000,2,LOW_RATE
734,246,30943118,1013466,1,LOW_RATE
948,511,28986649,1005813,1,LOW_RATE
1040,511,29935780,1007556,1,LOW_RATE
940,511,30737092,1003055,1,LOW_RATE
4581,511,29349403,1001987,1,LOW_RATE
966,511,30623639,1000053,1,LOW_RATE
715,246,30765889,1007902,1,LOW_RATE
5142,511,30522869,1031138,2,LOW_RATE
928,467,30900937,1016881,1,LOW_RATE
1030,511,30965537,1006901,1,LOW_RATE
4489,511,28534525,1028364,1,LOW_RATE
506,394,3587,0,3,LOW_RATE
1012,511,30970507,1008472,1,LOW_RATE
969,511,30922653,1007115,1,LOW_RATE
506,394,3324,0,3,LOW_RATE
4566,511,28525561,1019257,1,LOW_RATE
623,511,3351,0,3,LOW_RATE
981,511,28945576,8652502,2,LOW_RATE
985,511,28966526,1006726,1,LOW_RATE
608,394,10333120,10329929,2,LOW_RATE
4540,511,28513810,1007118,1,LOW_RATE
506,394,3153,0,3,LOW_RATE
597,394,10292071,10289567,2,LOW_RATE
950,511,30918182,1005930,1,LOW_RATE
506,394,3374,0,3,LOW_RATE
506,394,2737,0,3,LOW_RATE
590,394,10540443,10536514,2,LOW_RATE
2524,246,31520471,1535335,1,LOW_RATE
506,394,3406,0,3,LOW_RATE
986,467,29931017,1009353,1,LOW_RATE
966,511,30699989,1001439,1,LOW_RATE
1257,387,31713569,1667919,2,LOW_RATE
990,467,29902699,1008857,1,LOW_RATE
689,511,10515589,10512179,2,LOW_RATE
651,394,9767907,1027607,1,LOW_RATE
1006,511,30835644,1003940,1,LOW_RATE
1413,387,31475744,1664986,2,LOW_RATE
893,467,30776366,1013711,1,LOW_RATE
506,394,3517,0,3,LOW_RATE
955,467,29969539,1010018,1,LOW_RATE
962,511,29977099,1007719,1,LOW_RATE
506,394,3224,0,3,LOW_RATE
991,511,30696382,1004128,1,LOW_RATE
1322,387,30543494,1659091,2,LOW_RATE
623,511,3379,0,3,LOW_RATE
506,394,3401,0,3,LOW_RATE
4533,511,28455118,1012103,1,LOW_RATE
1172,387,31737051,1668244,2,LOW_RATE
944,511,30911070,1006459,1,LOW_RATE
506,394,3210,0,3,LOW_RATE
995,511,30620881,1000053,1,LOW_RATE
966,511,30584762,1010376,1,LOW_RATE
965,467,29916210,1008860,1,LOW_RATE
961,511,28962478,8670550,2,LOW_RATE
506,394,3373,0,3,LOW_RATE
614,394,10728766,10725442,2,LOW_RATE
734,246,30583095,1005384,1,LOW_RATE
1422,387,31418032,1664125,2,LOW_RATE
584,394,10691316,10687908,2,LOW_RATE
1249,387,31250583,1661828,2,LOW_RATE
506,394,3316,0,3,LOW_RATE
702,511,10368261,10365127,2,LOW_RATE
220,55,14012982,14012291,2,LOW_RATE
693,246,30815062,1009266,1,LOW_RATE
705,511,10253383,10250155,2,LOW_RATE
1015,467,29922440,1003000,1,LOW_RATE
1007,511,30575404,1010062,1,LOW_RATE
998,511,30613136,1002787,1,LOW_RATE
925,467,30830054,1015524,1,LOW_RATE
948,511,30896759,1007078,1,LOW_RATE
735,246,30910969,1012231,1,LOW_RATE
715,511,8581145,8577965,2,LOW_RATE
583,394,10549064,10545676,2,LOW_RATE
946,511,31035587,1011508,1,LOW_RATE
963,511,29001265,1005926,1,LOW_RATE
757,246,30955307,1013951,1,LOW_RATE
1002,511,30606443,1002982,1,LOW_RATE
940,511,30802148,1004207,1,LOW_RATE
701,246,30916444,1012410,1,LOW_RATE
943,467,30886737,1016615,1,LOW_RATE
939,511,30805394,1003387,1,LOW_RATE
730,246,30791509,1008438,1,LOW_RATE
4501,511,28537519,1031400,1,LOW_RATE
588,394,10592101,10588711,2,LOW_RATE
949,511,30855569,1004966,1,LOW_RATE
623,511,3386,0,3,LOW_RATE
506,394,3084,0,3,LOW_RATE
742,246,30760101,1007660,1,LOW_RATE
599,394,9723969,9720539,2,LOW_RATE
713,511,10712864,10709675,2,LOW_RATE
706,246,30560457,1005532,1,LOW_RATE
1016,511,30791063,1002937,1,LOW_RATE
4501,511,28449077,1006016,1,LOW_RATE
3358,511,10696185,1031374,2,LOW_RATE
980,511,29967709,9029612,2,LOW_RATE
288,72,14016815,14016172,2,LOW_RATE
924,467,30583754,1011938,1,LOW_RATE
952,511,30737154,1004510,1,LOW_RATE
4533,511,28480820,1006059,1,LOW_RATE
991,467,29939724,1009162,1,LOW_RATE
506,394,3265,0,3,LOW_RATE
967,511,30782689,1004021,1,LOW_RATE
993,511,30001944,1008191,1,LOW_RATE
506,394,3179,0,3,LOW_RATE
955,511,30580766,1009242,1,LOW_RATE
1338,387,31303456,1662533,2,LOW_RATE
947,511,31000977,1009968,1,LOW_RATE
954,511,30701465,1004159,1,LOW_RATE
734,246,30823760,1009643,1,LOW_RATE
709,511,9684138,9680691,2,LOW_RATE
938,511,30863332,1004840,1,LOW_RATE
664,396,7393,0,6,LOW_RATE
3869,511,13963854,1003218,2,LOW_RATE
914,467,30977858,1018479,1,LOW_RATE
506,394,3330,0,3,LOW_RATE
980,467,29866566,1000986,1,LOW_RATE
940,511,30957881,1009319,1,LOW_RATE
604,394,9721070,9717732,2,LOW_RATE
623,511,3492,0,3,LOW_RATE
1361,387,31566781,1666221,2,LOW_RATE
710,511,10592193,10588801,2,LOW_RATE
698,511,10583347,10580007,2,LOW_RATE
1315,387,31186018,1660855,2,LOW_RATE
1009,511,30537908,9030518,2,LOW_RATE
963,511,30687545,1003967,1,LOW_RATE
998,511,30613756,1003732,1,LOW_RATE
592,394,10278285,10275058,2,LOW_RATE
937,511,30745823,1003300,1,LOW_RATE
5231,665,30312080,1029225,2,LOW_RATE
706,511,10288833,10285415,2,LOW_RATE
506,394,3228,0,3,LOW_RATE
963,511,29983119,1007879,1,LOW_RATE
979,511,30606340,9032332,2,LOW_RATE
623,511,3133,0,3,LOW_RATE
967,511,30864051,1004286,1,LOW_RATE
623,511,3436,0,3,LOW_RATE
578,394,10563184,10559999,2,LOW_RATE
1327,387,31707697,1667798,2,LOW_RATE
966,467,29819804,1006791,1,LOW_RATE
704,511,8590211,8587016,2,LOW_RATE
986,511,30833318,1004659,1,LOW_RATE
506,394,3568,0,3,LOW_RATE
955,511,31007859,1010364,1,LOW_RATE
718,511,10441909,10438548,2,LOW_RATE
506,394,3377,0,3,LOW_RATE
941,467,30722485,1014835,1,LOW_RATE
742,246,29025686,1002733,1,LOW_RATE
1017,511,28960503,1006567,1,LOW_RATE
623,511,3388,0,3,LOW_RATE
1045,511,29904551,1013076,1,LOW_RATE
985,467,29954411,1004083,1,LOW_RATE
581,394,10520384,10517060,2,LOW_RATE
506,394,3330,0,3,LOW_RATE
964,511,30730183,1004600,1,LOW_RATE
967,511,28931832,1005786,1,LOW_RATE
683,511,10459648,10456199,2,LOW_RATE
947,511,28946229,1005139,1,LOW_RATE
963,511,30882771,1005837,1,LOW_RATE
1210,387,31516872,1665546,2,LOW_RATE
723,246,29072277,1003887,1,LOW_RATE
973,511,28889570,8584072,2,LOW_RATE
989,511,29939126,9028656,2,LOW_RATE
577,394,10439956,10436706,2,LOW_RATE
689,511,8660934,8657798,2,LOW_RATE
