% isAttack tcpFlood:	1333
% isAttack httpFlood:	1333
% isAttack udpFlood:	372
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,9,17,20,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute srv_count numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {tcpFlood,httpFlood,udpFlood}

@data
tcp,10624,74,0,tcpFlood
tcp,7175,69,0,tcpFlood
tcp,8366,71,0,tcpFlood
tcp,5453,69,0,tcpFlood
tcp,9880,72,0,tcpFlood
tcp,15528,71,0,tcpFlood
tcp,9976,74,0,tcpFlood
tcp,20756,69,0,tcpFlood
tcp,24332,71,0,tcpFlood
tcp,22499,64,0,tcpFlood
tcp,22440,71,0,tcpFlood
tcp,5523,68,0,tcpFlood
tcp,24803,73,0,tcpFlood
tcp,3331,73,0,tcpFlood
tcp,12128,67,0,tcpFlood
tcp,24161,76,0,tcpFlood
tcp,18632,70,0,tcpFlood
tcp,6397,70,0,tcpFlood
tcp,10753,66,0,tcpFlood
tcp,7766,65,0,tcpFlood
tcp,10068,74,0,tcpFlood
tcp,10620,66,0,tcpFlood
tcp,19685,71,0,tcpFlood
tcp,22280,68,0,tcpFlood
tcp,26703,70,0,tcpFlood
tcp,15865,72,0,tcpFlood
tcp,14598,75,0,tcpFlood
tcp,3492,67,0,tcpFlood
tcp,11712,67,0,tcpFlood
tcp,6074,68,0,tcpFlood
tcp,9864,66,0,tcpFlood
tcp,25076,70,0,tcpFlood
tcp,6604,65,0,tcpFlood
tcp,22082,65,0,tcpFlood
tcp,25607,68,0,tcpFlood
tcp,22231,65,0,tcpFlood
tcp,24233,72,0,tcpFlood
tcp,6361,63,0,tcpFlood
tcp,7480,76,0,tcpFlood
tcp,5154,70,0,tcpFlood
tcp,12361,73,0,tcpFlood
tcp,5571,73,0,tcpFlood
tcp,20634,72,0,tcpFlood
tcp,6535,69,0,tcpFlood
tcp,22088,68,0,tcpFlood
tcp,16597,73,0,tcpFlood
tcp,13996,74,0,tcpFlood
tcp,8092,71,0,tcpFlood
tcp,11836,65,0,tcpFlood
tcp,19631,54,0,tcpFlood
tcp,7390,76,0,tcpFlood
tcp,9984,68,0,tcpFlood
tcp,23133,72,0,tcpFlood
tcp,7598,73,0,tcpFlood
tcp,11799,67,0,tcpFlood
tcp,11225,73,0,tcpFlood
tcp,10602,69,0,tcpFlood
tcp,22744,71,0,tcpFlood
tcp,6984,68,0,tcpFlood
tcp,26697,65,0,tcpFlood
tcp,21904,66,0,tcpFlood
tcp,13822,79,0,tcpFlood
tcp,6642,72,0,tcpFlood
tcp,11685,67,0,tcpFlood
tcp,14617,73,0,tcpFlood
tcp,1187,68,0,tcpFlood
tcp,7186,68,0,tcpFlood
tcp,10205,71,0,tcpFlood
tcp,7751,72,0,tcpFlood
tcp,20575,69,0,tcpFlood
tcp,9683,66,0,tcpFlood
tcp,4795,66,0,tcpFlood
tcp,15758,73,0,tcpFlood
tcp,2695,69,0,tcpFlood
tcp,1613,69,0,tcpFlood
tcp,10774,68,0,tcpFlood
tcp,8777,72,0,tcpFlood
tcp,9581,72,0,tcpFlood
tcp,27154,65,0,tcpFlood
tcp,15442,77,0,tcpFlood
tcp,4932,68,0,tcpFlood
tcp,15208,72,0,tcpFlood
tcp,23477,64,0,tcpFlood
tcp,24461,62,0,tcpFlood
tcp,10617,68,0,tcpFlood
tcp,12308,69,0,tcpFlood
tcp,20264,73,0,tcpFlood
tcp,23750,68,0,tcpFlood
tcp,7502,67,0,tcpFlood
tcp,11633,67,0,tcpFlood
tcp,8522,69,0,tcpFlood
tcp,8007,66,0,tcpFlood
tcp,3886,62,0,tcpFlood
tcp,7758,68,0,tcpFlood
tcp,22341,68,0,tcpFlood
tcp,22094,69,0,tcpFlood
tcp,10611,69,0,tcpFlood
tcp,13712,75,0,tcpFlood
tcp,9044,71,0,tcpFlood
tcp,26853,71,0,tcpFlood
tcp,23572,66,0,tcpFlood
tcp,11897,70,0,tcpFlood
tcp,7586,68,0,tcpFlood
tcp,9057,71,0,tcpFlood
tcp,8206,74,0,tcpFlood
tcp,8516,68,0,tcpFlood
tcp,10179,68,0,tcpFlood
tcp,16855,72,0,tcpFlood
tcp,8425,64,0,tcpFlood
tcp,7302,74,0,tcpFlood
tcp,9012,75,0,tcpFlood
tcp,11910,72,0,tcpFlood
tcp,11616,68,0,tcpFlood
tcp,22680,68,0,tcpFlood
tcp,18142,73,0,tcpFlood
tcp,6561,70,0,tcpFlood
tcp,23667,69,0,tcpFlood
tcp,14361,76,0,tcpFlood
tcp,2172,67,0,tcpFlood
tcp,971,68,0,tcpFlood
tcp,18753,68,0,tcpFlood
tcp,13059,76,0,tcpFlood
tcp,4489,70,0,tcpFlood
tcp,10626,71,0,tcpFlood
tcp,10744,72,0,tcpFlood
tcp,8192,67,0,tcpFlood
tcp,23759,70,0,tcpFlood
tcp,4214,75,0,tcpFlood
tcp,26819,69,0,tcpFlood
tcp,11752,66,0,tcpFlood
tcp,6778,69,0,tcpFlood
tcp,11017,74,0,tcpFlood
tcp,20728,66,0,tcpFlood
tcp,11787,73,0,tcpFlood
tcp,15445,75,0,tcpFlood
tcp,6690,74,0,tcpFlood
tcp,23725,66,0,tcpFlood
tcp,20642,71,0,tcpFlood
tcp,22789,74,0,tcpFlood
tcp,17842,68,0,tcpFlood
tcp,8047,72,0,tcpFlood
tcp,20053,66,0,tcpFlood
tcp,20249,75,0,tcpFlood
tcp,19966,72,0,tcpFlood
tcp,9869,71,0,tcpFlood
tcp,9063,72,0,tcpFlood
tcp,6743,69,0,tcpFlood
tcp,26989,67,0,tcpFlood
tcp,10140,64,0,tcpFlood
tcp,6682,70,0,tcpFlood
tcp,4656,62,0,tcpFlood
tcp,10687,68,0,tcpFlood
tcp,5815,71,0,tcpFlood
tcp,7052,68,0,tcpFlood
tcp,52,52,0,tcpFlood
tcp,1224,66,0,tcpFlood
tcp,12073,69,0,tcpFlood
tcp,8358,68,0,tcpFlood
tcp,9901,67,0,tcpFlood
tcp,11835,69,0,tcpFlood
tcp,4548,64,0,tcpFlood
tcp,9963,67,0,tcpFlood
tcp,16858,71,0,tcpFlood
tcp,9854,71,0,tcpFlood
tcp,20622,69,0,tcpFlood
tcp,26820,71,0,tcpFlood
tcp,26793,69,0,tcpFlood
tcp,6757,71,0,tcpFlood
tcp,21201,68,0,tcpFlood
tcp,11799,75,0,tcpFlood
tcp,8652,70,0,tcpFlood
tcp,9207,62,0,tcpFlood
tcp,27021,65,0,tcpFlood
tcp,9144,74,0,tcpFlood
tcp,26440,75,0,tcpFlood
tcp,22422,70,0,tcpFlood
tcp,22247,66,0,tcpFlood
tcp,5525,71,0,tcpFlood
tcp,15210,74,0,tcpFlood
tcp,25310,71,0,tcpFlood
tcp,18732,68,0,tcpFlood
tcp,20672,68,0,tcpFlood
tcp,21696,71,0,tcpFlood
tcp,7934,73,0,tcpFlood
tcp,480,68,0,tcpFlood
tcp,12298,72,0,tcpFlood
tcp,6021,75,0,tcpFlood
tcp,7638,72,0,tcpFlood
tcp,9,9,0,tcpFlood
tcp,12359,73,0,tcpFlood
tcp,11480,68,0,tcpFlood
tcp,11828,70,0,tcpFlood
tcp,7780,72,0,tcpFlood
tcp,9204,68,0,tcpFlood
tcp,7942,71,0,tcpFlood
tcp,20668,66,0,tcpFlood
tcp,23581,72,0,tcpFlood
tcp,19626,51,0,tcpFlood
tcp,22631,72,0,tcpFlood
tcp,22516,62,0,tcpFlood
tcp,2668,65,0,tcpFlood
tcp,3182,68,0,tcpFlood
tcp,26797,70,0,tcpFlood
tcp,3019,64,0,tcpFlood
tcp,5562,71,0,tcpFlood
tcp,6548,70,0,tcpFlood
tcp,26675,70,0,tcpFlood
tcp,25666,68,0,tcpFlood
tcp,11689,64,0,tcpFlood
tcp,9893,71,0,tcpFlood
tcp,8307,68,0,tcpFlood
tcp,10731,63,0,tcpFlood
tcp,4121,60,0,tcpFlood
tcp,21407,64,0,tcpFlood
tcp,14637,74,0,tcpFlood
tcp,23316,75,0,tcpFlood
tcp,27041,67,0,tcpFlood
tcp,9694,70,0,tcpFlood
tcp,5628,66,0,tcpFlood
tcp,291,73,0,tcpFlood
tcp,11787,76,0,tcpFlood
tcp,26869,67,0,tcpFlood
tcp,23702,70,0,tcpFlood
tcp,26462,75,0,tcpFlood
tcp,8171,70,0,tcpFlood
tcp,6677,73,0,tcpFlood
tcp,7129,67,0,tcpFlood
tcp,11550,70,0,tcpFlood
tcp,10053,71,0,tcpFlood
tcp,20758,70,0,tcpFlood
tcp,13261,75,0,tcpFlood
tcp,20613,69,0,tcpFlood
tcp,22201,70,0,tcpFlood
tcp,20686,66,0,tcpFlood
tcp,6680,73,0,tcpFlood
tcp,9131,72,0,tcpFlood
tcp,20711,66,0,tcpFlood
tcp,8768,66,0,tcpFlood
tcp,5569,69,0,tcpFlood
tcp,8187,73,0,tcpFlood
tcp,10225,70,0,tcpFlood
tcp,9802,69,0,tcpFlood
tcp,25219,74,0,tcpFlood
tcp,25311,71,0,tcpFlood
tcp,11980,68,0,tcpFlood
tcp,9972,66,0,tcpFlood
tcp,11916,72,0,tcpFlood
tcp,5404,62,0,tcpFlood
tcp,14354,75,0,tcpFlood
tcp,20623,71,0,tcpFlood
tcp,9891,68,0,tcpFlood
tcp,6531,65,0,tcpFlood
tcp,20644,69,0,tcpFlood
tcp,23737,66,0,tcpFlood
tcp,11930,70,0,tcpFlood
tcp,10619,65,0,tcpFlood
tcp,4575,68,0,tcpFlood
tcp,6447,70,0,tcpFlood
tcp,8276,71,0,tcpFlood
tcp,20623,70,0,tcpFlood
tcp,23577,66,0,tcpFlood
tcp,20759,71,0,tcpFlood
tcp,20638,70,0,tcpFlood
tcp,22329,71,0,tcpFlood
tcp,23619,69,0,tcpFlood
tcp,11668,68,0,tcpFlood
tcp,4900,71,0,tcpFlood
tcp,5525,68,0,tcpFlood
tcp,7108,64,0,tcpFlood
tcp,10700,71,0,tcpFlood
tcp,23502,73,0,tcpFlood
tcp,14265,75,0,tcpFlood
tcp,6652,70,0,tcpFlood
tcp,1887,68,0,tcpFlood
tcp,24118,74,0,tcpFlood
tcp,15669,76,0,tcpFlood
tcp,19997,72,0,tcpFlood
tcp,6832,68,0,tcpFlood
tcp,21943,66,0,tcpFlood
tcp,5425,72,0,tcpFlood
tcp,10737,65,0,tcpFlood
tcp,11819,70,0,tcpFlood
tcp,20461,67,0,tcpFlood
tcp,16404,70,0,tcpFlood
tcp,5974,69,0,tcpFlood
tcp,14787,81,0,tcpFlood
tcp,11417,65,0,tcpFlood
tcp,9919,67,0,tcpFlood
tcp,27013,63,0,tcpFlood
tcp,7469,75,0,tcpFlood
tcp,1581,69,0,tcpFlood
tcp,18350,79,0,tcpFlood
tcp,23126,74,0,tcpFlood
tcp,13182,77,0,tcpFlood
tcp,20950,72,0,tcpFlood
tcp,8863,69,0,tcpFlood
tcp,6568,67,0,tcpFlood
tcp,6911,69,0,tcpFlood
tcp,11407,69,0,tcpFlood
tcp,18150,72,0,tcpFlood
tcp,5228,67,0,tcpFlood
tcp,394,66,0,tcpFlood
tcp,14256,68,0,tcpFlood
tcp,5708,69,0,tcpFlood
tcp,6509,70,0,tcpFlood
tcp,8471,72,0,tcpFlood
tcp,9916,68,0,tcpFlood
tcp,27022,68,0,tcpFlood
tcp,14593,75,0,tcpFlood
tcp,23771,75,0,tcpFlood
tcp,25340,69,0,tcpFlood
tcp,2403,70,0,tcpFlood
tcp,6470,68,0,tcpFlood
tcp,9134,72,0,tcpFlood
tcp,6471,73,0,tcpFlood
tcp,9959,68,0,tcpFlood
tcp,9864,67,0,tcpFlood
tcp,8813,66,0,tcpFlood
tcp,25793,63,0,tcpFlood
tcp,11430,68,0,tcpFlood
tcp,20398,66,0,tcpFlood
tcp,7273,68,0,tcpFlood
tcp,7472,72,0,tcpFlood
tcp,17781,72,0,tcpFlood
tcp,25472,68,0,tcpFlood
tcp,24945,66,0,tcpFlood
tcp,6511,69,0,tcpFlood
tcp,23649,68,0,tcpFlood
tcp,10741,75,0,tcpFlood
tcp,5526,71,0,tcpFlood
tcp,10796,72,0,tcpFlood
tcp,4745,66,0,tcpFlood
tcp,5455,67,0,tcpFlood
tcp,6218,71,0,tcpFlood
tcp,11792,70,0,tcpFlood
tcp,22007,62,0,tcpFlood
tcp,10251,64,0,tcpFlood
tcp,7598,70,0,tcpFlood
tcp,8341,65,0,tcpFlood
tcp,8711,68,0,tcpFlood
tcp,15823,72,0,tcpFlood
tcp,17649,70,0,tcpFlood
tcp,25696,69,0,tcpFlood
tcp,20546,71,0,tcpFlood
tcp,24436,62,0,tcpFlood
tcp,8491,65,0,tcpFlood
tcp,7817,76,0,tcpFlood
tcp,596,68,0,tcpFlood
tcp,20562,68,0,tcpFlood
tcp,19939,70,0,tcpFlood
tcp,10676,71,0,tcpFlood
tcp,5342,65,0,tcpFlood
tcp,5589,67,0,tcpFlood
tcp,20386,69,0,tcpFlood
tcp,10663,69,0,tcpFlood
tcp,11711,71,0,tcpFlood
tcp,2240,71,0,tcpFlood
tcp,11791,73,0,tcpFlood
tcp,11566,69,0,tcpFlood
tcp,10602,69,0,tcpFlood
tcp,20611,66,0,tcpFlood
tcp,16012,76,0,tcpFlood
tcp,10080,68,0,tcpFlood
tcp,8791,66,0,tcpFlood
tcp,26749,69,0,tcpFlood
tcp,18382,72,0,tcpFlood
tcp,8270,68,0,tcpFlood
tcp,9657,70,0,tcpFlood
tcp,10572,62,0,tcpFlood
tcp,8155,73,0,tcpFlood
tcp,5369,72,0,tcpFlood
tcp,22276,67,0,tcpFlood
tcp,4756,64,0,tcpFlood
tcp,9928,66,0,tcpFlood
tcp,9908,68,0,tcpFlood
tcp,23269,74,0,tcpFlood
tcp,6461,64,0,tcpFlood
tcp,10502,67,0,tcpFlood
tcp,2978,68,0,tcpFlood
tcp,11955,67,0,tcpFlood
tcp,20547,71,0,tcpFlood
tcp,8350,63,0,tcpFlood
tcp,21048,74,0,tcpFlood
tcp,4583,61,0,tcpFlood
tcp,23440,75,0,tcpFlood
tcp,27012,73,0,tcpFlood
tcp,20396,66,0,tcpFlood
tcp,5933,66,0,tcpFlood
tcp,20391,63,0,tcpFlood
tcp,4687,65,0,tcpFlood
tcp,12834,71,0,tcpFlood
tcp,20634,67,0,tcpFlood
tcp,15649,78,0,tcpFlood
tcp,11737,74,0,tcpFlood
tcp,9887,72,0,tcpFlood
tcp,22704,69,0,tcpFlood
tcp,20645,70,0,tcpFlood
tcp,17624,72,0,tcpFlood
tcp,22939,75,0,tcpFlood
tcp,20639,69,0,tcpFlood
tcp,6591,68,0,tcpFlood
tcp,17958,73,0,tcpFlood
tcp,18972,72,0,tcpFlood
tcp,7904,76,0,tcpFlood
tcp,9863,70,0,tcpFlood
tcp,22422,69,0,tcpFlood
tcp,13047,79,0,tcpFlood
tcp,9950,71,0,tcpFlood
tcp,24049,76,0,tcpFlood
tcp,9295,68,0,tcpFlood
tcp,6390,69,0,tcpFlood
tcp,11082,71,0,tcpFlood
tcp,6553,71,0,tcpFlood
tcp,5511,66,0,tcpFlood
tcp,5590,70,0,tcpFlood
tcp,20692,68,0,tcpFlood
tcp,6533,65,0,tcpFlood
tcp,4889,71,0,tcpFlood
tcp,15491,64,0,tcpFlood
tcp,8320,71,0,tcpFlood
tcp,10603,65,0,tcpFlood
tcp,16196,73,0,tcpFlood
tcp,15309,72,0,tcpFlood
tcp,22160,66,0,tcpFlood
tcp,11035,73,0,tcpFlood
tcp,23441,66,0,tcpFlood
tcp,18225,74,0,tcpFlood
tcp,19029,71,0,tcpFlood
tcp,10611,67,0,tcpFlood
tcp,11071,72,0,tcpFlood
tcp,6569,66,0,tcpFlood
tcp,7700,71,0,tcpFlood
tcp,11165,69,0,tcpFlood
tcp,6296,66,0,tcpFlood
tcp,6085,69,0,tcpFlood
tcp,6822,69,0,tcpFlood
tcp,25545,70,0,tcpFlood
tcp,14274,74,0,tcpFlood
tcp,18008,73,0,tcpFlood
tcp,9991,72,0,tcpFlood
tcp,4660,50,0,tcpFlood
tcp,20718,67,0,tcpFlood
tcp,8229,64,0,tcpFlood
tcp,9591,74,0,tcpFlood
tcp,4678,69,0,tcpFlood
tcp,17495,74,0,tcpFlood
tcp,8403,67,0,tcpFlood
tcp,11448,66,0,tcpFlood
tcp,7546,66,0,tcpFlood
tcp,8288,64,0,tcpFlood
tcp,9885,70,0,tcpFlood
tcp,10576,61,0,tcpFlood
tcp,11716,69,0,tcpFlood
tcp,26943,72,0,tcpFlood
tcp,17598,70,0,tcpFlood
tcp,11739,73,0,tcpFlood
tcp,26090,71,0,tcpFlood
tcp,23867,66,0,tcpFlood
tcp,16050,80,0,tcpFlood
tcp,15046,65,0,tcpFlood
tcp,9001,70,0,tcpFlood
tcp,5570,66,0,tcpFlood
tcp,11754,74,0,tcpFlood
tcp,10309,70,0,tcpFlood
tcp,24837,71,0,tcpFlood
tcp,20644,66,0,tcpFlood
tcp,8534,68,0,tcpFlood
tcp,9505,69,0,tcpFlood
tcp,25447,68,0,tcpFlood
tcp,5642,68,0,tcpFlood
tcp,23573,72,0,tcpFlood
tcp,3599,71,0,tcpFlood
tcp,11771,68,0,tcpFlood
tcp,6511,69,0,tcpFlood
tcp,16387,73,0,tcpFlood
tcp,17567,72,0,tcpFlood
tcp,15347,66,0,tcpFlood
tcp,8616,68,0,tcpFlood
tcp,3319,67,0,tcpFlood
tcp,23505,73,0,tcpFlood
tcp,25831,66,0,tcpFlood
tcp,11376,65,0,tcpFlood
tcp,21058,72,0,tcpFlood
tcp,3682,73,0,tcpFlood
tcp,11018,74,0,tcpFlood
tcp,6519,66,0,tcpFlood
tcp,7295,66,0,tcpFlood
tcp,8024,74,0,tcpFlood
tcp,693,68,0,tcpFlood
tcp,10598,77,0,tcpFlood
tcp,11375,66,0,tcpFlood
tcp,24834,69,0,tcpFlood
tcp,7178,64,0,tcpFlood
tcp,8035,71,0,tcpFlood
tcp,5279,70,0,tcpFlood
tcp,7191,75,0,tcpFlood
tcp,10626,74,0,tcpFlood
tcp,10763,67,0,tcpFlood
tcp,9093,66,0,tcpFlood
tcp,5524,69,0,tcpFlood
tcp,16655,76,0,tcpFlood
tcp,9958,65,0,tcpFlood
tcp,20648,66,0,tcpFlood
tcp,9051,69,0,tcpFlood
tcp,8710,68,0,tcpFlood
tcp,8814,67,0,tcpFlood
tcp,26519,73,0,tcpFlood
tcp,6466,73,0,tcpFlood
tcp,11818,71,0,tcpFlood
tcp,8889,68,0,tcpFlood
tcp,14487,68,0,tcpFlood
tcp,27025,65,0,tcpFlood
tcp,12055,73,0,tcpFlood
tcp,25252,76,0,tcpFlood
tcp,7467,73,0,tcpFlood
tcp,12057,71,0,tcpFlood
tcp,943,68,0,tcpFlood
tcp,8388,72,0,tcpFlood
tcp,11880,70,0,tcpFlood
tcp,10767,70,0,tcpFlood
tcp,4654,62,0,tcpFlood
tcp,15350,66,0,tcpFlood
tcp,21008,72,0,tcpFlood
tcp,7552,61,0,tcpFlood
tcp,4767,67,0,tcpFlood
tcp,23310,79,0,tcpFlood
tcp,10638,73,0,tcpFlood
tcp,7934,67,0,tcpFlood
tcp,26884,68,0,tcpFlood
tcp,11767,70,0,tcpFlood
tcp,7096,66,0,tcpFlood
tcp,4401,67,0,tcpFlood
tcp,5838,71,0,tcpFlood
tcp,21600,65,0,tcpFlood
tcp,20698,66,0,tcpFlood
tcp,26744,66,0,tcpFlood
tcp,24528,76,0,tcpFlood
tcp,7987,69,0,tcpFlood
tcp,15668,75,0,tcpFlood
tcp,9381,72,0,tcpFlood
tcp,10418,69,0,tcpFlood
tcp,6499,69,0,tcpFlood
tcp,26836,70,0,tcpFlood
tcp,5221,68,0,tcpFlood
tcp,6539,70,0,tcpFlood
tcp,10209,70,0,tcpFlood
tcp,11059,69,0,tcpFlood
tcp,15727,73,0,tcpFlood
tcp,5468,67,0,tcpFlood
tcp,9754,72,0,tcpFlood
tcp,5224,67,0,tcpFlood
tcp,667,70,0,tcpFlood
tcp,24477,64,0,tcpFlood
tcp,24106,75,0,tcpFlood
tcp,3034,67,0,tcpFlood
tcp,17217,74,0,tcpFlood
tcp,8662,70,0,tcpFlood
tcp,10444,72,0,tcpFlood
tcp,11188,70,0,tcpFlood
tcp,8001,68,0,tcpFlood
tcp,9898,70,0,tcpFlood
tcp,13448,69,0,tcpFlood
tcp,9386,62,0,tcpFlood
tcp,11044,75,0,tcpFlood
tcp,14998,74,0,tcpFlood
tcp,6275,69,0,tcpFlood
tcp,6555,70,0,tcpFlood
tcp,7271,69,0,tcpFlood
tcp,21683,70,0,tcpFlood
tcp,9892,70,0,tcpFlood
tcp,5905,73,0,tcpFlood
tcp,26624,68,0,tcpFlood
tcp,9888,70,0,tcpFlood
tcp,9886,71,0,tcpFlood
tcp,3660,69,0,tcpFlood
tcp,12025,73,0,tcpFlood
tcp,10142,65,0,tcpFlood
tcp,25229,74,0,tcpFlood
tcp,5431,71,0,tcpFlood
tcp,8356,62,0,tcpFlood
tcp,17198,75,0,tcpFlood
tcp,6654,70,0,tcpFlood
tcp,4470,70,0,tcpFlood
tcp,1073,67,0,tcpFlood
tcp,7964,71,0,tcpFlood
tcp,8539,74,0,tcpFlood
tcp,9886,71,0,tcpFlood
tcp,10405,73,0,tcpFlood
tcp,10713,69,0,tcpFlood
tcp,9057,68,0,tcpFlood
tcp,7662,74,0,tcpFlood
tcp,12173,72,0,tcpFlood
tcp,21690,69,0,tcpFlood
tcp,6307,65,0,tcpFlood
tcp,6483,67,0,tcpFlood
tcp,7634,74,0,tcpFlood
tcp,9936,73,0,tcpFlood
tcp,11257,68,0,tcpFlood
tcp,12861,74,0,tcpFlood
tcp,6514,70,0,tcpFlood
tcp,10582,69,0,tcpFlood
tcp,5401,67,0,tcpFlood
tcp,10724,69,0,tcpFlood
tcp,26452,74,0,tcpFlood
tcp,8128,69,0,tcpFlood
tcp,3250,70,0,tcpFlood
tcp,11555,70,0,tcpFlood
tcp,5657,69,0,tcpFlood
tcp,19162,67,0,tcpFlood
tcp,7877,77,0,tcpFlood
tcp,2096,63,0,tcpFlood
tcp,9888,70,0,tcpFlood
tcp,20720,66,0,tcpFlood
tcp,12628,70,0,tcpFlood
tcp,9980,68,0,tcpFlood
tcp,9909,66,0,tcpFlood
tcp,15093,74,0,tcpFlood
tcp,19153,69,0,tcpFlood
tcp,9489,70,0,tcpFlood
tcp,22111,72,0,tcpFlood
tcp,6479,68,0,tcpFlood
tcp,20752,71,0,tcpFlood
tcp,3550,70,0,tcpFlood
tcp,8563,73,0,tcpFlood
tcp,11875,70,0,tcpFlood
tcp,3977,63,0,tcpFlood
tcp,4923,70,0,tcpFlood
