% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
RSTO,1068,1019,167,0,0,100,0,0,0,slowHeaders
OTH,60,0,808,0,0,31,0,0,0,slowBody
S1,74,0,405,1,0,100,0,1,1,slowHeaders
S1,370,0,620,0.59,0,100,0,1,1,slowBody
S1,222,0,666,1,0,100,0,1,1,slowRead
RSTO,1264,1754,451,0,0,100,0,0,0,slowRead
OTH,103,0,276,0,0,50,0,0,0,slowRead
OTH,125,0,50,0,0,54,0,0,0,slowBody
S1,370,0,135,1,0,100,0,1,1,slowRead
RSTO,909,1820,450,0,0,100,0,0,0,slowRead
OTH,60,0,691,0,0,47,0,0,0,slowBody
S1,74,0,44,0.93,0,82,0,0.5,0.5,slowHeaders
OTH,60,0,682,0,0,48,0,0,0,slowBody
OTH,60,0,880,0,0,47,0,0,0,slowHeaders
OTH,60,0,767,0,0,47,0,0,0,slowHeaders
S1,665,140,100,0.97,0.01,93,0.01,0.98,0.99,slowHeaders
S1,370,0,228,0.85,0,100,0,0.66,0.66,slowHeaders
OTH,60,0,874,0,0,46,0,0,0,slowHeaders
S1,628,206,525,1,0,100,0,1,1,slowBody
S1,148,0,9,1,0.1,64,0.02,0.14,0.14,slowBody
OTH,60,0,947,0,0,44,0,0,0,slowHeaders
S1,370,0,711,0.88,0,100,0,0.97,0.97,slowBody
RSTO,1100,1886,76,0,0,91,0,0,0,slowRead
S1,370,0,261,0.86,0,100,0,0.85,0.85,slowBody
S1,296,0,646,1,0,100,0,1,1,slowBody
S2,1445,140,215,1,0,100,0,1,1,slowBody
OTH,86,0,67,0,0,50,0,0,0,slowRead
RSTO,1078,1820,463,0,0,100,0,0,0,slowRead
S1,148,0,495,1,0,100,0,1,1,slowBody
S1,74,0,65,0.97,0.02,88,0.01,0.71,0.72,slowBody
S1,370,0,255,1,0,100,0,1,1,slowHeaders
OTH,98,0,243,0,0,50,0,0,0,slowBody
OTH,116,0,234,0,0,50,0,0,0,slowRead
OTH,66,0,349,0,0,85,0,0,0,slowHeaders
OTH,117,0,91,0,0,50,0,0,0,slowBody
S1,222,0,922,1,0,100,0,1,1,slowRead
S1,296,0,342,0.2,0,100,0,0.68,0.68,slowBody
S1,296,0,629,1,0,100,0,1,1,slowBody
S1,370,0,711,0.6,0,100,0,1,1,slowHeaders
S1,370,0,39,0.97,0,100,0,0.72,0.72,slowBody
RSTO,909,1820,188,0,0,100,0,0,0,slowRead
S1,370,0,347,1,0,100,0,1,1,slowBody
OTH,60,0,685,0,0,49,0,0,0,slowHeaders
S1,296,0,627,0.56,0,100,0,1,1,slowBody
OTH,60,0,1076,0,0,51,0,0,0,slowHeaders
RSTO,1034,1019,71,0,0,72,0,0,0,slowHeaders
S1,296,0,308,1,0,100,0,1,1,slowRead
S1,370,0,235,0.13,0,100,0,0.3,0.3,slowBody
S1,370,0,997,0.36,0,100,0,0.98,0.98,slowRead
S1,296,0,318,1,0,100,0,1,1,slowRead
S1,296,0,628,1,0,100,0,1,1,slowBody
S1,370,0,526,0.46,0,100,0,0.54,0.54,slowHeaders
OTH,60,0,822,0,0,45,0,0,0,slowRead
RSTO,1308,1754,528,0,0,100,0,0,0,slowRead
OTH,60,0,642,0,0,52,0,0,0,slowHeaders
OTH,66,0,594,0,0,89,0,0,0,slowRead
OTH,113,0,240,0,0,50,0,0,0,slowBody
OTH,95,0,55,0,0,57,0,0,0,slowRead
S1,370,0,586,0.86,0,100,0,0.64,0.64,slowBody
OTH,66,0,397,0,0,86,0,0,0,slowHeaders
S1,370,0,266,1,0,100,0,1,1,slowBody
OTH,66,0,350,0,0,77,0,0,0,slowRead
S2,1317,140,75,1,0,87,0,0.86,0.86,slowBody
OTH,110,0,269,0,0,50,0,0,0,slowHeaders
OTH,66,0,625,0,0,92,0,0,0,slowBody
S1,621,140,601,0.99,0,99,0,1,1,slowRead
S1,370,0,20,0.9,0,100,0,0.52,0.52,slowBody
OTH,54,0,9,0,0,9,0,0,0,slowHeaders
OTH,60,0,878,0,0,31,0,0,0,slowRead
OTH,108,0,31,0,0,43,0,0,0,slowBody
S1,296,0,664,1,0,100,0,1,1,slowRead
S1,3218,74,637,1,0,100,0,1,1,slowBody
OTH,60,0,1027,0,0,53,0,0,0,slowHeaders
S1,370,0,104,0.98,0,100,0,0.98,0.98,slowHeaders
S1,370,0,666,0.05,0,100,0,0.35,0.35,slowRead
OTH,60,0,900,0,0,35,0,0,0,slowRead
S1,296,0,158,1,0,100,0,1,1,slowRead
OTH,66,0,295,0,0,56,0,0,0,slowBody
S1,370,0,181,0.99,0,100,0,1,1,slowHeaders
S1,370,0,695,1,0,100,0,1,1,slowRead
OTH,66,0,434,0,0,89,0,0,0,slowRead
OTH,174,0,656,0,0,90,0,0,0,slowRead
OTH,66,0,0,0,0,0,0,0,0,slowBody
S1,370,0,555,0.56,0,100,0,1,1,slowRead
S1,296,0,211,1,0,100,0,1,1,slowBody
S1,1094,140,260,0.97,0,100,0,1,1,slowRead
S1,548,140,186,1,0,100,0,1,1,slowBody
S1,370,0,359,1,0,100,0,1,1,slowBody
OTH,101,0,224,0,0,50,0,0,0,slowBody
S1,296,0,1000,0.73,0,100,0,1,1,slowBody
OTH,115,0,248,0,0,50,0,0,0,slowRead
OTH,106,0,40,0,0,48,0,0,0,slowHeaders
OTH,60,0,762,0,0,51,0,0,0,slowHeaders
S2,1434,140,423,1,0,100,0,1,1,slowBody
RSTO,926,953,143,0,0.01,100,0,0,0,slowRead
OTH,60,0,616,0,0,87,0,0,0,slowBody
RSTO,980,953,140,0,0,100,0,0,0,slowHeaders
S1,296,0,8,1,0,100,0,1,1,slowRead
OTH,66,0,575,0,0,89,0,0,0,slowBody
S1,370,0,104,0.98,0,100,0,1,1,slowBody
S1,148,0,61,0.85,0,83,0,0.63,0.63,slowRead
OTH,60,0,92,0,0,47,0,0,0,slowRead
S1,370,0,818,1,0,100,0,1,1,slowRead
OTH,60,0,619,0,0,89,0,0,0,slowHeaders
S1,296,0,24,1,0,25,0,1,1,slowBody
S1,296,0,300,0.09,0,100,0,0.26,0.26,slowBody
S1,148,0,67,0.82,0,89,0,0.62,0.62,slowHeaders
S1,296,0,320,1,0,100,0,1,1,slowBody
S1,296,0,506,1,0,100,0,1,1,slowRead
S1,370,0,243,1,0,100,0,1,1,slowBody
OTH,60,0,1032,0,0,51,0,0,0,slowHeaders
RSTO,916,1019,141,0,0.01,99,0,0,0,slowBody
OTH,110,0,68,0,0,50,0,0,0,slowBody
S1,148,0,121,0.99,0,100,0,1,1,slowRead
OTH,66,0,377,0,0,85,0,0,0,slowRead
S1,222,0,220,1,0,100,0,1,1,slowHeaders
S1,296,0,419,1,0,100,0,1,1,slowRead
S1,644,206,81,0.99,0.01,89,0.01,0.89,0.9,slowBody
S1,148,0,123,0.9,0,100,0,1,1,slowHeaders
S1,296,0,629,0.56,0,100,0,1,1,slowBody
OTH,60,0,670,0,0,50,0,0,0,slowHeaders
OTH,60,0,736,0,0,48,0,0,0,slowRead
OTH,112,0,122,0,0,50,0,0,0,slowRead
S1,296,0,42,1,0,100,0,1,1,slowBody
S1,148,0,182,0.99,0,100,0,1,1,slowRead
S1,370,0,753,0.63,0,100,0,0.66,0.66,slowRead
OTH,66,0,484,0,0,80,0,0,0,slowBody
RSTO,1098,1019,154,0.63,0,100,0,0.46,0.46,slowHeaders
S1,370,0,503,0.51,0,100,0,1,1,slowHeaders
S1,296,0,393,0.3,0,100,0,1,1,slowBody
S1,766,206,187,1,0,100,0,1,1,slowBody
S1,4562,74,840,1,0,100,0,1,1,slowRead
OTH,60,0,8,0,0,8,0,0,0,slowHeaders
OTH,60,0,650,0,0,52,0,0,0,slowBody
OTH,89,0,173,0,0,50,0,0,0,slowHeaders
S1,370,0,815,1,0,100,0,1,1,slowRead
S1,370,0,391,0.39,0,100,0,0.66,0.66,slowBody
S1,296,0,336,1,0,100,0,1,1,slowBody
OTH,98,0,171,0,0,50,0,0,0,slowHeaders
OTH,60,0,1066,0,0,52,0,0,0,slowRead
OTH,66,0,412,0,0,89,0,0,0,slowBody
OTH,75,0,26,0,0,61,0,0,0,slowRead
OTH,60,0,1017,0,0,56,0,0,0,slowRead
OTH,110,0,168,0,0,50,0,0,0,slowHeaders
S1,370,0,248,1,0,100,0,1,1,slowBody
OTH,430,0,1,0,0,1,0,0,0,slowBody
RSTO,1144,1886,1,0,0,4,0,0,0,slowRead
OTH,60,0,911,0,0,23,0,0,0,slowHeaders
OTH,66,0,574,0,0,79,0,0,0,slowBody
OTH,66,0,402,0,0,88,0,0,0,slowBody
OTH,104,0,121,0,0,50,0,0,0,slowHeaders
S1,296,0,531,1,0,100,0,1,1,slowBody
RSTO,1138,1024,717,0.63,0,100,0,0.85,0.85,slowBody
S1,296,0,735,0.63,0,100,0,1,1,slowBody
S1,296,0,741,0.63,0,100,0,1,1,slowBody
OTH,92,0,254,0,0,50,0,0,0,slowBody
OTH,60,0,970,0,0,46,0,0,0,slowHeaders
OTH,81,0,75,0,0,50,0,0,0,slowBody
OTH,60,0,678,0,0,49,0,0,0,slowBody
S1,296,0,471,1,0,100,0,1,1,slowHeaders
S1,148,0,51,1,0,100,0,1,1,slowBody
RSTO,1178,958,36,0,0,61,0,0,0,slowBody
OTH,408,0,4,0,0,60,0,0,0,slowRead
S1,148,0,344,0.99,0,100,0,1,1,slowRead
OTH,85,0,43,0,0,43,0,0,0,slowRead
S1,370,0,178,0.98,0,100,0,1,1,slowHeaders
S1,370,0,372,1,0,100,0,1,1,slowBody
OTH,108,0,139,0,0,50,0,0,0,slowBody
OTH,100,0,268,0,0,50,0,0,0,slowHeaders
S1,296,0,315,1,0,100,0,1,1,slowBody
S1,222,0,74,0.72,0,92,0,0.58,0.58,slowRead
S1,370,0,287,1,0,100,0,1,1,slowBody
OTH,60,0,979,0,0,58,0,0,0,slowHeaders
RSTO,1139,1754,512,0,0,100,0,0,0,slowRead
S1,148,0,116,1,0,100,0,1,1,slowBody
OTH,105,0,251,0,0,50,0,0,0,slowBody
OTH,126,0,294,0,0,50,0,0,0,slowHeaders
S1,296,0,84,1,0,85,0,1,1,slowRead
S1,370,0,773,0.63,0,100,0,1,1,slowHeaders
S1,74,0,498,1,0,99,0,1,1,slowHeaders
S1,222,0,842,1,0,100,0,1,1,slowBody
OTH,60,0,9,0,0,9,0,0,0,slowBody
RSTO,1179,958,176,0,0.01,100,0,0,0,slowBody
S1,370,0,580,1,0,100,0,1,1,slowRead
RSTO,1068,958,385,0.41,0,100,0,0.76,0.76,slowBody
OTH,60,0,684,0,0,46,0,0,0,slowHeaders
S1,370,0,268,0.16,0,100,0,0.43,0.43,slowHeaders
S1,400,140,21,1,0.05,92,0.01,0.97,0.98,slowHeaders
RSTO,901,887,36,0,0.03,71,0.01,0,0,slowRead
OTH,102,0,201,0,0,50,0,0,0,slowBody
S1,148,0,396,1,0,100,0,1,1,slowBody
S1,370,0,910,1,0,100,0,1,1,slowRead
OTH,120,0,150,0,0,50,0,0,0,slowRead
S1,370,0,669,0.63,0,100,0,1,1,slowRead
OTH,60,0,839,0,0,45,0,0,0,slowRead
S1,370,0,280,0.27,0,100,0,0.75,0.75,slowBody
S1,663,206,530,1,0,100,0,1,1,slowBody
S1,148,0,471,0.99,0,100,0,1,1,slowRead
S1,74,0,508,1,0,99,0,1,1,slowHeaders
OTH,106,0,33,0,0,41,0,0,0,slowRead
OTH,60,0,924,0,0,45,0,0,0,slowRead
OTH,91,0,159,0,0,50,0,0,0,slowRead
OTH,114,0,246,0,0,50,0,0,0,slowRead
S1,296,0,166,1,0,100,0,1,1,slowBody
RSTO,1034,1019,192,0,0,100,0,0,0,slowHeaders
OTH,60,0,611,0,0,34,0,0,0,slowHeaders
S1,370,0,232,0.98,0,100,0,0.99,0.99,slowHeaders
OTH,60,0,944,0,0,44,0,0,0,slowHeaders
S1,222,0,930,1,0,100,0,1,1,slowRead
RSTO,1144,1886,17,0,0,21,0,0,0,slowRead
OTH,100,0,6,0,0,53,0,0,0,slowBody
RSTO,1106,1024,94,0,0,98,0,0,0,slowBody
OTH,60,0,865,0,0,38,0,0,0,slowBody
S1,674,206,171,1,0,100,0,1,1,slowBody
OTH,106,0,254,0,0,50,0,0,0,slowBody
S1,370,0,56,0.96,0,100,0,0.88,0.88,slowBody
OTH,60,0,894,0,0,43,0,0,0,slowRead
S1,148,0,286,0.99,0,100,0,1,1,slowRead
OTH,60,0,456,0,0,80,0,0,0,slowBody
S1,370,0,720,0.61,0,100,0,1,1,slowHeaders
OTH,107,0,155,0,0,50,0,0,0,slowBody
RSTO,1139,1754,479,0,0,100,0,0,0,slowRead
OTH,60,0,1090,0,0,51,0,0,0,slowRead
S1,148,0,88,0.99,0,100,0,0.99,0.99,slowRead
S1,148,0,118,0.99,0,100,0,1,1,slowRead
OTH,60,0,323,0,0,69,0,0,0,slowBody
RSTO,1120,1024,383,0.41,0,100,0,0.78,0.78,slowBody
OTH,66,0,481,0,0,89,0,0,0,slowBody
S1,148,0,537,1,0,100,0,1,1,slowBody
S1,296,0,269,1,0,100,0,1,1,slowRead
OTH,60,0,910,0,0,37,0,0,0,slowBody
S2,1659,140,400,1,0,100,0,1,1,slowBody
OTH,60,0,629,0,0,78,0,0,0,slowHeaders
S1,296,0,381,1,0,100,0,1,1,slowBody
S1,665,140,41,0.93,0.02,93,0.01,0.96,0.97,slowHeaders
S1,665,140,541,1,0,94,0,0.99,0.99,slowBody
S1,296,0,80,1,0,100,0,1,1,slowBody
OTH,60,0,497,0,0,86,0,0,0,slowRead
S1,148,0,493,1,0,100,0,1,1,slowBody
RSTO,1074,1019,191,0,0,100,0,0,0,slowHeaders
S1,370,0,53,1,0,100,0,1,1,slowRead
OTH,60,0,696,0,0,48,0,0,0,slowBody
S1,222,0,946,1,0,100,0,1,1,slowRead
OTH,60,0,799,0,0,49,0,0,0,slowRead
S1,370,0,154,0.99,0,100,0,0.99,0.99,slowHeaders
S1,3404,74,532,1,0,100,0,1,1,slowBody
RSTO,868,953,32,0,0,66,0,0,0,slowHeaders
RSTO,4362,689,741,0.62,0,100,0,0.67,0.67,slowRead
OTH,98,0,207,0,0,50,0,0,0,slowHeaders
RSTO,1138,1024,103,0,0,100,0,0,0,slowBody
OTH,95,0,102,0,0,50,0,0,0,slowBody
S1,296,0,88,1,0,89,0,1,1,slowBody
OTH,109,0,270,0,0,50,0,0,0,slowBody
RSTO,928,887,46,0,0,71,0,0,0,slowHeaders
S1,370,0,672,0.63,0,100,0,1,1,slowRead
S1,296,0,570,1,0,100,0,1,1,slowBody
S1,296,0,496,1,0,100,0,1,1,slowBody
RSTO,938,887,179,0,0.01,100,0,0,0,slowRead
S1,370,0,237,0.15,0,100,0,0.35,0.35,slowRead
RSTO,1051,1019,154,0,0,100,0,0,0,slowHeaders
OTH,88,0,225,0,0,50,0,0,0,slowRead
OTH,94,0,14,0,0,58,0,0,0,slowBody
OTH,60,0,8,0,0,66,0,0,0,slowBody
OTH,116,0,259,0,0,50,0,0,0,slowHeaders
S1,296,0,49,1,0,100,0,1,1,slowRead
S1,222,0,876,1,0,100,0,1,1,slowBody
OTH,66,0,288,0,0,53,0,0,0,slowHeaders
OTH,90,0,17,0,0,25,0,0,0,slowHeaders
OTH,60,0,627,0,0,81,0,0,0,slowHeaders
OTH,60,0,726,0,0,56,0,0,0,slowRead
S1,296,0,598,1,0,100,0,1,1,slowRead
S1,296,0,563,1,0,100,0,1,1,slowRead
OTH,66,0,419,0,0,89,0,0,0,slowRead
S1,148,0,686,1,0,100,0,1,1,slowBody
OTH,60,0,794,0,0,52,0,0,0,slowRead
S1,296,0,30,1,0,31,0,1,1,slowRead
S1,296,0,163,1,0,100,0,1,1,slowRead
S1,370,0,261,0.7,0,100,0,0.87,0.87,slowHeaders
OTH,107,0,180,0,0,50,0,0,0,slowHeaders
S1,296,0,345,1,0,100,0,1,1,slowRead
S1,296,0,45,1,0,46,0,1,1,slowRead
RSTO,986,1019,132,0,0,100,0,0,0,slowHeaders
S1,370,0,687,0.59,0,100,0,1,1,slowHeaders
S1,370,0,47,0.94,0,100,0,0.46,0.46,slowHeaders
S1,370,0,298,1,0,100,0,1,1,slowBody
S1,296,0,389,1,0,100,0,1,1,slowBody
S1,370,0,636,0.01,0,100,0,0.05,0.05,slowRead
S1,148,0,471,1,0,100,0,1,1,slowBody
S2,1442,140,49,1,0,61,0,0.8,0.8,slowBody
OTH,60,0,633,0,0,68,0,0,0,slowBody
S1,836,1688,409,0.98,0,100,0,1,1,slowRead
OTH,66,0,312,0,0,63,0,0,0,slowHeaders
OTH,60,0,1003,0,0,44,0,0,0,slowHeaders
S1,370,0,316,0.35,0,100,0,0.98,0.98,slowHeaders
OTH,60,0,757,0,0,27,0,0,0,slowBody
OTH,66,0,599,0,0,94,0,0,0,slowHeaders
OTH,100,0,61,0,0,50,0,0,0,slowRead
S1,296,0,668,1,0,100,0,1,1,slowRead
OTH,60,0,7,0,0,62,0,0,0,slowHeaders
OTH,60,0,926,0,0,50,0,0,0,slowRead
S1,370,0,28,0.93,0,100,0,0.91,0.91,slowHeaders
OTH,105,0,89,0,0,50,0,0,0,slowRead
S1,296,0,479,1,0,100,0,1,1,slowBody
OTH,66,0,560,0,0,86,0,0,0,slowBody
S1,296,0,49,1,0,50,0,1,1,slowBody
S1,296,0,634,1,0,100,0,1,1,slowRead
OTH,60,0,809,0,0,44,0,0,0,slowBody
RSTO,995,953,53,0,0,54,0,0,0,slowHeaders
OTH,66,0,326,0,0,65,0,0,0,slowRead
S1,296,0,195,1,0,100,0,1,1,slowBody
S1,370,0,798,1,0,100,0,1,1,slowRead
S1,296,0,906,0.7,0,100,0,1,1,slowBody
OTH,60,0,937,0,0,31,0,0,0,slowRead
S1,296,0,688,1,0,100,0,1,1,slowBody
OTH,60,0,944,0,0,49,0,0,0,slowHeaders
OTH,60,0,622,0,0,77,0,0,0,slowHeaders
S1,370,0,369,0.36,0,100,0,0.68,0.68,slowHeaders
S1,370,0,445,0.38,0,100,0,0.3,0.3,slowHeaders
S1,296,0,336,1,0,100,0,1,1,slowRead
S1,296,0,347,1,0,100,0,1,1,slowRead
S1,370,0,112,0.96,0,100,0,0.97,0.97,slowHeaders
OTH,60,0,740,0,0,53,0,0,0,slowHeaders
OTH,60,0,850,0,0,21,0,0,0,slowRead
OTH,343,0,184,0,0,50,0,0,0,slowRead
S1,548,140,646,0.99,0,100,0,1,1,slowBody
OTH,60,0,906,0,0,45,0,0,0,slowHeaders
S1,148,0,16,0.25,0,67,0,0.06,0.06,slowHeaders
S1,296,0,519,1,0,100,0,1,1,slowRead
OTH,60,0,1004,0,0,50,0,0,0,slowHeaders
OTH,168,0,182,0,0,100,0,0,0,slowBody
S1,296,0,173,1,0,100,0,1,1,slowBody
S1,148,0,121,0.97,0.01,100,0,0.98,0.98,slowRead
OTH,60,0,50,0,0,54,0,0,0,slowRead
S1,370,0,633,0.61,0,100,0,0.99,0.99,slowHeaders
OTH,94,0,182,0,0,50,0,0,0,slowRead
OTH,91,0,204,0,0,50,0,0,0,slowRead
S1,1371,272,234,1,0,100,0,1,1,slowHeaders
OTH,60,0,1048,0,0,50,0,0,0,slowHeaders
OTH,66,0,348,0,0,84,0,0,0,slowHeaders
S1,296,0,363,1,0,100,0,1,1,slowBody
S1,4562,74,843,1,0,100,0,1,1,slowRead
OTH,66,0,334,0,0,73,0,0,0,slowBody
S1,148,0,106,1,0,100,0,1,1,slowBody
S1,657,206,160,0.99,0.01,100,0,1,1,slowBody
S1,968,1820,43,0.81,0.02,65,0.02,0.53,0.54,slowRead
S1,296,0,179,1,0,100,0,1,1,slowRead
OTH,54,0,8,0,0,27,0,0,0,slowBody
S1,370,0,157,0.99,0,100,0,1,1,slowHeaders
S1,370,0,298,0.23,0,100,0,0.69,0.69,slowHeaders
OTH,99,0,205,0,0,50,0,0,0,slowHeaders
OTH,60,0,685,0,0,58,0,0,0,slowBody
S1,370,0,610,0.53,0,100,0,0.97,0.97,slowHeaders
S1,2558,74,348,0.98,0,100,0,1,1,slowRead
S1,370,0,691,0.64,0,100,0,1,1,slowBody
OTH,109,0,104,0,0,50,0,0,0,slowRead
S1,706,206,126,1,0.01,99,0,1,1,slowRead
OTH,60,0,1030,0,0,49,0,0,0,slowHeaders
S1,771,206,53,1,0.02,79,0.01,0.66,0.67,slowHeaders
RSTO,1157,958,45,0,0,70,0,0,0,slowBody
S1,370,0,89,0.99,0,100,0,0.99,0.99,slowHeaders
S1,74,0,607,0.99,0,100,0,1,1,slowRead
OTH,106,0,102,0,0,50,0,0,0,slowBody
OTH,66,0,500,0,0,86,0,0,0,slowBody
S1,370,0,478,0.42,0,100,0,0.49,0.49,slowHeaders
OTH,113,0,127,0,0,50,0,0,0,slowRead
OTH,107,0,209,0,0,50,0,0,0,slowHeaders
OTH,102,0,146,0,0,50,0,0,0,slowBody
S1,370,0,468,1,0,100,0,1,1,slowRead
S1,370,0,616,0.54,0,100,0,0.97,0.97,slowHeaders
S1,715,206,65,1,0.02,83,0.01,0.77,0.78,slowRead
RSTO,868,953,30,0,0,64,0,0,0,slowHeaders
S1,370,0,467,0.48,0,100,0,0.71,0.71,slowHeaders
S1,370,0,40,1,0,100,0,0.4,0.4,slowHeaders
S1,296,0,326,1,0,100,0,1,1,slowRead
S1,665,140,163,0.99,0.01,100,0,1,1,slowHeaders
OTH,109,0,167,0,0,50,0,0,0,slowHeaders
S1,296,0,463,1,0,100,0,1,1,slowBody
OTH,60,0,815,0,0,21,0,0,0,slowBody
S1,74,0,645,0.99,0,100,0,1,1,slowRead
OTH,60,0,878,0,0,20,0,0,0,slowBody
S1,296,0,558,1,0,100,0,1,1,slowRead
S1,148,0,314,1,0,100,0,0.99,0.99,slowBody
OTH,60,0,1082,0,0,49,0,0,0,slowHeaders
S1,370,0,294,1,0,100,0,1,1,slowHeaders
S1,370,0,609,0.59,0,100,0,1,1,slowBody
S1,296,0,143,1,0,100,0,1,1,slowRead
OTH,60,0,582,0,0,74,0,0,0,slowRead
OTH,100,0,99,0,0,50,0,0,0,slowBody
RSTO,1145,1024,729,0.62,0,100,0,0.73,0.73,slowBody
RSTO,861,1019,138,0,0,100,0,0,0,slowHeaders
S1,370,0,781,0.19,0,100,0,1,1,slowRead
S1,370,0,562,0.5,0,100,0,0.91,0.91,slowHeaders
OTH,60,0,1096,0,0,49,0,0,0,slowBody
RSTO,925,1019,108,0,0.01,100,0,0,0,slowBody
S1,296,0,202,1,0,100,0,1,1,slowBody
S1,370,0,324,0.37,0,100,0,0.98,0.98,slowHeaders
S1,296,0,422,1,0,100,0,1,1,slowBody
S1,370,0,30,1,0,100,0,1,1,slowBody
S1,370,0,559,1,0,100,0,1,1,slowRead
OTH,60,0,732,0,0,45,0,0,0,slowBody
S1,296,0,750,1,0,100,0,1,1,slowBody
OTH,104,0,20,0,0,60,0,0,0,slowRead
S1,370,0,218,1,0,100,0,1,1,slowHeaders
OTH,60,0,945,0,0,45,0,0,0,slowHeaders
OTH,96,0,161,0,0,50,0,0,0,slowRead
OTH,108,0,227,0,0,50,0,0,0,slowBody
S1,722,206,150,1,0.01,99,0,1,1,slowRead
S1,222,0,946,1,0,100,0,1,1,slowBody
RSTO,1102,958,151,0,0,100,0,0,0,slowBody
OTH,147,0,658,0,0,91,0,0,0,slowRead
S1,74,0,460,0.99,0,98,0,0.97,0.97,slowRead
OTH,99,0,6,0,0,53,0,0,0,slowBody
S1,370,0,663,0.63,0,100,0,1,1,slowHeaders
S1,74,0,587,0.99,0,100,0,1,1,slowRead
S1,370,0,38,1,0,100,0,1,1,slowBody
OTH,79,0,5,0,0,37,0,0,0,slowBody
OTH,105,0,134,0,0,50,0,0,0,slowRead
OTH,66,0,618,0,0,89,0,0,0,slowRead
S1,222,0,878,1,0,100,0,1,1,slowBody
S1,296,0,449,1,0,100,0,1,1,slowRead
S1,370,0,338,1,0,100,0,1,1,slowBody
S1,370,0,701,0.59,0,100,0,1,1,slowHeaders
S1,296,0,528,1,0,100,0,1,1,slowBody
S1,296,0,372,1,0,100,0,1,1,slowBody
S1,296,0,761,1,0,100,0,1,1,slowBody
OTH,82,0,126,0,0,50,0,0,0,slowBody
S1,665,140,92,0.97,0.01,93,0.01,0.96,0.97,slowHeaders
S1,370,0,662,0.87,0,100,0,0.97,0.97,slowBody
OTH,60,0,621,0,0,44,0,0,0,slowHeaders
RSTO,1034,1820,154,0,0,100,0,0,0,slowRead
OTH,60,0,766,0,0,23,0,0,0,slowBody
S1,370,0,143,1,0,100,0,1,1,slowBody
OTH,99,0,43,0,0,46,0,0,0,slowRead
S2,5183,148,176,0.8,0,100,0,0.67,0.67,slowBody
OTH,127,0,276,0,0,50,0,0,0,slowBody
S2,4688,74,639,0.87,0,100,0,0.99,0.99,slowBody
OTH,105,0,192,0,0,52,0,0,0,slowRead
OTH,86,0,150,0,0,50,0,0,0,slowRead
OTH,87,0,27,0,0,39,0,0,0,slowBody
RSTO,1300,1820,271,0,0,100,0,0,0,slowRead
S1,370,0,303,1,0,99,0,1,1,slowHeaders
S1,74,0,168,0.99,0.01,100,0,1,1,slowBody
S1,370,0,261,0.7,0,100,0,0.87,0.87,slowHeaders
S1,148,0,72,1,0,100,0,1,1,slowBody
RSTO,1042,1019,82,0,0,93,0,0,0,slowHeaders
S2,1512,140,174,1,0,100,0,1,1,slowBody
S1,370,0,211,0.05,0,100,0,0.11,0.11,slowHeaders
OTH,94,0,117,0,0,50,0,0,0,slowRead
OTH,66,0,375,0,0,90,0,0,0,slowBody
S1,296,0,386,1,0,100,0,1,1,slowRead
S1,3404,74,185,1,0,100,0,1,1,slowBody
S1,548,140,589,0.99,0,100,0,1,1,slowBody
S1,74,0,114,0.98,0.01,100,0,1,1,slowBody
S1,370,0,739,0.61,0,100,0,0.68,0.68,slowBody
S1,370,0,687,1,0,100,0,1,1,slowRead
S1,370,0,318,0.35,0,100,0,0.98,0.98,slowHeaders
OTH,97,0,139,0,0,50,0,0,0,slowBody
OTH,72,0,113,0,0,50,0,0,0,slowHeaders
S1,370,0,444,0.44,0,100,0,0.55,0.55,slowBody
OTH,81,0,70,0,0,50,0,0,0,slowHeaders
OTH,141,0,208,0,0,100,0,0,0,slowBody
S1,296,0,700,1,0,100,0,1,1,slowBody
S1,370,0,720,0.16,0,100,0,1,1,slowRead
S1,296,0,535,1,0,100,0,1,1,slowRead
S1,222,0,580,1,0,100,0,1,1,slowBody
S1,370,0,554,1,0,100,0,1,1,slowHeaders
OTH,110,0,236,0,0,52,0,0,0,slowRead
S1,370,0,25,0.88,0,100,0,0.24,0.24,slowHeaders
S1,780,206,128,1,0.01,100,0,1,1,slowHeaders
S1,296,0,138,1,0,100,0,1,1,slowRead
OTH,66,0,309,0,0,58,0,0,0,slowRead
OTH,111,0,198,0,0,50,0,0,0,slowRead
OTH,110,0,103,0,0,50,0,0,0,slowHeaders
S1,296,0,558,1,0,100,0,1,1,slowRead
