% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
S1,296,0,387,1,0,100,0,1,1,slowBody
RSTO,1136,12376,18,0,0,24,0,0,0,slowBody
S1,370,0,263,0.23,0,100,0,0.61,0.61,slowHeaders
S1,296,0,653,1,0,100,0,1,1,slowRead
OTH,122,0,49,0,0,52,0,0,0,slowHeaders
OTH,60,0,795,0,0,36,0,0,0,slowBody
RSTO,956,887,29,0,0.03,64,0.02,0,0,slowRead
S1,296,0,173,1,0,100,0,1,1,slowBody
OTH,60,0,637,0,0,60,0,0,0,slowHeaders
S1,548,140,515,1,0,100,0,1,1,slowBody
S1,370,0,269,0.99,0,100,0,0.99,0.99,slowHeaders
S1,296,0,225,1,0,100,0,1,1,slowRead
OTH,408,0,6,0,0,12,0,0,0,slowHeaders
S1,902,1754,147,0.95,0.01,100,0,1,1,slowRead
S1,148,0,96,1,0.01,98,0.01,0.97,0.98,slowBody
OTH,66,0,348,0,0,80,0,0,0,slowBody
OTH,94,0,18,0,0,53,0,0,0,slowBody
OTH,60,0,1126,0,0,51,0,0,0,slowRead
OTH,88,0,11,0,0,58,0,0,0,slowBody
S1,296,0,413,0.34,0,100,0,1,1,slowBody
S1,370,0,544,0.48,0,100,0,0.72,0.72,slowHeaders
OTH,100,0,37,0,0,53,0,0,0,slowBody
S1,902,1754,152,0.95,0.01,100,0,1,1,slowRead
S1,296,0,595,1,0,100,0,1,1,slowRead
RSTO,905,953,80,0,0,92,0,0,0,slowHeaders
RSTO,939,887,157,0,0.01,100,0,0,0,slowRead
S1,370,0,211,0.64,0,100,0,0.38,0.38,slowHeaders
OTH,66,0,309,0,0,63,0,0,0,slowBody
RSTO,936,887,381,0.4,0,100,0,0.72,0.72,slowRead
S1,548,140,620,0.99,0,100,0,1,1,slowBody
S1,296,0,639,1,0,100,0,1,1,slowBody
RSTO,1136,1024,60,0,0.02,83,0.01,0,0,slowBody
OTH,60,0,889,0,0,23,0,0,0,slowBody
OTH,60,0,951,0,0,33,0,0,0,slowRead
OTH,97,0,43,0,0,43,0,0,0,slowHeaders
OTH,110,0,586,0,0,74,0,0,0,slowRead
OTH,108,0,99,0,0,50,0,0,0,slowRead
S1,628,206,31,0.97,0.03,68,0.01,0.43,0.44,slowBody
OTH,83,0,119,0,0,50,0,0,0,slowHeaders
RSTO,1057,1019,59,0,0,60,0,0,0,slowHeaders
RSTO,1144,1886,38,0,0,42,0,0,0,slowRead
S1,370,0,277,0.27,0,100,0,0.75,0.75,slowRead
OTH,73,0,65,0,0,50,0,0,0,slowBody
OTH,106,0,143,0,0,50,0,0,0,slowHeaders
S1,148,0,465,1,0,100,0,1,1,slowBody
S1,296,0,647,1,0,100,0,1,1,slowBody
S1,296,0,501,0.98,0,100,0,1,1,slowRead
OTH,113,0,231,0,0,50,0,0,0,slowBody
OTH,481,0,7,0,0,7,0,0,0,slowBody
S1,3889,74,213,1,0,100,0,1,1,slowBody
OTH,66,0,631,0,0,86,0,0,0,slowBody
RSTO,4868,760,14,0,0,59,0,0,0,slowRead
S1,370,0,272,0.25,0,100,0,0.67,0.67,slowBody
OTH,60,0,663,0,0,72,0,0,0,slowBody
OTH,194,0,636,0,0,89,0,0,0,slowRead
OTH,106,0,244,0,0,50,0,0,0,slowRead
S1,370,0,401,0.43,0,100,0,1,1,slowHeaders
OTH,66,0,433,0,0,100,0,0,0,slowHeaders
OTH,60,0,724,0,0,46,0,0,0,slowBody
S1,625,272,97,1,0.01,96,0.01,0.99,1,slowHeaders
RSTO,1001,953,55,0,0,56,0,0,0,slowHeaders
S1,618,272,145,1,0.01,99,0,1,1,slowHeaders
S1,296,0,437,1,0,100,0,1,1,slowRead
S1,370,0,973,0.71,0,100,0,1,1,slowRead
S1,665,140,131,0.99,0,100,0,1,1,slowBody
RSTO,909,1820,433,0,0,100,0,0,0,slowRead
OTH,106,0,141,0,0,50,0,0,0,slowRead
S1,370,0,76,0.95,0,100,0,0.96,0.96,slowHeaders
S1,74,0,312,0.99,0,100,0,0.98,0.98,slowBody
OTH,94,0,51,0,0,50,0,0,0,slowRead
S1,370,0,788,0.64,0,100,0,1,1,slowHeaders
RSTO,1112,958,169,0,0,100,0,0,0,slowBody
S1,296,0,18,1,0,100,0,1,1,slowBody
S1,400,140,11,1,0.08,92,0.01,0.97,0.98,slowHeaders
OTH,108,0,117,0,0,50,0,0,0,slowHeaders
S1,296,0,335,1,0,100,0,1,1,slowBody
S1,74,0,137,0.98,0,100,0,1,1,slowHeaders
OTH,66,0,345,0,0,78,0,0,0,slowBody
OTH,60,0,759,0,0,47,0,0,0,slowHeaders
S1,968,338,40,1,0.02,55,0.02,0.71,0.73,slowRead
OTH,60,0,1030,0,0,52,0,0,0,slowBody
S1,621,140,589,0.99,0,99,0,1,1,slowRead
S1,296,0,358,1,0,100,0,1,1,slowRead
S1,942,338,56,1,0.02,71,0.01,0.78,0.79,slowRead
S1,370,0,224,1,0,100,0,1,1,slowHeaders
S1,370,0,312,0.34,0,100,0,0.98,0.98,slowBody
S1,74,0,768,1,0,100,0,1,1,slowBody
S1,665,140,460,1,0,97,0,1,1,slowBody
OTH,72,0,78,0,0,50,0,0,0,slowHeaders
S1,635,272,169,1,0.01,99,0,1,1,slowHeaders
OTH,86,0,263,0,0,50,0,0,0,slowRead
S1,296,0,76,1,0,77,0,1,1,slowRead
S1,148,0,351,1,0,100,0,1,1,slowBody
OTH,60,0,6,0,0,63,0,0,0,slowHeaders
OTH,66,0,445,0,0,80,0,0,0,slowBody
OTH,66,0,508,0,0,69,0,0,0,slowBody
S1,370,0,336,0.98,0,100,0,0.97,0.97,slowHeaders
S1,296,0,112,1,0,100,0,1,1,slowBody
S1,296,0,425,1,0,100,0,1,1,slowHeaders
OTH,60,0,903,0,0,38,0,0,0,slowBody
OTH,66,0,428,0,0,89,0,0,0,slowRead
RSTO,2321,1424,606,0,0,100,0,0,0,slowRead
S1,370,0,608,0.53,0,100,0,0.97,0.97,slowHeaders
S1,222,0,447,1,0,100,0,1,1,slowHeaders
OTH,125,0,103,0,0,50,0,0,0,slowRead
S1,222,0,642,1,0,100,0,1,1,slowHeaders
OTH,100,0,8,0,0,22,0,0,0,slowBody
S1,74,0,341,1,0,100,0,1,1,slowHeaders
S1,665,140,515,1,0,94,0,0.99,0.99,slowBody
OTH,102,0,243,0,0,50,0,0,0,slowHeaders
S1,222,0,489,1,0,100,0,1,1,slowBody
S1,296,0,312,1,0,100,0,1,1,slowBody
OTH,115,0,121,0,0,50,0,0,0,slowRead
S1,296,0,554,1,0,100,0,1,1,slowRead
S1,296,0,127,1,0,100,0,1,1,slowBody
S1,370,0,73,1,0,100,0,1,1,slowRead
RSTO,1078,1820,218,0,0,100,0,0,0,slowRead
S1,370,0,111,0.98,0,100,0,0.98,0.98,slowHeaders
RSTO,1213,1024,360,0.42,0,100,0,0.98,0.98,slowBody
OTH,60,0,807,0,0,45,0,0,0,slowRead
OTH,66,0,580,0,0,73,0,0,0,slowRead
S1,370,0,37,0.95,0,100,0,0.69,0.69,slowBody
S1,148,0,228,1,0,100,0,1,1,slowBody
OTH,66,0,430,0,0,80,0,0,0,slowBody
S1,296,0,62,1,0,63,0,1,1,slowRead
OTH,96,0,224,0,0,50,0,0,0,slowHeaders
S1,296,0,367,1,0,100,0,1,1,slowBody
S1,665,140,171,0.99,0.01,100,0,1,1,slowHeaders
S1,296,0,181,1,0,100,0,1,1,slowBody
OTH,60,0,856,0,0,27,0,0,0,slowRead
RSTO,910,1019,282,0.96,0,99,0,0.91,0.91,slowBody
S1,370,0,204,0.98,0,100,0,0.98,0.98,slowHeaders
RSTO,1042,1019,109,0.88,0,100,0,0.88,0.88,slowHeaders
OTH,109,0,252,0,0,50,0,0,0,slowRead
OTH,106,0,79,0,0,50,0,0,0,slowHeaders
S1,296,0,641,1,0,100,0,1,1,slowRead
S1,370,0,388,0.38,0,100,0,0.66,0.66,slowHeaders
RSTO,1100,1886,92,0,0,98,0,0,0,slowRead
S1,222,0,989,1,0,100,0,1,1,slowRead
OTH,66,0,355,0,0,83,0,0,0,slowBody
S1,296,0,196,1,0,100,0,1,1,slowRead
S1,296,0,632,1,0,100,0,1,1,slowBody
OTH,66,0,518,0,0,70,0,0,0,slowBody
OTH,88,0,142,0,0,50,0,0,0,slowRead
OTH,262,0,1,0,0,1,0,0,0,slowBody
RSTO,995,953,13,0,0,14,0,0,0,slowHeaders
OTH,88,0,23,0,0,56,0,0,0,slowHeaders
OTH,86,0,63,0,0,50,0,0,0,slowHeaders
RSTO,1078,1820,228,0,0,100,0,0,0,slowRead
S1,296,0,108,1,0,100,0,1,1,slowRead
OTH,60,0,809,0,0,47,0,0,0,slowHeaders
S1,296,0,643,1,0,100,0,1,1,slowRead
OTH,60,0,424,0,0,80,0,0,0,slowBody
S1,370,0,626,0.61,0,100,0,0.99,0.99,slowHeaders
S1,370,0,308,1,0,100,0,1,1,slowRead
S1,222,0,813,1,0,100,0,1,1,slowBody
OTH,60,0,787,0,0,35,0,0,0,slowBody
OTH,66,0,542,0,0,80,0,0,0,slowRead
OTH,66,0,316,0,0,66,0,0,0,slowHeaders
OTH,60,0,1003,0,0,50,0,0,0,slowHeaders
RSTO,1084,958,30,0,0,72,0.01,0,0,slowHeaders
OTH,60,0,920,0,0,20,0,0,0,slowHeaders
OTH,96,0,133,0,0,50,0,0,0,slowRead
OTH,105,0,7,0,0,39,0,0,0,slowBody
OTH,76,0,9,0,0,17,0,0,0,slowHeaders
S1,370,0,597,0.58,0,100,0,1,1,slowBody
S1,296,0,678,1,0,100,0,1,1,slowRead
S1,296,0,310,1,0,100,0,1,1,slowBody
OTH,85,0,135,0,0,50,0,0,0,slowHeaders
S1,370,0,318,0.88,0,100,0,0.98,0.98,slowHeaders
RSTO,1180,12376,0,0,0,0,0,0,0,slowRead
OTH,66,0,468,0,0,89,0,0,0,slowBody
OTH,66,0,529,0,0,86,0,0,0,slowBody
RSTO,954,887,57,0,0.02,80,0.01,0,0,slowRead
S1,296,0,571,1,0,100,0,1,1,slowBody
OTH,60,0,760,0,0,35,0,0,0,slowBody
OTH,103,0,89,0,0,50,0,0,0,slowRead
OTH,408,0,4,0,0,54,0,0,0,slowHeaders
S1,370,0,539,0.85,0,100,0,0.56,0.56,slowBody
S1,222,0,685,1,0,100,0,1,1,slowRead
S1,665,140,162,0.99,0.01,100,0,1,1,slowHeaders
S1,370,0,647,1,0,100,0,1,1,slowRead
S2,3745,74,576,0.57,0,100,0,0.99,0.99,slowRead
S1,296,0,526,1,0,100,0,1,1,slowBody
OTH,60,0,699,0,0,79,0,0,0,slowRead
S1,74,0,151,0.98,0,100,0,1,1,slowHeaders
OTH,66,0,361,0,0,81,0,0,0,slowRead
OTH,97,0,250,0,0,50,0,0,0,slowRead
S1,370,0,282,0.27,0,100,0,0.77,0.77,slowHeaders
OTH,66,0,397,0,0,100,0,0,0,slowHeaders
OTH,117,0,56,0,0,56,0,0,0,slowRead
OTH,108,0,235,0,0,50,0,0,0,slowBody
S1,646,206,94,0.99,0.01,94,0,0.99,0.99,slowBody
S1,296,0,110,1,0,100,0,1,1,slowBody
OTH,95,0,184,0,0,50,0,0,0,slowHeaders
S1,370,0,473,0.48,0,100,0,0.77,0.77,slowHeaders
OTH,66,0,420,0,0,88,0,0,0,slowBody
S1,296,0,58,1,0,100,0,1,1,slowBody
RSTO,1132,1024,374,0.41,0,100,0,0.84,0.84,slowBody
OTH,114,0,35,0,0,38,0,0,0,slowRead
S1,296,0,170,1,0,100,0,1,1,slowRead
S1,706,206,32,1,0.03,69,0.01,0.46,0.46,slowRead
S1,296,0,143,1,0,100,0,1,1,slowRead
S1,74,0,518,0.99,0,100,0,1,1,slowRead
OTH,109,0,266,0,0,50,0,0,0,slowHeaders
S1,296,0,316,1,0,100,0,1,1,slowRead
RSTO,920,887,153,0,0,100,0,0,0,slowHeaders
OTH,108,0,198,0,0,50,0,0,0,slowRead
S1,968,1820,74,0.89,0.01,83,0.01,0.79,0.8,slowRead
S1,973,206,669,1,0,100,0,1,1,slowBody
S1,400,140,680,1,0,99,0,1,1,slowHeaders
S1,148,0,223,1,0,100,0,1,1,slowBody
S1,370,0,291,1,0,100,0,1,1,slowBody
OTH,95,0,198,0,0,50,0,0,0,slowBody
OTH,66,0,399,0,0,88,0,0,0,slowBody
RSTO,981,953,42,0,0,43,0,0,0,slowHeaders
OTH,105,0,271,0,0,50,0,0,0,slowRead
S1,74,0,510,1,0,99,0,1,1,slowHeaders
RSTO,1127,1024,730,0.62,0,100,0,0.71,0.71,slowBody
RSTO,914,887,35,0,0,60,0,0,0,slowHeaders
S1,296,0,952,0.71,0,100,0,1,1,slowBody
OTH,114,0,180,0,0,50,0,0,0,slowHeaders
S1,370,0,453,0.45,0,100,0,0.55,0.55,slowBody
RSTO,988,953,161,0,0,100,0,0,0,slowHeaders
OTH,60,0,949,0,0,47,0,0,0,slowBody
S1,296,0,559,1,0,100,0,1,1,slowRead
S1,370,0,892,1,0,100,0,1,1,slowRead
OTH,111,0,108,0,0,50,0,0,0,slowRead
RSTO,1097,1024,721,0.62,0,100,0,0.8,0.8,slowBody
S1,296,0,436,1,0,100,0,1,1,slowRead
OTH,66,0,307,0,0,64,0,0,0,slowHeaders
OTH,60,0,897,0,0,45,0,0,0,slowHeaders
RSTO,1101,892,154,0,0,100,0,0,0,slowBody
S1,1094,140,265,0.97,0,100,0,1,1,slowRead
RSTO,1264,1754,486,0,0,100,0,0,0,slowRead
OTH,66,0,385,0,0,85,0,0,0,slowHeaders
S1,222,0,454,1,0,100,0,1,1,slowBody
S1,222,0,880,1,0,100,0,1,1,slowBody
S1,400,140,362,1,0,100,0,1,1,slowHeaders
S1,370,0,249,0.17,0,100,0,0.43,0.43,slowHeaders
S1,370,0,252,0.2,0,100,0,0.5,0.5,slowRead
S1,370,0,311,1,0,100,0,1,1,slowHeaders
S1,370,0,544,0.48,0,100,0,0.84,0.84,slowHeaders
OTH,95,0,154,0,0,50,0,0,0,slowHeaders
OTH,85,0,261,0,0,50,0,0,0,slowBody
S1,370,0,43,0.91,0,100,0,0.89,0.89,slowHeaders
OTH,408,0,4,0,0,53,0,0,0,slowRead
OTH,120,0,195,0,0,50,0,0,0,slowHeaders
OTH,66,0,444,0,0,80,0,0,0,slowHeaders
S1,296,0,507,0.46,0,100,0,1,1,slowBody
S1,400,140,29,1,0.03,92,0.01,0.97,0.98,slowHeaders
S1,370,0,275,0.25,0,100,0,0.69,0.69,slowHeaders
RSTO,1110,1024,63,0,0,85,0,0,0,slowBody
OTH,81,0,10,0,0,56,0,0,0,slowHeaders
OTH,66,0,423,0,0,80,0,0,0,slowBody
S1,296,0,231,1,0,100,0,1,1,slowRead
RSTO,946,953,191,0,0,100,0,0,0,slowHeaders
S1,296,0,55,1,0,100,0,1,1,slowRead
OTH,60,0,962,0,0,28,0,0,0,slowRead
S1,296,0,687,1,0,100,0,1,1,slowRead
S1,222,0,878,1,0,100,0,1,1,slowRead
S1,222,0,732,1,0,100,0,1,1,slowBody
S1,296,0,2,1,0,100,0,1,1,slowRead
S1,148,0,324,1,0,100,0,0.99,0.99,slowBody
S1,618,272,687,1,0,99,0,1,1,slowHeaders
S1,296,0,215,1,0,100,0,1,1,slowRead
S1,148,0,192,0.99,0,100,0,1,1,slowRead
S1,296,0,493,1,0,100,0,1,1,slowRead
S1,74,0,23,0.87,0,75,0,0.27,0.27,slowHeaders
RSTO,1124,1024,60,0,0,84,0,0,0,slowBody
S1,148,0,381,1,0,100,0,1,1,slowBody
S1,222,0,774,1,0,100,0,1,1,slowRead
S1,2558,74,374,0.98,0,100,0,1,1,slowRead
S1,296,0,70,1,0,100,0,1,1,slowRead
OTH,104,0,141,0,0,50,0,0,0,slowRead
OTH,60,0,1024,0,0,44,0,0,0,slowHeaders
OTH,98,0,18,0,0,53,0,0,0,slowHeaders
OTH,94,0,152,0,0,50,0,0,0,slowRead
OTH,60,0,840,0,0,34,0,0,0,slowBody
S2,1340,140,214,1,0,100,0,1,1,slowBody
S1,370,0,737,0.61,0,100,0,1,1,slowHeaders
S1,296,0,626,1,0,100,0,1,1,slowBody
OTH,60,0,777,0,0,49,0,0,0,slowHeaders
OTH,60,0,786,0,0,49,0,0,0,slowHeaders
OTH,60,0,997,0,0,51,0,0,0,slowRead
S1,370,0,344,0.33,0,100,0,1,1,slowHeaders
S1,296,0,207,1,0,100,0,1,1,slowRead
RSTO,921,1019,426,0.42,0,100,0,0.82,0.82,slowHeaders
OTH,94,0,121,0,0,50,0,0,0,slowRead
S1,296,0,584,1,0,100,0,1,1,slowRead
S1,296,0,444,1,0,100,0,1,1,slowRead
OTH,101,0,41,0,0,45,0,0,0,slowBody
S1,296,0,769,1,0,100,0,1,1,slowBody
OTH,125,0,259,0,0,50,0,0,0,slowRead
S1,222,0,881,1,0,100,0,1,1,slowRead
S1,296,0,640,1,0,100,0,1,1,slowRead
S1,296,0,126,1,0,100,0,1,1,slowBody
S1,222,0,838,1,0,100,0,1,1,slowRead
S1,296,0,150,1,0,100,0,1,1,slowRead
RSTO,931,1019,221,0,0,100,0,0,0,slowHeaders
OTH,95,0,120,0,0,50,0,0,0,slowBody
OTH,66,0,468,0,0,81,0,0,0,slowHeaders
S1,148,0,156,0.92,0,100,0,1,1,slowHeaders
OTH,74,0,57,0,0,55,0,0,0,slowRead
S1,296,0,243,1,0,100,0,1,1,slowRead
RSTO,1108,958,50,0,0,80,0,0,0,slowBody
S1,370,0,307,0.27,0,100,0,0.82,0.82,slowHeaders
S1,764,206,180,1,0,100,0,1,1,slowBody
OTH,95,0,37,0,0,53,0,0,0,slowHeaders
S1,148,0,246,0.99,0,98,0.01,0.97,0.98,slowRead
OTH,60,0,1126,0,0,50,0,0,0,slowRead
OTH,66,0,9,0,0,62,0,0,0,slowHeaders
S1,296,0,154,1,0,100,0,1,1,slowRead
OTH,60,0,1111,0,0,61,0,0,0,slowBody
S1,296,0,500,1,0,100,0,1,1,slowRead
OTH,60,0,868,0,0,48,0,0,0,slowBody
S1,370,0,239,0.7,0,100,0,0.3,0.3,slowBody
S1,296,0,780,1,0,100,0,1,1,slowBody
S1,296,0,608,1,0,100,0,1,1,slowRead
S1,222,0,48,0.6,0,78,0,0.37,0.37,slowRead
OTH,112,0,221,0,0,50,0,0,0,slowRead
OTH,66,0,403,0,0,89,0,0,0,slowBody
S1,296,0,33,1,0,34,0,1,1,slowRead
OTH,81,0,214,0,0,50,0,0,0,slowHeaders
S1,296,0,526,1,0,99,0,1,1,slowHeaders
OTH,60,0,861,0,0,42,0,0,0,slowBody
S1,148,0,322,1,0,100,0,1,1,slowBody
S1,296,0,449,0.98,0,100,0,1,1,slowRead
OTH,112,0,178,0,0,50,0,0,0,slowHeaders
S1,370,0,210,0.63,0,100,0,0.37,0.37,slowHeaders
OTH,60,0,509,0,0,83,0,0,0,slowRead
OTH,107,0,70,0,0,50,0,0,0,slowHeaders
S2,1463,140,43,1,0,55,0,0.78,0.78,slowBody
RSTO,975,1886,6,0,0,10,0,0,0,slowRead
S1,222,0,976,1,0,100,0,1,1,slowRead
RSTO,975,1886,7,0,0,11,0,0,0,slowRead
OTH,60,0,1110,0,0,49,0,0,0,slowRead
OTH,101,0,16,0,0,58,0,0,0,slowBody
S1,148,0,0,0,1,63,0.02,0,0,slowBody
OTH,109,0,55,0,0,50,0,0,0,slowRead
RSTO,1100,1886,98,0,0,100,0,0,0,slowRead
S1,370,0,197,0.81,0,100,0,0.65,0.65,slowBody
OTH,89,0,88,0,0,50,0,0,0,slowHeaders
OTH,80,0,239,0,0,50,0,0,0,slowBody
OTH,131,0,119,0,0,50,0,0,0,slowBody
OTH,60,0,801,0,0,27,0,0,0,slowBody
S1,370,0,238,1,0,100,0,1,1,slowRead
S1,370,0,842,0.24,0,100,0,0.95,0.95,slowRead
S1,222,0,549,1,0,100,0,1,1,slowBody
S1,296,0,471,1,0,100,0,1,1,slowBody
OTH,60,0,1020,0,0,51,0,0,0,slowBody
OTH,60,0,799,0,0,47,0,0,0,slowHeaders
OTH,66,0,458,0,0,89,0,0,0,slowRead
S1,370,0,95,1,0,100,0,1,1,slowRead
OTH,85,0,24,0,0,32,0,0,0,slowHeaders
S1,902,1754,194,0.96,0.01,100,0,1,1,slowRead
S1,370,0,422,0.41,0,100,0,0.55,0.55,slowBody
S1,74,0,25,0.92,0.04,97,0.01,0.97,0.98,slowHeaders
S1,370,0,424,0.42,0,100,0,0.57,0.57,slowRead
S1,296,0,688,1,0,100,0,1,1,slowBody
S1,296,0,683,1,0,100,0,1,1,slowBody
OTH,66,0,408,0,0,88,0,0,0,slowBody
OTH,88,0,58,0,0,50,0,0,0,slowBody
RSTO,5129,628,550,0.97,0,100,0,0.9,0.9,slowRead
OTH,117,0,124,0,0,50,0,0,0,slowHeaders
OTH,66,0,391,0,0,89,0,0,0,slowRead
S1,651,206,115,0.99,0.01,100,0,1,1,slowBody
S1,370,0,133,0.99,0,100,0,1,1,slowHeaders
OTH,122,0,29,0,0,37,0,0,0,slowRead
OTH,119,0,632,0,0,77,0,0,0,slowRead
S1,370,0,483,0.48,0,100,0,0.8,0.8,slowBody
OTH,60,0,703,0,0,51,0,0,0,slowHeaders
OTH,60,0,20,0,0,61,0,0,0,slowRead
RSTO,1300,1820,360,0,0,100,0,0,0,slowRead
S1,665,140,207,1,0,100,0,1,1,slowHeaders
OTH,94,0,140,0,0,50,0,0,0,slowRead
S1,723,206,195,1,0.01,99,0,1,1,slowRead
S1,370,0,334,0.88,0,99,0,0.6,0.6,slowBody
RSTO,1188,1024,409,0.38,0,100,0,0.53,0.53,slowHeaders
S1,296,0,321,1,0,100,0,1,1,slowRead
RSTO,1062,1019,191,0,0,100,0,0,0,slowHeaders
S1,370,0,33,0.94,0,100,0,0.65,0.65,slowBody
S1,370,0,214,1,0,100,0,1,1,slowHeaders
S1,370,0,407,1,0,100,0,1,1,slowHeaders
S1,370,0,807,1,0,100,0,1,1,slowRead
S1,296,0,647,0.58,0,100,0,1,1,slowBody
OTH,60,0,664,0,0,73,0,0,0,slowRead
OTH,100,0,99,0,0,50,0,0,0,slowBody
OTH,60,0,653,0,0,74,0,0,0,slowBody
S1,370,0,272,0.16,0,100,0,0.43,0.43,slowHeaders
OTH,66,0,287,0,0,53,0,0,0,slowBody
S1,296,0,927,0.7,0,100,0,1,1,slowBody
S2,1926,74,752,1,0,93,0,1,1,slowHeaders
S1,665,140,139,0.99,0.01,100,0,1,1,slowHeaders
S1,744,206,77,1,0.01,90,0.01,0.85,0.86,slowHeaders
S1,296,0,605,1,0,100,0,1,1,slowRead
RSTO,872,953,189,0,0.01,99,0,0,0,slowBody
OTH,102,0,132,0,0,50,0,0,0,slowRead
S1,296,0,141,1,0,100,0,1,1,slowBody
OTH,101,0,132,0,0,50,0,0,0,slowRead
S1,222,0,571,1,0,100,0,1,1,slowBody
S1,370,0,661,1,0,100,0,1,1,slowHeaders
S1,148,0,141,0.99,0,100,0,1,1,slowRead
RSTO,840,1019,147,0,0,100,0,0,0,slowHeaders
S1,370,0,564,1,0,100,0,1,1,slowHeaders
OTH,60,0,953,0,0,41,0,0,0,slowHeaders
S1,370,0,255,1,0,99,0,1,1,slowHeaders
OTH,66,0,299,0,0,60,0,0,0,slowHeaders
OTH,60,0,881,0,0,48,0,0,0,slowBody
S1,370,0,257,0.98,0,100,0,0.99,0.99,slowHeaders
OTH,60,0,771,0,0,49,0,0,0,slowHeaders
OTH,112,0,18,0,0,26,0,0,0,slowHeaders
RSTO,944,1019,434,0.41,0,100,0,0.74,0.74,slowHeaders
OTH,66,0,525,0,0,100,0,0,0,slowHeaders
S1,370,0,555,0.55,0,100,0,0.97,0.97,slowBody
S1,370,0,489,0.5,0,100,0,0.92,0.92,slowHeaders
RSTO,970,1019,242,0.87,0,100,0,0.7,0.7,slowHeaders
S1,962,338,146,1,0.01,100,0,1,1,slowRead
S1,296,0,405,1,0,100,0,1,1,slowBody
S1,370,0,462,0.46,0,100,0,0.59,0.59,slowBody
OTH,60,0,988,0,0,47,0,0,0,slowBody
S1,296,0,503,0.46,0,100,0,1,1,slowBody
OTH,173,0,120,0,0,100,0,0,0,slowBody
OTH,79,0,121,0,0,50,0,0,0,slowHeaders
S1,370,0,230,0.01,0,100,0,0.03,0.03,slowHeaders
OTH,102,0,114,0,0,50,0,0,0,slowHeaders
OTH,66,0,363,0,0,92,0,0,0,slowHeaders
OTH,109,0,258,0,0,50,0,0,0,slowRead
RSTO,942,887,151,0,0,100,0,0,0,slowHeaders
RSTO,1061,1019,113,0,0,100,0,0,0,slowHeaders
S1,370,0,637,0.6,0,100,0,1,1,slowBody
OTH,60,0,892,0,0,44,0,0,0,slowRead
S1,296,0,114,1,0,100,0,1,1,slowBody
OTH,60,0,710,0,0,45,0,0,0,slowBody
RSTO,1144,1886,56,0,0,60,0,0,0,slowRead
S1,296,0,158,1,0,100,0,1,1,slowBody
RSTO,3208,1424,577,0,0,100,0,0,0,slowRead
S1,74,0,386,0.99,0,99,0,0.98,0.98,slowRead
OTH,66,0,290,0,0,54,0,0,0,slowBody
S1,370,0,537,0.54,0,100,0,1,1,slowHeaders
OTH,126,0,675,0,0,91,0,0,0,slowRead
S1,370,0,313,0.88,0,100,0,0.64,0.64,slowHeaders
OTH,66,0,461,0,0,79,0,0,0,slowHeaders
OTH,60,0,795,0,0,34,0,0,0,slowRead
OTH,108,0,64,0,0,50,0,0,0,slowRead
OTH,66,0,385,0,0,89,0,0,0,slowBody
S1,370,0,316,0.36,0,100,0,0.98,0.98,slowHeaders
S1,296,0,252,1,0,100,0,1,1,slowRead
S1,370,0,431,0.42,0,100,0,0.55,0.55,slowBody
S1,768,206,713,1,0,100,0,1,1,slowHeaders
OTH,103,0,134,0,0,50,0,0,0,slowBody
S1,296,0,78,1,0,79,0,1,1,slowRead
OTH,103,0,159,0,0,50,0,0,0,slowRead
S1,370,0,939,0.7,0,100,0,0.99,0.99,slowRead
OTH,66,0,357,0,0,78,0,0,0,slowRead
OTH,60,0,30,0,0,53,0,0,0,slowRead
S1,370,0,70,0.97,0,100,0,0.98,0.98,slowBody
RSTO,975,1886,107,0,0,100,0,0,0,slowRead
RSTO,3504,1424,604,0,0,100,0,0,0,slowRead
S1,148,0,244,0.98,0,100,0,1,1,slowRead
S1,370,0,90,1,0,100,0,1,1,slowRead
S1,222,0,452,1,0,100,0,1,1,slowHeaders
S1,74,0,579,0.99,0,100,0,1,1,slowRead
S1,4340,74,199,1,0.01,100,0,1,1,slowHeaders
S1,296,0,744,1,0,100,0,1,1,slowBody
S1,370,0,654,0.57,0,100,0,0.97,0.97,slowHeaders
OTH,103,0,96,0,0,50,0,0,0,slowHeaders
S1,370,0,531,1,0,100,0,1,1,slowRead
OTH,60,0,1016,0,0,46,0,0,0,slowRead
OTH,60,0,1017,0,0,54,0,0,0,slowBody
RSTO,3768,12244,213,0.84,0,100,0,0.65,0.65,slowBody
