% isAttack normal:	2000
% isAttack highrate:	1000
% isAttack lowrate:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,9,18-19,21,24,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
SF,946,2989,65,1,0,0,normal
OTH,66,3266,48,1,0.02,0,normal
SF,946,3238,98,1,0,0,normal
SF,880,5662,72,1,0,0,normal
SF,946,2531,100,1,0,0,normal
SF,946,3901,100,1,0,0,normal
OTH,66,2930,47,1,0.04,0,normal
SF,946,3883,98,1,0,0,normal
OTH,78,2880,76,1,0.01,0,normal
SF,946,2112,100,1,0,0,normal
SF,946,2963,100,1,0,0,normal
S3,946,1739,100,1,0,0.98,normal
SF,880,3045,89,1,0,0,normal
OTH,66,3661,86,1,0.05,0,normal
OTH,66,3306,58,1,0.02,0,normal
SF,946,1737,100,1,0,0,normal
OTH,66,5211,42,1,0.14,0,normal
SF,946,3331,91,1,0,0,normal
SF,946,2168,100,1,0,0,normal
SF,946,3081,85,1,0,0,normal
S2,1024,1927,100,1,0,0.77,normal
SF,946,1853,100,1,0,0,normal
SF,946,2150,100,1,0,0,normal
SF,946,2066,100,1,0,0,normal
SF,946,2235,100,1,0,0,normal
OTH,66,6134,44,1,0.11,0,normal
SF,946,1188,100,1,0,0,normal
OTH,78,3282,96,1,0.01,0,normal
OTH,66,2954,48,1,0.02,0,normal
OTH,66,3186,62,1,0,0,normal
OTH,66,5892,45,1,0.09,0,normal
OTH,66,3117,29,1,0.2,0,normal
OTH,66,6264,48,1,0.08,0,normal
SF,946,4091,100,1,0,0,normal
OTH,66,5512,81,1,0.05,0,normal
OTH,66,4904,43,1,0.14,0,normal
SF,946,2393,86,1,0,0,normal
SF,946,2519,100,1,0,0,normal
OTH,66,3368,46,1,0.11,0,normal
SF,946,2555,100,1,0,0,normal
SF,946,4251,83,1,0,0,normal
OTH,66,3777,43,1,0,0,normal
OTH,66,5902,43,1,0.11,0,normal
SF,946,3386,100,1,0,0,normal
OTH,66,3666,39,1,0.07,0,normal
OTH,66,3834,33,1,0.18,0,normal
SF,946,2512,100,1,0,0,normal
SF,946,3371,100,1,0,0,normal
OTH,66,3600,66,1,0.07,0,normal
SF,946,804,100,1,0,0,normal
SF,946,2238,100,1,0,0,normal
OTH,66,2911,53,1,0,0,normal
SF,880,1505,95,1,0,0,normal
SF,946,950,100,1,0,0,normal
OTH,146,3192,62,1,0,0,normal
SF,880,1936,86,1,0,0,normal
OTH,66,2813,50,1,0.14,0,normal
OTH,66,5406,97,1,0.03,0,normal
OTH,66,3026,21,1,0,0,normal
RSTR,880,3306,100,1,0,0.93,normal
SF,946,1461,100,1,0,0,normal
OTH,66,3970,94,1,0.07,0,normal
OTH,66,3491,49,1,0,0,normal
SF,946,1062,100,1,0,0,normal
OTH,66,2894,50,1,0,0,normal
SF,880,986,100,1,0,0,normal
SF,946,2351,100,1,0,0,normal
SF,946,3314,51,1,0,0,normal
OTH,66,3297,47,1,0.1,0,normal
S1,880,2206,100,1,0,1,normal
SF,946,2577,52,1,0,0,normal
OTH,66,5823,45,1,0.09,0,normal
S1,140,2657,100,1,0,1,normal
SF,946,1839,100,1,0,0,normal
OTH,66,2853,49,1,0,0,normal
SF,946,4000,98,1,0,0,normal
SF,946,3960,100,1,0,0,normal
OTH,66,3160,42,1,0,0,normal
SF,880,946,100,1,0,0,normal
SF,946,2324,100,1,0,0,normal
SF,946,3248,100,1,0,0,normal
OTH,66,3032,39,1,0.03,0,normal
OTH,66,3158,51,1,0.02,0,normal
OTH,66,3532,46,1,0.02,0,normal
SF,946,2501,100,1,0,0,normal
OTH,66,5687,47,1,0.15,0,normal
SF,880,2315,100,1,0,0,normal
OTH,66,4601,48,1,0.06,0,normal
SF,946,1143,100,1,0,0,normal
SF,946,2246,100,1,0,0,normal
OTH,146,2987,58,1,0.02,0,normal
OTH,66,2592,68,1,0,0,normal
OTH,66,6255,48,1,0.12,0,normal
SF,946,927,100,1,0,0,normal
SF,946,35,35,1,0,0,normal
RSTR,364,1894,100,1,0,0.68,normal
OTH,66,4646,52,1,0.02,0,normal
SF,946,1008,100,1,0,0,normal
SF,946,2167,50,1,0,0,normal
OTH,66,2616,51,1,0.13,0,normal
SF,946,3363,73,1,0,0,normal
S3,140,1966,100,1,0,0.77,normal
SF,946,1192,100,1,0,0,normal
SF,946,2882,77,1,0,0,normal
OTH,78,2467,85,1,0.01,0,normal
SF,946,746,100,1,0,0,normal
OTH,66,3089,43,1,0,0,normal
SF,946,2152,100,1,0,0,normal
SF,946,2137,100,1,0,0,normal
SF,946,2502,100,1,0,0,normal
OTH,66,3615,94,1,0.05,0,normal
SF,946,2314,100,1,0,0,normal
SF,946,2227,100,1,0,0,normal
SF,1024,3094,73,1,0,0,normal
OTH,66,5953,44,1,0.04,0,normal
S1,286,3563,100,1,0,0.99,normal
SF,946,3910,100,1,0,0,normal
SF,946,4195,76,1,0,0,normal
SF,946,2127,92,1,0,0,normal
OTH,66,4924,57,1,0,0,normal
OTH,66,5622,49,1,0,0,normal
SF,946,3375,100,1,0,0,normal
SF,946,2445,100,1,0,0,normal
SF,946,1862,100,1,0,0,normal
OTH,66,6368,26,1,0,0,normal
SF,946,3219,94,1,0,0,normal
OTH,66,3320,63,1,0,0,normal
OTH,78,5709,48,1,0.02,0,normal
SF,946,2113,100,1,0,0,normal
SF,946,1866,99,1,0,0,normal
S1,880,3489,100,1,0,0.91,normal
OTH,66,3197,84,1,0.07,0,normal
SF,946,2536,100,1,0,0,normal
SF,946,4113,100,1,0,0,normal
OTH,146,5840,55,1,0,0,normal
OTH,66,2838,45,1,0,0,normal
SF,946,2404,99,1,0,0,normal
OTH,66,4689,31,1,0.12,0,normal
OTH,66,3900,80,1,0,0,normal
OTH,66,3302,60,1,0.1,0,normal
SF,946,3157,100,1,0,0,normal
OTH,66,3042,48,1,0.12,0,normal
OTH,66,4468,54,1,0.07,0,normal
SF,946,1455,100,1,0,0,normal
OTH,78,3524,66,1,0,0,normal
OTH,66,2693,56,1,0,0,normal
SF,946,1836,100,1,0,0,normal
SF,946,2246,100,1,0,0,normal
SF,946,709,100,1,0,0,normal
OTH,146,2856,74,1,0.01,0,normal
S3,946,3628,100,1,0,0.99,normal
SF,946,1127,100,1,0,0,normal
SF,946,2041,100,1,0,0,normal
SF,946,3316,100,1,0,0,normal
SF,946,2154,98,1,0,0,normal
S2,352,2516,100,1,0,1,normal
OTH,66,2092,50,1,0.04,0,normal
SF,946,1087,100,1,0,0,normal
SF,946,2528,100,1,0,0,normal
SF,880,2565,100,1,0,0,normal
SF,946,1856,100,1,0,0,normal
SF,946,1893,92,1,0,0,normal
SF,880,2341,100,1,0,0,normal
OTH,66,3197,62,1,0.05,0,normal
SF,946,3875,100,1,0,0,normal
OTH,66,5764,45,1,0.17,0,normal
SF,946,2263,100,1,0,0,normal
OTH,66,2986,53,1,0.07,0,normal
SF,946,2846,77,1,0,0,normal
OTH,66,5961,45,1,0.04,0,normal
SF,946,2541,100,1,0,0,normal
OTH,66,3024,19,1,0,0,normal
SF,946,1893,50,1,0,0,normal
SF,946,3341,100,1,0,0,normal
OTH,146,3579,67,1,0.01,0,normal
OTH,78,2456,86,1,0.01,0,normal
SF,946,3905,100,1,0,0,normal
SF,946,1992,100,1,0,0,normal
SF,946,2224,100,1,0,0,normal
SF,946,1873,100,1,0,0,normal
OTH,66,3515,46,1,0.09,0,normal
OTH,66,3639,85,1,0,0,normal
OTH,66,5435,98,1,0.07,0,normal
SF,880,3854,75,1,0,0,normal
SF,880,4472,55,1,0,0,normal
OTH,66,2947,48,1,0,0,normal
SF,946,3081,90,1,0,0,normal
SF,946,797,100,1,0,0,normal
SF,946,2057,86,1,0,0,normal
OTH,66,3936,68,1,0.12,0,normal
OTH,66,4908,61,1,0.13,0,normal
SF,880,1462,100,1,0,0,normal
SF,1024,351,100,1,0,0,normal
SF,946,1971,100,1,0,0,normal
OTH,66,1452,52,1,0,0,normal
OTH,66,3258,31,1,0.19,0,normal
SF,946,1848,100,1,0,0,normal
OTH,66,3113,37,1,0.16,0,normal
OTH,66,2881,25,1,0.27,0,normal
OTH,66,3082,33,1,0.15,0,normal
OTH,66,2780,44,1,0.09,0,normal
SF,946,1189,100,1,0,0,normal
S3,748,2951,100,1,0,0.98,normal
OTH,66,3218,41,1,0.14,0,normal
SF,946,1991,100,1,0,0,normal
SF,946,2389,100,1,0,0,normal
OTH,66,5043,45,1,0.02,0,normal
RSTR,364,1896,100,1,0,0.68,normal
OTH,78,3005,73,1,0.01,0,normal
OTH,66,3814,41,1,0.02,0,normal
OTH,66,3536,35,1,0,0,normal
S1,286,2348,100,1,0,1,normal
SF,946,2104,100,1,0,0,normal
SF,946,2118,100,1,0,0,normal
OTH,66,2767,42,1,0.19,0,normal
SF,946,3883,100,1,0,0,normal
OTH,66,3262,47,1,0.17,0,normal
SF,946,3006,74,1,0,0,normal
SF,946,1944,100,1,0,0,normal
OTH,66,3140,49,1,0.18,0,normal
SF,946,3890,100,1,0,0,normal
SF,946,3387,100,1,0,0,normal
SF,946,3859,100,1,0,0,normal
OTH,66,4954,57,1,0,0,normal
OTH,66,2433,39,1,0.1,0,normal
OTH,66,3349,53,1,0.13,0,normal
S3,946,2191,100,1,0,1,normal
S3,958,3094,100,1,0,0.54,normal
SF,946,2276,100,1,0,0,normal
S3,946,1969,100,1,0,0.77,normal
SF,946,2082,100,1,0,0,normal
OTH,66,2855,50,1,0.06,0,normal
SF,946,2126,100,1,0,0,normal
OTH,66,5272,92,1,0.06,0,normal
SF,1120,2265,100,1,0,0,normal
SF,946,3170,100,1,0,0,normal
OTH,66,3542,48,1,0.02,0,normal
OTH,66,4848,48,1,0.06,0,normal
OTH,66,3518,46,1,0.15,0,normal
SF,946,2274,100,1,0,0,normal
SF,946,2761,52,1,0,0,normal
SF,1020,2049,100,1,0,0,normal
SF,946,1983,100,1,0,0,normal
OTH,66,5904,40,1,0.02,0,normal
OTH,146,3291,68,1,0.01,0,normal
SF,946,2194,100,1,0,0,normal
SF,946,3876,100,1,0,0,normal
SF,946,1945,100,1,0,0,normal
OTH,146,3312,47,1,0.02,0,normal
SF,946,3347,96,1,0,0,normal
OTH,78,5385,98,1,0,0,normal
OTH,66,5181,22,1,0,0,normal
SF,946,2524,99,1,0,0,normal
SF,946,3367,100,1,0,0,normal
SF,946,2067,100,1,0,0,normal
OTH,66,2857,37,1,0.18,0,normal
SF,946,2206,100,1,0,0,normal
SF,1042,1953,93,1,0,0,normal
OTH,66,5234,65,1,0.03,0,normal
OTH,78,5744,59,1,0.12,0,normal
SF,946,2008,100,1,0,0,normal
SF,415,13,255,1,0.07,0,normal
SF,246,8,255,1,0.04,0,normal
SF,211,11,255,1,0.01,0,normal
SF,296,4,119,1,0.01,0,normal
SF,288,12,255,1,0.01,0,normal
SF,233,3,255,1,0.1,0,normal
SF,256,17,255,1,0.01,0,normal
SF,204,9,255,1,0,0,normal
SF,188,2,255,1,0,0,normal
SF,171,9,214,1,0,0,normal
SF,313,8,255,1,0.12,0,normal
SF,297,4,255,1,0.07,0,normal
SF,232,4,255,1,0,0,normal
SF,222,3,255,1,0.17,0,normal
SF,240,4,255,1,0.25,0,normal
SF,328,15,255,1,0,0,normal
SF,219,12,255,1,0.02,0,normal
SF,240,14,255,1,0,0,normal
SF,235,2,255,1,0,0.01,normal
SF,335,28,255,1,0.11,0,normal
SF,299,5,80,0.99,0.01,0,normal
SF,201,19,255,1,0,0,normal
SF,267,12,247,1,0,0,normal
SF,377,5,255,1,0.01,0,normal
SF,185,2,255,1,0,0,normal
SF,215,8,255,1,0.03,0,normal
SF,235,5,255,1,0,0,normal
SF,236,1,255,1,1,0,normal
SF,230,25,255,1,0.05,0,normal
SF,241,2,255,1,0,0,normal
REJ,0,1,231,1,0.12,0,normal
SF,238,3,255,1,0.33,0,normal
SF,204,7,255,1,0.01,0,normal
SF,232,3,255,1,0,0,normal
SF,228,9,255,1,0.04,0,normal
SF,229,3,255,1,0,0,normal
SF,344,27,255,1,0.02,0,normal
SF,216,6,255,1,0.01,0,normal
SF,151,12,255,1,0.08,0,normal
SF,294,6,255,1,0.02,0,normal
SF,199,30,255,1,0,0,normal
SF,266,9,255,1,0,0,normal
SF,316,4,255,1,0.02,0,normal
SF,199,3,255,1,0.03,0,normal
SF,216,6,255,1,0.08,0,normal
SF,346,8,255,1,0.08,0,normal
SF,277,34,255,1,0.06,0,normal
SF,249,18,255,1,0.07,0,normal
SF,352,23,255,1,0.01,0,normal
SF,306,30,251,0.98,0,0,normal
SF,282,9,255,1,0,0,normal
SF,214,31,255,1,0,0,normal
SF,232,30,255,1,0.01,0,normal
S0,0,1,126,1,0.14,0.06,normal
REJ,0,4,245,1,0.03,0,normal
SF,313,14,255,1,0,0,normal
SF,200,11,255,1,0,0,normal
REJ,0,1,250,1,0.17,0,normal
REJ,0,1,207,0.83,0,0,normal
SF,334,10,63,0.94,0.01,0,normal
SF,154,3,255,1,0.01,0,normal
SF,228,12,255,1,0.08,0,normal
SF,222,16,255,1,0.01,0,normal
SF,208,8,255,1,0.03,0,normal
S0,204,5,255,1,0.67,0,normal
SF,256,1,255,1,0,0,normal
REJ,0,1,255,1,0.5,0,normal
SF,297,9,67,1,0.01,0,normal
SF,194,17,255,1,0.12,0,normal
SF,153,1,255,1,0,0,normal
SF,316,22,255,1,0,0,normal
SF,185,2,255,1,0.01,0,normal
SF,240,6,255,1,0,0.01,normal
SF,250,36,255,1,0.01,0,normal
SF,208,10,255,1,0,0,normal
SF,233,21,255,1,0.01,0,normal
SF,295,11,255,1,0.01,0,normal
SF,276,11,255,1,0.01,0,normal
SF,260,4,255,1,0,0,normal
SF,222,7,255,1,0.05,0,normal
SF,294,8,255,1,0.14,0,normal
SF,255,19,255,1,0,0,normal
SF,193,2,255,1,0.5,0,normal
SF,218,9,255,1,0,0,normal
SF,190,2,255,1,0.1,0,normal
REJ,0,1,12,0.43,0.04,0,normal
SF,302,3,255,1,0,0,normal
SF,302,10,255,1,0.01,0,normal
SF,261,9,255,1,0.05,0,normal
SF,322,15,255,1,0,0,normal
SF,320,30,255,1,0.01,0,normal
SF,344,25,255,1,0.03,0.01,normal
SF,200,15,255,1,0.02,0,normal
SF,343,11,255,1,0.01,0,normal
SF,322,5,255,1,0,0,normal
SF,231,10,247,0.97,0,0,normal
SF,229,11,255,1,0,0,normal
SF,342,5,255,1,0.01,0,normal
SF,194,2,255,1,0.25,0,normal
SF,245,33,29,1,0.04,0,normal
SF,326,2,11,1,0.12,0.18,normal
SF,233,7,255,1,0,0,normal
SF,360,3,255,1,0.5,0,normal
SF,272,3,255,1,0.02,0,normal
SF,325,9,72,1,0.01,0,normal
SF,239,16,255,1,0,0,normal
SF,319,30,255,1,0,0,normal
SF,190,5,47,1,0.03,0,normal
SF,204,24,255,1,0.2,0,normal
SF,318,4,255,1,0.06,0,normal
SF,317,23,255,1,0,0,normal
SF,324,2,255,1,0,0,normal
SF,323,5,255,1,0,0,normal
SF,306,9,255,1,0.17,0,normal
SF,319,42,193,1,0.11,0,normal
SF,253,9,255,1,0,0.01,normal
SF,313,6,127,1,0.01,0,normal
SF,330,11,255,1,0,0,normal
SF,289,26,255,1,0,0,normal
SF,272,27,255,1,0.01,0,normal
SF,246,4,255,1,0.01,0,normal
SF,226,23,255,1,0.03,0,normal
SF,235,11,153,1,0.01,0.01,normal
SF,237,5,255,1,0,0,normal
SF,204,3,255,1,0.04,0,normal
SF,219,27,255,1,0,0,normal
SF,249,4,255,1,0.25,0,normal
SF,300,46,255,1,0.01,0,normal
SF,212,22,255,1,0,0,normal
REJ,0,4,22,1,0.08,0,normal
REJ,0,1,219,1,0.17,0,normal
SF,212,12,255,1,0,0,normal
SF,163,6,255,1,0.17,0,normal
SF,318,5,255,1,0.01,0,normal
SF,208,5,255,1,0.02,0,normal
SF,208,10,255,1,0.04,0,normal
SF,208,5,255,1,0.2,0,normal
SF,286,37,255,1,0,0,normal
SF,199,5,255,1,0.17,0,normal
SF,295,2,255,1,0.2,0,normal
SF,190,26,255,1,0.01,0,normal
SF,267,9,255,1,0.04,0,normal
REJ,0,1,255,1,0.01,0,normal
SF,213,4,255,1,0.07,0,normal
SF,240,7,246,0.96,0,0,normal
S0,0,2,254,1,0.67,0.01,normal
SF,295,9,255,1,0,0,normal
SF,214,8,255,1,0.05,0,normal
SF,197,34,237,1,0,0,normal
SF,321,19,255,1,0.02,0,normal
SF,325,22,255,1,0.02,0,normal
SF,307,6,255,1,0,0,normal
SF,277,25,255,1,0.07,0,normal
SF,330,4,255,1,0,0,normal
SF,197,19,255,1,0.01,0,normal
SF,324,8,255,1,0,0,normal
SF,204,53,255,1,0,0,normal
SF,361,5,255,1,0.04,0,normal
RSTO,151,2,255,1,0.01,0.01,normal
SF,237,5,255,1,0.05,0,normal
SF,281,19,255,1,0.06,0,normal
SF,146,14,255,1,0,0,normal
SF,261,3,255,1,0.06,0,normal
SF,252,3,237,1,0.01,0,normal
SF,303,5,220,0.96,0,0,normal
SF,306,14,255,1,0.01,0,normal
SF,223,2,255,1,0,0,normal
SF,312,5,255,1,0.03,0,normal
SF,233,17,255,1,0,0,normal
SF,308,20,255,1,0.05,0,normal
REJ,0,2,238,1,1,0,normal
REJ,0,1,249,1,0.04,0,normal
SF,219,14,255,1,0.01,0,normal
SF,236,1,255,1,0,0,normal
SF,294,6,255,1,0.01,0,normal
SF,313,6,255,1,0.03,0,normal
SF,337,9,255,1,0.01,0,normal
SF,309,20,255,1,0,0,normal
SF,156,1,255,1,0.07,0,normal
SF,199,19,255,1,0.01,0,normal
SF,189,6,255,1,0.03,0,normal
REJ,0,1,255,1,0.04,0,normal
SF,265,32,255,1,0,0,normal
SF,201,12,255,1,0.03,0,normal
SF,286,8,255,1,0.12,0.01,normal
SF,242,5,255,1,0.04,0,normal
SF,183,18,255,1,0,0,normal
SF,224,9,255,1,0.01,0,normal
SF,255,10,255,1,0.01,0,normal
SF,219,18,255,1,0.07,0,normal
SF,218,15,255,1,0.02,0,normal
SF,260,3,240,1,0.02,0.01,normal
SF,347,26,255,1,0.01,0,normal
SF,193,7,255,1,0.01,0,normal
SF,281,5,255,1,0,0,normal
SF,323,1,61,1,1,0,normal
SF,170,1,255,1,0.01,0,normal
SF,170,1,255,1,0.02,0,normal
REJ,0,1,255,1,0.09,0,normal
SF,295,1,255,1,1,0,normal
SF,224,4,255,1,0,0,normal
SF,327,2,204,1,1,0,normal
SF,247,18,255,1,0.02,0,normal
REJ,0,2,255,1,0.2,0,normal
SF,325,29,255,1,0.01,0,normal
SF,325,12,255,1,0.03,0,normal
SF,185,1,255,1,0.07,0,normal
SF,313,30,255,1,0,0,normal
SF,197,24,255,1,0.1,0,normal
SF,328,4,255,1,0,0,normal
SF,321,7,255,1,0,0,normal
SF,214,11,255,1,0.01,0,normal
SF,180,2,255,1,0,0,normal
SF,209,2,255,1,0,0,normal
SF,347,3,255,1,0,0,normal
SF,302,3,255,1,0.33,0,normal
SF,166,3,255,1,0.04,0.01,normal
SF,175,1,255,1,0.04,0,normal
SF,277,13,255,1,0,0,normal
SF,213,29,255,1,0.01,0,normal
SF,185,1,251,0.98,0,0,normal
SF,238,18,255,1,0.02,0,normal
SF,285,3,255,1,0.1,0,normal
SF,354,18,255,1,0.01,0,normal
SF,318,4,255,1,0.25,0,normal
SF,224,3,255,1,0.01,0,normal
REJ,0,1,253,1,0.04,0,normal
SF,234,9,255,1,0.01,0,normal
SF,193,6,255,1,0.01,0,normal
SF,307,10,255,1,0,0,normal
SF,324,9,255,1,0.07,0,normal
SF,288,15,255,1,0.01,0,normal
SF,168,1,255,1,0.05,0,normal
SF,192,22,216,1,0.04,0.01,normal
SF,253,15,255,1,0,0,normal
SF,200,32,255,1,0,0,normal
REJ,0,1,251,1,0.5,0,normal
SF,334,2,255,1,0,0,normal
SF,258,8,255,1,0.33,0,normal
REJ,0,1,255,1,0.01,0,normal
SF,325,2,255,1,0.02,0,normal
SF,297,5,255,1,0.01,0,normal
SF,230,6,238,0.93,0,0,normal
SF,233,14,255,1,0.02,0.01,normal
REJ,0,1,157,1,0.33,0,normal
SF,225,15,255,1,0.01,0.01,normal
SF,312,6,255,1,0.02,0,normal
SF,312,17,255,1,0,0,normal
SF,236,8,255,1,0,0,normal
SF,292,6,255,1,0.01,0,normal
SF,302,12,249,0.98,0,0,normal
SF,227,20,255,1,0.01,0,normal
SF,216,35,255,1,0,0,normal
SF,320,24,255,1,0.02,0.01,normal
SF,200,5,255,1,0.01,0,normal
REJ,0,1,38,1,0.12,0,normal
SF,257,30,255,1,0.01,0,normal
SF,205,24,255,1,0,0,normal
SF,310,12,253,1,0.08,0,normal
SF,198,12,255,1,0.07,0,normal
SF,261,2,232,0.91,0,0,normal
SF,382,15,255,1,0.01,0.01,normal
SF,219,4,211,1,0.02,0,normal
SF,201,21,255,1,0,0,normal
SF,237,21,255,1,0.01,0,normal
REJ,0,1,255,1,0.1,0,normal
S0,0,4,255,1,0.22,0,normal
REJ,0,1,115,1,0.03,0,normal
SF,305,2,236,0.93,0,0,normal
SF,237,9,255,1,0.01,0,normal
SF,241,3,247,0.97,0,0,normal
SF,211,13,204,1,0.01,0,normal
SF,213,6,255,1,0.17,0,normal
SF,205,5,255,1,0,0,normal
SF,341,34,255,1,0,0,normal
SF,333,30,255,1,0.01,0,normal
SF,335,6,255,1,0.2,0,normal
SF,373,33,255,1,0,0,normal
S1,0,1,255,1,0.03,0,normal
SF,230,57,255,1,0,0,normal
SF,216,4,255,1,0,0,normal
SF,312,3,164,1,0.01,0.01,normal
SF,197,20,255,1,0,0,normal
SF,318,3,255,1,0.04,0,normal
SF,210,1,255,1,0.17,0,normal
SF,210,1,92,1,1,0,normal
SF,242,6,255,1,0,0,normal
SF,217,19,255,1,0,0,normal
S1,251,9,255,1,0.04,0.01,normal
SF,200,17,255,1,0.06,0,normal
SF,220,6,255,1,0.2,0,normal
SF,225,10,255,1,0.02,0,normal
SF,278,22,255,1,0,0,normal
SF,256,9,255,1,0,0,normal
SF,190,43,255,1,0,0,normal
SF,218,23,255,1,0.01,0,normal
SF,222,2,230,1,0.33,0,normal
SF,336,2,255,1,0.02,0,normal
SF,218,17,255,1,0.02,0,normal
SF,194,11,255,1,0.09,0,normal
REJ,0,1,253,1,0.33,0,normal
S0,0,2,255,1,0.02,0.01,normal
SF,264,1,255,1,0,0,normal
SF,218,36,255,1,0,0,normal
SF,246,24,255,1,0.07,0,normal
SF,368,4,231,1,0.01,0,normal
SF,227,3,255,1,0.33,0,normal
REJ,0,1,130,0.81,0.01,0,normal
SF,282,26,255,1,0,0,normal
REJ,0,28,231,1,0.04,0,normal
SF,272,3,255,1,0.01,0,normal
SF,269,7,255,1,0,0,normal
SF,389,9,255,1,0.02,0,normal
SF,268,3,255,1,0.01,0,normal
SF,164,1,255,1,0.05,0,normal
SF,201,20,255,1,0,0,normal
REJ,0,2,217,1,0.17,0,normal
SF,213,16,229,1,0.03,0,normal
SF,210,3,255,1,0.06,0.02,normal
SF,254,17,255,1,0,0,normal
REJ,0,2,152,1,0.03,0,normal
SF,344,1,255,1,0,0,normal
SF,280,4,255,1,0.1,0,normal
SF,342,14,255,1,0,0,normal
REJ,0,2,255,1,1,0,normal
SF,237,10,255,1,0,0,normal
SF,220,31,255,1,0.05,0,normal
SF,185,2,255,1,0,0,normal
SF,196,9,255,1,0,0,normal
SF,194,22,255,1,0.01,0,normal
REJ,0,1,255,1,0.03,0,normal
SF,139,1,255,1,0,0,normal
S0,0,6,255,1,0.01,0.01,normal
SF,211,69,255,1,0.01,0,normal
SF,335,45,255,1,0.01,0,normal
SF,222,15,255,1,0.03,0,normal
SF,200,17,255,1,0.01,0,normal
SF,297,10,255,1,0.01,0.01,normal
SF,208,16,255,1,0.01,0,normal
SF,334,4,255,1,0.01,0.01,normal
SF,191,7,255,1,0.06,0,normal
SF,194,2,255,1,0,0,normal
SF,308,18,255,1,0.01,0,normal
SF,261,2,231,0.91,0,0,normal
SF,302,5,255,1,0,0,normal
SF,195,20,255,1,0.01,0,normal
SF,312,4,255,1,0.33,0,normal
SF,315,17,255,1,0,0.01,normal
SF,265,5,255,1,0.01,0,normal
SF,325,6,255,1,0.02,0,normal
SF,255,7,255,1,0.01,0,normal
SF,304,3,255,1,0.01,0,normal
SF,205,18,255,1,0.01,0,normal
SF,297,3,255,1,0.01,0,normal
SF,199,6,255,1,0.01,0,normal
SF,208,9,255,1,0,0,normal
SF,220,4,255,1,0.05,0,normal
SF,206,33,255,1,0,0,normal
SF,243,27,255,1,0,0,normal
SF,190,3,231,1,0.33,0,normal
SF,221,11,255,1,0.2,0,normal
SF,235,25,255,1,0,0,normal
SF,352,7,255,1,0.01,0,normal
SF,179,1,255,1,0.01,0,normal
SF,241,1,255,1,0.33,0,normal
SF,208,3,255,1,0,0,normal
SF,309,4,255,1,0.01,0,normal
SF,192,27,255,1,0,0.01,normal
SF,209,13,255,1,0.08,0,normal
SF,235,5,255,1,0.01,0,normal
SF,306,1,255,1,0.2,0,normal
SF,213,86,255,1,0.33,0,normal
SF,287,23,255,1,0,0,normal
SF,202,27,255,1,0.01,0,normal
SF,200,11,255,1,0,0,normal
SF,229,12,255,1,0.02,0,normal
SF,256,15,255,1,0.02,0,normal
SF,328,9,26,1,0.04,0,normal
SF,227,8,255,1,0.07,0,normal
SF,202,1,255,1,0,0,normal
SF,219,8,255,1,0.03,0,normal
REJ,0,1,255,1,0,0,normal
SF,242,23,255,1,0.01,0,normal
SF,285,30,255,1,0,0,normal
SF,248,10,255,1,0,0,normal
SF,318,23,255,1,0,0,normal
SF,328,2,255,1,0.17,0,normal
SF,300,26,255,1,0.04,0,normal
SF,168,2,255,1,0.06,0,normal
S1,155,1,255,1,0,0,normal
SF,327,17,255,1,0.03,0,normal
REJ,0,1,253,1,0.02,0,normal
SF,225,24,255,1,0,0,normal
SF,230,16,255,1,0,0,normal
SF,156,1,255,1,0.01,0,normal
SF,260,1,255,1,0.08,0,normal
SF,209,6,255,1,0.01,0,normal
SF,218,7,255,1,0.01,0,normal
SF,331,1,255,1,0.09,0,normal
SF,379,8,255,1,0,0,normal
SF,312,35,255,1,0.02,0,normal
SF,303,39,255,1,0.01,0,normal
SF,214,13,255,1,0,0,normal
SF,201,23,255,1,0,0,normal
SF,213,3,255,1,0.01,0,normal
SF,206,2,255,1,0.02,0,normal
SF,296,2,255,1,0,0.01,normal
REJ,0,2,254,1,0.06,0.01,normal
SF,156,1,255,1,0.02,0.01,normal
SF,206,5,255,1,0.2,0,normal
SF,191,24,255,1,0.14,0,normal
SF,249,14,255,1,0.2,0,normal
SF,300,1,255,1,0.01,0,normal
SF,244,4,255,1,0,0,normal
SF,254,7,255,1,0,0,normal
REJ,0,1,255,1,0.01,0,normal
SF,263,9,255,1,0.04,0,normal
SF,207,8,255,1,0.01,0.01,normal
SF,401,3,255,1,0,0,normal
SF,241,9,255,1,0,0,normal
SF,295,16,206,1,0.01,0,normal
SF,206,7,255,1,0,0,normal
SF,313,2,241,0.95,0,0,normal
SF,324,9,238,0.93,0,0,normal
