% isAttack normal:	2000
% isAttack highrate:	1000
% isAttack lowrate:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,9,18-19,21,24,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
S3,374,150,100,1,0,1,highrate
RSTO,446,695,100,1,0,0,highrate
OTH,60,174,33,1,0.97,0,highrate
OTH,60,125,33,1,0.97,0,highrate
S3,374,3,3,1,0,1,highrate
S3,377,203,73,0.69,0,0.81,highrate
RSTO,446,522,100,1,0,0,highrate
RSTO,446,501,100,1,0,0,highrate
S3,377,271,100,1,0,1,highrate
RSTO,446,359,100,1,0,0,highrate
S3,374,103,71,1,0,0.04,highrate
S3,374,155,100,1,0,0.55,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,374,128,100,1,0,1,highrate
S3,377,281,100,1,0,1,highrate
S3,374,106,100,1,0,1,highrate
OTH,60,94,42,1,0.98,0,highrate
S3,374,137,100,1,0,1,highrate
OTH,60,176,33,1,0.97,0,highrate
OTH,60,177,33,1,0.97,0,highrate
OTH,66,145,100,1,0,0,highrate
S3,374,120,100,1,0,1,highrate
S3,392,764,100,1,0,1,highrate
S3,374,118,100,1,0,1,highrate
S3,377,660,99,1,0,1,highrate
S3,377,380,100,1,0,1,highrate
OTH,66,279,99,1,0,0,highrate
S3,374,167,100,1,0,1,highrate
S3,374,298,100,1,0,1,highrate
S3,380,898,100,1,0,0.46,highrate
S3,374,65,65,1,0,1,highrate
S3,374,75,75,1,0,1,highrate
OTH,66,16,16,1,0,0,highrate
S3,374,147,100,1,0,1,highrate
OTH,60,115,33,1,0.97,0,highrate
S3,377,714,100,1,0,1,highrate
S3,374,147,100,1,0,1,highrate
S3,374,97,100,1,0,1,highrate
S3,374,70,70,1,0,1,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,377,163,45,0.26,0,0.42,highrate
RSTO,446,740,100,1,0,0,highrate
S3,374,149,100,1,0,1,highrate
S3,377,860,100,1,0,1,highrate
S3,374,133,100,1,0,1,highrate
S3,374,151,100,1,0,1,highrate
S3,374,15,15,1,0,1,highrate
S3,377,846,100,1,0,1,highrate
S3,377,555,100,1,0,1,highrate
S3,377,612,99,1,0,1,highrate
S3,374,147,100,1,0,1,highrate
OTH,66,94,65,1,0.02,0,highrate
S3,374,153,100,1,0,1,highrate
OTH,60,4,4,1,0.8,0,highrate
S1,242,449,100,1,0,1,highrate
OTH,60,9,9,1,0.9,0,highrate
S3,374,159,100,1,0,1,highrate
RSTO,446,413,100,1,0,0,highrate
S3,377,513,100,1,0,1,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,66,73,94,1,0,0,highrate
OTH,60,130,32,1,0.97,0,highrate
S3,377,589,100,1,0,1,highrate
OTH,60,110,33,1,0.97,0,highrate
S3,380,165,100,1,0,1,highrate
OTH,66,37,89,1,0.01,0,highrate
S3,374,64,64,1,0,1,highrate
OTH,60,122,27,1,0.96,0,highrate
OTH,60,119,31,1,0.97,0,highrate
S3,377,497,100,1,0,1,highrate
S3,374,145,97,1,0,0.46,highrate
S3,377,640,99,1,0,1,highrate
S3,374,142,100,1,0,1,highrate
S3,377,576,100,1,0,1,highrate
S3,377,173,53,0.38,0,0.55,highrate
OTH,60,158,33,1,0.97,0,highrate
S3,374,141,100,1,0,1,highrate
S3,374,145,100,1,0,1,highrate
S3,374,138,100,1,0,1,highrate
S3,374,302,100,1,0,1,highrate
RSTO,446,759,100,1,0,0,highrate
S3,374,110,100,1,0,1,highrate
OTH,60,179,33,1,0.97,0,highrate
S1,242,452,100,1,0,1,highrate
S3,377,537,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
OTH,60,87,42,1,0.98,0,highrate
S3,377,652,99,1,0,1,highrate
S3,374,134,93,1,0,0.37,highrate
S3,386,142,100,1,0,1,highrate
OTH,60,129,32,1,0.97,0,highrate
RSTO,446,844,100,1,0,0,highrate
S3,377,260,100,1,0,1,highrate
S3,374,130,100,1,0,1,highrate
S3,377,414,100,1,0,1,highrate
S3,377,289,100,1,0,1,highrate
RSTO,446,396,100,1,0,0,highrate
S3,374,156,100,1,0,1,highrate
S3,377,815,100,1,0,1,highrate
S3,377,226,88,0.87,0,0.93,highrate
S3,374,44,44,1,0,1,highrate
OTH,60,107,28,1,0.52,0,highrate
OTH,66,85,96,1,0,0,highrate
OTH,60,179,33,1,0.97,0,highrate
OTH,66,56,94,1,0,0,highrate
S3,377,463,100,1,0,1,highrate
S3,374,197,100,1,0,1,highrate
OTH,60,179,33,1,0.97,0,highrate
RSTO,446,329,100,1,0,0,highrate
S3,374,248,100,1,0,1,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,66,19,19,1,0,0,highrate
OTH,60,118,24,1,0.96,0,highrate
OTH,60,177,33,1,0.97,0,highrate
OTH,60,22,22,1,0.96,0,highrate
OTH,60,105,34,1,0.97,0,highrate
OTH,60,178,33,1,0.97,0,highrate
S3,377,562,100,1,0,1,highrate
S3,374,145,100,1,0,1,highrate
S3,374,38,38,1,0,1,highrate
OTH,60,179,33,1,0.97,0,highrate
S3,374,72,72,1,0,1,highrate
S3,374,145,100,1,0,1,highrate
OTH,60,180,33,1,0.97,0,highrate
S3,374,144,100,1,0,1,highrate
S3,374,81,81,1,0,1,highrate
S3,377,360,100,1,0,1,highrate
S3,374,95,100,1,0,1,highrate
OTH,60,140,31,1,0.97,0,highrate
RSTO,446,404,100,1,0,0,highrate
RSTO,446,846,100,1,0,0,highrate
S3,377,516,100,1,0,1,highrate
S3,374,150,100,1,0,1,highrate
S3,377,801,100,1,0,1,highrate
S3,380,141,100,1,0,1,highrate
S3,374,10,98,1,0,1,highrate
OTH,66,309,100,1,0,0,highrate
S3,374,39,98,1,0,1,highrate
RSTO,446,332,100,1,0,0,highrate
OTH,60,179,33,1,0.97,0,highrate
S3,374,138,100,1,0,1,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,374,155,100,1,0,1,highrate
S3,374,196,100,1,0,1,highrate
S3,377,412,100,1,0,1,highrate
OTH,60,107,34,1,0.97,0,highrate
RSTO,446,346,100,1,0,0,highrate
S3,374,135,100,1,0,1,highrate
S3,374,72,98,1,0,1,highrate
S1,248,215,100,1,0,1,highrate
S3,374,131,100,1,0,1,highrate
S3,374,138,100,1,0,1,highrate
S3,374,104,71,1,0,0.06,highrate
S3,374,146,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,374,396,100,1,0,1,highrate
S3,374,135,100,1,0,1,highrate
RSTO,446,502,100,1,0,0,highrate
OTH,60,31,28,1,0.97,0,highrate
S3,374,97,100,1,0,1,highrate
OTH,60,28,28,1,0.97,0,highrate
S3,377,806,100,1,0,1,highrate
S3,374,120,100,1,0,1,highrate
OTH,66,224,98,1,0,0,highrate
S3,374,31,31,1,0,1,highrate
S3,374,374,100,1,0,1,highrate
S3,374,154,100,1,0,1,highrate
OTH,66,254,98,1,0,0,highrate
RSTO,446,367,100,1,0,0,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,380,930,100,1,0,0.78,highrate
RSTO,446,639,100,1,0,0,highrate
OTH,60,166,33,1,0.97,0,highrate
S3,374,150,100,1,0,1,highrate
S3,377,156,41,0.17,0,0.29,highrate
RSTO,446,431,100,1,0,0,highrate
S3,374,92,92,1,0,1,highrate
OTH,60,179,33,1,0.97,0,highrate
OTH,60,176,33,1,0.97,0,highrate
S1,248,186,100,1,0,1,highrate
OTH,60,147,31,1,0.97,0,highrate
OTH,60,94,41,1,0.1,0,highrate
S3,374,164,100,1,0,1,highrate
S3,374,140,100,1,0,1,highrate
OTH,60,101,30,1,0.35,0,highrate
OTH,60,4,4,1,0.8,0,highrate
OTH,60,179,33,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
RSTO,446,847,100,1,0,0,highrate
S3,374,253,100,1,0,1,highrate
S3,377,787,100,1,0,1,highrate
S3,374,184,100,1,0,0.84,highrate
S3,374,113,100,1,0,1,highrate
OTH,66,84,96,1,0,0,highrate
OTH,66,16,72,1,0.01,0,highrate
OTH,60,90,41,1,0.98,0,highrate
OTH,66,87,59,1,0.02,0,highrate
S1,248,181,100,1,0,1,highrate
S3,374,163,100,1,0,1,highrate
S1,242,159,100,1,0,1,highrate
OTH,60,0,0,0,0,0,highrate
S3,377,871,100,1,0,1,highrate
OTH,60,113,34,1,0.97,0,highrate
S3,377,393,100,1,0,1,highrate
OTH,66,10,10,1,0,0,highrate
S1,248,160,100,1,0,1,highrate
RSTO,446,482,100,1,0,0,highrate
S3,392,774,100,1,0,1,highrate
S3,374,145,100,1,0,1,highrate
S3,374,64,64,1,0,1,highrate
OTH,60,135,32,1,0.97,0,highrate
OTH,60,108,34,1,0.97,0,highrate
S1,248,206,100,1,0,1,highrate
OTH,60,142,31,1,0.97,0,highrate
RSTO,446,432,100,1,0,0,highrate
S3,374,119,100,1,0,1,highrate
S3,374,102,100,1,0,1,highrate
S3,374,133,100,1,0,1,highrate
S3,377,480,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,374,153,100,1,0,1,highrate
RSTO,446,438,100,1,0,0,highrate
S3,374,149,100,1,0,1,highrate
OTH,60,125,33,1,0.97,0,highrate
S3,374,12,98,1,0,1,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,66,296,100,1,0,0,highrate
S3,374,153,100,1,0,0.53,highrate
S3,374,14,14,1,0,1,highrate
S3,374,117,100,1,0,1,highrate
S3,374,442,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
OTH,60,139,17,1,0.94,0,highrate
S3,380,144,100,1,0,1,highrate
S3,374,271,100,1,0,1,highrate
S3,392,775,100,1,0,1,highrate
OTH,66,166,100,1,0,0,highrate
S3,377,175,54,0.4,0,0.57,highrate
S3,374,121,100,1,0,1,highrate
OTH,66,260,98,1,0,0,highrate
OTH,60,163,33,1,0.97,0,highrate
S3,377,705,100,1,0,1,highrate
OTH,66,155,100,1,0,0,highrate
S3,374,113,100,1,0,1,highrate
OTH,60,109,34,1,0.97,0,highrate
S3,374,61,61,1,0,1,highrate
S3,377,684,99,1,0,1,highrate
OTH,60,119,34,1,0.97,0,highrate
S3,374,156,100,1,0,1,highrate
OTH,66,14,71,1,0.03,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,36,33,1,0.97,0,highrate
S3,374,132,100,1,0,1,highrate
OTH,60,114,32,1,0.97,0,highrate
OTH,60,143,33,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,174,33,1,0.97,0,highrate
OTH,60,163,33,1,0.97,0,highrate
S3,374,142,100,1,0,1,highrate
S3,374,159,100,1,0,1,highrate
S3,377,680,99,1,0,1,highrate
RSTO,446,354,100,1,0,0,highrate
S3,377,472,100,1,0,1,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,66,258,98,1,0,0,highrate
OTH,60,180,33,1,0.97,0,highrate
S3,374,147,100,1,0,1,highrate
S3,380,919,100,1,0,0.67,highrate
S3,377,627,99,1,0,1,highrate
OTH,66,40,33,1,0,0,highrate
S3,380,144,100,1,0,1,highrate
S3,374,279,100,1,0,1,highrate
RSTO,446,381,100,1,0,0,highrate
S3,374,126,100,1,0,1,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,66,71,94,1,0,0,highrate
OTH,60,58,25,1,0.96,0,highrate
OTH,60,102,30,1,0.35,0,highrate
S3,374,363,100,1,0,1,highrate
S3,374,149,100,1,0,1,highrate
S3,377,643,99,1,0,1,highrate
OTH,60,111,21,1,0.86,0,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,374,169,100,1,0,1,highrate
S3,377,243,100,1,0,0.99,highrate
OTH,60,14,14,1,0.93,0,highrate
OTH,60,109,34,1,0.97,0,highrate
S3,377,609,99,1,0,1,highrate
S3,377,227,89,0.88,0,0.93,highrate
S3,374,145,100,1,0,1,highrate
S3,377,328,100,1,0,1,highrate
S3,374,144,100,1,0,1,highrate
S3,377,179,57,0.45,0,0.61,highrate
S3,380,163,100,1,0,1,highrate
S3,377,441,100,1,0,1,highrate
OTH,60,141,29,1,0.97,0,highrate
OTH,60,141,30,1,0.97,0,highrate
OTH,60,129,32,1,0.97,0,highrate
S3,380,851,100,1,0,0,highrate
S3,374,355,100,1,0,1,highrate
OTH,66,82,94,1,0,0,highrate
S3,377,294,100,1,0,1,highrate
S3,377,292,100,1,0,1,highrate
OTH,60,154,33,1,0.97,0,highrate
RSTO,446,361,100,1,0,0,highrate
S3,374,149,100,1,0,1,highrate
S1,248,203,100,1,0,1,highrate
S3,380,161,100,1,0,1,highrate
S3,374,215,100,1,0,1,highrate
S3,374,153,100,1,0,1,highrate
S3,374,147,100,1,0,1,highrate
S3,377,460,100,1,0,1,highrate
OTH,60,178,33,1,0.97,0,highrate
OTH,60,117,32,1,0.97,0,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,374,161,100,1,0,1,highrate
OTH,60,167,33,1,0.97,0,highrate
OTH,66,16,16,1,0,0,highrate
RSTO,446,576,100,1,0,0,highrate
S3,377,745,100,1,0,1,highrate
OTH,60,140,21,1,0.95,0,highrate
S3,374,172,100,1,0,1,highrate
S3,374,105,71,1,0,0.07,highrate
S3,380,142,100,1,0,1,highrate
OTH,66,240,98,1,0,0,highrate
S3,374,5,98,1,0,1,highrate
OTH,60,112,33,1,0.97,0,highrate
S3,377,447,100,1,0,1,highrate
OTH,60,168,33,1,0.97,0,highrate
OTH,60,120,35,1,0.97,0,highrate
OTH,60,45,33,1,0.97,0,highrate
OTH,60,133,33,1,0.97,0,highrate
OTH,60,164,33,1,0.97,0,highrate
S3,374,169,100,1,0,1,highrate
S3,377,218,83,0.81,0,0.89,highrate
OTH,60,139,20,1,0.95,0,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,377,250,100,1,0,1,highrate
S3,374,80,80,1,0,1,highrate
S3,464,112,100,1,0,1,highrate
OTH,66,162,100,1,0,0,highrate
S3,380,762,100,1,0,1,highrate
S3,377,839,100,1,0,1,highrate
OTH,60,143,31,1,0.97,0,highrate
S3,377,641,99,1,0,1,highrate
RSTO,446,791,100,1,0,0,highrate
OTH,66,59,33,0.12,0,0,highrate
S3,374,136,100,1,0,1,highrate
S3,386,203,100,1,0,1,highrate
S3,374,144,100,1,0,1,highrate
S3,374,176,100,1,0,1,highrate
S3,374,150,100,1,0,1,highrate
S3,377,427,100,1,0,1,highrate
S3,374,289,100,1,0,1,highrate
S3,374,113,76,1,0,0.17,highrate
OTH,60,20,20,1,0.95,0,highrate
S3,374,151,100,1,0,1,highrate
S3,377,615,99,1,0,1,highrate
OTH,60,138,13,1,0.93,0,highrate
OTH,66,56,38,1,0,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,123,33,1,0.97,0,highrate
OTH,60,179,33,1,0.97,0,highrate
OTH,60,39,36,1,0.97,0,highrate
S3,374,303,100,1,0,1,highrate
S3,377,172,52,0.37,0,0.54,highrate
S3,374,358,100,1,0,1,highrate
RSTO,446,385,100,1,0,0,highrate
S3,374,45,45,1,0,1,highrate
OTH,66,290,100,1,0,0,highrate
S3,377,195,67,0.61,0,0.76,highrate
OTH,60,116,33,1,0.97,0,highrate
OTH,60,46,33,1,0.97,0,highrate
S3,377,174,54,0.39,0,0.56,highrate
S1,248,208,100,1,0,1,highrate
S3,377,207,76,0.72,0,0.83,highrate
RSTO,446,744,100,1,0,0,highrate
OTH,66,11,11,1,0,0,highrate
S3,377,699,100,1,0,1,highrate
S3,377,440,100,1,0,1,highrate
OTH,78,5257,70,1,0,0,highrate
OTH,78,26999,65,1,0.02,0,highrate
OTH,78,18324,78,1,0.03,0,highrate
OTH,78,9120,66,1,0,0,highrate
OTH,78,12341,71,1,0.04,0,highrate
OTH,78,20743,72,1,0.01,0,highrate
OTH,78,5577,68,1,0,0,highrate
OTH,78,6539,72,1,0.01,0,highrate
OTH,78,7776,72,1,0,0,highrate
S3,374,157,100,1,0,0.57,highrate
OTH,78,3692,71,1,0.01,0,highrate
OTH,78,9582,72,1,0.01,0,highrate
OTH,78,8085,70,1,0.04,0,highrate
OTH,78,7824,72,1,0,0,highrate
OTH,78,20434,67,1,0.01,0,highrate
OTH,78,22118,68,1,0.01,0,highrate
OTH,78,5219,67,1,0.03,0,highrate
OTH,78,26689,74,1,0.03,0,highrate
OTH,78,9449,70,1,0.03,0,highrate
S3,374,74,98,1,0,1,highrate
OTH,78,11425,67,1,0.01,0,highrate
OTH,78,11818,70,1,0.04,0,highrate
OTH,78,25097,75,1,0.03,0,highrate
OTH,78,7470,73,1,0.04,0,highrate
OTH,78,9918,67,1,0,0,highrate
OTH,78,22130,71,1,0.04,0,highrate
OTH,78,450,72,1,0.01,0,highrate
OTH,60,79,35,1,0.97,0,highrate
OTH,78,11823,67,1,0.03,0,highrate
OTH,78,15900,70,1,0,0,highrate
OTH,78,23722,73,1,0.03,0,highrate
OTH,78,11062,69,1,0.03,0,highrate
OTH,78,20446,66,1,0.01,0,highrate
OTH,78,6547,69,1,0.03,0,highrate
OTH,78,8809,63,1,0,0,highrate
OTH,78,1336,63,1,0.02,0,highrate
OTH,78,8651,68,1,0.03,0,highrate
OTH,78,5430,70,1,0.07,0,highrate
OTH,78,6491,68,1,0.01,0,highrate
OTH,78,19713,73,1,0.01,0,highrate
OTH,78,8033,72,1,0.03,0,highrate
S3,374,165,100,1,0,1,highrate
OTH,78,11501,70,1,0.01,0,highrate
OTH,78,9875,68,1,0.03,0,highrate
OTH,66,176,99,1,0,0,highrate
OTH,78,7623,72,1,0.01,0,highrate
OTH,60,68,27,1,0.96,0,highrate
OTH,78,1592,75,1,0.03,0,highrate
OTH,78,11549,66,1,0.03,0,highrate
OTH,78,9202,65,1,0.02,0,highrate
OTH,78,26381,69,1,0,0,highrate
OTH,78,20669,65,1,0.02,0,highrate
OTH,78,15725,72,1,0.01,0,highrate
OTH,78,10885,70,1,0,0,highrate
OTH,78,9846,70,1,0,0,highrate
OTH,78,11760,64,1,0.05,0,highrate
S3,374,169,100,1,0,1,highrate
OTH,78,7149,71,1,0.01,0,highrate
OTH,78,7934,73,1,0.01,0,highrate
OTH,60,592,21,1,0,0,lowrate
S1,610,162,99,1,0,1,lowrate
S1,370,333,100,1,0,0.98,lowrate
RSTO,1012,102,100,1,0,0,lowrate
OTH,117,198,50,1,0,0,lowrate
S1,370,265,100,1,0,0.91,lowrate
S1,370,19,100,1,0,0.18,lowrate
OTH,107,79,50,1,0,0,lowrate
S1,370,380,100,1,0,1,lowrate
S1,784,95,95,0.99,0,1,lowrate
S1,370,384,100,1,0,0.66,lowrate
S1,296,520,99,1,0,1,lowrate
RSTO,946,40,71,1,0,0,lowrate
OTH,60,747,54,1,0.02,0,lowrate
OTH,66,393,85,1,0,0,lowrate
OTH,60,658,50,1,0,0,lowrate
OTH,60,1043,51,1,0,0,lowrate
S1,370,284,100,1,0,0.97,lowrate
S1,370,262,100,1,0,0.99,lowrate
S1,370,688,100,1,0,1,lowrate
S1,370,79,100,1,0,0.84,lowrate
OTH,66,553,93,1,0,0,lowrate
OTH,60,3,62,1,0.03,0,lowrate
S1,622,93,93,0.99,0,1,lowrate
S2,4132,183,100,1,0,0.26,lowrate
OTH,66,302,61,1,0,0,lowrate
RSTO,878,165,100,1,0,0,lowrate
RSTO,908,125,100,1,0,0,lowrate
S1,370,606,100,1,0,1,lowrate
S1,370,285,100,1,0,0.96,lowrate
OTH,107,128,50,1,0,0,lowrate
OTH,89,194,50,1,0,0,lowrate
RSTO,1078,147,99,1,0,0,lowrate
S1,1996,492,100,1,0,1,lowrate
OTH,66,310,63,1,0,0,lowrate
S1,665,148,100,1,0,1,lowrate
OTH,60,887,56,1,0.02,0,lowrate
S1,296,677,100,1,0,1,lowrate
S1,370,617,100,1,0,1,lowrate
OTH,99,175,50,1,0,0,lowrate
S1,370,307,99,1,0,1,lowrate
S1,370,43,100,1,0,0.76,lowrate
S1,222,254,99,1,0,1,lowrate
OTH,94,214,50,1,0,0,lowrate
S1,370,115,100,1,0,0.98,lowrate
S1,370,237,100,1,0,0.35,lowrate
S1,370,396,100,1,0,0.66,lowrate
OTH,93,60,50,1,0,0,lowrate
S1,370,90,100,1,0,0.89,lowrate
OTH,60,695,48,1,0,0,lowrate
S1,296,591,100,1,0,1,lowrate
RSTO,972,56,57,1,0,0,lowrate
OTH,60,585,14,1,0.07,0,lowrate
RSTO,995,392,100,1,0,0.62,lowrate
S1,370,284,100,1,0,0.79,lowrate
S1,370,331,100,1,0,0.98,lowrate
OTH,60,926,50,1,0.02,0,lowrate
S1,370,632,100,1,0,1,lowrate
S1,583,76,88,0.99,0,0.86,lowrate
OTH,95,194,50,1,0,0,lowrate
RSTO,906,82,92,1,0,0,lowrate
S1,400,123,99,1,0,1,lowrate
S1,370,294,100,1,0,0.88,lowrate
S1,370,631,100,1,0,0.99,lowrate
S1,665,193,100,1,0,1,lowrate
OTH,60,894,47,1,0.02,0,lowrate
OTH,106,270,50,1,0,0,lowrate
RSTO,1028,121,100,1,0,0,lowrate
S1,370,302,100,1,0,0.77,lowrate
S1,370,338,100,1,0,0.98,lowrate
S1,774,123,100,1,0,1,lowrate
S1,400,143,99,1,0,1,lowrate
OTH,60,860,48,1,0.02,0,lowrate
S1,665,379,100,1,0,1,lowrate
OTH,410,25,66,1,0,0,lowrate
RSTO,1051,56,82,0.99,0,0,lowrate
OTH,66,422,100,1,0,0,lowrate
OTH,60,738,51,1,0,0,lowrate
OTH,353,7,7,1,0,0,lowrate
S1,370,230,100,1,0,0.99,lowrate
S1,370,184,100,1,0,0.97,lowrate
OTH,54,3,3,1,0.5,0,lowrate
RSTO,1069,0,44,0.98,0,0,lowrate
S1,296,617,100,1,0,1,lowrate
S1,665,196,100,1,0,1,lowrate
RSTO,932,163,100,1,0,0,lowrate
S1,370,127,100,1,0,1,lowrate
S1,74,427,100,1,0,1,lowrate
RSTO,940,138,100,1,0,0,lowrate
OTH,117,65,50,1,0,0,lowrate
OTH,105,264,50,1,0,0,lowrate
S1,74,169,100,1,0,1,lowrate
RSTO,1132,146,100,1,0,0.54,lowrate
OTH,108,82,50,1,0,0,lowrate
S1,370,592,100,1,0,1,lowrate
OTH,60,608,37,1,0,0,lowrate
S1,370,22,100,1,0,0.91,lowrate
S1,74,548,99,1,0,1,lowrate
S1,296,475,100,1,0,1,lowrate
S1,757,148,100,1,0,1,lowrate
S1,148,215,100,1,0,1,lowrate
OTH,60,742,55,1,0,0,lowrate
RSTO,1055,93,97,1,0,0,lowrate
S1,578,122,99,1,0,1,lowrate
OTH,60,612,87,1,0,0,lowrate
OTH,60,1057,53,1,0.02,0,lowrate
S1,370,347,100,1,0,1,lowrate
OTH,60,595,18,1,0.05,0,lowrate
OTH,100,136,50,1,0,0,lowrate
RSTO,1076,7,8,1,0,0,lowrate
S1,370,489,100,1,0,0.48,lowrate
S1,370,771,100,1,0,1,lowrate
OTH,111,51,50,1,0,0,lowrate
RSTO,874,130,100,1,0,0,lowrate
OTH,83,76,50,1,0,0,lowrate
S1,370,326,99,1,0,0.98,lowrate
S1,370,397,100,1,0,0.57,lowrate
OTH,96,50,57,1,0,0,lowrate
OTH,101,27,53,1,0,0,lowrate
S1,296,411,100,1,0,1,lowrate
S1,74,117,100,1,0,1,lowrate
S1,296,151,100,1,0,1,lowrate
S1,370,226,100,1,0,0.53,lowrate
S1,222,979,100,1,0,1,lowrate
S1,74,719,100,1,0,1,lowrate
OTH,60,589,12,1,0.08,0,lowrate
S1,74,25,71,0.99,0,0.32,lowrate
OTH,108,283,50,1,0,0,lowrate
OTH,60,665,72,1,0,0,lowrate
S1,222,79,97,1,0,0.6,lowrate
S1,370,258,100,1,0,0.53,lowrate
OTH,66,409,100,1,0,0,lowrate
S1,370,354,100,1,0,0.98,lowrate
RSTO,886,129,100,1,0,0,lowrate
OTH,94,220,50,1,0,0,lowrate
S1,296,209,100,1,0,1,lowrate
OTH,60,792,49,1,0,0,lowrate
OTH,60,888,53,1,0,0,lowrate
S1,296,665,100,1,0,1,lowrate
S1,148,440,100,1,0,1,lowrate
OTH,60,865,50,1,0.02,0,lowrate
OTH,95,276,50,1,0,0,lowrate
S1,296,615,100,1,0,1,lowrate
S1,370,372,100,1,0,1,lowrate
S1,1127,202,99,1,0,1,lowrate
OTH,60,1120,53,1,0,0,lowrate
OTH,104,123,50,1,0,0,lowrate
OTH,97,38,76,1,0,0,lowrate
OTH,66,454,80,1,0,0,lowrate
S1,148,97,100,1,0,0.99,lowrate
S1,370,729,100,1,0,0.98,lowrate
RSTO,909,447,100,1,0,0,lowrate
OTH,66,553,86,1,0,0,lowrate
OTH,113,151,50,1,0,0,lowrate
OTH,105,136,50,1,0,0,lowrate
S1,370,421,100,1,0,1,lowrate
S1,649,143,100,1,0,1,lowrate
OTH,66,475,90,1,0,0,lowrate
S2,2695,362,100,1,0,0.68,lowrate
OTH,66,440,85,1,0,0,lowrate
OTH,104,223,50,1,0,0,lowrate
OTH,89,71,50,1,0,0,lowrate
OTH,60,5,64,1,0.08,0,lowrate
OTH,114,259,50,1,0,0,lowrate
S1,222,654,100,1,0,1,lowrate
S1,148,18,100,1,0,0.97,lowrate
OTH,54,7,25,1,0.04,0,lowrate
OTH,60,545,79,1,0,0,lowrate
S1,148,101,100,1,0,0.89,lowrate
S1,140,132,100,1,0,1,lowrate
RSTO,985,335,100,1,0,0.97,lowrate
S1,74,218,100,1,0,1,lowrate
S1,370,264,99,1,0,0.62,lowrate
OTH,60,4,62,1,0.03,0,lowrate
S1,370,635,100,1,0,0.04,lowrate
S1,953,731,100,1,0,1,lowrate
S1,296,535,99,1,0,1,lowrate
S1,296,291,100,1,0,1,lowrate
RSTO,1024,100,100,1,0,0,lowrate
OTH,110,76,50,1,0,0,lowrate
S1,296,618,100,1,0,1,lowrate
OTH,82,114,50,1,0,0,lowrate
OTH,60,1026,49,1,0,0,lowrate
S2,1519,437,100,1,0,1,lowrate
S1,370,307,100,1,0,0.98,lowrate
S1,296,663,100,1,0,1,lowrate
S1,148,593,100,1,0,1,lowrate
S1,74,663,100,1,0,1,lowrate
S1,370,456,99,1,0,0.61,lowrate
S1,370,657,100,1,0,1,lowrate
OTH,66,476,89,1,0,0,lowrate
OTH,60,951,53,1,0.02,0,lowrate
OTH,60,968,46,1,0,0,lowrate
S1,296,742,100,1,0,1,lowrate
OTH,60,795,37,1,0.03,0,lowrate
OTH,98,251,50,1,0,0,lowrate
S1,370,8,100,1,0,0.4,lowrate
OTH,86,228,50,1,0,0,lowrate
RSTO,1100,80,93,1,0,0,lowrate
S1,296,231,100,1,0,1,lowrate
S1,296,353,100,1,0,0.79,lowrate
S1,296,956,100,1,0,1,lowrate
S1,370,264,100,1,0,0.35,lowrate
OTH,626,6,58,1,0,0,lowrate
S1,148,90,100,1,0,1,lowrate
OTH,103,228,50,1,0,0,lowrate
S1,370,455,100,1,0,1,lowrate
S1,296,224,100,1,0,1,lowrate
OTH,173,196,100,1,0,0,lowrate
S1,148,414,100,1,0,1,lowrate
S1,370,348,100,1,0,1,lowrate
RSTO,964,55,82,1,0,0,lowrate
