% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6-8,10,21,26,32,40'

@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute mean_bpktl numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_bpackets numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
124,2948,231,55,13093613,0,755,tcpFlood
40,40,0,-1,40044322,1308074,0,udpFlood
40,40,0,-1,39540840,0,0,udpFlood
40,40,0,-1,39082246,0,0,udpFlood
40,40,0,-1,39542172,0,0,udpFlood
40,40,0,-1,39086488,1266498,0,udpFlood
40,40,0,-1,39089018,1273918,0,udpFlood
40,40,0,-1,40052601,1309844,0,udpFlood
40,40,0,-1,40053330,1320005,0,udpFlood
40,40,0,-1,40050915,1306983,0,udpFlood
40,40,0,-1,39083977,1267352,0,udpFlood
40,40,0,-1,40046682,1314739,0,udpFlood
40,40,0,-1,39871758,0,0,udpFlood
40,40,0,-1,39960367,0,0,udpFlood
40,40,0,-1,40049473,1314550,0,udpFlood
40,40,0,-1,40041931,1143567,0,udpFlood
40,40,0,-1,3538834,0,0,udpFlood
40,40,0,-1,39089162,1270027,0,udpFlood
40,40,0,-1,39080305,0,0,udpFlood
40,40,0,-1,39089195,1266108,0,udpFlood
40,40,0,-1,40046457,1319482,0,udpFlood
40,40,0,-1,40052298,1311767,0,udpFlood
40,40,0,-1,39541772,0,0,udpFlood
40,40,0,-1,29745922,0,0,udpFlood
40,40,0,-1,39872123,0,0,udpFlood
40,40,0,-1,2534108,0,0,udpFlood
40,40,0,-1,29748525,0,0,udpFlood
40,40,0,-1,3538287,0,0,udpFlood
40,40,0,-1,40044642,1307288,0,udpFlood
40,40,0,-1,40026974,1313440,0,udpFlood
40,40,0,-1,39873018,0,0,udpFlood
40,40,0,-1,39541756,0,0,udpFlood
40,40,0,-1,29745660,0,0,udpFlood
40,40,0,-1,39089291,1264518,0,udpFlood
40,40,0,-1,39540837,0,0,udpFlood
40,40,0,-1,39871788,0,0,udpFlood
40,40,0,-1,29747436,0,0,udpFlood
40,40,0,-1,39085337,1267021,0,udpFlood
40,40,0,-1,40052316,1308698,0,udpFlood
40,40,0,-1,40048970,1315977,0,udpFlood
40,40,0,-1,39960741,0,0,udpFlood
40,40,0,-1,4151642,0,0,udpFlood
40,40,0,-1,29746762,0,0,udpFlood
40,40,0,-1,39871769,0,0,udpFlood
40,40,0,-1,29725116,0,0,udpFlood
40,40,0,-1,39087078,1267145,0,udpFlood
40,40,0,-1,40052928,1308323,0,udpFlood
40,40,0,-1,29733064,0,0,udpFlood
40,40,0,-1,40038130,1328123,0,udpFlood
40,40,0,-1,39870630,0,0,udpFlood
40,40,0,-1,39542721,0,0,udpFlood
40,40,0,-1,40051387,1308356,0,udpFlood
40,40,0,-1,29744196,0,0,udpFlood
40,40,0,-1,40051907,1307100,0,udpFlood
40,40,0,-1,39960414,0,0,udpFlood
40,40,0,-1,39541727,0,0,udpFlood
40,40,0,-1,40049583,1307996,0,udpFlood
40,40,0,-1,39086028,1271620,0,udpFlood
40,40,0,-1,39538896,0,0,udpFlood
40,40,0,-1,17297329,0,0,udpFlood
40,40,0,-1,40051906,1308070,0,udpFlood
40,40,0,-1,39542638,0,0,udpFlood
40,40,0,-1,29746131,0,0,udpFlood
40,40,0,-1,27731670,0,0,udpFlood
40,40,0,-1,29744634,0,0,udpFlood
40,40,0,-1,39086818,1265836,0,udpFlood
40,40,0,-1,39086459,1268407,0,udpFlood
40,40,0,-1,22802349,0,0,udpFlood
40,40,0,-1,39084624,1276507,0,udpFlood
40,40,0,-1,40041154,1319060,0,udpFlood
40,40,0,-1,39087530,1268457,0,udpFlood
40,40,0,-1,4169199,0,0,udpFlood
40,40,0,-1,40036275,1312861,0,udpFlood
40,40,0,-1,27732168,0,0,udpFlood
40,40,0,-1,29744420,0,0,udpFlood
40,40,0,-1,29737720,0,0,udpFlood
40,40,0,-1,6855820,0,0,udpFlood
40,40,0,-1,29744871,0,0,udpFlood
40,40,0,-1,39088826,1265921,0,udpFlood
40,40,0,-1,39873080,0,0,udpFlood
40,40,0,-1,39872674,0,0,udpFlood
40,40,0,-1,39872714,0,0,udpFlood
40,40,0,-1,40035887,1307904,0,udpFlood
40,40,0,-1,39088011,1265709,0,udpFlood
40,40,0,-1,40043298,1311149,0,udpFlood
40,40,0,-1,40042531,1313944,0,udpFlood
40,40,0,-1,39872301,0,0,udpFlood
40,40,0,-1,40050215,1309413,0,udpFlood
40,40,0,-1,39872727,0,0,udpFlood
40,40,0,-1,39961468,0,0,udpFlood
40,40,0,-1,40052095,1314516,0,udpFlood
40,40,0,-1,40050578,1307099,0,udpFlood
40,40,0,-1,15794600,0,0,udpFlood
40,40,0,-1,39088268,1264471,0,udpFlood
40,40,0,-1,29748537,0,0,udpFlood
40,40,0,-1,40020654,1312858,0,udpFlood
40,40,0,-1,13782133,0,0,udpFlood
40,40,0,-1,39089307,1264907,0,udpFlood
40,40,0,-1,26563811,0,0,udpFlood
40,40,0,-1,39871463,0,0,udpFlood
40,40,0,-1,8746727,0,0,udpFlood
40,40,0,-1,6853045,0,0,udpFlood
40,40,0,-1,6854329,0,0,udpFlood
40,40,0,-1,26582126,0,0,udpFlood
40,40,0,-1,39082393,1282215,0,udpFlood
40,40,0,-1,40011499,1310207,0,udpFlood
40,40,0,-1,39082505,1268485,0,udpFlood
40,40,0,-1,39087374,1265594,0,udpFlood
40,40,0,-1,29746970,0,0,udpFlood
40,40,0,-1,39088471,1264557,0,udpFlood
40,40,0,-1,39539772,0,0,udpFlood
40,40,0,-1,40052587,1309565,0,udpFlood
40,40,0,-1,40051033,1143138,0,udpFlood
40,40,0,-1,39086106,1267501,0,udpFlood
40,40,0,-1,40048079,1307843,0,udpFlood
40,40,0,-1,6855099,0,0,udpFlood
40,40,0,-1,29741496,0,0,udpFlood
40,40,0,-1,29745668,0,0,udpFlood
40,40,0,-1,40051434,1305740,0,udpFlood
40,40,0,-1,29740555,0,0,udpFlood
40,40,0,-1,39872092,0,0,udpFlood
40,40,0,-1,39542704,0,0,udpFlood
40,40,0,-1,39087079,1267783,0,udpFlood
40,40,0,-1,39542675,0,0,udpFlood
40,40,0,-1,39086769,1265576,0,udpFlood
40,40,0,-1,39086734,1268383,0,udpFlood
40,40,0,-1,39542625,0,0,udpFlood
40,40,0,-1,39872737,0,0,udpFlood
40,40,0,-1,39960380,0,0,udpFlood
40,40,0,-1,40052914,1143029,0,udpFlood
40,40,0,-1,29734908,0,0,udpFlood
40,40,0,-1,39960689,0,0,udpFlood
40,40,0,-1,40049643,1313170,0,udpFlood
40,40,0,-1,39542674,0,0,udpFlood
40,40,0,-1,40047234,1305855,0,udpFlood
40,40,0,-1,39540010,0,0,udpFlood
40,40,0,-1,39871891,0,0,udpFlood
40,40,0,-1,40044407,1312414,0,udpFlood
40,40,0,-1,6854276,0,0,udpFlood
40,40,0,-1,39542679,0,0,udpFlood
40,40,0,-1,29747747,0,0,udpFlood
40,40,0,-1,13266650,0,0,udpFlood
40,40,0,-1,39961555,0,0,udpFlood
40,40,0,-1,28351525,0,0,udpFlood
40,40,0,-1,28738720,0,0,udpFlood
40,40,0,-1,40046161,1145758,0,udpFlood
40,40,0,-1,39870624,0,0,udpFlood
40,40,0,-1,1726519,0,0,udpFlood
40,40,0,-1,29747724,0,0,udpFlood
40,40,0,-1,40042702,1308066,0,udpFlood
40,40,0,-1,39081090,1265928,0,udpFlood
40,40,0,-1,29734126,0,0,udpFlood
40,40,0,-1,39537697,0,0,udpFlood
40,40,0,-1,40048627,1311094,0,udpFlood
40,40,0,-1,40006927,1319146,0,udpFlood
40,40,0,-1,40040834,1142551,0,udpFlood
40,40,0,-1,40036639,1313050,0,udpFlood
40,40,0,-1,39541728,0,0,udpFlood
40,40,0,-1,6854005,0,0,udpFlood
40,40,0,-1,39871758,0,0,udpFlood
40,40,0,-1,39082586,0,0,udpFlood
40,40,0,-1,40050918,1315391,0,udpFlood
40,40,0,-1,39085583,1265282,0,udpFlood
40,40,0,-1,40046997,1304158,0,udpFlood
40,40,0,-1,39961487,0,0,udpFlood
40,40,0,-1,26107812,0,0,udpFlood
40,40,0,-1,39541741,0,0,udpFlood
40,40,0,-1,39536768,0,0,udpFlood
40,40,0,-1,18296770,0,0,udpFlood
40,40,0,-1,6855423,0,0,udpFlood
40,40,0,-1,39088527,1265376,0,udpFlood
40,40,0,-1,39087808,1265396,0,udpFlood
40,40,0,-1,39961489,0,0,udpFlood
40,40,0,-1,29736075,0,0,udpFlood
40,40,0,-1,40040266,1323027,0,udpFlood
40,40,0,-1,39080019,1268636,0,udpFlood
40,40,0,-1,39087511,1268184,0,udpFlood
40,40,0,-1,39871743,0,0,udpFlood
40,40,0,-1,39960444,0,0,udpFlood
40,40,0,-1,29747449,0,0,udpFlood
40,40,0,-1,40031716,1313783,0,udpFlood
40,40,0,-1,39082813,1268865,0,udpFlood
40,40,0,-1,40052955,1303971,0,udpFlood
40,40,0,-1,40040847,1145977,0,udpFlood
40,40,0,-1,29747261,0,0,udpFlood
40,40,0,-1,40048223,1313444,0,udpFlood
40,40,0,-1,40052288,1309307,0,udpFlood
40,40,0,-1,39542663,0,0,udpFlood
40,40,0,-1,40040556,1305331,0,udpFlood
40,40,0,-1,6855834,0,0,udpFlood
40,40,0,-1,27731697,0,0,udpFlood
40,40,0,-1,39539795,0,0,udpFlood
40,40,0,-1,40044306,1320228,0,udpFlood
40,40,0,-1,29745571,0,0,udpFlood
40,40,0,-1,29746459,0,0,udpFlood
40,40,0,-1,39082606,0,0,udpFlood
40,40,0,-1,29342341,0,0,udpFlood
40,40,0,-1,39961477,0,0,udpFlood
40,40,0,-1,39081917,0,0,udpFlood
40,40,0,-1,40033540,1308656,0,udpFlood
40,40,0,-1,39078049,1265760,0,udpFlood
40,40,0,-1,6854447,0,0,udpFlood
40,40,0,-1,39089159,1266416,0,udpFlood
40,40,0,-1,29746213,0,0,udpFlood
40,40,0,-1,39960703,0,0,udpFlood
40,40,0,-1,40052985,1309519,0,udpFlood
40,40,0,-1,40049898,1307842,0,udpFlood
40,40,0,-1,39541773,0,0,udpFlood
40,40,0,-1,29746763,0,0,udpFlood
40,40,0,-1,39872166,0,0,udpFlood
40,40,0,-1,6854868,0,0,udpFlood
40,40,0,-1,29747126,0,0,udpFlood
40,40,0,-1,3538686,0,0,udpFlood
40,40,0,-1,40038538,1144927,0,udpFlood
40,40,0,-1,39088097,1270514,0,udpFlood
40,40,0,-1,40026296,1144892,0,udpFlood
40,40,0,-1,39961458,0,0,udpFlood
40,40,0,-1,39086128,1266687,0,udpFlood
40,40,0,-1,39082060,0,0,udpFlood
40,40,0,-1,29738974,0,0,udpFlood
40,40,0,-1,39083310,1272304,0,udpFlood
40,40,0,-1,29744783,0,0,udpFlood
40,40,0,-1,39087516,1267358,0,udpFlood
40,40,0,-1,39872084,0,0,udpFlood
40,40,0,-1,39539715,0,0,udpFlood
40,40,0,-1,29745587,0,0,udpFlood
40,40,0,-1,6853323,0,0,udpFlood
40,40,0,-1,28738395,0,0,udpFlood
40,40,0,-1,39871786,0,0,udpFlood
40,40,0,-1,40052909,1142959,0,udpFlood
40,40,0,-1,40049927,1303812,0,udpFlood
40,40,0,-1,39539658,0,0,udpFlood
40,40,0,-1,39871548,0,0,udpFlood
40,40,0,-1,26587478,0,0,udpFlood
40,40,0,-1,29740551,0,0,udpFlood
40,40,0,-1,39085639,1265416,0,udpFlood
40,40,0,-1,40051266,1143147,0,udpFlood
40,40,0,-1,29748310,0,0,udpFlood
40,40,0,-1,40050272,1307966,0,udpFlood
40,40,0,-1,39082758,1266521,0,udpFlood
40,40,0,-1,40043673,1313100,0,udpFlood
40,40,0,-1,29747461,0,0,udpFlood
40,40,0,-1,39541715,0,0,udpFlood
40,40,0,-1,4229733,0,0,udpFlood
40,40,0,-1,29743945,0,0,udpFlood
40,40,0,-1,40048373,1303938,0,udpFlood
40,40,0,-1,39540856,0,0,udpFlood
40,40,0,-1,39541752,0,0,udpFlood
40,40,0,-1,29746910,0,0,udpFlood
40,40,0,-1,39963151,0,0,udpFlood
40,40,0,-1,39081901,0,0,udpFlood
40,40,0,-1,29747423,0,0,udpFlood
40,40,0,-1,6854349,0,0,udpFlood
40,40,0,-1,39541806,0,0,udpFlood
40,40,0,-1,39871765,0,0,udpFlood
40,40,0,-1,39075144,1265786,0,udpFlood
40,40,0,-1,40039059,1310059,0,udpFlood
40,40,0,-1,27328407,0,0,udpFlood
40,40,0,-1,39541708,0,0,udpFlood
40,40,0,-1,6854821,0,0,udpFlood
40,40,0,-1,18796400,0,0,udpFlood
40,40,0,-1,26117665,0,0,udpFlood
40,40,0,-1,40051763,1308864,0,udpFlood
40,40,0,-1,40047550,1304157,0,udpFlood
40,40,0,-1,39087701,1268964,0,udpFlood
40,40,0,-1,39540326,0,0,udpFlood
40,40,0,-1,40052935,1307902,0,udpFlood
40,40,0,-1,40052126,1310982,0,udpFlood
40,40,0,-1,39963156,0,0,udpFlood
40,40,0,-1,29746819,0,0,udpFlood
40,40,0,-1,39089297,1266401,0,udpFlood
40,40,0,-1,39871597,0,0,udpFlood
40,40,0,-1,29740779,0,0,udpFlood
40,40,0,-1,39871804,0,0,udpFlood
40,40,0,-1,40047817,1305808,0,udpFlood
40,40,0,-1,40052942,1308656,0,udpFlood
40,40,0,-1,39088571,1272443,0,udpFlood
40,40,0,-1,2534446,0,0,udpFlood
40,40,0,-1,29362059,0,0,udpFlood
40,40,0,-1,40051767,1311208,0,udpFlood
40,40,0,-1,40047944,1303877,0,udpFlood
40,40,0,-1,6855818,0,0,udpFlood
40,40,0,-1,40049870,1307963,0,udpFlood
40,40,0,-1,39089288,1270979,0,udpFlood
40,40,0,-1,40040830,1308261,0,udpFlood
40,40,0,-1,14290375,0,0,udpFlood
40,40,0,-1,4169867,0,0,udpFlood
40,40,0,-1,39089142,1267820,0,udpFlood
40,40,0,-1,4171314,0,0,udpFlood
40,40,0,-1,39088854,1266816,0,udpFlood
40,40,0,-1,39872304,0,0,udpFlood
40,40,0,-1,40038426,1307303,0,udpFlood
40,40,0,-1,39082057,0,0,udpFlood
40,40,0,-1,40052631,1308318,0,udpFlood
40,40,0,-1,39540642,0,0,udpFlood
40,40,0,-1,29748221,0,0,udpFlood
40,40,0,-1,39082236,0,0,udpFlood
40,40,0,-1,39087823,1264446,0,udpFlood
40,40,0,-1,39539686,0,0,udpFlood
40,40,0,-1,39088463,1264928,0,udpFlood
40,40,0,-1,39088496,1276948,0,udpFlood
40,40,0,-1,39085934,1265411,0,udpFlood
40,40,0,-1,585411,0,0,udpFlood
40,40,0,-1,40050050,1307841,0,udpFlood
40,40,0,-1,39870623,0,0,udpFlood
40,40,0,-1,39081424,0,0,udpFlood
40,40,0,-1,40046204,1307905,0,udpFlood
40,40,0,-1,40027944,1310107,0,udpFlood
40,40,0,-1,39542705,0,0,udpFlood
40,40,0,-1,39541725,0,0,udpFlood
40,40,0,-1,2728852,0,0,udpFlood
40,40,0,-1,4152064,0,0,udpFlood
40,40,0,-1,40035621,1303921,0,udpFlood
40,40,0,-1,40048370,1307792,0,udpFlood
40,40,0,-1,40050852,1145761,0,udpFlood
40,40,0,-1,39960675,0,0,udpFlood
40,40,0,-1,20306778,0,0,udpFlood
40,40,0,-1,40040498,1310838,0,udpFlood
40,40,0,-1,40048849,1307211,0,udpFlood
40,40,0,-1,6854144,0,0,udpFlood
40,40,0,-1,39541769,0,0,udpFlood
40,40,0,-1,40031063,1308000,0,udpFlood
40,40,0,-1,29749452,0,0,udpFlood
40,40,0,-1,39081903,0,0,udpFlood
40,40,0,-1,39088689,1266470,0,udpFlood
40,40,0,-1,29746801,0,0,udpFlood
40,40,0,-1,40042558,1303867,0,udpFlood
40,40,0,-1,29748155,0,0,udpFlood
40,40,0,-1,4151321,0,0,udpFlood
40,40,0,-1,40035462,1316507,0,udpFlood
40,40,0,-1,6854432,0,0,udpFlood
40,40,0,-1,40050233,1308698,0,udpFlood
40,40,0,-1,40048643,1145608,0,udpFlood
40,40,0,-1,29742681,0,0,udpFlood
40,40,0,-1,39087515,1272238,0,udpFlood
40,40,0,-1,40051566,1311247,0,udpFlood
40,40,0,-1,40051529,1307998,0,udpFlood
40,40,0,-1,39073979,1268717,0,udpFlood
40,40,0,-1,40038034,1143562,0,udpFlood
40,40,0,-1,40050854,1310236,0,udpFlood
40,40,0,-1,39086652,1268293,0,udpFlood
40,40,0,-1,39540679,0,0,udpFlood
40,40,0,-1,16777953,0,0,udpFlood
40,40,0,-1,39084598,1264570,0,udpFlood
40,40,0,-1,39871814,0,0,udpFlood
40,40,0,-1,39086360,1266649,0,udpFlood
40,40,0,-1,39086136,1265181,0,udpFlood
40,40,0,-1,39871758,0,0,udpFlood
40,40,0,-1,23930755,0,0,udpFlood
40,40,0,-1,39087373,1267561,0,udpFlood
40,40,0,-1,4732641,0,0,udpFlood
40,40,0,-1,39089597,1265600,0,udpFlood
40,40,0,-1,40048899,1309371,0,udpFlood
40,40,0,-1,39542671,0,0,udpFlood
40,40,0,-1,40048649,1309747,0,udpFlood
40,40,0,-1,39089155,1267158,0,udpFlood
40,40,0,-1,39087058,1265855,0,udpFlood
40,40,0,-1,29740485,0,0,udpFlood
40,40,0,-1,29744653,0,0,udpFlood
40,40,0,-1,39540824,0,0,udpFlood
40,40,0,-1,39961485,0,0,udpFlood
40,40,0,-1,39089039,1264671,0,udpFlood
40,40,0,-1,40049566,1320420,0,udpFlood
40,40,0,-1,2959587,0,0,udpFlood
40,40,0,-1,29742577,0,0,udpFlood
40,40,0,-1,40027162,1311091,0,udpFlood
40,40,0,-1,6854501,0,0,udpFlood
40,40,0,-1,39541689,0,0,udpFlood
40,40,0,-1,14785145,0,0,udpFlood
40,40,0,-1,40045425,1316552,0,udpFlood
40,40,0,-1,4170961,0,0,udpFlood
40,40,0,-1,23917690,0,0,udpFlood
40,40,0,-1,11258681,0,0,udpFlood
40,40,0,-1,39087534,1270702,0,udpFlood
40,40,0,-1,6855155,0,0,udpFlood
40,40,0,-1,29743280,0,0,udpFlood
40,40,0,-1,40052947,1315012,0,udpFlood
40,40,0,-1,39088734,1267017,0,udpFlood
40,40,0,-1,29748177,0,0,udpFlood
40,40,0,-1,39541732,0,0,udpFlood
40,40,0,-1,39872710,0,0,udpFlood
40,40,0,-1,29747590,0,0,udpFlood
40,40,0,-1,29746255,0,0,udpFlood
40,40,0,-1,23926612,0,0,udpFlood
40,40,0,-1,29732092,0,0,udpFlood
40,40,0,-1,39087365,1267043,0,udpFlood
40,40,0,-1,24814485,0,0,udpFlood
40,40,0,-1,29744975,0,0,udpFlood
40,40,0,-1,39962794,0,0,udpFlood
40,40,0,-1,23928314,0,0,udpFlood
40,40,0,-1,4169556,0,0,udpFlood
40,40,0,-1,40049518,1307238,0,udpFlood
40,40,0,-1,40043999,1323028,0,udpFlood
40,40,0,-1,39537737,0,0,udpFlood
40,40,0,-1,39871616,0,0,udpFlood
40,40,0,-1,40031417,1313446,0,udpFlood
40,40,0,-1,39540848,0,0,udpFlood
40,40,0,-1,21792758,0,0,udpFlood
40,40,0,-1,39086987,1271725,0,udpFlood
40,40,0,-1,29748552,0,0,udpFlood
40,40,0,-1,40052679,1145762,0,udpFlood
40,40,0,-1,2969744,0,0,udpFlood
40,40,0,-1,39538523,0,0,udpFlood
40,40,0,-1,40048364,1143565,0,udpFlood
40,40,0,-1,40050768,1149135,0,udpFlood
40,40,0,-1,39872366,0,0,udpFlood
40,40,0,-1,39082989,1266526,0,udpFlood
40,40,0,-1,39086421,1265750,0,udpFlood
40,40,0,-1,6854295,0,0,udpFlood
40,40,0,-1,6855419,0,0,udpFlood
40,40,0,-1,39872717,0,0,udpFlood
40,40,0,-1,39086070,1269430,0,udpFlood
40,40,0,-1,29744053,0,0,udpFlood
40,40,0,-1,29745976,0,0,udpFlood
40,40,0,-1,39540592,0,0,udpFlood
40,40,0,-1,39088476,1272173,0,udpFlood
40,40,0,-1,29742365,0,0,udpFlood
40,40,0,-1,39540872,0,0,udpFlood
40,40,0,-1,40051461,1308073,0,udpFlood
40,40,0,-1,3225769,0,0,udpFlood
40,40,0,-1,39081741,0,0,udpFlood
40,40,0,-1,40051605,1313649,0,udpFlood
40,40,0,-1,6854772,0,0,udpFlood
40,40,0,-1,40049166,1315226,0,udpFlood
40,40,0,-1,6854909,0,0,udpFlood
40,40,0,-1,39089147,1266107,0,udpFlood
40,40,0,-1,40040575,1303902,0,udpFlood
40,40,0,-1,39872658,0,0,udpFlood
40,40,0,-1,6855379,0,0,udpFlood
40,40,0,-1,39088471,1269139,0,udpFlood
40,40,0,-1,39538918,0,0,udpFlood
40,40,0,-1,39082604,0,0,udpFlood
40,40,0,-1,39871594,0,0,udpFlood
40,40,0,-1,39542647,0,0,udpFlood
40,40,0,-1,39539825,0,0,udpFlood
40,40,0,-1,39539925,0,0,udpFlood
40,40,0,-1,6855057,0,0,udpFlood
40,40,0,-1,40049456,1321889,0,udpFlood
40,40,0,-1,39542721,0,0,udpFlood
40,40,0,-1,29743541,0,0,udpFlood
40,40,0,-1,40049166,1305723,0,udpFlood
40,40,0,-1,39538918,0,0,udpFlood
40,40,0,-1,39089011,1265788,0,udpFlood
40,40,0,-1,29735126,0,0,udpFlood
40,40,0,-1,39089246,1265545,0,udpFlood
40,40,0,-1,29326270,0,0,udpFlood
40,40,0,-1,39089747,1266566,0,udpFlood
40,40,0,-1,40040917,1149813,0,udpFlood
40,40,0,-1,40047806,1312883,0,udpFlood
40,40,0,-1,40052613,1310151,0,udpFlood
40,40,0,-1,6855069,0,0,udpFlood
40,40,0,-1,40048777,1143194,0,udpFlood
40,40,0,-1,40048858,1142955,0,udpFlood
40,40,0,-1,39089617,1265630,0,udpFlood
40,40,0,-1,40021077,1310066,0,udpFlood
40,40,0,-1,29746227,0,0,udpFlood
40,40,0,-1,39870994,0,0,udpFlood
40,40,0,-1,6853848,0,0,udpFlood
40,40,0,-1,2959261,0,0,udpFlood
40,40,0,-1,29746800,0,0,udpFlood
40,40,0,-1,4170216,0,0,udpFlood
40,40,0,-1,29749120,0,0,udpFlood
40,40,0,-1,26581528,0,0,udpFlood
40,40,0,-1,39086610,1264484,0,udpFlood
40,40,0,-1,39872358,0,0,udpFlood
40,40,0,-1,40048874,1314410,0,udpFlood
40,40,0,-1,29741131,0,0,udpFlood
40,40,0,-1,29742040,0,0,udpFlood
40,40,0,-1,6855899,0,0,udpFlood
40,40,0,-1,40050693,1315878,0,udpFlood
40,40,0,-1,29744776,0,0,udpFlood
40,40,0,-1,40052258,1311846,0,udpFlood
40,40,0,-1,39541769,0,0,udpFlood
40,40,0,-1,40042651,1309208,0,udpFlood
40,40,0,-1,39088856,1266378,0,udpFlood
40,40,0,-1,39873047,0,0,udpFlood
40,40,0,-1,40052245,1320349,0,udpFlood
40,40,0,-1,29747459,0,0,udpFlood
40,40,0,-1,39088200,1265776,0,udpFlood
40,40,0,-1,23315946,0,0,udpFlood
40,40,0,-1,29743245,0,0,udpFlood
40,40,0,-1,39084905,1269439,0,udpFlood
40,40,0,-1,6853327,0,0,udpFlood
40,40,0,-1,39961487,0,0,udpFlood
40,40,0,-1,39088761,1269839,0,udpFlood
40,40,0,-1,29744175,0,0,udpFlood
40,40,0,-1,39088202,1269125,0,udpFlood
40,40,0,-1,2968705,0,0,udpFlood
40,40,0,-1,40051435,1309388,0,udpFlood
40,40,0,-1,585073,0,0,udpFlood
40,40,0,-1,39961657,0,0,udpFlood
40,40,0,-1,39534791,0,0,udpFlood
40,40,0,-1,6853319,0,0,udpFlood
40,40,0,-1,23935402,0,0,udpFlood
40,40,0,-1,39960449,0,0,udpFlood
40,40,0,-1,40042306,1312827,0,udpFlood
40,40,0,-1,4170195,0,0,udpFlood
40,40,0,-1,39087808,1272198,0,udpFlood
40,40,0,-1,24922590,0,0,udpFlood
40,40,0,-1,1588005,0,0,udpFlood
40,40,0,-1,39088769,1266629,0,udpFlood
40,40,0,-1,2970476,0,0,udpFlood
40,40,0,-1,29736596,0,0,udpFlood
40,40,0,-1,29745400,0,0,udpFlood
40,40,0,-1,23887045,0,0,udpFlood
40,40,0,-1,40047542,1311857,0,udpFlood
40,40,0,-1,39085735,1265249,0,udpFlood
40,40,0,-1,39089149,1265445,0,udpFlood
40,40,0,-1,40052297,1310923,0,udpFlood
40,40,0,-1,29742853,0,0,udpFlood
40,40,0,-1,39084657,1267595,0,udpFlood
40,40,0,-1,39088729,1267746,0,udpFlood
40,40,0,-1,39537738,0,0,udpFlood
40,40,0,-1,29744626,0,0,udpFlood
40,40,0,-1,39960351,0,0,udpFlood
40,40,0,-1,40031475,1318627,0,udpFlood
40,40,0,-1,40051452,1313132,0,udpFlood
40,40,0,-1,9748986,0,0,udpFlood
40,40,0,-1,29747102,0,0,udpFlood
40,40,0,-1,39960463,0,0,udpFlood
40,40,0,-1,39541742,0,0,udpFlood
40,40,0,-1,39539734,0,0,udpFlood
40,40,0,-1,6855829,0,0,udpFlood
40,40,0,-1,39084607,1265872,0,udpFlood
40,40,0,-1,40050631,1314976,0,udpFlood
40,40,0,-1,40039518,1310205,0,udpFlood
40,40,0,-1,39087019,1267153,0,udpFlood
40,40,0,-1,39872326,0,0,udpFlood
40,40,0,-1,39537686,0,0,udpFlood
40,40,0,-1,26123123,0,0,udpFlood
40,40,0,-1,6854873,0,0,udpFlood
40,40,0,-1,40051436,1142613,0,udpFlood
40,40,0,-1,6854769,0,0,udpFlood
40,40,0,-1,39539877,0,0,udpFlood
40,40,0,-1,29742587,0,0,udpFlood
40,40,0,-1,29744230,0,0,udpFlood
40,40,0,-1,40051633,1308322,0,udpFlood
40,40,0,-1,39084586,1268842,0,udpFlood
40,40,0,-1,29739002,0,0,udpFlood
40,40,0,-1,39961554,0,0,udpFlood
40,40,0,-1,39084747,1270470,0,udpFlood
40,40,0,-1,39082982,1266461,0,udpFlood
40,40,0,-1,40052638,1309752,0,udpFlood
40,40,0,-1,39542702,0,0,udpFlood
40,40,0,-1,40042632,1308893,0,udpFlood
40,40,0,-1,39960376,0,0,udpFlood
53,53,0,-1,99853,0,0,udpFlood
328,328,0,-1,35800993,6690436,0,udpFlood
40,40,0,-1,39960380,0,0,udpFlood
40,40,0,-1,39084252,1264873,0,udpFlood
40,40,0,-1,39089138,1275934,0,udpFlood
40,40,0,-1,40052945,1307923,0,udpFlood
40,40,0,-1,4170230,0,0,udpFlood
40,40,0,-1,40044019,1303915,0,udpFlood
40,40,0,-1,39542622,0,0,udpFlood
40,40,0,-1,39873054,0,0,udpFlood
40,40,0,-1,40052888,1144217,0,udpFlood
40,40,0,-1,39871598,0,0,udpFlood
40,40,0,-1,29748154,0,0,udpFlood
40,40,0,-1,39087169,1265373,0,udpFlood
40,40,0,-1,39089144,1264666,0,udpFlood
40,40,0,-1,39087028,1270613,0,udpFlood
40,40,0,-1,39871593,0,0,udpFlood
40,40,0,-1,39089194,1276913,0,udpFlood
40,40,0,-1,39872355,0,0,udpFlood
40,40,0,-1,39543132,0,0,udpFlood
40,40,0,-1,39539931,0,0,udpFlood
40,40,0,-1,39872103,0,0,udpFlood
40,40,0,-1,6855852,0,0,udpFlood
40,40,0,-1,29744587,0,0,udpFlood
