% isAttack normal:	1000
% isAttack highrate:	500
% isAttack lowrate:	500
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-9,16,18,21-22,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
OTH,60,160,160,0,33,0.97,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,153,153,0,33,0.97,0,highrate
OTH,60,104,104,0,34,0.97,0,highrate
OTH,60,113,113,0,34,0.97,0,highrate
OTH,60,124,124,0,33,0.97,0,highrate
OTH,60,85,85,0,41,0.98,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,87,87,0,40,0.98,0,highrate
OTH,60,155,155,0,33,0.97,0,highrate
OTH,60,17,17,0,17,0.94,0,highrate
OTH,60,141,141,0,24,0.96,0,highrate
OTH,60,112,112,0,33,0.97,0,highrate
OTH,60,141,141,0,33,0.97,0,highrate
OTH,60,109,109,0,38,0.97,0,highrate
OTH,60,83,83,0,42,0.98,0,highrate
OTH,60,138,138,0,14,0.93,0,highrate
OTH,60,88,88,0,40,0.98,0,highrate
OTH,60,114,114,0,37,0.97,0,highrate
OTH,60,75,75,0,31,0.97,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,60,112,112,0,33,0.97,0,highrate
OTH,60,57,57,0,24,0.96,0,highrate
OTH,60,138,138,0,21,0.95,0,highrate
OTH,60,128,128,0,33,0.97,0,highrate
OTH,60,101,101,0,34,0.97,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,137,137,0,33,0.97,0,highrate
OTH,60,53,53,0,23,0.96,0,highrate
OTH,60,107,107,0,33,0.97,0,highrate
OTH,60,153,153,0,33,0.97,0,highrate
OTH,60,62,62,0,25,0.96,0,highrate
OTH,60,85,85,0,42,0.98,0,highrate
OTH,60,127,127,0,33,0.97,0,highrate
OTH,60,132,132,0,33,0.97,0,highrate
OTH,60,160,160,0,33,0.97,0,highrate
OTH,60,160,160,0,33,0.97,0,highrate
OTH,60,89,89,0,41,0.98,0,highrate
OTH,60,163,163,0,33,0.97,0,highrate
OTH,60,107,107,0,33,0.97,0,highrate
OTH,60,108,108,0,33,0.97,0,highrate
OTH,60,80,80,0,36,0.97,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,60,108,108,0,34,0.97,0,highrate
OTH,60,101,101,0,34,0.97,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,11,11,0,11,0.92,0,highrate
OTH,60,135,135,0,33,0.97,0,highrate
OTH,60,25,25,0,25,0.96,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,60,102,102,0,34,0.97,0,highrate
OTH,60,87,87,0,42,0.98,0,highrate
OTH,60,121,121,0,33,0.97,0,highrate
OTH,60,95,95,0,42,0.98,0,highrate
OTH,60,141,141,0,24,0.96,0,highrate
OTH,60,147,147,0,33,0.97,0,highrate
OTH,60,74,74,0,30,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,50,50,0,22,0.96,0,highrate
OTH,60,141,141,0,24,0.96,0,highrate
OTH,60,130,130,0,33,0.97,0,highrate
OTH,60,56,56,0,24,0.96,0,highrate
OTH,60,160,160,0,33,0.97,0,highrate
OTH,60,105,105,0,33,0.97,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,98,98,0,42,0.98,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,113,113,0,38,0.97,0,highrate
OTH,60,110,110,0,34,0.97,0,highrate
OTH,60,153,153,0,33,0.97,0,highrate
OTH,60,104,104,0,34,0.97,0,highrate
OTH,60,100,100,0,40,0.98,0,highrate
OTH,60,112,112,0,38,0.97,0,highrate
OTH,60,89,89,0,41,0.98,0,highrate
OTH,60,107,107,0,33,0.97,0,highrate
OTH,60,111,111,0,33,0.97,0,highrate
OTH,60,111,111,0,38,0.97,0,highrate
OTH,60,51,51,0,23,0.96,0,highrate
OTH,60,122,122,0,33,0.97,0,highrate
OTH,60,125,125,0,33,0.97,0,highrate
OTH,60,104,104,0,33,0.97,0,highrate
OTH,60,160,160,0,33,0.97,0,highrate
OTH,60,19,19,0,19,0.95,0,highrate
OTH,60,122,122,0,33,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,110,110,0,40,0.98,0,highrate
OTH,60,94,94,0,42,0.98,0,highrate
OTH,60,161,161,0,33,0.97,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,111,111,0,33,0.97,0,highrate
OTH,60,105,105,0,39,0.97,0,highrate
OTH,60,88,88,0,41,0.98,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,67,67,0,27,0.96,0,highrate
OTH,60,133,133,0,33,0.97,0,highrate
OTH,60,141,141,0,23,0.96,0,highrate
OTH,60,116,116,0,33,0.97,0,highrate
OTH,60,59,59,0,25,0.96,0,highrate
OTH,60,105,105,0,34,0.97,0,highrate
OTH,60,81,81,0,42,0.98,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,141,141,0,29,0.97,0,highrate
OTH,60,102,102,0,33,0.97,0,highrate
OTH,60,94,94,0,42,0.98,0,highrate
OTH,60,115,115,0,33,0.97,0,highrate
OTH,60,9,9,0,9,0.9,0,highrate
OTH,60,107,107,0,33,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,158,158,0,33,0.97,0,highrate
OTH,60,87,87,0,42,0.98,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,22,22,0,22,0.96,0,highrate
OTH,60,105,105,0,34,0.97,0,highrate
OTH,60,107,107,0,34,0.97,0,highrate
S3,374,72,72,0,98,0,0,highrate
S1,248,215,215,0,100,0,0,highrate
S3,374,131,131,0,100,0,0,highrate
S3,374,138,138,0,100,0,0,highrate
S3,374,104,104,0,71,0,0,highrate
S3,374,146,146,0,100,0,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
S3,374,396,396,0,100,0,0,highrate
S3,374,135,135,0,100,0,0,highrate
RSTO,446,502,502,0,100,0,0,highrate
OTH,60,31,31,0,28,0.97,0,highrate
S3,374,97,97,0,100,0,0,highrate
OTH,60,28,28,0,28,0.97,0,highrate
S3,377,966,806,0.18,100,0,0,highrate
S3,374,120,120,0,100,0,0,highrate
OTH,66,224,224,0,98,0,0,highrate
S3,374,31,31,0,31,0,0,highrate
S3,374,374,374,0,100,0,0,highrate
S3,374,154,154,0,100,0,0,highrate
OTH,66,254,254,0,98,0,0,highrate
RSTO,446,367,367,0,100,0,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
S3,380,930,930,0,100,0,0,highrate
RSTO,446,639,639,0,100,0,0,highrate
OTH,60,128,166,0.23,33,0.97,0,highrate
S3,374,150,150,0,100,0,0,highrate
S3,377,316,156,0.92,41,0,0.71,highrate
RSTO,446,431,431,0,100,0,0,highrate
S3,374,92,92,0,92,0,0,highrate
OTH,60,179,179,0,33,0.97,0,highrate
OTH,60,176,176,0,33,0.97,0,highrate
S1,248,186,186,0,100,0,0,highrate
OTH,60,147,147,0,31,0.97,0,highrate
OTH,60,56,94,0.4,41,0.1,0.9,highrate
S3,374,164,164,0,100,0,0,highrate
S3,374,140,140,0,100,0,0,highrate
OTH,60,63,101,0.38,30,0.35,0.63,highrate
OTH,60,4,4,0,4,0.8,0,highrate
OTH,60,179,179,0,33,0.97,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
RSTO,446,847,847,0,100,0,0,highrate
S3,374,253,253,0,100,0,0,highrate
S3,377,947,787,0.18,100,0,0,highrate
S3,374,184,184,0,100,0,0,highrate
S3,374,113,113,0,100,0,0,highrate
OTH,66,84,84,0,96,0,0,highrate
OTH,66,16,16,0,72,0.01,0,highrate
OTH,60,90,90,0,41,0.98,0,highrate
OTH,66,87,87,0,59,0.02,0,highrate
S1,248,181,181,0,100,0,0,highrate
S3,374,163,163,0,100,0,0,highrate
S1,242,159,159,0,100,0,0,highrate
OTH,60,0,0,0,0,0,0,highrate
S3,377,1030,871,0.16,100,0,0,highrate
OTH,60,113,113,0,34,0.97,0,highrate
S3,377,553,393,0.37,100,0,0,highrate
OTH,66,10,10,0,10,0,0,highrate
S1,248,160,160,0,100,0,0,highrate
RSTO,446,482,482,0,100,0,0,highrate
S3,392,774,774,0,100,0,0,highrate
S3,374,145,145,0,100,0,0,highrate
S3,374,64,64,0,64,0,0,highrate
OTH,60,135,135,0,32,0.97,0,highrate
OTH,60,108,108,0,34,0.97,0,highrate
S1,248,206,206,0,100,0,0,highrate
OTH,60,142,142,0,31,0.97,0,highrate
RSTO,446,432,432,0,100,0,0,highrate
S3,374,119,119,0,100,0,0,highrate
S3,374,102,102,0,100,0,0,highrate
S3,374,133,133,0,100,0,0,highrate
S3,377,640,480,0.3,100,0,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
S3,374,153,153,0,100,0,0,highrate
RSTO,446,438,438,0,100,0,0,highrate
S3,374,149,149,0,100,0,0,highrate
OTH,60,125,125,0,33,0.97,0,highrate
S3,374,12,12,0,98,0,0,highrate
OTH,60,125,125,0,33,0.97,0,highrate
OTH,66,296,296,0,100,0,0,highrate
S3,374,153,153,0,100,0,0,highrate
S3,374,14,14,0,14,0,0,highrate
S3,374,117,117,0,100,0,0,highrate
S3,374,442,442,0,100,0,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
OTH,60,139,139,0,17,0.94,0,highrate
S3,380,144,144,0,100,0,0,highrate
S3,374,271,271,0,100,0,0,highrate
S3,392,775,775,0,100,0,0,highrate
OTH,66,166,166,0,100,0,0,highrate
S3,377,335,175,0.82,54,0,0.43,highrate
S3,374,121,121,0,100,0,0,highrate
OTH,66,260,260,0,98,0,0,highrate
OTH,60,163,163,0,33,0.97,0,highrate
S3,377,865,705,0.2,100,0,0,highrate
OTH,66,155,155,0,100,0,0,highrate
S3,374,113,113,0,100,0,0,highrate
OTH,60,109,109,0,34,0.97,0,highrate
S3,374,61,61,0,61,0,0,highrate
S3,377,844,684,0.21,99,0,0,highrate
OTH,60,119,119,0,34,0.97,0,highrate
S3,374,156,156,0,100,0,0,highrate
OTH,66,14,14,0,71,0.03,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,36,36,0,33,0.97,0,highrate
S3,374,132,132,0,100,0,0,highrate
OTH,60,114,114,0,32,0.97,0,highrate
OTH,60,143,143,0,33,0.97,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,174,174,0,33,0.97,0,highrate
OTH,60,163,163,0,33,0.97,0,highrate
S3,374,142,142,0,100,0,0,highrate
S3,374,159,159,0,100,0,0,highrate
S3,377,840,680,0.21,99,0,0,highrate
RSTO,446,354,354,0,100,0,0,highrate
S3,377,632,472,0.31,100,0,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,66,258,258,0,98,0,0,highrate
OTH,60,180,180,0,33,0.97,0,highrate
S3,374,147,147,0,100,0,0,highrate
S3,380,919,919,0,100,0,0,highrate
S3,377,787,627,0.23,99,0,0,highrate
OTH,66,40,40,0,33,0,0,highrate
S3,380,144,144,0,100,0,0,highrate
S3,374,279,279,0,100,0,0,highrate
RSTO,446,381,381,0,100,0,0,highrate
S3,374,126,126,0,100,0,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,66,71,71,0,94,0,0,highrate
OTH,60,58,58,0,25,0.96,0,highrate
OTH,60,64,102,0.37,30,0.35,0.63,highrate
S3,374,363,363,0,100,0,0,highrate
S3,374,149,149,0,100,0,0,highrate
S3,377,803,643,0.22,99,0,0,highrate
OTH,60,73,111,0.34,21,0.86,0.1,highrate
OTH,60,177,177,0,33,0.97,0,highrate
S3,374,169,169,0,100,0,0,highrate
S3,377,403,243,0.59,100,0,0.01,highrate
OTH,60,14,14,0,14,0.93,0,highrate
OTH,60,109,109,0,34,0.97,0,highrate
S3,377,769,609,0.24,99,0,0,highrate
S3,377,387,227,0.63,89,0,0.07,highrate
S3,374,145,145,0,100,0,0,highrate
S3,377,488,328,0.44,100,0,0,highrate
S3,374,144,144,0,100,0,0,highrate
S3,377,339,179,0.8,57,0,0.39,highrate
S3,380,163,163,0,100,0,0,highrate
S3,377,601,441,0.33,100,0,0,highrate
OTH,60,141,141,0,29,0.97,0,highrate
OTH,60,141,141,0,30,0.97,0,highrate
OTH,60,129,129,0,32,0.97,0,highrate
S3,380,851,851,0,100,0,0,highrate
S3,374,355,355,0,100,0,0,highrate
OTH,66,82,82,0,94,0,0,highrate
S3,377,454,294,0.49,100,0,0,highrate
S3,377,452,292,0.49,100,0,0,highrate
OTH,60,154,154,0,33,0.97,0,highrate
RSTO,446,361,361,0,100,0,0,highrate
S3,374,149,149,0,100,0,0,highrate
S1,248,203,203,0,100,0,0,highrate
S3,380,161,161,0,100,0,0,highrate
S3,374,215,215,0,100,0,0,highrate
S3,374,153,153,0,100,0,0,highrate
S3,374,147,147,0,100,0,0,highrate
S3,377,620,460,0.31,100,0,0,highrate
OTH,60,178,178,0,33,0.97,0,highrate
OTH,60,117,117,0,32,0.97,0,highrate
OTH,60,136,174,0.22,33,0.97,0,highrate
S3,374,161,161,0,100,0,0,highrate
OTH,60,167,167,0,33,0.97,0,highrate
OTH,66,16,16,0,16,0,0,highrate
RSTO,446,576,576,0,100,0,0,highrate
S3,377,905,745,0.19,100,0,0,highrate
OTH,60,140,140,0,21,0.95,0,highrate
S3,374,172,172,0,100,0,0,highrate
S3,374,105,105,0,71,0,0,highrate
S3,380,142,142,0,100,0,0,highrate
OTH,66,240,240,0,98,0,0,highrate
S3,374,5,5,0,98,0,0,highrate
OTH,60,112,112,0,33,0.97,0,highrate
S3,377,607,447,0.32,100,0,0,highrate
OTH,60,168,168,0,33,0.97,0,highrate
OTH,60,120,120,0,35,0.97,0,highrate
OTH,60,45,45,0,33,0.97,0,highrate
OTH,60,133,133,0,33,0.97,0,highrate
OTH,60,164,164,0,33,0.97,0,highrate
S3,374,169,169,0,100,0,0,highrate
S3,377,378,218,0.66,83,0,0.11,highrate
OTH,60,139,139,0,20,0.95,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
S3,377,410,250,0.58,100,0,0,highrate
S3,374,80,80,0,80,0,0,highrate
S3,464,112,112,0,100,0,0,highrate
OTH,66,162,162,0,100,0,0,highrate
S3,380,762,762,0,100,0,0,highrate
S3,377,999,839,0.17,100,0,0,highrate
OTH,60,143,143,0,31,0.97,0,highrate
S3,377,801,641,0.22,99,0,0,highrate
RSTO,446,791,791,0,100,0,0,highrate
OTH,66,111,59,0.88,33,0,0.79,highrate
S3,374,136,136,0,100,0,0,highrate
S3,386,203,203,0,100,0,0,highrate
S3,374,144,144,0,100,0,0,highrate
S3,374,176,176,0,100,0,0,highrate
S3,374,150,150,0,100,0,0,highrate
S3,377,587,427,0.34,100,0,0,highrate
S3,374,289,289,0,100,0,0,highrate
S3,374,113,113,0,76,0,0,highrate
OTH,60,20,20,0,20,0.95,0,highrate
S3,374,151,151,0,100,0,0,highrate
S3,377,775,615,0.23,99,0,0,highrate
OTH,60,138,138,0,13,0.93,0,highrate
OTH,66,56,56,0,38,0,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,123,123,0,33,0.97,0,highrate
OTH,60,179,179,0,33,0.97,0,highrate
OTH,60,39,39,0,36,0.97,0,highrate
S3,374,303,303,0,100,0,0,highrate
S3,377,332,172,0.84,52,0,0.46,highrate
S3,374,358,358,0,100,0,0,highrate
RSTO,446,385,385,0,100,0,0,highrate
S3,374,45,45,0,45,0,0,highrate
OTH,66,290,290,0,100,0,0,highrate
S3,377,355,195,0.74,67,0,0.24,highrate
OTH,60,116,116,0,33,0.97,0,highrate
OTH,60,46,46,0,33,0.97,0,highrate
S3,377,334,174,0.83,54,0,0.44,highrate
S1,248,208,208,0,100,0,0,highrate
S3,377,367,207,0.7,76,0,0.17,highrate
RSTO,446,744,744,0,100,0,0,highrate
OTH,66,11,11,0,11,0,0,highrate
S3,377,859,699,0.21,100,0,0,highrate
S3,377,600,440,0.33,100,0,0,highrate
S3,374,157,157,0,100,0,0,highrate
S3,374,74,74,0,98,0,0,highrate
OTH,60,79,79,0,35,0.97,0,highrate
S3,374,165,165,0,100,0,0,highrate
OTH,66,176,176,0,99,0,0,highrate
OTH,60,68,68,0,27,0.96,0,highrate
S3,374,169,169,0,100,0,0,highrate
S3,377,366,206,0.7,75,0,0.17,highrate
OTH,60,109,109,0,33,0.97,0,highrate
S3,374,284,284,0,100,0,0,highrate
S3,374,159,159,0,100,0,0,highrate
S3,374,98,98,0,100,0,0,highrate
S3,377,995,835,0.17,100,0,0,highrate
S3,374,180,180,0,100,0,0,highrate
S3,374,25,25,0,25,0,0,highrate
OTH,66,83,83,0,56,0.02,0,highrate
S3,374,119,119,0,100,0,0,highrate
OTH,60,177,177,0,33,0.97,0,highrate
OTH,60,138,176,0.22,33,0.97,0,highrate
S3,374,51,51,0,51,0,0,highrate
S3,374,149,149,0,100,0,0,highrate
OTH,60,129,129,0,33,0.97,0,highrate
S3,374,75,75,0,75,0,0,highrate
OTH,66,302,302,0,100,0,0,highrate
S3,374,148,148,0,100,0,0,highrate
S3,377,943,783,0.18,100,0,0,highrate
S3,377,490,330,0.44,100,0,0,highrate
S3,374,127,127,0,100,0,0,highrate
RSTO,446,391,391,0,100,0,0,highrate
S3,374,27,27,0,98,0,0,highrate
OTH,66,66,66,0,44,0,0,highrate
S3,377,927,767,0.19,100,0,0,highrate
OTH,60,135,135,0,25,0.96,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,78,17007,17007,0,70,0.03,0,highrate
OTH,78,3663,3663,0,65,0.02,0,highrate
OTH,78,11613,11613,0,68,0.03,0,highrate
OTH,78,6156,6156,0,68,0.03,0,highrate
OTH,78,5214,5214,0,71,0.01,0,highrate
OTH,78,4320,4320,0,69,0.01,0,highrate
OTH,78,10000,10000,0,72,0.01,0,highrate
OTH,78,18425,18425,0,68,0.03,0,highrate
OTH,78,20717,20717,0,65,0,0,highrate
OTH,78,24762,24762,0,75,0.01,0,highrate
RSTO,446,601,601,0,100,0,0,highrate
OTH,78,9671,9671,0,70,0.03,0,highrate
OTH,78,9098,9098,0,69,0.01,0,highrate
OTH,78,25246,25246,0,75,0.04,0,highrate
OTH,78,15815,15815,0,73,0.03,0,highrate
OTH,78,22637,22637,0,68,0.01,0,highrate
OTH,78,9869,9869,0,68,0,0,highrate
OTH,78,10618,10618,0,70,0.01,0,highrate
OTH,306,4669,4669,0,53,0,0,highrate
S3,374,134,134,0,100,0,0,highrate
OTH,78,20626,20626,0,65,0.03,0,highrate
OTH,78,8132,8132,0,69,0.07,0,highrate
OTH,78,9329,9329,0,63,0.02,0,highrate
OTH,78,11705,11705,0,66,0.01,0,highrate
OTH,78,6153,6153,0,67,0.01,0,highrate
RSTO,937,30,30,0,61,0,0,lowrate
RSTO,1022,192,192,0,100,0,0,lowrate
OTH,109,36,36,0,53,0,0,lowrate
S1,370,151,151,0,100,0,0,lowrate
S1,370,308,308,0,100,0,0,lowrate
S1,770,161,160,0,100,0,0,lowrate
OTH,60,914,914,0,50,0.02,0,lowrate
S1,370,190,190,0,100,0,0,lowrate
S1,370,387,387,0,100,0,0,lowrate
OTH,60,754,754,0,47,0,0,lowrate
S1,370,635,634,0,100,0,0,lowrate
RSTO,935,50,50,0,75,0,0,lowrate
OTH,60,826,826,0,49,0.02,0,lowrate
OTH,60,736,736,0,51,0,0,lowrate
OTH,101,39,39,0,54,0,0,lowrate
S1,370,398,398,0,100,0,0,lowrate
S1,370,138,138,0,100,0,0,lowrate
OTH,60,836,836,0,48,0.02,0,lowrate
S1,741,136,135,0,100,0,0,lowrate
S1,370,72,72,0,100,0,0,lowrate
S1,74,77,77,0,94,0,0,lowrate
OTH,60,982,982,0,49,0,0,lowrate
S1,296,665,664,0,100,0,0,lowrate
OTH,109,107,107,0,50,0,0,lowrate
OTH,91,25,25,0,53,0,0,lowrate
S1,370,576,576,0,100,0,0,lowrate
S1,148,34,34,0,75,0,0,lowrate
OTH,439,0,0,0,0,0,0,lowrate
S1,222,493,492,0,100,0,0,lowrate
S1,370,381,381,0,100,0,0,lowrate
RSTO,997,123,123,0,100,0,0,lowrate
OTH,66,10,10,0,10,0.09,0,lowrate
OTH,66,851,851,0,61,0,0,lowrate
S1,370,430,429,0,100,0,0,lowrate
RSTO,1013,177,177,0,100,0,0,lowrate
S1,370,357,357,0,100,0,0,lowrate
OTH,66,517,517,0,100,0,0,lowrate
S1,370,394,393,0,100,0,0,lowrate
S1,370,45,45,0,100,0,0,lowrate
OTH,66,469,469,0,81,0,0,lowrate
S1,370,113,113,0,100,0,0,lowrate
S1,370,220,220,0,100,0,0,lowrate
OTH,66,473,473,0,81,0,0,lowrate
S1,370,176,176,0,100,0,0,lowrate
S1,370,214,214,0,100,0,0,lowrate
OTH,88,274,274,0,50,0,0,lowrate
OTH,125,200,200,0,50,0,0,lowrate
OTH,66,519,519,0,100,0,0,lowrate
RSTO,1024,148,148,0,100,0,0,lowrate
S1,296,237,237,0,100,0,0,lowrate
OTH,85,239,239,0,50,0,0,lowrate
OTH,481,7,7,0,64,0,0,lowrate
S1,400,708,707,0,99,0,0,lowrate
S1,370,138,138,0,100,0,0,lowrate
OTH,66,580,580,0,93,0,0,lowrate
S1,370,658,657,0,100,0,0,lowrate
S1,296,372,372,0,100,0,0,lowrate
OTH,66,442,442,0,100,0,0,lowrate
OTH,60,765,765,0,31,0.03,0,lowrate
OTH,462,12,12,0,31,0,0,lowrate
S1,739,111,110,0,97,0,0,lowrate
S1,370,227,227,0,100,0,0,lowrate
S1,370,252,252,0,100,0,0,lowrate
OTH,95,10,10,0,56,0,0,lowrate
OTH,60,891,891,0,24,0,0,lowrate
S1,296,282,282,0,100,0,0,lowrate
S1,296,367,367,0,100,0,0,lowrate
OTH,60,706,706,0,48,0.02,0,lowrate
S1,370,681,681,0,100,0,0,lowrate
S1,370,313,313,0,100,0,0,lowrate
OTH,105,248,248,0,50,0,0,lowrate
OTH,60,712,712,0,48,0.02,0,lowrate
OTH,97,23,23,0,37,0,0,lowrate
S1,296,182,182,0,100,0,0,lowrate
S1,74,732,731,0,100,0,0,lowrate
S1,971,36,35,0,50,0,0,lowrate
OTH,81,98,98,0,50,0,0,lowrate
OTH,60,605,605,0,28,0.03,0,lowrate
S1,296,112,112,0,100,0,0,lowrate
S1,3889,215,215,0,100,0,0,lowrate
S1,661,105,104,0,100,0,0,lowrate
S1,774,54,53,0,73,0,0,lowrate
OTH,60,1080,1080,0,51,0.02,0,lowrate
OTH,112,188,188,0,50,0,0,lowrate
S1,370,273,272,0,99,0,0,lowrate
OTH,66,628,628,0,74,0,0,lowrate
S1,370,330,330,0,100,0,0,lowrate
OTH,111,38,38,0,53,0,0,lowrate
S1,222,769,769,0,100,0,0,lowrate
OTH,84,42,42,0,53,0,0,lowrate
S1,296,733,733,0,100,0,0,lowrate
OTH,60,984,984,0,48,0.02,0,lowrate
S1,370,591,591,0,100,0,0,lowrate
S1,296,672,672,0,100,0,0,lowrate
S1,74,259,259,0,100,0,0,lowrate
RSTO,1300,250,250,0,100,0,0,lowrate
OTH,83,260,260,0,50,0,0,lowrate
OTH,194,197,197,0,100,0,0,lowrate
S1,370,231,230,0,100,0,0,lowrate
OTH,91,6,6,0,20,0,0,lowrate
S1,787,60,59,0,75,0,0,lowrate
S1,296,457,456,0,100,0,0,lowrate
OTH,75,203,203,0,50,0,0,lowrate
OTH,60,960,960,0,32,0,0,lowrate
RSTO,890,83,83,0,93,0,0,lowrate
S1,296,895,895,0,100,0,0,lowrate
S1,296,230,230,0,100,0,0,lowrate
S1,296,642,642,0,100,0,0,lowrate
S1,370,75,75,0,100,0,0,lowrate
S1,296,598,598,0,100,0,0,lowrate
S1,296,133,133,0,100,0,0,lowrate
OTH,109,203,203,0,50,0,0,lowrate
OTH,66,370,370,0,89,0,0,lowrate
OTH,66,521,521,0,83,0,0,lowrate
OTH,127,223,223,0,100,0,0,lowrate
RSTO,1127,156,156,0,99,0,0,lowrate
OTH,60,1078,1078,0,53,0.02,0,lowrate
OTH,66,501,501,0,84,0,0,lowrate
S1,296,623,623,0,100,0,0,lowrate
S1,74,770,770,0,100,0,0,lowrate
S1,979,97,96,0,96,0,0,lowrate
OTH,66,366,366,0,88,0,0,lowrate
S1,296,359,359,0,100,0,0,lowrate
RSTO,1308,499,499,0,100,0,0,lowrate
OTH,94,42,42,0,50,0,0,lowrate
OTH,60,1049,1049,0,51,0,0,lowrate
RSTO,1034,135,135,0,100,0,0,lowrate
OTH,75,104,104,0,50,0,0,lowrate
S1,370,271,271,0,100,0,0,lowrate
S1,370,800,799,0,100,0,0,lowrate
S1,296,16,16,0,17,0,0,lowrate
OTH,66,331,331,0,73,0,0,lowrate
S1,296,259,259,0,100,0,0,lowrate
OTH,103,87,87,0,50,0,0,lowrate
OTH,66,609,609,0,90,0,0,lowrate
S1,296,105,105,0,100,0,0,lowrate
S1,296,686,686,0,100,0,0,lowrate
OTH,80,170,170,0,50,0,0,lowrate
S1,296,217,217,0,100,0,0,lowrate
OTH,60,871,871,0,51,0.02,0,lowrate
S1,665,484,483,0,94,0,0,lowrate
OTH,60,620,620,0,89,0,0,lowrate
S1,710,113,112,0,99,0,0,lowrate
S1,148,224,224,0,100,0,0,lowrate
S1,296,343,343,0,100,0,0,lowrate
OTH,60,938,938,0,29,0.03,0,lowrate
S1,296,546,546,0,100,0,0,lowrate
OTH,650,4,4,0,29,0,0,lowrate
S1,370,563,562,0,100,0,0,lowrate
OTH,60,597,597,0,20,0.05,0,lowrate
OTH,60,851,851,0,47,0,0,lowrate
S1,370,60,60,0,100,0,0,lowrate
S1,370,776,775,0,100,0,0,lowrate
S1,370,481,480,0,100,0,0,lowrate
S1,621,781,780,0,99,0,0,lowrate
OTH,66,424,424,0,85,0,0,lowrate
OTH,116,161,161,0,50,0,0,lowrate
S1,148,68,68,0,89,0,0,lowrate
S1,370,228,227,0,100,0,0,lowrate
OTH,60,764,764,0,38,0,0,lowrate
OTH,60,844,844,0,49,0,0,lowrate
S1,296,476,476,0,100,0,0,lowrate
S1,74,333,333,0,100,0,0,lowrate
S1,296,389,389,0,100,0,0,lowrate
S1,74,51,50,0,81,0,0,lowrate
OTH,117,178,178,0,50,0,0,lowrate
OTH,66,604,604,0,89,0,0,lowrate
S1,370,197,197,0,100,0,0,lowrate
S1,370,34,34,0,100,0,0,lowrate
S1,296,300,300,0,100,0,0,lowrate
S1,222,613,613,0,100,0,0,lowrate
OTH,99,230,230,0,50,0,0,lowrate
OTH,60,1050,1050,0,49,0,0,lowrate
OTH,85,45,45,0,69,0,0,lowrate
OTH,60,719,719,0,51,0.02,0,lowrate
OTH,85,54,54,0,50,0,0,lowrate
OTH,100,282,282,0,50,0,0,lowrate
