% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,17-18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,75,75,slowHeaders
tcp,OTH,43,43,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,98,98,slowHeaders
tcp,RSTO,19,19,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,38,38,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,10,10,slowHeaders
tcp,S2,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,3,3,slowHeaders
tcp,OTH,46,46,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,S1,93,92,slowHeaders
tcp,RSTO,42,42,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,89,89,slowHeaders
tcp,OTH,54,54,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,96,96,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,66,66,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,92,92,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,52,52,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,81,81,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,10,10,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,OTH,82,82,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,OTH,92,92,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,66,65,slowHeaders
tcp,OTH,92,92,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,65,65,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,87,87,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,76,76,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,51,51,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,OTH,49,49,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,RSTO,98,98,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,64,63,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,82,82,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,OTH,47,47,slowHeaders
tcp,OTH,18,18,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,100,100,slowHeaders
tcp,OTH,81,81,slowHeaders
tcp,OTH,54,54,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,45,45,slowHeaders
tcp,OTH,20,20,slowHeaders
tcp,S1,99,99,slowHeaders
tcp,OTH,89,89,slowHeaders
tcp,RSTO,100,100,slowHeaders
tcp,S1,100,100,slowHeaders
tcp,OTH,84,84,slowHeaders
tcp,OTH,50,50,slowHeaders
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,57,57,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,86,85,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,61,61,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,59,59,slowRead
tcp,S1,98,98,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,58,58,slowRead
tcp,OTH,38,38,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,57,57,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,78,78,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,85,84,slowRead
tcp,OTH,49,49,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,83,83,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,78,78,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,51,51,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,24,24,slowRead
tcp,OTH,50,50,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,49,49,slowRead
tcp,OTH,84,84,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,89,89,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,29,29,slowRead
tcp,OTH,89,89,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,61,61,slowRead
tcp,OTH,54,54,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,74,74,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,73,72,slowRead
tcp,RSTO,13,13,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,18,18,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,52,52,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,79,79,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,41,41,slowRead
tcp,OTH,94,94,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,51,51,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,57,57,slowRead
tcp,RSTO,59,59,slowRead
tcp,OTH,50,50,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,67,66,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,35,35,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,83,83,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,51,51,slowRead
tcp,RSTO,99,99,slowRead
tcp,OTH,11,11,slowRead
tcp,S1,51,51,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,33,33,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,60,60,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,86,86,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,94,94,slowRead
tcp,OTH,22,22,slowRead
tcp,OTH,89,89,slowRead
tcp,OTH,92,92,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,80,80,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,7,7,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,94,94,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,88,87,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,86,86,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,90,90,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,35,35,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,44,44,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,96,96,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,92,92,slowRead
tcp,OTH,41,41,slowRead
tcp,OTH,64,64,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,52,52,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,88,88,slowRead
tcp,RSTO,79,79,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,96,96,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,OTH,52,52,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,81,81,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,36,36,slowRead
tcp,OTH,52,52,slowRead
tcp,OTH,56,56,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,75,75,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,46,46,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,99,98,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,95,95,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,46,46,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,26,26,slowRead
tcp,OTH,79,79,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,59,59,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,53,53,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,96,96,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,74,74,slowRead
tcp,S1,100,100,slowRead
tcp,S1,96,96,slowRead
tcp,OTH,49,49,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,81,81,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,81,81,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,89,89,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,11,11,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,29,29,slowRead
tcp,S1,75,75,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,86,86,slowRead
tcp,OTH,56,56,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,59,59,slowRead
tcp,OTH,47,47,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,54,54,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,90,90,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,22,22,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,76,76,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,48,48,slowRead
tcp,OTH,57,57,slowRead
tcp,OTH,72,72,slowRead
tcp,OTH,72,72,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,52,52,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,48,48,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,48,48,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,31,31,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,42,42,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,52,52,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,98,98,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,98,98,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,56,56,slowRead
tcp,OTH,29,29,slowRead
tcp,OTH,93,93,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,57,57,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,98,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,55,54,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,89,89,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,46,46,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,81,81,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,46,46,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,32,32,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,20,20,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,90,90,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,12,12,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,OTH,22,22,slowRead
tcp,OTH,55,55,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,57,57,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,88,88,slowRead
tcp,RSTO,46,46,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,74,74,slowRead
tcp,OTH,61,61,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,47,47,slowRead
tcp,S1,34,34,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,75,75,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,64,64,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,56,56,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,74,74,slowRead
tcp,OTH,93,93,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,28,28,slowRead
tcp,S1,56,55,slowRead
tcp,OTH,47,47,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,43,43,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,98,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,43,43,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,RSTO,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,62,62,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,90,90,slowRead
tcp,S1,100,100,slowRead
tcp,S1,99,99,slowRead
tcp,S1,66,65,slowRead
tcp,S1,100,100,slowRead
tcp,S1,48,47,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,59,59,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,56,56,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,82,82,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,47,47,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,85,85,slowRead
tcp,OTH,86,86,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,68,68,slowRead
tcp,S1,76,76,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,OTH,86,86,slowRead
tcp,S1,77,77,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,96,96,slowRead
tcp,S1,53,52,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,94,94,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,48,48,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,51,51,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,96,96,slowRead
tcp,RSTO,77,77,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,32,32,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,68,68,slowRead
tcp,S1,89,88,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,94,93,slowRead
tcp,S1,100,100,slowRead
tcp,OTH,50,50,slowRead
tcp,S1,91,90,slowRead
tcp,OTH,48,48,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,49,49,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,S1,100,100,slowRead
tcp,RSTO,100,100,slowRead
tcp,OTH,44,44,slowRead
tcp,S1,100,100,slowRead
