% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,17,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,173,236,1,3,0.33,0.02,NORMAL
tcp,SF,315,1396,19,255,0,0,NORMAL
tcp,SF,230,9528,1,1,1,0.06,NORMAL
tcp,SF,295,8667,1,88,0.01,0.02,NORMAL
tcp,SF,200,4244,10,10,0.1,0.02,NORMAL
tcp,SF,294,10514,7,20,0.05,0.03,NORMAL
tcp,REJ,0,0,1,1,1,0.19,NORMAL
tcp,SF,0,20256,7,7,0.14,0.05,NORMAL
tcp,OTH,78,0,7926,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,6775,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,24080,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,7619,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,6558,70,0.04,0,HIGH_RATE
tcp,OTH,78,0,5526,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,5506,70,0.04,0,HIGH_RATE
tcp,OTH,78,0,23617,69,0.04,0,HIGH_RATE
tcp,OTH,78,0,9360,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,7403,73,0.03,0,HIGH_RATE
tcp,OTH,78,0,11522,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,20807,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,4737,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,7205,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,23719,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,5434,71,0,0,HIGH_RATE
tcp,OTH,78,0,6548,70,0,0,HIGH_RATE
tcp,OTH,78,0,15327,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,25399,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,24910,60,0.03,0,HIGH_RATE
tcp,OTH,78,0,10507,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,3326,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,6835,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,11559,70,0,0,HIGH_RATE
tcp,OTH,78,0,15062,75,0.04,0,HIGH_RATE
tcp,OTH,78,0,13583,81,0.04,0,HIGH_RATE
tcp,OTH,78,0,594,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,7141,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,15715,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,5985,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,19075,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,10837,69,0.04,0,HIGH_RATE
tcp,OTH,78,0,9369,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,10302,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,12350,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,6510,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,5570,66,0.06,0,HIGH_RATE
tcp,OTH,78,0,7075,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,20728,67,0,0,HIGH_RATE
tcp,OTH,78,0,5979,63,0.02,0,HIGH_RATE
tcp,OTH,78,0,10764,71,0,0,HIGH_RATE
tcp,OTH,78,0,2099,62,0.03,0,HIGH_RATE
tcp,OTH,78,0,12148,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,19589,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,4607,63,0.03,0,HIGH_RATE
tcp,OTH,78,0,11769,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,367,67,0,0,HIGH_RATE
tcp,OTH,78,0,9915,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,13278,73,0.03,0,HIGH_RATE
tcp,OTH,78,0,22041,51,0.02,0,HIGH_RATE
tcp,OTH,78,0,5489,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,27166,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,17207,76,0.04,0,HIGH_RATE
tcp,OTH,78,0,8560,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,16524,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,23691,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,4605,62,0.05,0,HIGH_RATE
tcp,OTH,78,0,13203,79,0.04,0,HIGH_RATE
tcp,OTH,78,0,9097,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,6320,65,0,0,HIGH_RATE
tcp,OTH,78,0,17461,76,0.03,0,HIGH_RATE
tcp,OTH,78,0,6608,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,5895,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,678,70,0.04,0,HIGH_RATE
tcp,OTH,78,0,11667,67,0,0,HIGH_RATE
tcp,OTH,78,0,9897,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,25926,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,10819,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,19643,52,0.02,0,HIGH_RATE
tcp,OTH,78,0,18386,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,5706,69,0,0,HIGH_RATE
tcp,OTH,78,0,19931,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,7824,73,0.05,0,HIGH_RATE
tcp,OTH,78,0,22034,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,7978,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,9864,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,11472,70,0,0,HIGH_RATE
tcp,OTH,78,0,3027,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,16777,77,0,0,HIGH_RATE
tcp,OTH,78,0,6304,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,7448,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,9247,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,5579,69,0,0,HIGH_RATE
tcp,OTH,78,0,9882,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,10360,63,0.02,0,HIGH_RATE
tcp,OTH,78,0,9664,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,18392,74,0,0,HIGH_RATE
tcp,OTH,78,0,5135,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,10618,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,15175,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,10816,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,20624,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,250,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,9488,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,24923,62,0.03,0,HIGH_RATE
tcp,OTH,78,0,8481,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,20013,72,0,0,HIGH_RATE
tcp,OTH,78,0,9060,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,10569,73,0.03,0,HIGH_RATE
tcp,OTH,78,0,27022,73,0,0,HIGH_RATE
tcp,OTH,78,0,4830,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,22358,71,0,0,HIGH_RATE
tcp,OTH,78,0,20752,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,6520,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,22561,77,0.01,0,HIGH_RATE
tcp,OTH,78,0,7665,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,14541,72,0.04,0,HIGH_RATE
tcp,OTH,78,0,14173,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,20541,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,24591,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,9074,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,8870,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,26890,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,6646,63,0.02,0,HIGH_RATE
tcp,OTH,78,0,5959,67,0,0,HIGH_RATE
tcp,OTH,78,0,11628,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,25745,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,23618,69,0.04,0,HIGH_RATE
tcp,OTH,78,0,22501,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,23487,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,9888,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,5436,73,0,0,HIGH_RATE
tcp,OTH,78,0,7134,68,0,0,HIGH_RATE
tcp,OTH,78,0,5437,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,20673,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,15148,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,16498,75,0.01,0,HIGH_RATE
tcp,OTH,78,0,3990,69,0,0,HIGH_RATE
tcp,OTH,78,0,4648,65,0,0,HIGH_RATE
tcp,OTH,78,0,21310,67,0,0,HIGH_RATE
tcp,OTH,78,0,18190,76,0,0,HIGH_RATE
tcp,OTH,78,0,6905,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,10184,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,6558,70,0,0,HIGH_RATE
tcp,OTH,78,0,9928,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,10779,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,8283,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,4778,63,0.06,0,HIGH_RATE
tcp,OTH,78,0,26885,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,24463,62,0.03,0,HIGH_RATE
tcp,OTH,78,0,7898,76,0.04,0,HIGH_RATE
tcp,OTH,78,0,20681,64,0,0,HIGH_RATE
tcp,OTH,78,0,9961,72,0,0,HIGH_RATE
tcp,OTH,78,0,15652,78,0.01,0,HIGH_RATE
tcp,OTH,78,0,21120,73,0,0,HIGH_RATE
tcp,OTH,78,0,22833,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,27098,65,0,0,HIGH_RATE
tcp,OTH,78,0,11021,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,7173,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,4701,59,0.05,0,HIGH_RATE
tcp,OTH,78,0,24061,76,0.03,0,HIGH_RATE
tcp,OTH,78,0,23951,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,12670,70,0,0,HIGH_RATE
tcp,OTH,78,0,20632,72,0,0,HIGH_RATE
tcp,OTH,78,0,5455,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,22234,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,20707,68,0,0,HIGH_RATE
tcp,OTH,78,0,7562,68,0,0,HIGH_RATE
tcp,OTH,78,0,11827,63,0,0,HIGH_RATE
tcp,OTH,78,0,11984,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,15064,75,0.04,0,HIGH_RATE
tcp,OTH,78,0,10318,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,127,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,8700,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,13500,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,12396,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,24670,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,14996,62,0.02,0,HIGH_RATE
tcp,OTH,78,0,5767,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,20318,76,0.01,0,HIGH_RATE
tcp,OTH,78,0,23763,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,26254,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,21538,73,0.03,0,HIGH_RATE
tcp,OTH,78,0,7133,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,15356,66,0,0,HIGH_RATE
tcp,OTH,78,0,21309,66,0,0,HIGH_RATE
tcp,OTH,78,0,9675,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,15000,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,8335,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,17815,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,8832,77,0,0,HIGH_RATE
tcp,OTH,78,0,23549,65,0,0,HIGH_RATE
tcp,OTH,78,0,23649,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,21150,71,0,0,HIGH_RATE
tcp,OTH,78,0,6459,66,0,0,HIGH_RATE
tcp,OTH,78,0,20546,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,6556,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,26523,71,0,0,HIGH_RATE
tcp,OTH,78,0,11391,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,10672,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,5694,62,0.02,0,HIGH_RATE
tcp,OTH,78,0,11067,72,0.04,0,HIGH_RATE
tcp,OTH,78,0,26769,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,11121,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,17490,73,0.04,0,HIGH_RATE
tcp,OTH,78,0,25027,68,0,0,HIGH_RATE
tcp,OTH,78,0,6702,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,12574,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,17542,74,0.04,0,HIGH_RATE
tcp,OTH,78,0,21789,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,22359,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,19793,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,24077,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,5639,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,438,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,20385,67,0,0,HIGH_RATE
tcp,OTH,78,0,8057,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,4645,58,0.02,0,HIGH_RATE
tcp,OTH,78,0,20540,73,0,0,HIGH_RATE
tcp,OTH,78,0,11118,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,9399,64,0,0,HIGH_RATE
tcp,OTH,78,0,9875,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,6475,75,0,0,HIGH_RATE
tcp,OTH,78,0,20630,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,10707,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,6458,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,11737,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,9825,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,15336,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,5511,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,9849,74,0,0,HIGH_RATE
tcp,OTH,78,0,18105,73,0.03,0,HIGH_RATE
tcp,OTH,306,0,4671,56,0,0,HIGH_RATE
tcp,OTH,78,0,5254,72,0.04,0,HIGH_RATE
tcp,OTH,78,0,17184,75,0.04,0,HIGH_RATE
tcp,OTH,78,0,10008,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,10772,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,6564,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,26867,67,0,0,HIGH_RATE
tcp,OTH,78,0,24465,64,0.03,0,HIGH_RATE
tcp,OTH,78,0,7204,77,0,0,HIGH_RATE
tcp,OTH,78,0,23019,66,0,0,HIGH_RATE
tcp,OTH,78,0,5183,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,6234,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,15388,76,0.04,0,HIGH_RATE
tcp,OTH,78,0,8622,69,0,0,HIGH_RATE
tcp,OTH,78,0,9543,76,0.01,0,HIGH_RATE
tcp,OTH,78,0,4773,67,0.04,0,HIGH_RATE
tcp,OTH,78,0,26888,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,6470,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,5288,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,6573,71,0,0,HIGH_RATE
tcp,OTH,78,0,11760,67,0.06,0,HIGH_RATE
tcp,OTH,78,0,25650,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,5599,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,9977,66,0,0,HIGH_RATE
tcp,OTH,78,0,16612,76,0.04,0,HIGH_RATE
tcp,OTH,78,0,10516,67,0,0,HIGH_RATE
tcp,OTH,78,0,8234,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,22149,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,1329,63,0.03,0,HIGH_RATE
tcp,OTH,78,0,772,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,8347,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,22598,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,3783,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,8583,66,0,0,HIGH_RATE
tcp,OTH,78,0,20081,62,0.02,0,HIGH_RATE
tcp,OTH,78,0,20719,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,7152,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,26863,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,11117,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,20626,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,12330,69,0,0,HIGH_RATE
tcp,OTH,78,0,9862,75,0.01,0,HIGH_RATE
tcp,OTH,78,0,9973,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,14529,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,14994,64,0.02,0,HIGH_RATE
tcp,OTH,78,0,5679,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,27088,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,23586,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,20616,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,9957,72,0,0,HIGH_RATE
tcp,OTH,78,0,15590,76,0.04,0,HIGH_RATE
tcp,OTH,78,0,17173,75,0.03,0,HIGH_RATE
tcp,OTH,78,0,12604,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,214,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,10737,64,0,0,HIGH_RATE
tcp,OTH,78,0,12622,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,10582,57,0.02,0,HIGH_RATE
tcp,OTH,78,0,5151,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,23421,65,0,0,HIGH_RATE
tcp,OTH,78,0,6997,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,27108,62,0.03,0,HIGH_RATE
tcp,OTH,78,0,9988,69,0,0,HIGH_RATE
tcp,OTH,78,0,20440,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,6602,67,0,0,HIGH_RATE
tcp,OTH,78,0,17615,72,0.04,0,HIGH_RATE
tcp,OTH,78,0,16347,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,9861,75,0.03,0,HIGH_RATE
tcp,OTH,78,0,11390,67,0.04,0,HIGH_RATE
tcp,OTH,78,0,9936,76,0.01,0,HIGH_RATE
tcp,OTH,78,0,10610,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,7581,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,9897,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,19670,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,645,71,0,0,HIGH_RATE
tcp,OTH,78,0,6555,69,0,0,HIGH_RATE
tcp,OTH,78,0,24711,71,0.04,0,HIGH_RATE
tcp,OTH,78,0,8609,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,9905,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,20337,78,0.01,0,HIGH_RATE
tcp,OTH,78,0,18558,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,1064,65,0.03,0,HIGH_RATE
tcp,OTH,78,0,26695,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,23658,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,7335,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,11323,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,5594,68,0.06,0,HIGH_RATE
tcp,OTH,78,0,11528,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,5699,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,6493,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,13012,78,0.03,0,HIGH_RATE
tcp,OTH,78,0,10879,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,9798,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,1556,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,9563,73,0,0,HIGH_RATE
tcp,OTH,78,0,4772,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,20621,66,0,0,HIGH_RATE
tcp,OTH,78,0,23735,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,10618,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,23763,72,0,0,HIGH_RATE
tcp,OTH,78,0,19743,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,11716,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,4380,67,0.04,0,HIGH_RATE
tcp,OTH,78,0,8459,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,2766,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,5560,62,0.05,0,HIGH_RATE
tcp,OTH,78,0,9868,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,22032,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,15539,71,0.04,0,HIGH_RATE
tcp,OTH,78,0,21533,77,0.01,0,HIGH_RATE
tcp,OTH,78,0,332,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,9080,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,22071,67,0,0,HIGH_RATE
tcp,OTH,78,0,18986,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,9034,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,25092,74,0.04,0,HIGH_RATE
tcp,OTH,78,0,8487,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,25587,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,7655,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,8403,63,0.06,0,HIGH_RATE
tcp,OTH,78,0,9637,69,0,0,HIGH_RATE
tcp,OTH,78,0,24957,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,2412,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,7725,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,25261,75,0.01,0,HIGH_RATE
tcp,OTH,78,0,15287,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,11661,67,0.04,0,HIGH_RATE
tcp,OTH,78,0,23559,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,5584,72,0.01,0,HIGH_RATE
tcp,OTH,78,0,9632,70,0.04,0,HIGH_RATE
tcp,OTH,78,0,9914,73,0.04,0,HIGH_RATE
tcp,OTH,78,0,6804,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,14166,73,0,0,HIGH_RATE
tcp,OTH,78,0,9903,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,16662,76,0.03,0,HIGH_RATE
tcp,OTH,78,0,11234,75,0.03,0,HIGH_RATE
tcp,OTH,78,0,11931,70,0,0,HIGH_RATE
tcp,OTH,78,0,4957,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,8553,69,0,0,HIGH_RATE
tcp,OTH,78,0,16325,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,9998,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,7117,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,9859,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,22510,67,0,0,HIGH_RATE
tcp,OTH,78,0,10456,75,0,0,HIGH_RATE
tcp,OTH,78,0,6461,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,15450,77,0.05,0,HIGH_RATE
tcp,OTH,78,0,26449,73,0.03,0,HIGH_RATE
tcp,OTH,78,0,7965,62,0.03,0,HIGH_RATE
tcp,OTH,78,0,9295,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,11836,65,0,0,HIGH_RATE
tcp,OTH,78,0,22223,66,0.01,0,HIGH_RATE
tcp,OTH,78,0,7947,75,0,0,HIGH_RATE
tcp,OTH,78,0,11655,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,6689,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,10704,70,0,0,HIGH_RATE
tcp,OTH,78,0,6566,67,0,0,HIGH_RATE
tcp,OTH,78,0,11825,73,0.04,0,HIGH_RATE
tcp,OTH,78,0,9642,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,7981,70,0,0,HIGH_RATE
tcp,OTH,78,0,20615,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,22420,69,0,0,HIGH_RATE
tcp,OTH,78,0,13943,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,15320,65,0,0,HIGH_RATE
tcp,OTH,78,0,15061,76,0.01,0,HIGH_RATE
tcp,OTH,78,0,24973,70,0.03,0,HIGH_RATE
tcp,OTH,78,0,11312,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,6454,66,0.03,0,HIGH_RATE
tcp,OTH,78,0,10495,70,0.01,0,HIGH_RATE
tcp,OTH,78,0,27021,67,0,0,HIGH_RATE
tcp,OTH,78,0,10221,72,0.03,0,HIGH_RATE
tcp,OTH,78,0,9645,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,14832,69,0.01,0,HIGH_RATE
tcp,OTH,78,0,23033,63,0,0,HIGH_RATE
tcp,OTH,78,0,9984,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,23642,71,0.01,0,HIGH_RATE
tcp,OTH,78,0,9784,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,7527,67,0.03,0,HIGH_RATE
tcp,OTH,78,0,20561,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,8136,74,0.03,0,HIGH_RATE
tcp,OTH,78,0,7984,68,0.04,0,HIGH_RATE
tcp,OTH,78,0,11257,68,0.01,0,HIGH_RATE
tcp,OTH,78,0,8681,73,0.01,0,HIGH_RATE
tcp,OTH,78,0,9352,74,0.01,0,HIGH_RATE
tcp,OTH,78,0,6539,71,0,0,HIGH_RATE
tcp,OTH,78,0,4133,63,0.03,0,HIGH_RATE
tcp,OTH,78,0,25314,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,1330,62,0.02,0,HIGH_RATE
tcp,OTH,78,0,14564,71,0.03,0,HIGH_RATE
tcp,OTH,78,0,5489,68,0.03,0,HIGH_RATE
tcp,OTH,78,0,23590,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,3288,69,0.03,0,HIGH_RATE
tcp,OTH,78,0,2485,67,0.01,0,HIGH_RATE
tcp,OTH,78,0,15477,76,0.05,0,HIGH_RATE
tcp,OTH,78,0,15306,65,0.02,0,HIGH_RATE
tcp,OTH,78,0,6440,69,0.04,0,HIGH_RATE
tcp,OTH,78,0,15370,77,0.04,0,HIGH_RATE
tcp,OTH,78,0,23907,74,0.03,0,HIGH_RATE
